"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Robbie Grossman","DET","1","3","5","3","2","1","0","0","0","3","2","0","0","0","0","0","0","2","0","1.000","5254"
"Brandon Crawford","SFG","2","3","6","3","2","0","0","1","2","2","3","0","0","0","0","0","0","0","0","1.000","5343"
"Jason Castro","HOU","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","8722"
"Roman Quinn","PHI","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","13546"
"Pat Valaika","BAL","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","14885"
"Jake Bauers","CLE","1","1","1","1","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","1.000","15194"
"Garrett Cooper","MIA","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","15279"
"Pablo Reyes","MIL","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","16357"
"Francisco Mejia","TBR","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","16403"
"Andy Ibanez","TEX","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","18819"
"Keibert Ruiz","LAD","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1.000","19610"
"Alan Trejo","COL","2","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","20056"
"Giancarlo Stanton","NYY","1","5","5","4","2","1","0","1","1","3","0","0","0","0","0","0","0","0","0",".800","4949"
"Buster Posey","SFG","1","4","4","3","2","0","0","1","3","1","0","0","0","0","0","0","0","0","0",".750","9166"
"Hunter Renfroe","BOS","1","4","4","3","1","1","0","1","2","2","0","0","0","0","0","0","0","0","0",".750","15464"
"Victor Reyes","DET","1","4","4","3","2","1","0","0","2","1","0","0","0","0","0","0","0","0","0",".750","15487"
"Eric Sogard","CHC","1","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".667","7927"
"Tucker Barnhart","CIN","1","3","3","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0",".667","10200"
"Daniel Vogelbach","MIL","1","3","3","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".667","14130"
"Hunter Dozier","KCR","1","3","4","2","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0",".667","15117"
"Trea Turner","WSN","1","3","4","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".667","16252"
"Sam Haggerty","SEA","1","3","3","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".667","18054"
"Dansby Swanson","ATL","1","3","4","2","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0",".667","18314"
"Asdrubal Cabrera","ARI","1","5","5","3","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0",".600","4962"
"Miguel Rojas","MIA","1","5","5","3","2","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".600","7802"
"Christian Vazquez","BOS","1","5","5","3","2","1","0","0","1","2","0","0","1","0","0","0","0","0","0",".600","9774"
"Trey Mancini","BAL","1","5","5","3","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".600","15149"
"Adolis Garcia","TEX","1","5","5","3","2","0","0","1","1","3","0","0","1","0","0","0","0","0","0",".600","19287"
"Brandon Belt","SFG","2","7","8","4","2","0","0","2","3","7","1","0","2","0","0","0","0","0","0",".571","10264"
"Trevor Story","COL","2","7","8","4","3","1","0","0","1","2","1","0","0","0","0","0","0","1","0",".571","12564"
"Jed Lowrie","OAK","1","4","4","2","1","1","0","0","1","2","0","0","1","0","0","0","0","0","0",".500","4418"
"Avisail Garcia","MIL","1","2","2","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","5760"
"Eduardo Escobar","ARI","1","4","4","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".500","6153"
"Freddy Galvis","BAL","1","2","4","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0",".500","6609"
"Salvador Perez","KCR","1","4","4","2","1","0","0","1","1","2","0","0","1","0","0","0","0","0","0",".500","7304"
"Andrew McCutchen","PHI","1","4","4","2","0","0","0","2","2","2","0","0","1","0","0","0","0","0","0",".500","9847"
"DJ LeMahieu","NYY","1","4","5","2","2","0","0","0","2","1","1","0","1","0","0","0","0","0","0",".500","9874"
"Jose Iglesias","LAA","1","4","4","2","1","1","0","0","0","2","0","0","1","0","0","0","0","0","0",".500","10231"
"Kevin Kiermaier","TBR","1","2","4","1","0","1","0","0","1","2","2","0","0","0","0","0","0","2","0",".500","11038"
"Whit Merrifield","KCR","1","2","5","1","1","0","0","0","1","0","3","0","0","0","0","0","0","2","0",".500","11281"
"Jake Marisnick","CHC","2","2","4","1","0","0","0","1","2","1","1","0","0","1","0","0","0","1","0",".500","11339"
"Michael A. Taylor","KCR","1","4","4","2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".500","11489"
"Travis Shaw","MIL","1","4","5","2","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".500","11982"
"Kolten Wong","MIL","1","4","5","2","1","1","0","0","2","0","0","0","0","1","0","0","0","0","0",".500","12532"
"Lewis Brinson","MIA","1","4","4","2","0","1","0","1","1","3","0","0","1","0","0","0","0","0","0",".500","14352"
"Harold Ramirez","CLE","1","4","4","2","1","1","0","0","1","2","0","0","0","0","0","0","0","0","0",".500","14387"
"Mitch Garver","MIN","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","15161"
"Jose Abreu","CHW","1","4","5","2","1","0","0","1","1","3","0","0","1","0","1","0","0","0","0",".500","15676"
