"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Ehire Adrianza","ATL","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","8418"
"Ronald Torreyes","PHI","1","1","1","1","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","1.000","11400"
"Brad Miller","PHI","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","12775"
"Josh Bell","WSN","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","13145"
"Omar Narvaez","MIL","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","13338"
"Pat Valaika","BAL","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","14885"
"Miguel Sano","MIN","1","4","4","3","0","0","0","3","3","4","0","0","0","0","0","0","0","0","0",".750","12164"
"C.J. Cron","COL","1","4","4","3","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".750","12546"
"Alex Dickerson","SFG","1","4","4","3","1","1","0","1","1","3","0","0","0","0","0","0","0","0","0",".750","12649"
"Harold Castro","DET","1","4","4","3","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".750","14691"
"Jake Cronenworth","SDP","1","4","4","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0",".750","18036"
"Nico Hoerner","CHC","1","4","4","3","3","0","0","0","2","0","0","0","1","0","0","0","0","0","0",".750","21479"
"Nolan Arenado","STL","1","3","4","2","1","0","0","1","2","2","1","0","0","0","0","0","0","0","0",".667","9777"
"Nick Castellanos","CIN","1","3","4","2","1","0","0","1","1","1","1","0","0","0","0","0","0","0","1",".667","11737"
"Gregory Polanco","PIT","1","3","4","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0",".667","12907"
"Kris Bryant","CHC","1","3","4","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0",".667","15429"
"Mike Ford","NYY","1","3","4","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".667","15585"
"Danny Jansen","TOR","1","3","4","2","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0",".667","16535"
"Ramon Laureano","OAK","1","3","5","2","0","0","0","2","3","3","1","0","1","0","1","0","0","0","0",".667","17128"
"Kelvin Gutierrez","KCR","1","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".667","17468"
"Shohei Ohtani","LAA","1","3","4","2","1","0","0","1","2","1","1","1","0","0","0","0","0","0","0",".667","19755"
"Teoscar Hernandez","TOR","1","5","5","3","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0",".600","13066"
"Joey Wendle","TBR","1","5","5","3","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0",".600","13853"
"Lourdes Gurriel Jr.","TOR","1","5","5","3","2","1","0","0","1","1","0","0","2","0","0","0","0","0","0",".600","19238"
"Tommy Edman","STL","1","5","5","3","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0",".600","19470"
"Vladimir Guerrero Jr.","TOR","1","5","5","3","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".600","19611"
"Ryan Zimmerman","WSN","1","4","5","2","2","0","0","0","0","1","1","0","2","0","0","0","0","0","0",".500","4220"
"Jed Lowrie","OAK","1","2","4","1","1","0","0","0","1","0","2","1","0","0","0","0","0","0","0",".500","4418"
"Justin Upton","LAA","1","4","4","2","1","0","0","1","1","3","0","0","0","0","0","0","0","0","1",".500","5222"
"Brandon Crawford","SFG","1","4","4","2","1","0","0","1","2","1","0","0","1","0","0","0","0","0","0",".500","5343"
"Kyle Higashioka","NYY","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","5517"
"Yadier Molina","STL","1","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","7007"
"Odubel Herrera","PHI","1","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","11476"
"Francisco Lindor","NYM","1","4","4","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","12916"
"Jesse Winker","CIN","1","4","4","2","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",".500","13590"
"Mookie Betts","LAD","1","4","5","2","1","0","0","1","2","1","1","0","0","0","0","0","0","0","0",".500","13611"
"Jeimer Candelario","DET","1","4","5","2","0","1","0","1","2","2","1","0","0","0","0","0","0","0","0",".500","13621"
"Chris Taylor","LAD","1","4","5","2","1","0","0","1","2","2","1","0","1","0","0","0","0","0","0",".500","13757"
"David Bote","CHC","1","4","4","2","1","0","0","1","2","2","0","0","2","0","0","0","0","0","0",".500","14593"
"Miguel Andujar","NYY","1","4","4","2","2","0","0","0","2","1","0","0","1","0","0","0","0","0","0",".500","15878"
"Stevie Wilkerson","BAL","1","4","4","2","1","1","0","0","2","1","0","0","1","0","0","0","0","0","0",".500","16041"
"Pablo Reyes","MIL","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".500","16357"
"Matt Chapman","OAK","1","4","4","2","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0",".500","16505"
"Josh Fuentes","COL","1","4","4","2","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0",".500","16885"
"Edmundo Sosa","STL","1","4","4","2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0",".500","17022"
"Alex Verdugo","BOS","1","4","4","2","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".500","17027"
"Yermin Mercedes","CHW","1","4","5","2","2","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".500","17423"
"Myles Straw","HOU","1","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","17620"
"Alex Bregman","HOU","1","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","17678"
"Kevin Newman","PIT","1","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","17696"
"Brian Anderson","MIA","1","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","18289"
"Kyle Tucker","HOU","1","4","4","2","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0",".500","18345"
"Josh Naylor","CLE","1","4","4","2","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",".500","18839"
"Will Smith","LAD","1","4","5","2","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0",".500","19197"
"Nick Solak","TEX","1","4","4","2","1","0","0","1","2","2","0","0","1","0","0","0","0","0","0",".500","19294"
"Gavin Lux","LAD","1","4","4","2","1","0","0","1","1","4","0","0","1","0","0","0","0","0","0",".500","19955"
"Dylan Carlson","STL","1","4","5","2","2","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".500","20126"
"Jazz Chisholm","MIA","1","4","4","2","1","0","0","1","2","2","0","0","1","0","0","0","0","0","0",".500","20454"
"Michael Brantley","HOU","1","5","5","2","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0",".400","4106"
"Jose Altuve","HOU","1","5","5","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".400","5417"
"Randal Grichuk","TOR","1","5","5","2","0","1","0","1","2","2","0","0","0","0","0","0","1","0","0",".400","10243"
"Jonathan Schoop","DET","1","5","5","2","2","0","0","0","0","1","0","0","2","0","0","0","0","0","0",".400","11265"
"Bryce Harper","PHI","1","5","5","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0",".400","11579"
"Willson Contreras","CHC","1","5","5","2","2","0","0","0","0","2","0","0","1","0","0","0","0","0","1",".400","11609"
"Rougned Odor","NYY","1","5","5","2","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".400","12282"
"Marcus Semien","TOR","1","5","5","2","2","0","0","0","1","1","0","0","2","0","0","0","0","0","0",".400","12533"
"Mike Zunino","TBR","1","5","5","2","0","0","0","2","2","4","0","0","3","0","0","0","0","0","0",".400","13265"
"Amed Rosario","CLE","1","5","5","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".400","15518"
"Aaron Judge","NYY","1","5","5","2","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0",".400","15640"
"Austin Meadows","TBR","1","5","6","2","0","1","0","1","2","3","1","0","1","0","0","0","0","0","0",".400","15672"
"Rhys Hoskins","PHI","1","5","5","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".400","16472"
"Yandy Diaz","TBR","1","5","5","2","2","0","0","0","2","0","0","0","2","0","0","0","0","0","0",".400","16578"
"D.J. Stewart","BAL","1","5","5","2","2","0","0","0","0","1","0","0","2","0","0","0","0","0","0",".400","17766"
"Brandon Lowe","TBR","1","5","5","2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".400","18882"
"Juan Soto","WSN","1","5","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".400","20123"
"Alec Bohm","PHI","1","5","5","2","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".400","21618"
"David Peralta","ARI","1","3","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".333","2136"
"Freddie Freeman","ATL","1","3","4","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0","0",".333","5361"
"Charlie Blackmon","COL","1","3","4","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",".333","7859"
"Jose Iglesias","LAA","1","3","4","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0",".333","10231"
"Yasmani Grandal","CHW","1","3","5","1","0","0","0","1","1","2","2","0","1","0","0","0","0","0","0",".333","11368"
"Gary Sanchez","NYY","1","3","3","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".333","11442"
"Michael A. Taylor","KCR","1","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1",".333","11489"
"Nick Ahmed","ARI","1","3","3","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",".333","12147"
"Jake Lamb","CHW","1","3","4","1","0","0","0","1","2","1","0","0","1","1","0","0","0","0","0",".333","13329"
"Tyler Naquin","CIN","1","3","4","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".333","13359"
"Jose Ramirez","CLE","1","3","4","1","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0",".333","13510"
"David Dahl","TEX","1","3","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".333","13744"
"Matt Duffy","CHC","1","3","4","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".333","13836"
"Franmil Reyes","CLE","1","3","4","1","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0",".333","14566"
"Kyle Farmer","CIN","1","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".333","14813"
"Andrew Knapp","PHI","1","3","4","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".333","14942"
"Chance Sisco","BAL","1","3","4","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".333","15694"
"Willy Adames","TBR","1","3","4","1","0","1","0","0","1","0","1","0","2","0","0","0","0","0","0",".333","15986"
"Johneshwy Fargas","NYM","1","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".333","16446"
"Mauricio Dubon","SFG","1","3","3","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".333","16530"
"Jonah Heim","TEX","1","3","3","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".333","16930"
"Ian Happ","CHC","1","3","4","1","0","0","0","1","1","1","1","0","1","0","0","0","1","0","0",".333","17919"
"Cedric Mullins II","BAL","1","3","4","1","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0",".333","17929"
"Guillermo Heredia","ATL","1","3","3","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",".333","18721"
"Yuli Gurriel","HOU","1","3","4","1","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0",".333","19198"
"Nicky Lopez","KCR","1","3","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".333","19339"
"Ben Rortvedt","MIN","1","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".333","20287"
"Trevor Larnach","MIN","1","3","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".333","21501"
"Miguel Cabrera","DET","1","4","4","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".250","1744"
"Ji-Man Choi","TBR","1","4","5","1","0","0","0","1","1","2","1","0","2","0","0","0","0","0","0",".250","5452"
"Leury Garcia","CHW","1","4","4","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".250","5913"
"Jean Segura","PHI","1","4","5","1","1","0","0","0","0","1","1","0","2","0","0","0","0","0","0",".250","5933"
"Eduardo Escobar","ARI","1","4","4","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".250","6153"
"Miguel Rojas","MIA","1","4","4","1","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0",".250","7802"
"Josh Harrison","WSN","1","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".250","8202"
"Lorenzo Cain","MIL","1","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".250","9077"
"DJ LeMahieu","NYY","1","4","5","1","0","1","0","0","0","3","0","0","0","0","1","0","0","0","0",".250","9874"
"Brett Gardner","NYY","1","4","5","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".250","9927"
