"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Alex Reyes","STL","0","0","0.00","1","0","0","0","1","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","15015"
"Austin Voth","WSN","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","0","15047"
"Hunter Wood","TEX","0","0","0.00","1","0","0","0","0","0","0","1.2","5","0","0","0","0","0","0","0","0","0","2","15091"
"Aaron Slegers","LAA","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","15231"
"Cody Reed","TBR","0","0","0.00","1","0","0","0","0","0","0","0.2","4","0","0","0","0","2","0","0","0","0","2","15232"
"Cole Sulser","BAL","0","0","0.00","1","0","0","0","0","0","0","1.2","6","0","0","0","0","1","0","0","0","0","2","15256"
"Chad Green","NYY","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","0","15552"
"Miguel Castro","NYM","0","0","0.00","1","1","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","15684"
"Devin Williams","MIL","0","0","0.00","1","0","0","0","0","0","0","0.1","3","1","0","0","0","0","0","0","0","0","1","15816"
"Spencer Turnbull","DET","1","0","0.00","1","1","1","1","0","0","0","9.0","29","0","0","0","0","2","0","0","0","0","9","16207"
"Ryan Thompson","TBR","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","16647"
"Michael Kopech","CHW","0","0","0.00","1","0","0","0","0","1","0","1.0","4","1","0","0","0","0","0","0","0","0","0","17282"
"Justin Steele","CHC","0","0","0.00","1","0","0","0","0","1","0","0.2","2","0","0","0","0","0","0","0","0","0","1","17312"
"Brett Martin","TEX","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","1","17369"
"Genesis Cabrera","STL","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","1","0","0","17490"
"Tanner Rainey","WSN","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","17610"
"Jake Brentz","KCR","1","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","17783"
"Cody Stashak","MIN","0","0","0.00","1","0","0","0","0","0","0","2.0","9","0","0","0","0","2","0","0","0","0","2","18088"
"Tyler Kinley","COL","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","18297"
"Josh Staumont","KCR","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","18335"
"Jaime Barria","LAA","0","0","0.00","1","0","0","0","0","0","0","4.0","13","1","0","0","0","1","0","0","0","0","1","18356"
"Travis Bergen","TOR","0","0","0.00","1","0","0","0","0","0","0","0.2","4","1","0","0","0","1","0","0","0","0","1","18581"
"Cody Poteet","MIA","0","0","0.00","1","1","0","0","0","0","0","5.0","20","3","0","0","0","2","0","0","0","0","3","18769"
"Drew Steckenrider","SEA","0","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","1","18806"
"Ryan Hendrix","CIN","0","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","4","19535"
"Jordan Sheffield","COL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","19682"
"Anthony Bender","MIA","0","0","0.00","1","0","0","0","0","1","0","0.2","3","2","0","0","0","0","0","0","0","0","0","19742"
"Jonathan Loaisiga","NYY","0","0","0.00","1","0","0","0","0","1","0","1.2","5","0","0","0","0","0","0","0","0","0","1","19753"
"Keegan Thompson","CHC","1","0","0.00","1","0","0","0","0","0","0","1.1","6","1","0","0","0","1","0","0","1","0","3","19795"
"James Karinchak","CLE","0","0","0.00","1","0","0","0","1","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","20151"
"Andre Scrubb","HOU","0","0","0.00","1","0","0","0","0","1","0","0.2","2","0","0","0","0","0","0","0","1","0","0","20329"
"Tyler Zuber","KCR","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","0","20379"
"Kris Bubic","KCR","0","0","0.00","1","1","0","0","0","0","0","6.0","20","1","0","0","0","2","0","0","0","0","4","21455"
"Alex Vesia","LAD","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","25007"
"Brandon Woodruff","MIL","0","1","1.17","1","1","0","0","0","0","0","7.2","29","4","2","1","0","2","0","1","0","0","4","16162"
"Anthony DeSclafani","SFG","1","0","1.29","1","1","0","0","0","0","0","7.0","28","6","1","1","1","2","0","0","0","0","7","13050"
"Julio Urias","LAD","1","0","1.35","1","1","0","0","0","0","0","6.2","24","3","1","1","0","0","0","1","0","0","8","14765"
"Blake Snell","SDP","0","0","1.50","1","1","0","0","0","0","0","6.0","24","5","1","1","0","1","0","0","0","0","11","13543"
"Austin Gomber","COL","0","0","1.50","1","1","0","0","0","0","0","6.0","25","5","1","1","0","1","0","0","0","0","7","16561"
"Lance Lynn","CHW","0","0","3.00","1","1","0","0","0","0","0","6.0","25","5","2","2","2","1","0","0","0","0","2","2520"
"Justin Dunn","SEA","0","1","3.18","1","1","0","0","0","0","0","5.2","24","5","2","2","1","2","0","0","1","0","9","19268"
"John Gant","STL","1","0","3.38","1","1","0","0","0","0","0","5.1","22","5","2","2","0","1","0","0","0","0","3","13684"
"Robert Gsellman","NYM","0","0","4.50","1","0","0","0","0","0","0","2.0","9","2","1","1","1","1","0","0","0","0","3","13696"
"Sean Manaea","OAK","0","0","4.50","1","1","0","0","0","0","0","6.0","27","10","3","3","1","0","0","0","1","0","3","15873"
"Cristian Javier","HOU","0","0","4.50","1","1","0","0","0","0","0","6.0","23","5","3","3","3","1","0","0","0","0","9","17606"
"Tucker Davidson","ATL","0","0","4.50","1","1","0","0","0","0","0","6.0","23","5","3","3","1","1","0","0","0","0","5","19871"
"Patrick Corbin","WSN","0","0","5.40","1","1","0","0","0","0","0","5.0","22","8","3","3","0","2","0","0","0","0","4","9323"
"Zach Davies","CHC","0","0","5.40","1","1","0","0","0","0","0","5.0","24","7","3","3","1","1","0","1","0","0","1","13183"
"Luis Castillo","CIN","0","1","5.40","1","1","0","0","0","0","0","5.0","24","6","3","3","1","3","1","0","0","0","11","15689"
"Corbin Martin","ARI","0","1","5.40","1","1","0","0","0","0","0","5.0","23","4","3","3","2","4","0","0","0","0","6","19884"
"Kolby Allard","TEX","0","0","5.40","1","0","0","0","0","0","0","1.2","9","3","1","1","0","1","0","0","0","0","1","18694"
"Zach Plesac","CLE","1","0","6.43","1","1","0","0","0","0","0","7.0","28","7","5","5","3","1","1","0","0","0","4","19979"
"Heath Hembree","CIN","0","0","6.75","1","0","0","0","0","0","0","1.1","5","1","1","1","1","0","0","0","0","0","2","11632"
"Brett De Geus","TEX","0","0","6.75","1","0","0","0","0","0","0","1.1","8","3","1","1","0","1","0","0","1","0","1","23592"
"Tyler Wells","BAL","0","0","7.71","1","0","0","0","0","0","0","2.1","9","2","2","2","1","0","0","0","0","0","6","20000"
"JT Brubaker","PIT","0","1","7.94","1","1","0","0","0","0","0","5.2","28","8","5","5","1","3","0","0","0","0","3","17578"
"Jameson Taillon","NYY","0","0","8.31","1","1","0","0","0","0","0","4.1","20","6","4","4","1","2","0","0","0","0","3","11674"
"Trevor May","NYM","0","0","9.00","1","0","0","0","0","1","0","1.0","4","1","1","1","1","0","0","0","0","0","2","6398"
"Will Smith","ATL","0","1","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","1","0","0","0","0","0","2","8048"
"Aaron Loup","NYM","0","0","9.00","1","0","0","0","0","1","0","1.0","4","1","1","1","0","0","0","0","0","0","2","10343"
"Matt Andriese","BOS","0","0","9.00","1","0","0","0","0","0","0","3.0","17","7","3","3","1","1","0","0","0","0","3","12022"
"Shawn Armstrong","BAL","0","0","9.00","1","0","0","0","0","0","0","2.0","10","3","2","2","1","1","0","0","0","0","2","12857"
"Alex Claudio","LAA","0","1","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","1","0","0","0","0","0","1","12890"
"Eduardo Rodriguez","BOS","0","1","9.00","1","1","0","0","0","0","0","5.0","26","11","5","5","0","1","0","0","0","0","6","13164"
"Paul Sewald","SEA","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","2","13892"
"Zack Littell","SFG","0","0","9.00","1","0","0","0","0","1","0","1.0","5","2","1","1","1","0","0","0","0","0","1","15823"
"Wander Suero","WSN","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","1","0","0","0","0","0","2","15855"
"Bryan Abreu","HOU","0","1","9.00","1","0","0","0","0","0","0","1.0","5","1","1","1","0","1","0","0","0","0","0","16609"
"Yoan Lopez","ARI","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","0","17181"
"Alex Young","ARI","0","0","9.00","1","0","0","0","0","0","0","1.0","6","2","1","1","0","1","0","0","0","0","1","18333"
"Bailey Ober","MIN","0","0","9.00","1","1","0","0","0","0","0","4.0","20","5","4","4","2","1","0","1","0","0","4","21224"
"Luis Patino","TBR","0","0","10.80","1","1","0","0","0","0","0","3.1","19","6","4","4","0","2","0","1","1","0","6","22815"
"Andrew Heaney","LAA","0","0","12.00","1","1","0","0","0","0","0","3.0","18","6","5","4","1","2","0","0","0","0","1","15423"
"Mike Foltynewicz","TEX","0","1","12.27","1","1","0","0","0","0","0","3.2","18","7","5","5","0","1","0","0","0","0","1","10811"
"Richard Bleier","MIA","0","0","13.50","1","0","0","0","0","1","0","0.2","4","2","1","1","0","0","0","0","1","0","0","7803"
"Ryne Stanek","HOU","0","0","13.50","1","0","0","0","0","0","1","0.2","5","1","1","1","0","2","1","0","0","0","0","15947"
"Burch Smith","OAK","0","0","18.00","1","0","0","0","0","0","0","1.0","5","2","2","2","0","0","0","0","1","0","1","12784"
"Brady Lail","SEA","0","0","18.00","1","0","0","0","0","0","0","1.0","6","3","2","2","0","0","0","0","0","0","0","14707"
"Jeffrey Springs","TBR","0","0","18.00","1","0","0","0","0","0","0","1.0","7","2","2","2","0","2","0","0","0","0","1","17677"
"Travis Lakins","BAL","0","0","20.25","1","0","0","0","0","0","0","1.1","9","3","3","3","1","2","0","0","0","0","3","18600"
"Aaron Bummer","CHW","0","1","27.00","1","0","0","0","0","0","1","1.0","6","2","3","3","1","1","0","0","0","0","2","16258"
"Will Harris","WSN","0","1","27.00","1","0","0","0","0","0","0","0.2","6","2","2","2","1","1","0","0","0","0","2","3192"
"John Curtiss","MIA","0","0","27.00","1","0","0","0","0","0","0","0.2","6","3","2","2","0","1","0","0","0","0","0","16128"
"Jose Alvarado","PHI","0","0","27.00","1","0","0","0","0","0","0","0.2","4","1","2","2","1","0","0","0","1","0","2","17780"
"Enoli Paredes","HOU","0","0","27.00","1","0","0","0","0","1","0","0.1","4","1","1","1","0","2","0","0","0","0","1","20447"
"Matt Harvey","BAL","0","1","32.40","1","1","0","0","0","0","0","1.2","13","7","6","6","2","1","0","0","0","0","1","11713"
"Kevin Ginkel","ARI","0","0","36.00","1","0","0","0","0","0","0","1.0","7","2","4","4","1","1","0","1","0","0","2","19876"
"Dylan Floro","MIA","0","1","135.00","1","0","0","0","0","0","1","0.1","6","4","5","5","0","1","0","0","0","0","0","13394"
