"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Eric Yardley","MIL","0","0","9.00","1","0","0","0","0","0","0","2.0","10","3","2","2","1","1","1","0","0","0","1","15538"
"Genesis Cabrera","STL","0","1","9.00","1","0","0","0","0","0","0","0.0","3","1","1","1","0","0","0","2","0","0","0","17490"
"Sean Poppen","PIT","0","0","10.80","1","0","0","0","0","0","0","1.2","9","4","2","2","0","2","0","0","0","0","1","19583"
"Alec Mills","CHC","0","0","11.57","1","0","0","0","0","0","0","2.1","13","5","3","3","2","1","0","0","0","0","2","13834"
"Dean Kremer","BAL","0","1","12.46","1","1","0","0","0","0","0","4.1","22","10","6","6","2","0","0","0","1","0","4","19350"
"Alex Cobb","LAA","0","0","13.50","1","1","0","0","0","0","0","2.0","12","6","3","3","0","0","0","0","0","0","2","6562"
"Emilio Pagan","SDP","0","0","13.50","1","0","0","0","0","0","0","0.2","5","2","1","1","0","1","0","0","0","0","0","14771"
"Steven Matz","TOR","0","1","14.73","1","1","0","0","0","0","0","3.2","21","8","6","6","1","1","0","1","0","0","2","13361"
"Mitch Keller","PIT","0","1","15.43","1","1","0","0","0","0","0","2.1","15","3","4","4","0","5","0","0","0","0","2","17594"
"Kyle Hendricks","CHC","0","1","17.18","1","1","0","0","0","0","0","3.2","22","11","7","7","3","0","0","0","0","0","3","12049"
"Yoan Lopez","ARI","0","0","27.00","1","0","0","0","0","0","0","1.0","7","3","3","3","0","1","0","0","0","0","1","17181"
"J.B. Bukauskas","ARI","0","0","27.00","1","0","0","0","0","0","0","0.0","4","4","3","3","0","0","0","0","0","0","0","20491"
"Rafael Montero","SEA","0","1","27.00","1","0","0","0","0","0","1","0.2","7","3","4","2","0","1","0","0","0","0","0","12760"
"Kevin Ginkel","ARI","0","0","27.00","1","0","0","0","0","0","0","0.1","4","1","2","1","1","1","0","0","0","0","1","19876"
"Logan Allen","CLE","0","1","40.50","1","1","0","0","0","0","0","1.1","10","5","6","6","3","1","0","0","1","0","1","18555"
"Sal Romano","CIN","0","0","81.00","1","0","0","0","0","0","0","0.2","10","4","6","6","0","4","1","0","0","0","0","13690"
"Yency Almonte","COL","0","0","81.00","1","0","0","0","0","0","0","0.1","6","2","3","3","0","3","0","0","1","0","1","15068"
