,team,Name,b_o,pj_vO
0,TEX,Willie Calhoun,1,7.65
1,TEX,Nick Solak,2,8.03
2,TEX,Nate Lowe,3,8.42
3,TEX,Adolis Garcia,4,9.97
4,TEX,Khris Davis,5,4.04
5,TEX,David Dahl,6,5.34
6,TEX,Isiah Kiner-Falefa,7,8.6
7,TEX,Andy Ibanez,8,1.58
8,TEX,Jose Trevino,9,4.3
9,HOU,Robel Garcia,1,2.15
10,HOU,Michael Brantley,2,7.66
11,HOU,Alex Bregman,3,9.61
12,HOU,Yordan Alvarez,4,10.21
13,HOU,Yuli Gurriel,5,10.92
14,HOU,Carlos Correa,6,7.7
15,HOU,Kyle Tucker,7,9.28
16,HOU,Myles Straw,8,6.04
17,HOU,Martin Maldonado,9,3.68
18,ATL,Ehire Adrianza,1,4.21
19,ATL,Freddie Freeman,2,8.16
20,ATL,Marcell Ozuna,3,6.26
21,ATL,Ozzie Albies,4,7.76
22,ATL,Dansby Swanson,5,5.99
23,ATL,Austin Riley,6,5.88
24,ATL,William Contreras,7,7.94
25,ATL,Ender Inciarte,8,2.18
26,MIL,Kolten Wong,1,8.43
27,MIL,Lorenzo Cain,2,12.29
28,MIL,Tyrone Taylor,3,8.22
29,MIL,Avisail Garcia,4,11.43
30,MIL,Travis Shaw,5,11.21
31,MIL,Luis Urias,6,7.96
32,MIL,Manny Pina,7,7.92
33,MIL,Pablo Reyes,8,2.71
34,OAK,Ramon Laureano,1,11.87
35,OAK,Mitch Moreland,2,7.99
36,OAK,Jed Lowrie,3,9.56
37,OAK,Matt Olson,4,12.15
38,OAK,Matt Chapman,5,8.6
39,OAK,Stephen Piscotty,6,6.31
40,OAK,Seth Brown,7,7.7
41,OAK,Sean Murphy,8,7.98
42,OAK,Elvis Andrus,9,4.58
43,MIN,Luis Arraez,1,8.3
44,MIN,Josh Donaldson,2,8.9
45,MIN,Jorge Polanco,3,8.82
46,MIN,Nelson Cruz,4,11.0
47,MIN,Trevor Larnach,5,5.71
48,MIN,Willians Astudillo,6,7.1
49,MIN,Max Kepler,7,9.06
50,MIN,Andrelton Simmons,8,6.56
51,MIN,Ben Rortvedt,9,2.33
52,CIN,Tyler Naquin,1,11.5
53,CIN,Jesse Winker,2,16.06
54,CIN,Mike Moustakas,3,10.43
55,CIN,Eugenio Suarez,4,8.57
56,CIN,Tucker Barnhart,5,10.14
57,CIN,Kyle Farmer,6,5.65
58,CIN,Shogo Akiyama,7,1.34
59,CIN,Jonathan India,8,8.92
60,COL,Garrett Hampson,1,5.61
61,COL,Connor Joe,2,4.25
62,COL,Trevor Story,3,5.97
63,COL,Charlie Blackmon,4,4.13
64,COL,Josh Fuentes,5,3.18
65,COL,Yonathan Daza,6,2.91
66,COL,Elias Diaz,7,1.45
67,COL,Alan Trejo,8,1.76
0,TEX,Wes Benjamin,SP,2.58
1,HOU,Zack Greinke,SP,14.33
2,ATL,Drew Smyly,SP,12.04
3,MIL,Adrian Houser,SP,14.19
4,OAK,Frankie Montas,SP,12.34
5,MIN,Matt Shoemaker,SP,7.62
6,CIN,Wade Miley,SP,18.18
7,COL,German Marquez,SP,6.04
