team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
LAD,4/20/2021,1,621035,Chris Taylor,1,Y,CF
LAD,4/20/2021,1,608369,Corey Seager,2,Y,SS
LAD,4/20/2021,1,457759,Justin Turner,3,Y,3B
LAD,4/20/2021,1,669257,Will Smith,4,Y,DH
LAD,4/20/2021,1,571970,Max Muncy,5,Y,2B
LAD,4/20/2021,1,656716,Zach McKinstry,6,Y,RF
LAD,4/20/2021,1,572041,AJ Pollock,7,Y,LF
LAD,4/20/2021,1,621458,Edwin Rios,8,Y,1B
LAD,4/20/2021,1,605131,Austin Barnes,9,Y,C
LAD,4/20/2021,1,628711,Julio Urias,SP,Y,
SEA,4/20/2021,1,571745,Mitch Haniger,1,Y,RF
SEA,4/20/2021,1,641786,Kyle Lewis,2,Y,CF
SEA,4/20/2021,1,572122,Kyle Seager,3,Y,3B
SEA,4/20/2021,1,657108,Evan White,4,Y,1B
SEA,4/20/2021,1,608596,Tom Murphy,5,Y,C
SEA,4/20/2021,1,620443,Luis Torrens,6,Y,DH
SEA,4/20/2021,1,666211,Taylor Trammell,7,Y,LF
SEA,4/20/2021,1,664238,Dylan Moore,8,Y,2B
SEA,4/20/2021,1,641487,J.P. Crawford,9,Y,SS
SEA,4/20/2021,1,594835,Marco Gonzales,SP,Y,
CHW,4/20/2021,1,641313,Tim Anderson,1,Y,SS
CHW,4/20/2021,1,594809,Adam Eaton,2,Y,RF
CHW,4/20/2021,1,660162,Yoan Moncada,3,Y,3B
CHW,4/20/2021,1,547989,Jose Abreu,4,Y,DH
CHW,4/20/2021,1,606213,Yermin Mercedes,5,Y,1B
CHW,4/20/2021,1,518735,Yasmani Grandal,6,Y,C
CHW,4/20/2021,1,673357,Luis Robert,7,Y,CF
CHW,4/20/2021,1,683734,Andrew Vaughn,8,Y,LF
CHW,4/20/2021,1,663611,Nick Madrigal,9,Y,2B
CHW,4/20/2021,1,607074,Carlos Rodon,SP,Y,
CLE,4/20/2021,1,656669,Jordan Luplow,1,Y,CF
CLE,4/20/2021,1,514917,Cesar Hernandez,2,Y,2B
CLE,4/20/2021,1,608070,Jose Ramirez,3,Y,3B
CLE,4/20/2021,1,614177,Franmil Reyes,4,Y,DH
CLE,4/20/2021,1,592696,Eddie Rosario,5,Y,LF
CLE,4/20/2021,1,642708,Amed Rosario,6,Y,SS
CLE,4/20/2021,1,647304,Josh Naylor,7,Y,RF
CLE,4/20/2021,1,547379,Roberto Perez,8,Y,C
CLE,4/20/2021,1,644374,Yu-Cheng Chang,9,Y,1B
CLE,4/20/2021,1,668676,Zach Plesac,SP,Y,
MIN,4/20/2021,1,641598,Mitch Garver,1,Y,C
MIN,4/20/2021,1,518626,Josh Donaldson,2,Y,3B
MIN,4/20/2021,1,443558,Nelson Cruz,3,Y,DH
MIN,4/20/2021,1,621439,Byron Buxton,4,Y,CF
MIN,4/20/2021,1,593871,Jorge Polanco,5,Y,SS
MIN,4/20/2021,1,593934,Miguel Sano,6,Y,1B
MIN,4/20/2021,1,650333,Luis Arraez,7,Y,LF
MIN,4/20/2021,1,667670,Brent Rooker,8,Y,RF
MIN,4/20/2021,1,553902,Willians Astudillo,9,Y,2B
MIN,4/20/2021,1,533167,Matt Shoemaker,SP,Y,
OAK,4/20/2021,1,592192,Mark Canha,1,Y,LF
OAK,4/20/2021,1,657656,Ramon Laureano,2,Y,CF
OAK,4/20/2021,1,476704,Jed Lowrie,3,Y,2B
OAK,4/20/2021,1,621566,Matt Olson,4,Y,1B
OAK,4/20/2021,1,656305,Matt Chapman,5,Y,3B
OAK,4/20/2021,1,669221,Sean Murphy,6,Y,C
OAK,4/20/2021,1,519048,Mitch Moreland,7,Y,DH
OAK,4/20/2021,1,572039,Stephen Piscotty,8,Y,RF
OAK,4/20/2021,1,462101,Elvis Andrus,9,Y,SS
OAK,4/20/2021,1,640455,Sean Manaea,SP,Y,
ATL,4/20/2021,1,501303,Ehire Adrianza,1,Y,RF
ATL,4/20/2021,1,518692,Freddie Freeman,2,Y,1B
ATL,4/20/2021,1,542303,Marcell Ozuna,3,Y,LF
ATL,4/20/2021,1,518595,Travis d'Arnaud,4,Y,C
ATL,4/20/2021,1,645277,Ozzie Albies,5,Y,2B
ATL,4/20/2021,1,467055,Pablo Sandoval,6,Y,DH
ATL,4/20/2021,1,621020,Dansby Swanson,7,Y,SS
ATL,4/20/2021,1,663586,Austin Riley,8,Y,3B
ATL,4/20/2021,1,628338,Guillermo Heredia,9,Y,CF
ATL,4/20/2021,1,450203,Charlie Morton,SP,Y,
NYY,4/20/2021,1,518934,DJ LeMahieu,1,Y,2B
NYY,4/20/2021,1,592450,Aaron Judge,2,Y,RF
NYY,4/20/2021,1,458731,Brett Gardner,3,Y,CF
NYY,4/20/2021,1,519317,Giancarlo Stanton,4,Y,DH
NYY,4/20/2021,1,650402,Gleyber Torres,5,Y,SS
NYY,4/20/2021,1,645801,Mike Ford,6,Y,1B
NYY,4/20/2021,1,596142,Gary Sanchez,7,Y,C
NYY,4/20/2021,1,570482,Giovanny Urshela,8,Y,3B
NYY,4/20/2021,1,643565,Mike Tauchman,9,Y,LF
NYY,4/20/2021,1,592791,Jameson Taillon,SP,Y,
ARI,4/20/2021,1,656976,Pavin Smith,1,Y,1B
ARI,4/20/2021,1,594777,Kole Calhoun,2,Y,RF
ARI,4/20/2021,1,452678,Asdrubal Cabrera,3,Y,3B
ARI,4/20/2021,1,444482,David Peralta,4,Y,LF
ARI,4/20/2021,1,608348,Carson Kelly,5,Y,C
ARI,4/20/2021,1,500871,Eduardo Escobar,6,Y,2B
ARI,4/20/2021,1,605113,Nick Ahmed,7,Y,SS
ARI,4/20/2021,1,670084,Nick Heath,8,Y,CF
ARI,4/20/2021,1,668678,Zac Gallen,SP,Y,
CIN,4/20/2021,1,608385,Jesse Winker,1,Y,LF
CIN,4/20/2021,1,571980,Tyler Naquin,2,Y,RF
CIN,4/20/2021,1,553993,Eugenio Suarez,3,Y,SS
CIN,4/20/2021,1,458015,Joey Votto,4,Y,1B
CIN,4/20/2021,1,669222,Nick Senzel,5,Y,CF
CIN,4/20/2021,1,663697,Jonathan India,6,Y,2B
CIN,4/20/2021,1,571466,Tucker Barnhart,7,Y,C
CIN,4/20/2021,1,571657,Kyle Farmer,8,Y,3B
CIN,4/20/2021,1,622491,Luis Castillo,SP,Y,
BAL,4/20/2021,1,656775,Cedric Mullins,1,Y,CF
BAL,4/20/2021,1,623993,Anthony Santander,2,Y,RF
BAL,4/20/2021,1,621466,DJ Stewart,3,Y,LF
BAL,4/20/2021,1,641820,Trey Mancini,4,Y,1B
BAL,4/20/2021,1,596748,Maikel Franco,5,Y,3B
BAL,4/20/2021,1,547004,Rio Ruiz,6,Y,2B
BAL,4/20/2021,1,520471,Freddy Galvis,7,Y,SS
BAL,4/20/2021,1,642082,Chance Sisco,8,Y,C
BAL,4/20/2021,1,518774,Matt Harvey,SP,Y,
MIA,4/20/2021,1,572816,Corey Dickerson,1,Y,LF
MIA,4/20/2021,1,500743,Miguel Rojas,2,Y,SS
MIA,4/20/2021,1,542583,Jesus Aguilar,3,Y,1B
MIA,4/20/2021,1,594807,Adam Duvall,4,Y,RF
MIA,4/20/2021,1,605119,Brian Anderson,5,Y,3B
MIA,4/20/2021,1,665862,Jazz Chisholm,6,Y,2B
MIA,4/20/2021,1,595751,Jorge Alfaro,7,Y,C
MIA,4/20/2021,1,621446,Lewis Brinson,8,Y,CF
MIA,4/20/2021,1,663734,Nick Neidert,SP,Y,
STL,4/20/2021,1,669242,Tommy Edman,1,Y,2B
STL,4/20/2021,1,502671,Paul Goldschmidt,2,Y,1B
STL,4/20/2021,1,571448,Nolan Arenado,3,Y,3B
STL,4/20/2021,1,425877,Yadier Molina,4,Y,C
STL,4/20/2021,1,666185,Dylan Carlson,5,Y,CF
STL,4/20/2021,1,657557,Paul DeJong,6,Y,SS
STL,4/20/2021,1,621573,Austin Dean,7,Y,LF
STL,4/20/2021,1,642211,Justin Williams,8,Y,RF
STL,4/20/2021,1,425794,Adam Wainwright,SP,Y,
WAS,4/20/2021,1,664057,Andrew Stevenson,1,Y,RF
WAS,4/20/2021,1,543281,Josh Harrison,2,Y,2B
WAS,4/20/2021,1,607208,Trea Turner,3,Y,SS
WAS,4/20/2021,1,605137,Josh Bell,4,Y,1B
WAS,4/20/2021,1,656941,Kyle Schwarber,5,Y,LF
WAS,4/20/2021,1,516770,Starlin Castro,6,Y,3B
WAS,4/20/2021,1,543228,Yan Gomes,7,Y,C
WAS,4/20/2021,1,645302,Victor Robles,8,Y,CF
WAS,4/20/2021,1,571578,Patrick Corbin,SP,Y,
SF,4/20/2021,1,600303,Tommy La Stella,1,Y,2B
SF,4/20/2021,1,573262,Mike Yastrzemski,2,Y,RF
SF,4/20/2021,1,446334,Evan Longoria,3,Y,3B
SF,4/20/2021,1,474832,Brandon Belt,4,Y,1B
SF,4/20/2021,1,543105,Alex Dickerson,5,Y,LF
SF,4/20/2021,1,457763,Buster Posey,6,Y,C
SF,4/20/2021,1,543063,Brandon Crawford,7,Y,SS
SF,4/20/2021,1,596103,Austin Slater,8,Y,CF
SF,4/20/2021,1,657277,Logan Webb,SP,Y,
PHI,4/20/2021,1,459964,Matt Joyce,1,Y,LF
PHI,4/20/2021,1,516416,Jean Segura,2,Y,2B
PHI,4/20/2021,1,547180,Bryce Harper,3,Y,RF
PHI,4/20/2021,1,592663,JT Realmuto,4,Y,C
PHI,4/20/2021,1,543543,Brad Miller,5,Y,1B
PHI,4/20/2021,1,664761,Alec Bohm,6,Y,3B
PHI,4/20/2021,1,666160,Mickey Moniak,7,Y,CF
PHI,4/20/2021,1,665155,Nick Maton,8,Y,SS
PHI,4/20/2021,1,554430,Zack Wheeler,SP,Y,
TOR,4/20/2021,1,543760,Marcus Semien,1,Y,2B
TOR,4/20/2021,1,666182,Bo Bichette,2,Y,SS
TOR,4/20/2021,1,665489,Vladimir Guerrero,3,Y,1B
TOR,4/20/2021,1,545341,Randal Grichuk,4,Y,CF
TOR,4/20/2021,1,666971,Lourdes Gurriel,5,Y,LF
TOR,4/20/2021,1,624415,Cavan Biggio,6,Y,RF
TOR,4/20/2021,1,669289,Santiago Espinal,7,Y,3B
TOR,4/20/2021,1,672386,Alejandro Kirk,8,Y,DH
TOR,4/20/2021,1,643376,Danny Jansen,9,Y,C
TOR,4/20/2021,1,547943,Hyun-Jin Ryu,SP,Y,
BOS,4/20/2021,1,571771,Kike Hernandez,1,Y,CF
BOS,4/20/2021,1,624414,Christian Arroyo,2,Y,2B
BOS,4/20/2021,1,502110,J.D. Martinez,3,Y,LF
BOS,4/20/2021,1,593428,Xander Bogaerts,4,Y,SS
BOS,4/20/2021,1,543877,Christian Vazquez,5,Y,C
BOS,4/20/2021,1,503556,Marwin Gonzalez,6,Y,3B
BOS,4/20/2021,1,592669,Hunter Renfroe,7,Y,RF
BOS,4/20/2021,1,666915,Bobby Dalbec,8,Y,1B
BOS,4/20/2021,1,608700,Kevin Plawecki,9,Y,DH
BOS,4/20/2021,1,593958,Eduardo Rodriguez,SP,Y,
NYM,4/20/2021,1,607043,Brandon Nimmo,1,Y,CF
NYM,4/20/2021,1,596019,Francisco Lindor,2,Y,SS
NYM,4/20/2021,1,642086,Dominic Smith,3,Y,LF
NYM,4/20/2021,1,624413,Peter Alonso,4,Y,1B
NYM,4/20/2021,1,624424,Michael Conforto,5,Y,RF
NYM,4/20/2021,1,643446,Jeff McNeil,6,Y,2B
NYM,4/20/2021,1,605204,J.D. Davis,7,Y,3B
NYM,4/20/2021,1,543510,James McCann,8,Y,C
NYM,4/20/2021,1,592836,Taijuan Walker,SP,Y,
CHC,4/20/2021,1,664023,Ian Happ,1,Y,CF
CHC,4/20/2021,1,575929,Willson Contreras,2,Y,C
CHC,4/20/2021,1,519203,Anthony Rizzo,3,Y,1B
CHC,4/20/2021,1,592178,Kris Bryant,4,Y,3B
CHC,4/20/2021,1,592626,Joc Pederson,5,Y,LF
CHC,4/20/2021,1,595879,Javier Baez,6,Y,SS
CHC,4/20/2021,1,518792,Jason Heyward,7,Y,RF
CHC,4/20/2021,1,519299,Eric Sogard,8,Y,2B
CHC,4/20/2021,1,453562,Jake Arrieta,SP,Y,
TB,4/20/2021,1,640457,Austin Meadows,1,Y,DH
TB,4/20/2021,1,668227,Randy Arozarena,2,Y,LF
TB,4/20/2021,1,621563,Joseph Wendle,3,Y,3B
TB,4/20/2021,1,664040,Brandon Lowe,4,Y,2B
TB,4/20/2021,1,622534,Manuel Margot,5,Y,RF
TB,4/20/2021,1,660294,Yoshitomo Tsutsugo,6,Y,1B
TB,4/20/2021,1,595281,Kevin Kiermaier,7,Y,CF
TB,4/20/2021,1,642715,Willy Adames,8,Y,SS
TB,4/20/2021,1,572287,Mike Zunino,9,Y,C
TB,4/20/2021,1,448179,Rich Hill,SP,Y,
KC,4/20/2021,1,593160,Whit Merrifield,1,Y,2B
KC,4/20/2021,1,467793,Carlos Santana,2,Y,1B
KC,4/20/2021,1,521692,Salvador Perez,3,Y,C
KC,4/20/2021,1,624585,Jorge Soler,4,Y,DH
KC,4/20/2021,1,593643,Hanser Alberto,5,Y,3B
KC,4/20/2021,1,641531,Hunter Dozier,6,Y,RF
KC,4/20/2021,1,643217,Andrew Benintendi,7,Y,LF
KC,4/20/2021,1,572191,Michael Taylor,8,Y,CF
KC,4/20/2021,1,670032,Nicky Lopez,9,Y,SS
KC,4/20/2021,1,641745,Brad Keller,SP,Y,
HOU,4/20/2021,1,664702,Myles Straw,1,Y,CF
HOU,4/20/2021,1,488726,Michael Brantley,2,Y,LF
HOU,4/20/2021,1,608324,Alex Bregman,3,Y,3B
HOU,4/20/2021,1,621043,Carlos Correa,4,Y,SS
HOU,4/20/2021,1,663656,Kyle Tucker,5,Y,RF
HOU,4/20/2021,1,493329,Yulieski Gurriel,6,Y,1B
HOU,4/20/2021,1,649557,Aledmys Diaz,7,Y,2B
HOU,4/20/2021,1,455117,Martin Maldonado,8,Y,C
HOU,4/20/2021,1,677651,Luis Garcia,SP,Y,
COL,4/20/2021,1,606132,Raimel Tapia,1,Y,LF
COL,4/20/2021,1,641857,Ryan McMahon,2,Y,2B
COL,4/20/2021,1,596115,Trevor Story,3,Y,SS
COL,4/20/2021,1,453568,Charlie Blackmon,4,Y,RF
COL,4/20/2021,1,543068,C.J. Cron,5,Y,1B
COL,4/20/2021,1,602074,Yonathan Daza,6,Y,CF
COL,4/20/2021,1,658069,Josh Fuentes,7,Y,3B
COL,4/20/2021,1,624513,Dom Nunez,8,Y,C
COL,4/20/2021,1,592351,Jonathan Gray,SP,Y,
TEX,4/20/2021,1,643396,Isiah Kiner-Falefa,1,Y,SS
TEX,4/20/2021,1,621311,David Dahl,2,Y,LF
TEX,4/20/2021,1,608336,Joey Gallo,3,Y,RF
TEX,4/20/2021,1,663993,Nathaniel Lowe,4,Y,1B
TEX,4/20/2021,1,669256,Nick Solak,5,Y,2B
TEX,4/20/2021,1,641432,Willie Calhoun,6,Y,DH
TEX,4/20/2021,1,624431,Jose Trevino,7,Y,C
TEX,4/20/2021,1,666969,Adolis Garcia,8,Y,CF
TEX,4/20/2021,1,571788,Brock Holt,9,Y,3B
TEX,4/20/2021,1,543475,Jordan Lyles,SP,Y,
LAA,4/20/2021,1,664058,David Fletcher,1,Y,2B
LAA,4/20/2021,1,665120,Jared Walsh,2,Y,1B
LAA,4/20/2021,1,545361,Mike Trout,3,Y,CF
LAA,4/20/2021,1,457708,Justin Upton,4,Y,LF
LAA,4/20/2021,1,670351,Jose Rojas,5,Y,3B
LAA,4/20/2021,1,405395,Albert Pujols,6,Y,DH
LAA,4/20/2021,1,578428,Jose Iglesias,7,Y,SS
LAA,4/20/2021,1,594988,Scott Schebler,8,Y,RF
LAA,4/20/2021,1,435559,Kurt Suzuki,9,Y,C
LAA,4/20/2021,1,,Shohei (P) Ohtani,SP,Y,
MIN,4/20/2021,2,641598,Mitch Garver,1,Y,1B
MIN,4/20/2021,2,518626,Josh Donaldson,2,Y,3B
MIN,4/20/2021,2,443558,Nelson Cruz,3,Y,DH
MIN,4/20/2021,2,621439,Byron Buxton,4,Y,CF
MIN,4/20/2021,2,593871,Jorge Polanco,5,Y,SS
MIN,4/20/2021,2,667670,Brent Rooker,6,Y,RF
MIN,4/20/2021,2,553902,Willians Astudillo,7,Y,2B
MIN,4/20/2021,2,650333,Luis Arraez,8,Y,LF
MIN,4/20/2021,2,680777,Ryan Jeffers,9,Y,C
MIN,4/20/2021,2,621244,Jose Berrios,SP,Y,
OAK,4/20/2021,2,592192,Mark Canha,1,Y,LF
OAK,4/20/2021,2,657656,Ramon Laureano,2,Y,CF
OAK,4/20/2021,2,621566,Matt Olson,3,Y,1B
OAK,4/20/2021,2,656305,Matt Chapman,4,Y,3B
OAK,4/20/2021,2,519048,Mitch Moreland,5,Y,DH
OAK,4/20/2021,2,664913,Seth Brown,6,Y,RF
OAK,4/20/2021,2,462101,Elvis Andrus,7,Y,SS
OAK,4/20/2021,2,605353,Vimael Machin,8,Y,2B
OAK,4/20/2021,2,605244,Aramis Garcia,9,Y,C
OAK,4/20/2021,2,666200,Jesus Luzardo,SP,Y,
MIL,4/20/2021,1,598265,Jackie Bradley,1,Y,CF
MIL,4/20/2021,1,596129,Daniel Vogelbach,2,Y,1B
MIL,4/20/2021,1,541645,Avisail Garcia,3,Y,RF
MIL,4/20/2021,1,543768,Travis Shaw,4,Y,3B
MIL,4/20/2021,1,553882,Omar Narvaez,5,Y,C
MIL,4/20/2021,1,669374,Keston Hiura,6,Y,2B
MIL,4/20/2021,1,641856,Billy McKinney,7,Y,LF
MIL,4/20/2021,1,621002,Daniel Robertson,8,Y,SS
MIL,4/20/2021,1,669203,Corbin Burnes,SP,Y,
SD,4/20/2021,1,663757,Trent Grisham,1,Y,CF
SD,4/20/2021,1,595777,Jurickson Profar,2,Y,2B
SD,4/20/2021,1,630105,Jake Cronenworth,3,Y,SS
SD,4/20/2021,1,543333,Eric Hosmer,4,Y,1B
SD,4/20/2021,1,571976,Wil Myers,5,Y,RF
SD,4/20/2021,1,502054,Thomas Pham,6,Y,LF
SD,4/20/2021,1,673490,Ha-seong Kim,7,Y,3B
SD,4/20/2021,1,669134,Luis Campusano,8,Y,C
SD,4/20/2021,1,663978,Chris Paddack,SP,Y,
