team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
MIL,4/23/2021,1,543939,Kolten Wong,1,Y,2B
MIL,4/23/2021,1,641856,Billy McKinney,2,Y,LF
MIL,4/23/2021,1,541645,Avisail Garcia,3,Y,RF
MIL,4/23/2021,1,543768,Travis Shaw,4,Y,3B
MIL,4/23/2021,1,669374,Keston Hiura,5,Y,1B
MIL,4/23/2021,1,598265,Jackie Bradley,6,Y,CF
MIL,4/23/2021,1,444489,Manny Pina,7,Y,C
MIL,4/23/2021,1,649966,Luis Urias,8,Y,SS
MIL,4/23/2021,1,474463,Brett Anderson,SP,Y,
CHC,4/23/2021,1,575929,Willson Contreras,1,Y,C
CHC,4/23/2021,1,592178,Kris Bryant,2,Y,LF
CHC,4/23/2021,1,519203,Anthony Rizzo,3,Y,1B
CHC,4/23/2021,1,595879,Javier Baez,4,Y,SS
CHC,4/23/2021,1,623520,David Bote,5,Y,3B
CHC,4/23/2021,1,518792,Jason Heyward,6,Y,RF
CHC,4/23/2021,1,545350,Jacob Marisnick,7,Y,CF
CHC,4/23/2021,1,663538,Nico Hoerner,8,Y,2B
CHC,4/23/2021,1,543294,Kyle Hendricks,SP,Y,
OAK,4/23/2021,1,657656,Ramon Laureano,1,Y,CF
OAK,4/23/2021,1,476704,Jed Lowrie,2,Y,2B
OAK,4/23/2021,1,621566,Matt Olson,3,Y,1B
OAK,4/23/2021,1,656305,Matt Chapman,4,Y,3B
OAK,4/23/2021,1,519048,Mitch Moreland,5,Y,DH
OAK,4/23/2021,1,669221,Sean Murphy,6,Y,C
OAK,4/23/2021,1,664913,Seth Brown,7,Y,LF
OAK,4/23/2021,1,572039,Stephen Piscotty,8,Y,RF
OAK,4/23/2021,1,462101,Elvis Andrus,9,Y,SS
OAK,4/23/2021,1,608344,Cole Irvin,SP,Y,
BAL,4/23/2021,1,656775,Cedric Mullins,1,Y,CF
BAL,4/23/2021,1,669720,Austin Hays,2,Y,RF
BAL,4/23/2021,1,641820,Trey Mancini,3,Y,1B
BAL,4/23/2021,1,596748,Maikel Franco,4,Y,3B
BAL,4/23/2021,1,621466,DJ Stewart,5,Y,LF
BAL,4/23/2021,1,663624,Ryan Mountcastle,6,Y,DH
BAL,4/23/2021,1,600474,Pedro Severino,7,Y,C
BAL,4/23/2021,1,520471,Freddy Galvis,8,Y,SS
BAL,4/23/2021,1,602104,Ramon Urias,9,Y,2B
BAL,4/23/2021,1,605347,Jorge Lopez,SP,Y,
NYY,4/23/2021,1,518934,DJ LeMahieu,1,N,
NYY,4/23/2021,1,519317,Giancarlo Stanton,2,N,
NYY,4/23/2021,1,592450,Aaron Judge,3,N,
NYY,4/23/2021,1,596142,Gary Sanchez,4,N,
NYY,4/23/2021,1,543305,Aaron Hicks,5,N,
NYY,4/23/2021,1,596059,Rougned Odor,6,N,
NYY,4/23/2021,1,570482,Giovanny Urshela,7,N,
NYY,4/23/2021,1,640449,Clint Frazier,8,N,
