,team,Name,b_o,pj_vO
0,DET,Robbie Grossman,1,3.78
1,DET,Harold Castro,2,1.63
2,DET,Miguel Cabrera,3,2.28
3,DET,Jonathan Schoop,4,2.35
4,DET,Jeimer Candelario,5,3.46
5,DET,Wilson Ramos,6,3.02
6,DET,Willi Castro,7,2.9
7,DET,Niko Goodrum,8,3.34
8,DET,JaCoby Jones,9,1.17
9,NYY,DJ LeMahieu,1,8.42
10,NYY,Giancarlo Stanton,2,13.17
11,NYY,Aaron Judge,3,12.25
12,NYY,Gio Urshela,4,10.55
13,NYY,Gleyber Torres,5,5.87
14,NYY,Aaron Hicks,6,7.76
15,NYY,Clint Frazier,7,5.3
16,NYY,Kyle Higashioka,8,13.31
17,NYY,Rougned Odor,9,9.9
18,NYM,Brandon Nimmo,1,9.53
19,NYM,Francisco Lindor,2,6.55
20,NYM,Jeff McNeil,3,6.44
21,NYM,Pete Alonso,4,11.34
22,NYM,Michael Conforto,5,6.3
23,NYM,Jonathan Villar,6,3.88
24,NYM,J.D. Davis,7,10.05
25,NYM,James McCann,8,5.35
26,PHI,Andrew McCutchen,1,4.21
27,PHI,Matt Joyce,2,1.53
28,PHI,Rhys Hoskins,3,5.35
29,PHI,Brad Miller,4,3.14
30,PHI,Alec Bohm,5,4.13
31,PHI,Nick Maton,6,5.02
32,PHI,Andrew Knapp,7,1.8
34,MIA,Miguel Rojas,1,6.83
35,MIA,Jesus Aguilar,2,9.21
36,MIA,Garrett Cooper,3,4.95
37,MIA,Adam Duvall,4,6.5
38,MIA,Lewis Brinson,5,1.55
39,MIA,Jon Berti,6,5.0
40,MIA,Sandy Leon,7,3.38
41,MIA,Isan Diaz,8,8.11
42,WAS,Trea Turner,1,8.85
43,WAS,Josh Harrison,2,6.9
44,WAS,Yadiel Hernandez,3,3.83
45,WAS,Starlin Castro,4,4.9
46,WAS,Josh Bell,5,4.67
47,WAS,Kyle Schwarber,6,4.26
48,WAS,Alex Avila,7,4.17
49,WAS,Victor Robles,8,3.81
50,CHC,Willson Contreras,1,6.71
51,CHC,Kris Bryant,2,7.37
52,CHC,Anthony Rizzo,3,5.75
53,CHC,Javier Baez,4,7.71
54,CHC,Matt Duffy,5,2.59
55,CHC,Jake Marisnick,6,4.04
56,CHC,David Bote,7,2.98
57,CHC,Nico Hoerner,8,5.49
58,CIN,Jesse Winker,1,9.34
59,CIN,Nick Castellanos,2,8.44
60,CIN,Joey Votto,3,5.41
61,CIN,Mike Moustakas,4,6.26
62,CIN,Eugenio Suarez,5,4.58
63,CIN,Tyler Naquin,6,6.76
64,CIN,Nick Senzel,7,4.16
65,CIN,Tucker Barnhart,8,5.83
66,HOU,Jose Altuve,1,8.41
67,HOU,Michael Brantley,2,8.0
68,HOU,Alex Bregman,3,7.21
69,HOU,Yordan Alvarez,4,8.84
70,HOU,Carlos Correa,5,7.11
71,HOU,Aledmys Diaz,6,5.93
72,HOU,Kyle Tucker,7,5.55
73,HOU,Myles Straw,8,6.36
74,HOU,Martin Maldonado,9,1.9
75,TB,Austin Meadows,1,5.85
76,TB,Manuel Margot,2,5.08
77,TB,Brandon Lowe,3,5.12
78,TB,Yandy Diaz,4,5.09
79,TB,Joey Wendle,5,5.86
80,TB,Mike Zunino,6,5.77
