,team,Name,b_o,pj_vO
0,DET,Robbie Grossman,1,3.7
1,DET,Harold Castro,2,1.61
2,DET,Miguel Cabrera,3,2.15
3,DET,Jonathan Schoop,4,2.27
4,DET,Jeimer Candelario,5,3.4
5,DET,Wilson Ramos,6,2.84
6,DET,Willi Castro,7,2.85
7,DET,Niko Goodrum,8,3.22
8,DET,JaCoby Jones,9,1.13
9,NYY,DJ LeMahieu,1,8.1
10,NYY,Giancarlo Stanton,2,11.69
11,NYY,Aaron Judge,3,11.01
12,NYY,Gio Urshela,4,9.58
13,NYY,Gleyber Torres,5,5.8
14,NYY,Aaron Hicks,6,7.0
15,NYY,Clint Frazier,7,5.0
16,NYY,Kyle Higashioka,8,11.54
17,NYY,Rougned Odor,9,8.8
18,NYM,Brandon Nimmo,1,9.37
19,NYM,Francisco Lindor,2,6.38
20,NYM,Jeff McNeil,3,6.07
21,NYM,Pete Alonso,4,10.44
22,NYM,Michael Conforto,5,6.13
23,NYM,Jonathan Villar,6,3.92
24,NYM,J.D. Davis,7,9.5
25,NYM,James McCann,8,5.15
26,PHI,Andrew McCutchen,1,4.19
27,PHI,Matt Joyce,2,1.53
28,PHI,Rhys Hoskins,3,5.13
29,PHI,Brad Miller,4,3.06
30,PHI,Alec Bohm,5,4.1
31,PHI,Nick Maton,6,5.08
32,PHI,Andrew Knapp,7,1.74
34,MIA,Miguel Rojas,1,6.7
35,MIA,Jesus Aguilar,2,8.95
36,MIA,Garrett Cooper,3,4.82
37,MIA,Adam Duvall,4,6.31
38,MIA,Lewis Brinson,5,1.51
39,MIA,Jon Berti,6,4.87
40,MIA,Sandy Leon,7,3.29
41,MIA,Isan Diaz,8,8.0
42,WAS,Trea Turner,1,8.6
43,WAS,Josh Harrison,2,6.71
44,WAS,Yadiel Hernandez,3,3.72
45,WAS,Starlin Castro,4,4.77
46,WAS,Josh Bell,5,4.53
47,WAS,Kyle Schwarber,6,4.15
48,WAS,Alex Avila,7,4.1
49,WAS,Victor Robles,8,3.73
50,CHC,Willson Contreras,1,5.77
51,CHC,Kris Bryant,2,6.48
52,CHC,Anthony Rizzo,3,5.19
53,CHC,Javier Baez,4,6.78
54,CHC,Matt Duffy,5,2.52
55,CHC,Jake Marisnick,6,3.66
56,CHC,David Bote,7,2.67
57,CHC,Nico Hoerner,8,5.36
58,CIN,Jesse Winker,1,8.45
59,CIN,Nick Castellanos,2,7.58
60,CIN,Joey Votto,3,4.91
61,CIN,Mike Moustakas,4,5.78
62,CIN,Eugenio Suarez,5,4.16
63,CIN,Tyler Naquin,6,5.94
64,CIN,Nick Senzel,7,4.05
65,CIN,Tucker Barnhart,8,5.43
66,HOU,Jose Altuve,1,9.07
67,HOU,Michael Brantley,2,8.66
68,HOU,Alex Bregman,3,7.8
69,HOU,Yordan Alvarez,4,9.56
70,HOU,Carlos Correa,5,7.7
71,HOU,Aledmys Diaz,6,6.38
72,HOU,Kyle Tucker,7,6.01
73,HOU,Myles Straw,8,6.76
74,HOU,Martin Maldonado,9,2.03
75,TB,Austin Meadows,1,6.13
76,TB,Manuel Margot,2,5.39
77,TB,Brandon Lowe,3,5.38
78,TB,Yandy Diaz,4,5.26
79,TB,Joey Wendle,5,6.32
80,TB,Mike Zunino,6,6.18
81,TB,Kevin Kiermaier,7,3.72
82,TB,Yoshi Tsutsugo,8,3.21
83,TB,Willy Adames,9,3.22
84,ATL,Ronald Acuna Jr.,1,12.76
85,ATL,Freddie Freeman,2,9.71
86,ATL,Marcell Ozuna,3,5.87
87,ATL,Ozzie Albies,4,7.59
88,ATL,Travis d'Arnaud,5,4.65
89,ATL,Dansby Swanson,6,5.03
90,ATL,Austin Riley,7,6.41
91,ATL,Ehire Adrianza,8,4.29
92,ATL,Alex Jackson,9,1.59
93,LAD,Will Smith,5,7.74
95,TOR,Bo Bichette,2,16.33
96,TOR,Vladimir Guerrero Jr.,3,18.68
97,TOR,Teoscar Hernandez,4,8.91
98,TOR,Randal Grichuk,5,12.4
99,TOR,Marcus Semien,6,13.4
100,TOR,Jonathan Davis,7,3.91
101,TOR,Santiago Espinal,8,3.27
102,TOR,Alejandro Kirk,9,5.3
103,BOS,Christian Arroyo,1,5.93
104,BOS,Alex Verdugo,2,9.09
105,BOS,J.D. Martinez,3,10.73
106,BOS,Xander Bogaerts,4,8.45
107,BOS,Rafael Devers,5,9.17
108,BOS,Christian Vazquez,6,6.58
109,BOS,Bobby Dalbec,7,4.65
110,BOS,Hunter Renfroe,8,4.71
111,BOS,Franchy Cordero,9,3.54
112,TEX,Willie Calhoun,1,6.12
113,TEX,Nick Solak,2,7.08
114,TEX,Joey Gallo,3,5.78
115,TEX,Nate Lowe,4,6.77
116,TEX,Adolis Garcia,5,6.46
117,TEX,David Dahl,6,4.27
118,TEX,Isiah Kiner-Falefa,7,6.84
119,TEX,Brock Holt,8,4.59
120,TEX,Jonah Heim,9,4.13
121,CLE,Cesar Hernandez,1,5.42
122,CLE,Jordan Luplow,2,7.85
123,CLE,Jose Ramirez,3,9.02
124,CLE,Franmil Reyes,4,10.33
125,CLE,Eddie Rosario,5,7.75
126,CLE,Amed Rosario,6,4.57
127,CLE,Roberto Perez,7,6.19
128,CLE,Yu Chang,8,2.99
129,CLE,Andres Gimenez,9,5.62
130,CWS,Tim Anderson,1,6.79
131,CWS,Adam Eaton,2,6.27
132,CWS,Yoan Moncada,3,5.61
133,CWS,Jose Abreu,4,5.95
134,CWS,Yermin Mercedes,5,7.02
135,CWS,Yasmani Grandal,6,4.63
136,CWS,Luis Robert,7,5.48
137,CWS,Leury Garcia,8,3.21
138,CWS,Nick Madrigal,9,4.55
139,LAD,Chris Taylor,1,7.4
140,LAD,Corey Seager,2,6.76
141,LAD,Justin Turner,3,7.64
142,LAD,Max Muncy,4,6.88
143,LAD,Will Smith,5,6.17
144,LAD,AJ Pollock,6,3.93
145,LAD,Matt Beaty,7,2.28
146,LAD,Gavin Lux,8,3.24
147,MIL,Kolten Wong,1,7.86
148,MIL,Daniel Vogelbach,2,3.26
149,MIL,Omar Narvaez,3,7.29
150,MIL,Avisail Garcia,4,6.44
151,MIL,Travis Shaw,5,6.86
152,MIL,Jackie Bradley Jr.,6,5.17
153,MIL,Luis Urias,7,5.6
154,MIL,Billy McKinney,8,4.12
155,KC,Whit Merrifield,1,8.28
156,KC,Carlos Santana,2,7.55
157,KC,Salvador Perez,3,7.07
158,KC,Jorge Soler,4,4.85
159,KC,Ryan O'Hearn,5,6.9
160,KC,Hunter Dozier,6,4.01
161,KC,Andrew Benintendi,7,5.37
162,KC,Michael A. Taylor,8,4.97
163,KC,Nicky Lopez,9,3.87
164,MIN,Luis Arraez,1,5.92
165,MIN,Josh Donaldson,2,5.97
166,MIN,Byron Buxton,3,12.1
167,MIN,Nelson Cruz,4,8.7
168,MIN,Alex Kirilloff,5,1.82
169,MIN,Jorge Polanco,6,5.57
170,MIN,Max Kepler,7,6.8
171,MIN,Andrelton Simmons,8,5.12
172,COL,Garrett Hampson,1,10.1
173,COL,Ryan McMahon,2,11.01
174,COL,Trevor Story,3,8.48
175,COL,C.J. Cron,4,9.11
176,COL,Charlie Blackmon,5,6.33
177,COL,Yonathan Daza,6,4.28
178,COL,Josh Fuentes,7,4.7
179,COL,Elias Diaz,8,2.73
180,ARI,Pavin Smith,1,6.36
181,ARI,Josh VanMeter,2,3.39
182,ARI,Asdrubal Cabrera,3,6.77
183,ARI,David Peralta,4,8.99
184,ARI,Carson Kelly,5,10.22
185,ARI,Eduardo Escobar,6,9.25
186,ARI,Nick Ahmed,7,3.53
187,ARI,Josh Rojas,8,4.64
188,BAL,Cedric Mullins,1,8.16
189,BAL,Austin Hays,2,6.83
190,BAL,Trey Mancini,3,7.6
191,BAL,DJ Stewart,4,4.92
192,BAL,Ryan Mountcastle,5,4.91
193,BAL,Rio Ruiz,6,4.55
194,BAL,Rio Ruiz,9,4.55
195,BAL,Pat Valaika,7,1.01
196,BAL,Chance Sisco,8,2.44
197,OAK,Mark Canha,1,5.86
198,OAK,Ramon Laureano,2,5.96
199,OAK,Jed Lowrie,3,4.38
200,OAK,Sean Murphy,4,3.73
201,OAK,Matt Chapman,5,3.95
202,OAK,Mitch Moreland,6,3.08
203,OAK,Stephen Piscotty,7,3.11
204,OAK,Elvis Andrus,8,2.47
205,OAK,Tony Kemp,9,2.5
206,SF,Tommy La Stella,1,2.52
207,SF,Mike Tauchman,2,2.34
208,SF,Buster Posey,3,6.29
209,SF,Brandon Belt,4,4.25
210,SF,Alex Dickerson,5,3.08
211,SF,Evan Longoria,6,5.12
212,SF,Brandon Crawford,7,4.17
214,SD,Fernando Tatis Jr.,1,12.37
215,SD,Trent Grisham,2,10.65
216,SD,Manny Machado,3,9.45
217,SD,Eric Hosmer,4,9.06
218,SD,Jake Cronenworth,5,8.14
219,SD,Wil Myers,6,8.29
