Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
16,Adbert Alzolay\alzolad01,26,CHC,NL,0,2,.000,6.10,2,2,0,0,0,0,10.1,7,7,7,2,3,0,10,0,0,0,39,65,4.55,0.968,6.1,1.7,2.6,8.7,3.33
17,Brett Anderson*\anderbr04,33,MIL,NL,2,2,.500,4.15,4,4,0,0,0,0,17.1,18,9,8,3,4,0,8,0,0,0,73,99,5.12,1.269,9.3,1.6,2.1,4.2,2.00
18,Chase Anderson\anderch01,33,PHI,NL,0,2,.000,4.15,3,3,0,0,0,0,13.0,10,6,6,3,5,0,11,2,0,0,56,96,6.02,1.154,6.9,2.1,3.5,7.6,2.20
19,Ian Anderson\anderia01,23,ATL,NL,1,0,1.000,3.27,4,4,0,0,0,0,22.0,19,8,8,3,11,0,23,0,0,0,94,133,4.28,1.364,7.8,1.2,4.5,9.4,2.09
20,Tyler Anderson*\anderty01,31,PIT,NL,2,2,.500,3.92,4,4,0,0,0,0,20.2,22,9,9,3,6,0,21,0,0,0,87,103,3.82,1.355,9.6,1.3,2.6,9.1,3.50
21,Matt Andriese\andrima01,31,BOS,AL,0,0,,1.54,8,0,1,0,0,1,11.2,11,4,2,0,3,0,10,1,0,0,49,290,2.41,1.200,8.5,0.0,2.3,7.7,3.33
22,Tejay Antone\antonte01,27,CIN,NL,0,0,,0.84,6,0,0,0,0,0,10.2,4,1,1,1,4,0,17,1,0,1,40,539,2.53,0.750,3.4,0.8,3.4,14.3,4.25
23,Chris Archer\archech01,32,TBR,AL,0,1,.000,6.23,2,1,0,0,0,0,4.1,7,4,3,0,1,0,6,0,0,0,21,67,1.02,1.846,14.5,0.0,2.1,12.5,6.00
24,Kohei Arihara\arihako01,28,TEX,AL,2,1,.667,2.21,4,4,0,0,0,0,20.1,16,6,5,1,3,0,13,1,0,1,76,198,3.05,0.934,7.1,0.4,1.3,5.8,4.33
25,Shawn Armstrong\armstsh01,30,BAL,AL,0,0,,14.40,8,0,3,0,0,0,5.0,9,9,8,2,5,0,4,1,0,0,31,32,10.30,2.800,16.2,3.6,9.0,7.2,0.80
26,Jake Arrieta\arrieja01,35,CHC,NL,3,1,.750,2.86,4,4,0,0,0,0,22.0,20,7,7,2,8,1,18,1,0,1,93,135,3.87,1.273,8.2,0.8,3.3,7.4,2.25
27,Willians Astudillo\astudwi01,29,MIN,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.10,0.000,0.0,0.0,0.0,0.0,
28,Luis Avilan*\avilalu01,31,WSN,NL,0,1,.000,12.60,4,0,0,0,0,0,5.0,7,7,7,1,3,0,4,1,0,0,27,33,6.50,2.000,12.6,1.8,5.4,7.2,1.33
29,Caleb Baragar*\baragca01,27,SFG,NL,2,0,1.000,0.00,7,0,0,0,0,0,4.1,4,1,0,0,2,0,6,1,0,0,19,,2.40,1.385,8.3,0.0,4.2,12.5,3.00
30,Daniel Bard\bardda01,36,COL,NL,0,1,.000,4.70,8,0,7,0,0,2,7.2,11,5,4,1,3,0,11,1,0,0,38,101,3.49,1.826,12.9,1.2,3.5,12.9,3.67
31,Scott Barlow\barlosc01,28,KCR,AL,1,0,1.000,2.92,9,0,2,0,0,1,12.1,12,4,4,0,4,0,14,0,0,0,53,155,1.80,1.297,8.8,0.0,2.9,10.2,3.50
32,Jacob Barnes\barneja01,31,NYM,NL,0,0,,11.25,3,0,0,0,0,0,4.0,5,5,5,2,1,0,3,0,0,0,19,37,8.85,1.500,11.3,4.5,2.3,6.8,3.00
33,Matt Barnes\barnema01,31,BOS,AL,1,0,1.000,3.27,10,0,6,0,0,3,11.0,5,4,4,1,3,0,18,0,0,1,41,137,1.82,0.727,4.1,0.8,2.5,14.7,6.00
34,Jaime Barria\barrija01,24,LAA,AL,0,0,,31.50,1,0,0,0,0,0,2.0,6,7,7,0,4,0,0,0,0,0,15,16,9.10,5.000,27.0,0.0,18.0,0.0,0.00
35,Anthony Bass\bassan01,33,MIA,NL,1,2,.333,8.10,8,0,3,0,0,0,6.2,8,6,6,2,2,1,6,2,0,0,31,52,7.00,1.500,10.8,2.7,2.7,8.1,3.00
36,Chris Bassitt\bassich01,32,OAK,AL,1,2,.333,4.43,4,4,0,0,0,0,22.1,20,11,11,2,10,0,19,2,0,0,97,87,4.17,1.343,8.1,0.8,4.0,7.7,1.90
37,Trevor Bauer\bauertr01,30,LAD,NL,2,0,1.000,2.42,4,4,0,0,0,0,26.0,10,7,7,4,6,0,36,2,0,1,96,155,3.25,0.615,3.5,1.4,2.1,12.5,6.00
38,Eduard Bazardo\bazared01,25,BOS,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,2,0,1,0,0,0,5,,7.10,2.000,0.0,0.0,18.0,9.0,0.50
39,David Bednar\bednada01,26,PIT,NL,0,0,,2.70,9,0,4,0,0,0,6.2,5,2,2,2,3,0,6,0,0,0,28,155,6.55,1.200,6.8,2.7,4.1,8.1,2.00
40,Cam Bedrosian\bedroca01,29,CIN,NL,0,0,,11.12,6,0,2,0,0,0,5.2,10,7,7,2,6,0,7,0,0,0,33,42,8.39,2.824,15.9,3.2,9.5,11.1,1.17
41,Wes Benjamin*\benjawe01,27,TEX,AL,0,1,.000,4.76,3,0,0,0,0,0,5.2,4,3,3,1,6,0,5,0,0,0,25,96,6.80,1.765,6.4,1.6,9.5,7.9,0.83
42,Jose Berrios\berrijo01,27,MIN,AL,2,2,.500,3.00,4,4,0,0,0,0,21.0,13,7,7,1,7,0,30,2,0,1,79,132,2.14,0.952,5.6,0.4,3.0,12.9,4.29
43,Dellin Betances\betande01,33,NYM,NL,0,0,,9.00,1,0,0,0,0,0,1.0,0,1,1,0,1,0,1,1,0,0,5,59,7.10,1.000,0.0,0.0,9.0,9.0,1.00
44,Jesse Biddle*\biddlje01,29,ATL,NL,0,0,,108.00,1,0,0,0,0,0,0.1,2,4,4,1,1,0,1,1,0,1,5,8,54.10,9.000,54.0,27.0,27.0,27.0,1.00
45,Shane Bieber\biebesh01,26,CLE,AL,2,1,.667,2.45,4,4,0,0,0,0,29.1,17,8,8,3,10,0,48,1,0,3,117,176,2.28,0.920,5.2,0.9,3.1,14.7,4.80
46,Brandon Bielak\bielabr01,25,HOU,AL,1,0,1.000,3.60,4,0,1,0,0,0,10.0,7,4,4,0,4,0,9,0,0,1,41,120,2.50,1.100,6.3,0.0,3.6,8.1,2.25
47,Richard Bleier*\bleieri01,34,MIA,NL,1,0,1.000,5.00,10,0,2,0,0,0,9.0,8,5,5,4,0,0,6,0,0,0,34,83,7.54,0.889,8.0,4.0,0.0,6.0,
48,Ryan Borucki*\borucry01,27,TOR,AL,2,1,.667,2.70,7,0,0,0,0,0,6.2,4,3,2,1,2,0,7,0,0,0,25,165,3.85,0.900,5.4,1.4,2.7,9.5,3.50
49,Ben Bowden*\bowdebe01,26,COL,NL,0,2,.000,13.50,6,0,2,0,0,0,4.2,8,8,7,1,2,0,5,0,0,0,25,36,5.03,2.143,15.4,1.9,3.9,9.6,2.50
50,Brad Boxberger\boxbebr01,33,MIL,NL,0,0,,3.00,7,0,2,0,0,1,6.0,3,2,2,1,2,0,8,1,0,0,24,142,4.10,0.833,4.5,1.5,3.0,12.0,4.00
51,Matthew Boyd*\boydma01,30,DET,AL,2,1,.667,2.03,4,4,0,0,0,0,26.2,20,6,6,1,6,0,19,3,0,2,105,215,3.17,0.975,6.8,0.3,2.0,6.4,3.17
52,Archie Bradley\bradlar01,28,PHI,NL,0,1,.000,6.00,4,0,0,0,0,0,3.0,4,2,2,0,1,0,3,0,0,1,14,73,2.10,1.667,12.0,0.0,3.0,9.0,3.00
53,Jake Brentz*\brentja01,26,KCR,AL,0,0,,2.57,10,0,1,0,0,0,7.0,5,3,2,0,3,0,7,0,0,1,30,179,2.38,1.143,6.4,0.0,3.9,9.0,2.33
54,Austin Brice\briceau01,29,BOS,AL,0,0,,4.76,6,0,0,0,0,0,5.2,6,3,3,1,3,0,3,0,0,0,24,97,5.92,1.588,9.5,1.6,4.8,4.8,1.00
55,Connor Brogdon\brogdco01,26,PHI,NL,3,1,.750,7.36,7,0,1,0,0,0,7.1,8,6,6,2,3,0,7,1,0,0,32,56,6.37,1.500,9.8,2.5,3.7,8.6,2.33
56,Rex Brothers*\brothre01,33,CHC,NL,0,0,,4.50,8,0,0,0,0,0,8.0,6,4,4,1,3,0,12,0,0,0,32,89,2.85,1.125,6.8,1.1,3.4,13.5,4.00
57,JT Brubaker\brubajt01,27,PIT,NL,2,1,.667,2.01,4,4,0,0,0,0,22.1,16,5,5,3,5,0,23,5,1,0,91,200,4.13,0.940,6.4,1.2,2.0,9.3,4.60
58,Walker Buehler\buehlwa01,26,LAD,NL,1,0,1.000,2.16,4,4,0,0,0,0,25.0,21,6,6,3,1,0,21,0,0,0,95,174,3.10,0.880,7.6,1.1,0.4,7.6,21.00
59,J.B. Bukauskas\bukaujb01,24,ARI,NL,1,0,1.000,0.00,3,0,0,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,7,,2.60,0.500,0.0,0.0,4.5,9.0,2.00
60,Madison Bumgarner*\bumgama01,31,ARI,NL,1,2,.333,8.68,4,4,0,0,0,0,18.2,24,18,18,4,9,1,20,4,0,0,91,47,5.83,1.768,11.6,1.9,4.3,9.6,2.22
61,Aaron Bummer*\bummeaa01,27,CHW,AL,0,1,.000,3.18,8,0,0,0,0,0,5.2,8,4,2,0,6,0,8,1,0,0,33,138,3.98,2.471,12.7,0.0,9.5,12.7,1.33
62,Dylan Bundy\bundydy01,28,LAA,AL,0,2,.000,4.50,4,4,0,0,0,0,24.0,22,13,12,4,7,0,28,0,0,1,101,98,3.81,1.208,8.3,1.5,2.6,10.5,4.00
63,Zack Burdi\burdiza01,26,CHW,AL,0,0,,3.00,1,0,0,0,0,0,3.0,3,2,1,1,1,0,3,0,0,0,13,154,6.43,1.333,9.0,3.0,3.0,9.0,3.00
64,Corbin Burnes\burneco01,26,MIL,NL,2,1,.667,0.37,4,4,0,0,0,0,24.1,8,1,1,1,0,0,40,3,0,0,85,1101,0.71,0.329,3.0,0.4,0.0,14.8,
65,Matt Bush\bushma01,35,TEX,AL,0,0,,9.00,3,0,1,0,0,0,3.0,4,3,3,3,1,0,4,0,0,0,14,54,14.43,1.667,12.0,9.0,3.0,12.0,4.00
66,Genesis Cabrera*\cabrege01,24,STL,NL,0,0,,2.89,9,0,1,0,0,0,9.1,6,4,3,1,4,0,11,0,0,1,39,135,3.42,1.071,5.8,1.0,3.9,10.6,2.75
67,Trevor Cahill\cahiltr01,33,PIT,NL,0,2,.000,9.69,3,3,0,0,0,0,13.0,20,15,14,2,3,0,17,0,0,1,61,42,3.17,1.769,13.8,1.4,2.1,11.8,5.67
68,Paul Campbell\campbpa02,25,MIA,NL,0,0,,7.71,3,0,0,0,0,0,4.2,6,6,4,0,4,0,4,1,0,1,26,56,4.60,2.143,11.6,0.0,7.7,7.7,1.00
69,Griffin Canning\cannigr01,25,LAA,AL,1,1,.500,5.68,3,2,0,0,0,0,12.2,11,8,8,4,3,0,14,0,0,0,52,79,5.70,1.105,7.8,2.8,2.1,9.9,4.67
70,Daniel Castano*\castada01,26,MIA,NL,0,1,.000,3.60,2,2,0,0,0,0,10.0,8,4,4,0,4,0,2,0,0,0,40,114,3.90,1.200,7.2,0.0,3.6,1.8,0.50
71,Diego Castillo\castidi01,27,TBR,AL,0,1,.000,2.79,9,0,5,0,0,4,9.2,6,3,3,1,4,1,13,0,0,1,39,142,2.99,1.034,5.6,0.9,3.7,12.1,3.25
72,Luis Castillo\castilu02,28,CIN,NL,1,1,.500,6.05,4,4,0,0,0,0,19.1,26,17,13,3,6,1,16,2,0,1,90,74,4.70,1.655,12.1,1.4,2.8,7.4,2.67
73,Anthony Castro\castran02,26,TOR,AL,0,0,,0.00,4,0,2,0,0,1,5.0,3,0,0,0,0,0,4,0,0,0,18,,1.50,0.600,5.4,0.0,0.0,7.2,
74,Harold Castro\castrha01,27,DET,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,,6.10,1.000,0.0,0.0,9.0,0.0,0.00
75,Miguel Castro\castrmi01,26,NYM,NL,0,0,,3.00,6,0,0,0,0,0,6.0,6,2,2,0,2,0,9,0,0,1,25,136,1.10,1.333,9.0,0.0,3.0,13.5,4.50
76,Dylan Cease\ceasedy01,25,CHW,AL,0,0,,4.15,4,4,0,0,0,0,17.1,18,8,8,2,12,0,20,0,1,1,79,101,4.37,1.731,9.3,1.0,6.2,10.4,1.67
77,Luis Cessa\cessalu01,29,NYY,AL,0,0,,0.93,7,0,3,0,0,0,9.2,5,5,1,0,6,1,13,0,0,0,41,439,2.27,1.138,4.7,0.0,5.6,12.1,2.17
78,Jhoulys Chacin\chacijh01,33,COL,NL,0,0,,3.60,3,0,0,0,0,0,5.0,6,2,2,0,3,0,4,0,0,0,24,135,3.30,1.800,10.8,0.0,5.4,7.2,1.33
79,Andrew Chafin*\chafian01,31,CHC,NL,0,0,,3.24,9,0,0,0,0,0,8.1,6,3,3,0,3,1,12,2,0,1,36,123,2.02,1.080,6.5,0.0,3.2,13.0,4.00
80,Aroldis Chapman*\chapmar01,33,NYY,AL,1,0,1.000,0.00,7,0,5,0,0,4,7.0,2,0,0,0,3,0,17,0,0,0,26,,-0.47,0.714,2.6,0.0,3.9,21.9,5.67
81,Tyler Chatwood\chatwty01,31,TOR,AL,0,0,,0.00,4,0,0,0,0,0,3.2,4,0,0,0,2,0,4,0,0,0,16,,2.55,1.636,9.8,0.0,4.9,9.8,2.00
82,Adam Cimber\cimbead01,30,MIA,NL,0,0,,5.40,9,0,2,0,0,0,8.1,8,5,5,0,5,2,5,2,0,0,38,77,4.42,1.560,8.6,0.0,5.4,5.4,1.00
83,Steve Cishek\cishest01,35,LAA,AL,0,0,,3.18,7,0,0,0,0,0,5.2,6,3,2,0,3,0,5,0,1,2,26,145,2.92,1.588,9.5,0.0,4.8,7.9,1.67
84,Jose Cisnero\cisnejo01,32,DET,AL,0,1,.000,6.75,8,0,1,0,0,0,6.2,7,6,5,2,3,0,9,0,0,0,30,67,5.65,1.500,9.5,2.7,4.1,12.2,3.00
85,Aaron Civale\civalaa01,26,CLE,AL,3,0,1.000,2.42,4,4,0,0,0,0,26.0,14,8,7,3,9,0,22,1,1,0,97,178,4.06,0.885,4.8,1.0,3.1,7.6,2.44
86,Taylor Clarke\clarkta01,28,ARI,NL,1,0,1.000,6.35,8,0,3,0,0,0,11.1,14,9,8,3,2,0,11,0,0,0,50,65,5.13,1.412,11.1,2.4,1.6,8.7,5.50
87,Emmanuel Clase\claseem01,23,CLE,AL,1,1,.500,0.00,9,0,7,0,0,4,8.1,7,3,0,0,3,0,11,0,0,0,37,,1.54,1.200,7.6,0.0,3.2,11.9,3.67
88,Alex Claudio*\claudal01,29,LAA,AL,0,0,,5.40,7,0,3,0,0,0,6.2,9,4,4,0,2,0,7,0,0,0,31,85,1.90,1.650,12.2,0.0,2.7,9.5,3.50
89,Sam Clay*\claysa01,28,WSN,NL,0,0,,6.00,6,0,1,0,0,0,6.0,4,4,4,1,2,1,6,1,0,0,25,69,4.76,1.000,6.0,1.5,3.0,9.0,3.00
90,Alex Cobb\cobbal01,33,LAA,AL,1,1,.500,6.28,3,3,0,0,0,0,14.1,18,11,10,1,5,0,21,2,0,0,68,71,2.54,1.605,11.3,0.6,3.1,13.2,4.20
91,Kyle Cody\codyky01,26,TEX,AL,0,2,.000,7.94,7,0,2,0,0,0,11.1,16,11,10,3,2,0,14,3,0,1,55,56,5.39,1.588,12.7,2.4,1.6,11.1,7.00
92,Gerrit Cole\colege01,30,NYY,AL,2,1,.667,1.82,4,4,0,0,0,0,24.2,17,6,5,1,3,0,39,1,0,2,95,219,0.95,0.811,6.2,0.4,1.1,14.2,13.00
93,Alex Colome\colomal01,32,MIN,AL,1,2,.333,5.63,7,0,4,0,0,2,8.0,11,11,5,1,2,0,8,2,0,0,40,73,4.22,1.625,12.4,1.1,2.3,9.0,4.00
94,Sam Coonrod\coonrsa01,28,PHI,NL,0,0,,1.86,8,0,1,0,0,0,9.2,5,2,2,2,1,0,11,0,0,1,36,217,3.82,0.621,4.7,1.9,0.9,10.2,11.00
95,Patrick Corbin*\corbipa01,31,WSN,NL,0,2,.000,10.95,3,3,0,0,0,0,12.1,16,16,15,4,7,0,11,2,0,0,61,37,7.72,1.865,11.7,2.9,5.1,8.0,1.57
96,Stefan Crichton\crichst01,29,ARI,NL,0,0,,5.63,10,0,4,0,0,2,8.0,11,6,5,0,4,0,7,0,0,1,36,75,2.85,1.875,12.4,0.0,4.5,7.9,1.75
97,Kyle Crick\crickky01,28,PIT,NL,0,0,,0.00,7,0,0,0,0,0,7.1,1,0,0,0,4,0,6,1,0,2,26,,3.51,0.682,1.2,0.0,4.9,7.4,1.50
98,Nabil Crismatt\crismna01,26,SDP,NL,1,1,.500,3.12,4,0,0,0,0,0,8.2,12,4,3,0,3,1,9,1,0,2,41,122,2.40,1.731,12.5,0.0,3.1,9.3,3.00
99,Garrett Crochet*\crochga01,22,CHW,AL,0,2,.000,1.50,7,0,1,0,0,0,6.0,6,4,1,0,4,1,7,0,0,1,31,290,2.76,1.667,9.0,0.0,6.0,10.5,1.75
100,Jake Cronenworth\croneja01,27,SDP,NL,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,3,,0.10,1.500,13.5,0.0,0.0,13.5,
101,Wil Crowe\crowewi01,26,PIT,NL,0,0,,13.50,1,0,0,0,0,0,0.2,1,1,1,0,2,0,2,0,0,2,5,46,6.10,4.500,13.5,0.0,27.0,27.0,1.00
102,Johnny Cueto\cuetojo01,35,SFG,NL,2,0,1.000,1.80,3,3,0,0,0,0,20.0,13,4,4,0,4,0,18,0,0,0,74,211,1.90,0.850,5.9,0.0,1.8,8.1,4.50
103,John Curtiss\curtijo02,28,MIA,NL,2,0,1.000,2.08,8,0,2,0,0,0,8.2,7,2,2,2,0,0,9,0,0,0,32,200,4.02,0.808,7.3,2.1,0.0,9.3,
104,Yu Darvish\darviyu01,34,SDP,NL,2,1,.667,2.27,5,5,0,0,0,0,31.2,19,8,8,3,8,0,37,3,0,2,122,161,3.03,0.853,5.4,0.9,2.3,10.5,4.63
105,Zach Davies\davieza02,28,CHC,NL,1,2,.333,8.80,4,4,0,0,0,0,15.1,21,15,15,2,11,0,10,0,0,0,78,44,5.64,2.087,12.3,1.2,6.5,5.9,0.91
106,Wade Davis\daviswa01,35,KCR,AL,0,0,,5.40,7,0,5,0,0,1,6.2,7,4,4,1,1,0,7,0,0,1,27,86,3.40,1.200,9.5,1.4,1.4,9.5,7.00
107,Grant Dayton*\daytogr01,33,ATL,NL,0,0,,5.79,4,0,1,0,0,0,4.2,2,3,3,1,1,0,4,0,0,0,17,80,4.81,0.643,3.9,1.9,1.9,7.7,4.00
108,Brett de Geus\degeubr01,23,TEX,AL,0,0,,6.00,7,0,4,0,0,0,9.0,5,6,6,1,4,0,7,3,0,0,36,75,5.32,1.000,5.0,1.0,4.0,7.0,1.75
109,Jose De Leon\deleojo03,28,CIN,NL,0,1,.000,6.92,6,2,1,0,0,0,13.0,13,10,10,4,8,0,27,1,0,3,62,65,5.02,1.615,9.0,2.8,5.5,18.7,3.38
110,Jacob deGrom\degroja01,33,NYM,NL,2,1,.667,0.31,4,4,0,1,1,0,29.0,13,4,1,2,3,0,50,0,0,0,101,1245,0.86,0.552,4.0,0.6,0.9,15.5,16.67
111,Anthony DeSclafani\desclan01,31,SFG,NL,1,0,1.000,2.14,4,4,0,0,0,0,21.0,19,5,5,2,6,0,21,0,0,2,89,177,3.19,1.190,8.1,0.9,2.6,9.0,3.50
112,Ross Detwiler*\detwiro01,35,MIA,NL,0,0,,1.23,9,0,1,0,0,0,7.1,5,1,1,0,4,0,9,1,0,0,32,340,2.69,1.227,6.1,0.0,4.9,11.0,2.25
113,Chris Devenski\devench02,30,ARI,NL,0,0,,9.00,2,0,1,0,0,1,2.0,2,2,2,2,0,0,1,0,0,0,8,53,15.10,1.000,9.0,9.0,0.0,4.5,
114,Edwin Diaz\diazed04,27,NYM,NL,1,1,.500,2.57,7,0,5,0,0,2,7.0,6,3,2,0,3,1,9,1,0,0,29,157,2.24,1.286,7.7,0.0,3.9,11.6,3.00
115,Jake Diekman*\diekmja01,34,OAK,AL,0,0,,2.89,9,0,3,0,0,2,9.1,7,4,3,0,3,1,12,1,0,0,39,137,1.81,1.071,6.8,0.0,2.9,11.6,4.00
116,Randy Dobnak\dobnara01,26,MIN,AL,0,3,.000,10.61,5,0,2,0,0,1,9.1,14,12,11,2,2,0,5,0,0,0,44,38,5.45,1.714,13.5,1.9,1.9,4.8,2.50
117,Rafael Dolis\dolisra01,33,TOR,AL,1,0,1.000,4.00,10,0,6,0,0,1,9.0,3,4,4,1,7,0,11,2,0,0,38,110,5.10,1.111,3.0,1.0,7.0,11.0,1.57
118,Sean Doolittle*\doolise01,34,CIN,NL,2,0,1.000,4.70,9,0,3,0,0,0,7.2,7,4,4,1,6,1,12,0,0,0,35,98,4.01,1.696,8.2,1.2,7.0,14.1,2.00
119,Camilo Doval\dovalca01,23,SFG,NL,0,0,,3.00,3,0,0,0,0,0,3.0,2,1,1,1,1,0,4,0,0,0,12,141,5.76,1.000,6.0,3.0,3.0,12.0,4.00
120,Tyler Duffey\duffety01,30,MIN,AL,0,0,,3.00,7,0,0,0,0,0,6.0,4,2,2,0,7,0,6,0,0,1,27,138,4.60,1.833,6.0,0.0,10.5,9.0,0.86
121,Danny Duffy*\duffyda01,32,KCR,AL,2,1,.667,0.50,3,3,0,0,0,0,18.0,14,3,1,1,6,0,19,0,0,0,73,895,2.71,1.111,7.0,0.5,3.0,9.5,3.17
122,Justin Dunn\dunnju01,25,SEA,AL,1,0,1.000,3.68,3,3,0,0,0,0,14.2,9,6,6,2,11,0,14,2,0,0,65,110,5.62,1.364,5.5,1.2,6.8,8.6,1.27
123,Dane Dunning\dunnida01,26,TEX,AL,1,0,1.000,3.06,4,4,0,0,0,0,17.2,18,6,6,1,4,0,18,0,0,3,75,144,2.47,1.245,9.2,0.5,2.0,9.2,4.50
124,Zach Eflin\eflinza01,27,PHI,NL,1,0,1.000,2.77,4,4,0,0,0,0,26.0,24,8,8,3,2,1,19,0,0,1,99,143,3.37,1.000,8.3,1.0,0.7,6.6,9.50
125,Nathan Eovaldi\eovalna01,31,BOS,AL,3,1,.750,3.04,4,4,0,0,0,0,23.2,21,8,8,0,4,0,24,1,0,1,94,145,1.70,1.056,8.0,0.0,1.5,9.1,6.00
126,Paolo Espino\espinpa01,34,WSN,NL,0,1,.000,4.15,1,1,0,0,0,0,4.1,5,2,2,2,1,0,3,0,0,0,18,102,8.40,1.385,10.4,4.2,2.1,6.2,3.00
127,Carlos Estevez\estevca01,28,COL,NL,0,0,,5.40,7,0,1,0,0,0,6.2,7,4,4,1,4,0,6,0,0,1,30,89,5.05,1.650,9.5,1.4,5.4,8.1,1.50
128,Phillip Evans\evansph01,28,PIT,NL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.10,0.000,0.0,0.0,0.0,0.0,
129,Pete Fairbanks\fairbpe01,27,TBR,AL,0,0,,3.38,3,0,0,0,0,0,2.2,3,1,1,0,2,0,2,0,0,0,12,130,3.85,1.875,10.1,0.0,6.8,6.8,1.00
130,Jeurys Familia\familje01,31,NYM,NL,0,0,,2.45,5,0,3,0,0,0,3.2,6,2,1,0,2,0,3,0,0,0,19,172,3.10,2.182,14.7,0.0,4.9,7.4,1.50
131,Buck Farmer\farmebu01,30,DET,AL,0,0,,8.22,7,0,0,0,0,0,7.2,5,7,7,4,7,0,8,0,0,0,35,55,10.53,1.565,5.9,4.7,8.2,9.4,1.14
132,Luke Farrell\farrelu01,30,MIN,AL,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,2,0,1,0,0,0,5,,7.10,2.000,0.0,0.0,18.0,9.0,0.50
133,Erick Fedde\feddeer01,28,WSN,NL,1,2,.333,5.51,4,4,0,0,0,0,16.1,17,11,10,1,8,2,18,1,0,0,74,72,3.34,1.531,9.4,0.6,4.4,9.9,2.25
