"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Ryan Thompson","TBR","0","0","0.00","1","0","0","0","0","1","0","0.1","1","0","0","0","0","0","0","0","0","0","1","16647"
"Tim Hill","SDP","1","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","16814"
"Sean Reid-Foley","NYM","0","0","0.00","1","0","0","0","0","0","0","2.0","7","2","0","0","0","0","0","0","0","0","3","17034"
"Sam Coonrod","PHI","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","3","17264"
"Genesis Cabrera","STL","0","0","0.00","1","0","0","0","0","1","0","1.0","5","0","0","0","0","2","0","0","0","0","1","17490"
"Diego Castillo","TBR","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","1","0","0","0","0","1","17496"
"Tanner Scott","BAL","0","0","0.00","1","0","0","0","0","1","0","0.2","2","0","0","0","0","0","0","0","0","0","0","17586"
"Jeffrey Springs","TBR","0","0","0.00","1","0","0","0","0","1","0","1.2","6","2","0","0","0","0","0","0","0","0","1","17677"
"Angel Perdomo","MIL","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","3","17759"
"Cody Stashak","MIN","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","1","18088"
"Ryan Helsley","STL","0","0","0.00","1","0","0","0","0","1","0","0.1","1","0","0","0","0","0","0","0","0","0","0","18138"
"Josh Staumont","KCR","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","1","0","0","0","1","18335"
"Kenta Maeda","MIN","1","0","0.00","1","1","0","0","0","0","0","5.1","20","2","0","0","0","2","0","0","0","0","8","18498"
"Travis Bergen","TOR","0","0","0.00","1","0","0","0","0","0","0","1.2","8","2","0","0","0","1","0","0","0","0","1","18581"
"Drew Steckenrider","SEA","0","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","2","18806"
"Miguel Diaz","SDP","0","0","0.00","1","1","0","0","0","0","0","3.0","12","1","0","0","0","2","0","0","0","0","3","18815"
"Patrick Sandoval","LAA","0","0","0.00","1","0","0","0","0","0","0","2.0","9","1","0","0","0","2","0","0","0","0","4","19447"
"David Bednar","PIT","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","19569"
"Will Vest","SEA","0","0","0.00","1","0","0","0","0","0","0","1.2","7","2","0","0","0","0","0","0","0","0","0","19769"
"Tyler Zuber","KCR","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","1","0","2","20379"
"Emmanuel Clase","CLE","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","21032"
"Drew Rasmussen","MIL","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","25385"
"Vince Velasquez","PHI","1","0","1.50","1","1","0","0","0","0","0","6.0","24","4","1","1","1","2","0","0","0","0","6","11189"
"Dean Kremer","BAL","0","0","1.50","1","1","0","0","0","0","0","6.0","22","2","1","1","1","2","0","0","0","0","4","19350"
"Tyler Anderson","PIT","0","1","2.70","1","1","0","0","0","0","0","6.2","25","2","2","2","0","3","0","0","0","0","5","12880"
"Adrian Houser","MIL","0","1","3.00","1","1","0","0","0","0","0","6.0","23","4","4","2","1","1","0","0","0","0","2","12718"
"Dane Dunning","TEX","0","1","3.18","1","1","0","0","0","0","0","5.2","22","3","3","2","0","2","0","0","0","0","5","19409"
"Frankie Montas","OAK","1","0","4.50","1","1","0","0","0","0","0","6.0","26","7","3","3","0","1","0","0","0","0","4","14309"
"Tyler Glasnow","TBR","1","0","4.50","1","1","0","0","0","0","0","6.0","24","4","3","3","2","4","0","0","0","0","8","14374"
"Aaron Civale","CLE","0","0","4.76","1","1","0","0","0","0","0","5.2","27","7","3","3","1","3","0","1","1","0","2","19479"
"Daniel Lynch","KCR","0","0","5.79","1","1","0","0","0","0","0","4.2","21","4","3","3","0","4","0","0","0","1","3","21537"
"James Karinchak","CLE","0","0","6.75","1","0","0","0","0","0","0","1.1","6","1","1","1","1","0","0","0","0","0","2","20151"
"Adam Wainwright","STL","1","0","7.94","1","1","0","0","0","0","0","5.2","27","7","5","5","1","3","1","1","0","0","5","2233"
"Steven Matz","TOR","0","1","9.00","1","1","0","0","0","0","0","5.0","22","7","5","5","2","1","0","1","0","0","6","13361"
"Lou Trivino","OAK","0","0","9.00","1","0","0","0","0","1","0","1.0","5","2","1","1","0","0","0","0","1","0","2","15043"
"Wyatt Mills","SEA","0","0","10.80","1","0","0","0","0","0","0","1.2","8","2","2","2","1","1","0","0","0","0","2","20010"
"Kolby Allard","TEX","0","0","11.57","1","0","0","0","0","0","0","2.1","12","5","3","3","0","0","0","0","0","0","2","18694"
"Jose Quintana","LAA","0","1","12.27","1","1","0","0","0","0","0","3.2","18","6","5","5","1","1","0","0","1","0","9","11423"
"Bryan Shaw","CLE","1","0","18.00","1","0","0","0","0","0","0","1.0","6","1","2","2","0","2","0","0","1","0","1","8110"
"Taylor Rogers","MIN","0","0","18.00","1","0","0","0","1","0","0","1.0","5","2","2","2","1","0","0","0","0","0","1","13449"
"Raisel Iglesias","LAA","0","0","18.00","1","0","0","0","0","0","0","1.0","5","2","2","2","1","0","0","0","0","0","0","17130"
"Joey Lucchesi","NYM","0","1","20.25","1","1","0","0","0","0","0","2.2","15","7","6","6","2","1","0","0","0","0","1","19320"
"Jakob Junis","KCR","0","1","27.00","1","0","0","0","0","0","0","1.2","10","4","5","5","2","1","0","0","0","0","2","13619"
"Shawn Armstrong","BAL","0","0","54.00","1","0","0","0","0","0","0","0.1","3","1","2","2","1","1","0","0","0","0","0","12857"
"Connor Brogdon","PHI","0","0","54.00","1","0","0","0","0","1","0","0.1","4","1","2","2","0","2","0","0","0","0","0","21205"
"Anthony Misiewicz","SEA","0","1","81.00","1","0","0","0","0","0","1","0.1","4","2","3","3","1","1","0","0","0","0","0","18152"
"Brandon Waddell","MIN","0","0","81.00","1","0","0","0","0","0","0","0.1","4","2","3","3","1","1","0","0","0","0","1","18347"
