"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Luis Urias","MIL","1","4","4","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".250","16622"
"Andrew Benintendi","KCR","1","4","5","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".250","17901"
"Lourdes Gurriel Jr.","TOR","1","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".250","19238"
"Adolis Garcia","TEX","1","4","5","1","0","0","0","1","1","2","1","0","2","0","0","0","0","0","0",".250","19287"
"Nick Solak","TEX","1","4","5","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".250","19294"
"Bryan Reynolds","PIT","1","4","4","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".250","19326"
"Austin Hays","BAL","1","4","5","1","0","1","0","0","1","0","1","0","2","0","0","0","0","0","0",".250","19363"
"Kyle Lewis","SEA","1","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".250","19508"
"Bo Bichette","TOR","1","4","4","1","1","0","0","0","1","1","0","0","3","0","0","0","0","0","0",".250","19612"
"Ryan O'Hearn","KCR","1","5","5","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".200","16442"
"Cavan Biggio","TOR","1","5","5","1","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0",".200","19252"
"Mike Brosseau","TBR","1","5","5","1","1","0","0","0","1","2","0","0","3","0","0","0","0","0","0",".200","19683"
"Roberto Perez","CLE","1","5","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","2900"
"Tommy Pham","SDP","1","2","3","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0",".000","2967"
"Matt Joyce","PHI","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","3353"
"Eric Hosmer","SDP","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","3516"
"Justin Upton","LAA","1","3","4","0","0","0","0","0","0","0","1","0","2","0","0","0","1","1","0",".000","5222"
"Salvador Perez","KCR","1","4","5","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",".000","7304"
"Matt Carpenter","STL","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8090"
"Elvis Andrus","OAK","1","3","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","8709"
"Kyle Seager","SEA","1","3","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","9785"
"Andrew McCutchen","PHI","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9847"
"Jonathan Villar","NYM","1","3","4","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",".000","10071"
"Jose Iglesias","LAA","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10231"
"Andrelton Simmons","MIN","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10847"
"Kevin Kiermaier","TBR","1","3","4","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0",".000","11038"
"Manny Machado","SDP","1","3","4","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".000","11493"
"Joe Panik","TOR","1","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11936"
"Travis Shaw","MIL","1","1","4","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0",".000","11982"
"Scott Schebler","LAA","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","12225"
"Gregory Polanco","PIT","1","3","4","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",".000","12907"
"Francisco Lindor","NYM","1","4","5","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","12916"
"Michael Perez","PIT","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","12977"
"Jackie Bradley Jr.","MIL","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","12984"
"Luke Maile","MIL","1","4","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","13355"
"Erik Gonzalez","PIT","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","13369"
"Jose Peraza","NYM","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13593"
"Joey Wendle","TBR","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".000","13853"
"Rio Ruiz","BAL","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14103"
"Albert Almora Jr.","NYM","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14109"
"Byron Buxton","MIN","1","3","4","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0",".000","14161"
"Matt Olson","OAK","1","3","4","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0",".000","14344"
"Jake Cave","MIN","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14477"
"Pedro Severino","BAL","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14523"
"Brett Phillips","TBR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14735"
"Yu-Cheng Chang","CLE","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14773"
"Tony Kemp","OAK","1","3","4","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0",".000","14894"
"Trey Mancini","BAL","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","15149"
"Jake Bauers","CLE","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","15194"
"J.P. Crawford","SEA","1","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","15491"
"Amed Rosario","CLE","1","5","5","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0",".000","15518"
"Dominic Smith","NYM","1","4","5","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0",".000","15653"
"Billy McKinney","MIL","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","15654"
"Austin Meadows","TBR","1","4","5","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","15672"
"Jose Marmolejos","SEA","1","3","4","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","15767"
"Pablo Reyes","MIL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","16357"
"Michael Conforto","NYM","1","4","5","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".000","16376"
"Rhys Hoskins","PHI","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","16472"
"Danny Jansen","TOR","1","4","4","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".000","16535"
"Jose Trevino","TEX","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16725"
"Colin Moran","PIT","1","4","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","16909"
"Jorge Mateo","SDP","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","17273"
"Kevin Newman","PIT","1","3","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","17696"
"Willie Calhoun","TEX","1","4","5","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","17838"
"Ty France","SEA","1","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17982"
"David Fletcher","LAA","1","3","4","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".000","17992"
"Jake Cronenworth","SDP","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18036"
"Dylan Moore","SEA","1","4","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","18042"
"Seth Brown","OAK","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","18171"
"Ryan Mountcastle","BAL","1","3","4","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".000","18373"
"Trent Grisham","SDP","1","3","4","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","18564"
"Jared Walsh","LAA","1","2","4","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",".000","18607"
"Brandon Lowe","TBR","1","5","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","18882"
"Randy Arozarena","TBR","1","3","5","0","0","0","0","0","1","0","2","0","2","0","0","0","0","0","0",".000","19290"
"Jose Rojas","LAA","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","19331"
"Sean Murphy","OAK","1","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".000","19352"
"Andrew Knizner","STL","1","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","19514"
"Fernando Tatis Jr.","SDP","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",".000","19709"
"Andres Gimenez","CLE","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","19950"
"Taylor Trammell","SEA","1","3","3","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0",".000","19960"
"Ben Rortvedt","MIN","1","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","20287"
"Alec Bohm","PHI","1","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",".000","21618"
"Nick Maton","PHI","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","21635"
