team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
MIL,5/3/2021,1,543939,Kolten Wong,1,Y,2B
MIL,5/3/2021,1,456715,Lorenzo Cain,2,Y,CF
MIL,5/3/2021,1,592885,Christian Yelich,3,Y,LF
MIL,5/3/2021,1,543768,Travis Shaw,4,Y,3B
MIL,5/3/2021,1,541645,Avisail Garcia,5,Y,RF
MIL,5/3/2021,1,596129,Daniel Vogelbach,6,Y,1B
MIL,5/3/2021,1,649966,Luis Urias,7,Y,SS
MIL,5/3/2021,1,571912,Luke Maile,8,Y,C
MIL,5/3/2021,1,605288,Adrian Houser,SP,Y,
PHI,5/3/2021,1,459964,Matt Joyce,1,Y,LF
PHI,5/3/2021,1,543543,Brad Miller,2,Y,1B
PHI,5/3/2021,1,592663,JT Realmuto,3,Y,C
PHI,5/3/2021,1,544369,Didi Gregorius,4,Y,SS
PHI,5/3/2021,1,664761,Alec Bohm,5,Y,3B
PHI,5/3/2021,1,665155,Nick Maton,6,Y,2B
PHI,5/3/2021,1,546318,Odubel Herrera,7,Y,RF
PHI,5/3/2021,1,596451,Roman Quinn,8,Y,CF
PHI,5/3/2021,1,592826,Vincent Velasquez,SP,Y,
TEX,5/3/2021,1,641432,Willie Calhoun,1,Y,DH
TEX,5/3/2021,1,669256,Nick Solak,2,Y,2B
TEX,5/3/2021,1,663993,Nathaniel Lowe,3,Y,1B
TEX,5/3/2021,1,608336,Joey Gallo,4,Y,RF
TEX,5/3/2021,1,666969,Adolis Garcia,5,Y,CF
TEX,5/3/2021,1,621311,David Dahl,6,Y,LF
TEX,5/3/2021,1,643396,Isiah Kiner-Falefa,7,Y,SS
TEX,5/3/2021,1,518586,Charlie Culberson,8,Y,3B
TEX,5/3/2021,1,624431,Jose Trevino,9,Y,C
TEX,5/3/2021,1,641540,Dane Dunning,SP,Y,
MIN,5/3/2021,1,650333,Luis Arraez,1,Y,LF
MIN,5/3/2021,1,518626,Josh Donaldson,2,Y,3B
MIN,5/3/2021,1,621439,Byron Buxton,3,Y,CF
MIN,5/3/2021,1,443558,Nelson Cruz,4,Y,DH
MIN,5/3/2021,1,666135,Alex Kirilloff,5,Y,1B
MIN,5/3/2021,1,593871,Jorge Polanco,6,Y,2B
MIN,5/3/2021,1,596146,Max Kepler,7,Y,RF
MIN,5/3/2021,1,592743,Andrelton Simmons,8,Y,SS
MIN,5/3/2021,1,666163,Ben Rortvedt,9,Y,C
MIN,5/3/2021,1,628317,Kenta Maeda,SP,Y,
NYM,5/3/2021,1,643446,Jeff McNeil,1,Y,2B
NYM,5/3/2021,1,596019,Francisco Lindor,2,Y,SS
NYM,5/3/2021,1,624424,Michael Conforto,3,Y,RF
NYM,5/3/2021,1,624413,Peter Alonso,4,Y,1B
NYM,5/3/2021,1,642086,Dominic Smith,5,Y,LF
NYM,5/3/2021,1,607680,Kevin Pillar,6,Y,CF
NYM,5/3/2021,1,542340,Jonathan Villar,7,Y,3B
NYM,5/3/2021,1,621512,Tomas Nido,8,Y,C
NYM,5/3/2021,1,664192,Joey Lucchesi,SP,Y,
STL,5/3/2021,1,669242,Tommy Edman,1,Y,2B
STL,5/3/2021,1,666185,Dylan Carlson,2,Y,RF
STL,5/3/2021,1,502671,Paul Goldschmidt,3,Y,1B
STL,5/3/2021,1,571448,Nolan Arenado,4,Y,3B
STL,5/3/2021,1,657557,Paul DeJong,5,Y,SS
STL,5/3/2021,1,641933,Tyler O'Neill,6,Y,LF
STL,5/3/2021,1,664056,Harrison Bader,7,Y,CF
STL,5/3/2021,1,668800,Andrew Knizner,8,Y,C
STL,5/3/2021,1,425794,Adam Wainwright,SP,Y,
CLE,5/3/2021,1,514917,Cesar Hernandez,1,Y,2B
CLE,5/3/2021,1,642708,Amed Rosario,2,Y,SS
CLE,5/3/2021,1,608070,Jose Ramirez,3,Y,3B
CLE,5/3/2021,1,614177,Franmil Reyes,4,Y,DH
CLE,5/3/2021,1,592696,Eddie Rosario,5,Y,LF
CLE,5/3/2021,1,623912,Harold Ramirez,6,Y,CF
