Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Jacob deGrom (17382933),Jacob deGrom,17382933,P,11000,NYM@STL 05/03/2021 07:45PM ET,NYM,38.75
SP,Trevor Bauer (17382932),Trevor Bauer,17382932,P,10600,LAD@CHC 05/03/2021 07:40PM ET,LAD,27.85
RP,Corbin Burnes (17382934),Corbin Burnes,17382934,P,10500,MIL@PHI 05/03/2021 07:05PM ET,MIL,30.12
SP,Tyler Glasnow (17382935),Tyler Glasnow,17382935,P,10300,TB@LAA 05/03/2021 09:38PM ET,TB,29.46
SP,Joe Musgrove (17382245),Joe Musgrove,17382245,P,10100,PIT@SD 05/03/2021 10:10PM ET,SD,19.21
SP,Aaron Nola (17382936),Aaron Nola,17382936,P,9900,MIL@PHI 05/03/2021 07:05PM ET,PHI,21.16
SP,Walker Buehler (17382246),Walker Buehler,17382246,P,9600,LAD@CHC 05/03/2021 07:40PM ET,LAD,19.18
SP,Johnny Cueto (17382938),Johnny Cueto,17382938,P,9600,SF@COL 05/03/2021 08:40PM ET,SF,23.6
SP,Shane Bieber (17382937),Shane Bieber,17382937,P,9600,CLE@KC 05/03/2021 08:10PM ET,CLE,31.91
SP,Yu Darvish (17382939),Yu Darvish,17382939,P,9500,PIT@SD 05/03/2021 10:10PM ET,SD,25.78
SP,Yonny Chirinos (17382940),Yonny Chirinos,17382940,P,9400,TB@LAA 05/03/2021 09:38PM ET,TB,0
SP,Tony Gonsolin (17382941),Tony Gonsolin,17382941,P,9300,LAD@CHC 05/03/2021 07:40PM ET,LAD,0
SP,Chris Archer (17382942),Chris Archer,17382942,P,9300,TB@LAA 05/03/2021 09:38PM ET,TB,5.48
SP,Zack Wheeler (17382943),Zack Wheeler,17382943,P,9200,MIL@PHI 05/03/2021 07:05PM ET,PHI,20
SP,Zach Eflin (17382945),Zach Eflin,17382945,P,9100,MIL@PHI 05/03/2021 07:05PM ET,PHI,17
