Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Shane Bieber (17591250),Shane Bieber,17591250,P,10500,CLE@SEA 05/16/2021 04:10PM ET,CLE,29.19
SP,Trevor Bauer (17591454),Trevor Bauer,17591454,P,10400,MIA@LAD 05/16/2021 04:10PM ET,LAD,27.32
SP,Max Scherzer (17591455),Max Scherzer,17591455,P,10300,WAS@ARI 05/16/2021 04:10PM ET,WAS,27.18
SP,Clayton Kershaw (17591456),Clayton Kershaw,17591456,P,9900,MIA@LAD 05/16/2021 04:10PM ET,LAD,16.8
SP,Walker Buehler (17591457),Walker Buehler,17591457,P,9700,MIA@LAD 05/16/2021 04:10PM ET,LAD,19.88
RP,Trevor Rogers (17591458),Trevor Rogers,17591458,P,9400,MIA@LAD 05/16/2021 04:10PM ET,MIA,23.2
SP,Julio Urias (17591459),Julio Urias,17591459,P,9300,MIA@LAD 05/16/2021 04:10PM ET,LAD,21.44
SP,Dustin May (17591460),Dustin May,17591460,P,9100,MIA@LAD 05/16/2021 04:10PM ET,LAD,19.59
SP,Zac Gallen (17591461),Zac Gallen,17591461,P,9000,WAS@ARI 05/16/2021 04:10PM ET,ARI,18.92
SP,Taylor Widener (17591462),Taylor Widener,17591462,P,8700,WAS@ARI 05/16/2021 04:10PM ET,ARI,15.16
SP,Sixto Sanchez (17591463),Sixto Sanchez,17591463,P,8600,MIA@LAD 05/16/2021 04:10PM ET,MIA,0
SP,Tony Gonsolin (17591464),Tony Gonsolin,17591464,P,8500,MIA@LAD 05/16/2021 04:10PM ET,LAD,0
SP,Aaron Civale (17591465),Aaron Civale,17591465,P,8400,CLE@SEA 05/16/2021 04:10PM ET,CLE,17.81
SP,Luke Weaver (17591251),Luke Weaver,17591251,P,8300,WAS@ARI 05/16/2021 04:10PM ET,ARI,13.06
SP,Madison Bumgarner (17591466),Madison Bumgarner,17591466,P,8200,WAS@ARI 05/16/2021 04:10PM ET,ARI,16.98
SP,Sandy Alcantara (17591467),Sandy Alcantara,17591467,P,8100,MIA@LAD 05/16/2021 04:10PM ET,MIA,15.28
RP,Zach Plesac (17591468),Zach Plesac,17591468,P,8000,CLE@SEA 05/16/2021 04:10PM ET,CLE,14.98
SP,Stephen Strasburg (17591469),Stephen Strasburg,17591469,P,7900,WAS@ARI 05/16/2021 04:10PM ET,WAS,10.45
