Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Corbin Burnes (17616893),Corbin Burnes,17616893,P,11000,MIL@KC 05/18/2021 08:10PM ET,MIL,29.04
SP,Gerrit Cole (17616730),Gerrit Cole,17616730,P,10900,NYY@TEX 05/18/2021 08:05PM ET,NYY,29.57
SP,Brandon Woodruff (17616793),Brandon Woodruff,17616793,P,10200,MIL@KC 05/18/2021 08:10PM ET,MIL,25.02
SP,Danny Duffy (17616723),Danny Duffy,17616723,P,9000,MIL@KC 05/18/2021 08:10PM ET,KC,22.79
SP,Freddy Peralta (17616838),Freddy Peralta,17616838,P,9000,MIL@KC 05/18/2021 08:10PM ET,MIL,22.83
RP,Josh Lindblom (17616733),Josh Lindblom,17616733,P,8700,MIL@KC 05/18/2021 08:10PM ET,MIL,0.85
RP,Adrian Houser (17616789),Adrian Houser,17616789,P,8400,MIL@KC 05/18/2021 08:10PM ET,MIL,13.18
SP,Eric Lauer (17616856),Eric Lauer,17616856,P,8300,MIL@KC 05/18/2021 08:10PM ET,MIL,12.65
SP,Corey Kluber (17616726),Corey Kluber,17616726,P,8200,NYY@TEX 05/18/2021 08:05PM ET,NYY,14.8
SP,Luis Severino (17616808),Luis Severino,17616808,P,7900,NYY@TEX 05/18/2021 08:05PM ET,NYY,0
SP,Brett Anderson (17616712),Brett Anderson,17616712,P,7600,MIL@KC 05/18/2021 08:10PM ET,MIL,7.3
SP,Kyle Gibson (17616742),Kyle Gibson,17616742,P,7500,NYY@TEX 05/18/2021 08:05PM ET,TEX,17.85
SP,Domingo German (17616773),Domingo German,17616773,P,7500,NYY@TEX 05/18/2021 08:05PM ET,NYY,16.31
SP,Jameson Taillon (17616768),Jameson Taillon,17616768,P,7400,NYY@TEX 05/18/2021 08:05PM ET,NYY,14.34
SP,Jordan Montgomery (17616877),Jordan Montgomery,17616877,P,7400,NYY@TEX 05/18/2021 08:05PM ET,NYY,13.72
SP,Zack Godley (17616754),Zack Godley,17616754,P,7000,MIL@KC 05/18/2021 08:10PM ET,MIL,6.55
SP,Jakob Junis (17616802),Jakob Junis,17616802,P,6900,MIL@KC 05/18/2021 08:10PM ET,KC,6.54
SP,Wade LeBlanc (17616713),Wade LeBlanc,17616713,P,6800,MIL@KC 05/18/2021 08:10PM ET,MIL,0.87
SP,Mike Minor (17616715),Mike Minor,17616715,P,6800,MIL@KC 05/18/2021 08:10PM ET,KC,14.62
SP,Alec Bettinger (17616892),Alec Bettinger,17616892,P,6800,MIL@KC 05/18/2021 08:10PM ET,MIL,-5.22
SP,Brady Singer (17616898),Brady Singer,17616898,P,6300,MIL@KC 05/18/2021 08:10PM ET,KC,12.92
SP,Daniel Lynch (17616943),Daniel Lynch,17616943,P,6200,MIL@KC 05/18/2021 08:10PM ET,KC,-3.27
OF,Aaron Judge (17616776),Aaron Judge,17616776,OF,6000,NYY@TEX 05/18/2021 08:05PM ET,NYY,9
SP,Dane Dunning (17616866),Dane Dunning,17616866,P,6000,NYY@TEX 05/18/2021 08:05PM ET,TEX,13.52
SP,Brad Keller (17616852),Brad Keller,17616852,P,5800,MIL@KC 05/18/2021 08:10PM ET,KC,7
OF,Giancarlo Stanton (17616722),Giancarlo Stanton,17616722,OF,5600,NYY@TEX 05/18/2021 08:05PM ET,NYY,8.85
2B/3B,DJ LeMahieu (17616743),DJ LeMahieu,17616743,2B/3B,5600,NYY@TEX 05/18/2021 08:05PM ET,NYY,7.44
SP,Mike Foltynewicz (17616771),Mike Foltynewicz,17616771,P,5600,NYY@TEX 05/18/2021 08:05PM ET,TEX,12.43
2B,Whit Merrifield (17616764),Whit Merrifield,17616764,2B,5400,MIL@KC 05/18/2021 08:10PM ET,KC,8.95
C,Gary Sanchez (17616775),Gary Sanchez,17616775,C,5300,NYY@TEX 05/18/2021 08:05PM ET,NYY,6.07
RP,Jordan Lyles (17616732),Jordan Lyles,17616732,P,5200,NYY@TEX 05/18/2021 08:05PM ET,TEX,10.18
1B,Luke Voit (17616749),Luke Voit,17616749,1B,5200,NYY@TEX 05/18/2021 08:05PM ET,NYY,6.5
3B/SS,Gio Urshela (17616756),Gio Urshela,17616756,3B/SS,4800,NYY@TEX 05/18/2021 08:05PM ET,NYY,6.94
2B,Nick Solak (17616894),Nick Solak,17616894,2B,4800,NYY@TEX 05/18/2021 08:05PM ET,TEX,7.98
C,Salvador Perez (17616728),Salvador Perez,17616728,C,4700,MIL@KC 05/18/2021 08:10PM ET,KC,7.98
OF,Christian Yelich (17616772),Christian Yelich,17616772,OF,4700,MIL@KC 05/18/2021 08:10PM ET,MIL,8
SP,Kohei Arihara (17616889),Kohei Arihara,17616889,P,4700,NYY@TEX 05/18/2021 08:05PM ET,TEX,5.27
SP,Wes Benjamin (17616803),Wes Benjamin,17616803,P,4600,NYY@TEX 05/18/2021 08:05PM ET,TEX,2.22
1B,Carlos Santana (17616709),Carlos Santana,17616709,1B,4400,MIL@KC 05/18/2021 08:10PM ET,KC,8.78
SP,Kolby Allard (17616896),Kolby Allard,17616896,P,4400,NYY@TEX 05/18/2021 08:05PM ET,TEX,7.03
RP,Hyeon-Jong Yang (17616908),Hyeon-Jong Yang,17616908,P,4400,NYY@TEX 05/18/2021 08:05PM ET,TEX,9.8
SP,Kyle Cody (17616826),Kyle Cody,17616826,P,4300,NYY@TEX 05/18/2021 08:05PM ET,TEX,2.99
2B,Kolten Wong (17616740),Kolten Wong,17616740,2B,4200,MIL@KC 05/18/2021 08:10PM ET,MIL,6.37
SP,Ervin Santana (17616702),Ervin Santana,17616702,P,4000,MIL@KC 05/18/2021 08:10PM ET,KC,4.7
RP,Wade Davis (17616705),Wade Davis,17616705,P,4000,MIL@KC 05/18/2021 08:10PM ET,KC,1.60
RP,Brad Boxberger (17616717),Brad Boxberger,17616717,P,4000,MIL@KC 05/18/2021 08:10PM ET,MIL,2.71
RP,Greg Holland (17616720),Greg Holland,17616720,P,4000,MIL@KC 05/18/2021 08:10PM ET,KC,3.08
RP,Blaine Hardy (17616739),Blaine Hardy,17616739,P,4000,MIL@KC 05/18/2021 08:10PM ET,MIL,0
RP,Hoby Milner (17616753),Hoby Milner,17616753,P,4000,MIL@KC 05/18/2021 08:10PM ET,MIL,6.1
SP,Jesse Hahn (17616763),Jesse Hahn,17616763,P,4000,MIL@KC 05/18/2021 08:10PM ET,KC,-0.5
RP,Bobby Wahl (17616778),Bobby Wahl,17616778,P,4000,MIL@KC 05/18/2021 08:10PM ET,MIL,0
RP,Ray Black (17616784),Ray Black,17616784,P,4000,MIL@KC 05/18/2021 08:10PM ET,MIL,0
RP,Scott Barlow (17616794),Scott Barlow,17616794,P,4000,MIL@KC 05/18/2021 08:10PM ET,KC,4.23
