,team,Name,b_o,pj_vO
0,MIL,Kolten Wong,1,10.59
1,MIL,Lorenzo Cain,2,14.06
2,MIL,Christian Yelich,3,10.96
3,MIL,Travis Shaw,4,11.99
4,MIL,Avisail Garcia,5,10.86
5,MIL,Daniel Vogelbach,6,5.31
6,MIL,Luis Urias,7,10.13
7,MIL,Luke Maile,8,5.54
8,PHI,Matt Joyce,1,2.13
9,PHI,Brad Miller,2,4.39
10,PHI,J.T. Realmuto,3,7.3
11,PHI,Didi Gregorius,4,6.57
12,PHI,Alec Bohm,5,6.41
13,PHI,Nick Maton,6,6.39
14,PHI,Odubel Herrera,7,0.83
15,PHI,Roman Quinn,8,3.19
16,TEX,Willie Calhoun,1,13.13
17,TEX,Nick Solak,2,14.78
18,TEX,Nate Lowe,3,14.18
19,TEX,Joey Gallo,4,9.25
20,TEX,Adolis Garcia,5,14.41
21,TEX,David Dahl,6,7.88
22,TEX,Isiah Kiner-Falefa,7,14.15
23,TEX,Charlie Culberson,8,9.96
24,TEX,Jose Trevino,9,7.89
25,MIN,Luis Arraez,1,7.3
26,MIN,Josh Donaldson,2,6.37
27,MIN,Byron Buxton,3,11.19
28,MIN,Nelson Cruz,4,8.12
29,MIN,Alex Kirilloff,5,5.16
30,MIN,Jorge Polanco,6,6.18
31,MIN,Max Kepler,7,7.4
32,MIN,Andrelton Simmons,8,6.86
33,MIN,Ben Rortvedt,9,4.43
34,NYM,Jeff McNeil,1,5.65
35,NYM,Francisco Lindor,2,4.74
36,NYM,Michael Conforto,3,7.04
37,NYM,Pete Alonso,4,8.9
38,NYM,Dominic Smith,5,5.9
39,NYM,Kevin Pillar,6,3.24
40,NYM,Jonathan Villar,7,3.54
41,NYM,Tomas Nido,8,2.21
42,STL,Tommy Edman,1,7.78
43,STL,Dylan Carlson,2,7.81
44,STL,Paul Goldschmidt,3,7.7
45,STL,Nolan Arenado,4,7.71
46,STL,Paul DeJong,5,5.38
47,STL,Tyler O'Neill,6,6.97
48,STL,Harrison Bader,7,8.71
49,STL,Andrew Knizner,8,4.83
0,MIL,Adrian Houser,SP,13.11
1,PHI,Vince Velasquez,SP,7.47
2,TEX,Dane Dunning,SP,11.87
3,MIN,Kenta Maeda,SP,9.02
4,NYM,Joey Lucchesi,SP,6.81
5,STL,Adam Wainwright,SP,16.8
