"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Ryan Borucki","TOR","0","0","0.00","1","0","0","0","0","0","0","0.2","2","0","0","0","0","0","0","0","0","0","0","16350"
"Ryan Yarbrough","TBR","0","0","0.00","1","0","0","0","0","0","0","5.2","21","3","0","0","0","1","0","1","0","0","6","16502"
"J.P. Feyereisen","MIL","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","1","0","0","0","0","0","16610"
"Ryan Thompson","TBR","1","0","0.00","1","0","0","0","0","0","0","1.1","7","2","0","0","0","1","0","0","0","0","2","16647"
"Tim Hill","SDP","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","1","16814"
"Austin Brice","BOS","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","17237"
"Genesis Cabrera","STL","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","1","17490"
"Tanner Scott","BAL","0","0","0.00","1","0","0","0","0","0","0","1.0","6","0","0","0","0","3","0","0","0","0","1","17586"
"Dillon Tate","BAL","0","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","0","17796"
"Tyler Kinley","COL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","1","0","0","0","0","1","18297"
"Josh Staumont","KCR","0","0","0.00","1","0","0","0","1","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","18335"
"Devin Smeltzer","MIN","0","0","0.00","1","0","0","0","0","0","0","4.2","17","1","1","0","0","1","0","2","0","0","3","19487"
"Jordan Sheffield","COL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","19682"
"Jonathan Loaisiga","NYY","0","0","0.00","1","0","0","0","1","0","0","1.1","4","0","0","0","0","0","0","0","0","0","0","19753"
"Anthony Castro","TOR","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","0","0","0","1","0","3","19789"
"James Karinchak","CLE","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","3","20151"
"Ben Bowden","COL","0","0","0.00","1","0","0","0","0","0","0","1.1","6","2","0","0","0","0","0","0","0","0","0","20198"
"Codi Heuer","CHW","0","0","0.00","1","0","0","0","0","1","0","1.0","4","2","0","0","0","0","0","0","0","0","1","23293"
"Kevin Gausman","SFG","0","0","1.13","1","1","0","0","0","0","0","8.0","28","2","1","1","1","1","0","0","0","0","11","14107"
"Matthew Boyd","DET","0","1","1.13","1","1","0","0","0","0","0","8.0","27","3","2","1","0","0","0","0","0","0","3","15440"
"Gerrit Cole","NYY","1","0","1.29","1","1","0","0","0","0","0","7.0","24","3","1","1","0","0","0","0","0","0","11","13125"
"Chris Flexen","SEA","1","0","1.29","1","1","0","0","0","0","0","7.0","25","4","1","1","0","1","0","1","0","0","7","13896"
"Brady Singer","KCR","1","0","1.29","1","1","0","0","0","0","0","7.0","24","3","1","1","1","0","0","0","0","0","8","25377"
"Trevor Cahill","PIT","1","0","1.50","1","1","0","0","0","0","0","6.0","22","2","1","1","0","2","0","0","0","0","2","6249"
"Kyle Gibson","TEX","0","0","1.50","1","1","0","0","0","0","0","6.0","24","6","1","1","0","2","0","0","1","0","5","10123"
"Joe Ross","WSN","1","0","1.50","1","1","0","0","0","0","0","6.0","24","5","1","1","1","1","0","1","0","0","4","12972"
"Pablo Lopez","MIA","0","0","1.50","1","1","0","0","0","0","0","6.0","21","2","1","1","0","1","0","0","1","0","7","17085"
"Kent Emanuel","HOU","1","0","2.08","1","0","0","0","0","0","0","8.2","30","5","2","2","2","0","0","1","0","0","5","15849"
"Shane Bieber","CLE","0","1","2.57","1","1","0","0","0","0","0","7.0","28","4","2","2","2","3","0","0","0","0","9","19427"
"Wade Miley","CIN","0","1","3.00","1","1","0","0","0","0","0","6.0","27","5","2","2","0","2","0","0","0","0","2","8779"
"Chris Bassitt","OAK","1","0","3.00","1","1","0","0","0","0","0","6.0","26","8","2","2","0","1","0","0","0","0","8","12304"
"Trevor Bauer","LAD","1","0","3.00","1","1","0","0","0","0","0","6.0","23","5","3","2","2","0","0","0","0","0","9","12703"
"Blake Snell","SDP","0","0","3.38","1","1","0","0","0","0","0","5.1","24","7","2","2","0","2","0","0","0","0","7","13543"
"John King","TEX","0","1","3.38","1","0","0","0","0","0","0","2.2","12","3","1","1","0","1","1","0","0","0","1","22051"
"Ben Rowen","LAA","0","0","3.86","1","0","0","0","0","0","0","2.1","11","4","1","1","0","0","0","1","0","0","0","10983"
"Adbert Alzolay","CHC","0","0","3.86","1","1","0","0","0","0","0","4.2","18","2","2","2","0","2","0","0","0","0","7","17859"
"Robbie Ray","TOR","0","0","4.50","1","1","0","0","0","0","0","6.0","25","6","3","3","2","0","0","0","0","0","9","11486"
"Freddy Peralta","MIL","0","0","4.50","1","1","0","0","0","0","0","4.0","18","5","2","2","0","1","0","0","0","0","7","18679"
"Aaron Nola","PHI","1","0","5.14","1","1","0","0","0","0","0","7.0","27","6","4","4","1","1","0","0","0","0","4","16149"
"Josh Taylor","BOS","0","0","5.40","1","0","0","0","0","0","0","1.2","7","2","1","1","1","0","0","0","0","0","3","17359"
"Antonio Senzatela","COL","0","0","7.20","1","1","0","0","0","0","0","5.0","24","5","4","4","1","3","0","1","0","0","4","15488"
"Michael Pineda","MIN","0","1","8.31","1","1","0","0","0","0","0","4.1","21","6","5","4","2","1","0","0","0","0","5","5372"
"Liam Hendriks","CHW","1","0","9.00","1","0","0","0","0","0","1","1.0","4","1","1","1","1","0","0","0","0","0","2","3548"
"Nathan Eovaldi","BOS","0","1","9.00","1","1","0","0","0","0","0","5.0","25","8","5","5","0","1","0","1","2","0","3","9132"
"Yimi Garcia","MIA","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","1","0","0","0","0","0","0","12095"
"Marcus Stroman","NYM","0","1","9.00","1","1","0","0","0","0","0","4.0","21","8","5","4","0","2","0","0","0","0","4","13431"
"Wandy Peralta","SFG","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","1","14295"
"Devin Williams","MIL","0","0","9.00","1","0","0","0","0","1","0","1.0","4","1","1","1","1","0","0","0","0","0","2","15816"
"Will Vest","SEA","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","0","19769"
"Connor Brogdon","PHI","0","0","9.00","1","0","0","0","0","1","0","1.0","5","1","1","1","0","1","0","0","0","0","1","21205"
"Tyler Wells","BAL","0","0","13.50","1","0","0","0","0","0","0","2.0","11","3","3","3","1","1","0","1","0","0","4","20000"
"Phillips Valdez","BOS","0","0","13.50","1","0","0","0","0","0","0","1.1","9","2","2","2","0","2","0","1","1","0","2","15605"
"Anthony Bemboom","LAA","0","0","18.00","1","0","0","0","0","0","0","1.0","7","3","2","2","1","0","0","0","0","0","0","13854"
"Stephen Tarpley","NYM","0","0","18.00","1","0","0","0","0","0","0","0.0","4","1","2","2","0","2","0","1","0","0","0","15859"
"Steve Cishek","LAA","0","0","20.25","1","0","0","0","0","0","0","1.1","9","2","3","3","0","3","1","0","1","0","2","6483"
"Wade LeBlanc","BAL","0","1","21.60","1","1","0","0","0","0","0","1.2","12","6","4","4","0","1","0","0","1","0","2","5221"
"Griffin Canning","LAA","0","1","23.14","1","1","0","0","0","0","0","2.1","14","6","6","6","2","2","0","0","1","0","3","19867"
"Junior Guerra","LAA","0","0","27.00","1","0","0","0","0","0","0","1.0","7","3","4","3","0","0","0","0","2","0","2","5702"
"Pierce Johnson","SDP","0","1","27.00","1","0","0","0","0","0","1","0.0","4","3","3","3","0","1","0","0","0","0","0","13435"
"Brent Honeywell","TBR","0","0","27.00","1","1","0","0","0","0","0","1.0","7","3","3","3","1","1","0","0","0","0","2","16466"
"Gregory Santos","SFG","0","1","27.00","1","0","0","0","0","0","0","0.0","3","2","3","3","1","1","0","0","0","0","0","21894"
"Andrew Chafin","CHC","0","1","27.00","1","0","0","0","0","0","0","0.2","5","2","2","2","1","0","0","0","0","0","0","12988"
"Jordan Romano","TOR","0","1","27.00","1","0","0","0","0","0","0","0.1","3","0","2","1","0","2","0","0","0","0","0","16122"
"Victor Gonzalez","LAD","0","0","27.00","1","0","0","0","0","1","0","0.1","3","1","1","1","0","1","0","0","0","0","1","16408"
"Jhoulys Chacin","COL","0","1","40.50","1","0","0","0","0","0","0","0.2","5","2","3","3","1","2","0","0","0","0","0","2608"
