"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Mitch Haniger","SEA","1","2","4","2","0","2","0","0","2","0","2","0","0","0","0","0","0","0","0","1.000","14274"
"Jeff McNeil","NYM","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","15362"
"Ivan Castillo","SDP","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","15971"
"Andrew Stevenson","WSN","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.000","17932"
"Austin Riley","ATL","1","2","5","2","2","0","0","0","1","0","3","0","0","0","0","0","0","0","0","1.000","18360"
"Yadiel Hernandez","WSN","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1.000","19334"
"Kyle Lewis","SEA","1","2","4","2","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1.000","19508"
"Ben Rortvedt","MIN","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","20287"
"Ji-Man Choi","TBR","1","4","4","3","2","1","0","0","1","1","0","0","0","0","0","0","1","0","0",".750","5452"
"Lorenzo Cain","MIL","1","4","5","3","3","0","0","0","2","2","1","0","0","0","0","0","0","0","0",".750","9077"
"Buster Posey","SFG","1","4","5","3","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".750","9166"
"Maikel Franco","BAL","1","4","4","3","1","1","0","1","2","3","0","0","0","0","0","0","0","0","0",".750","12179"
"Omar Narvaez","MIL","1","4","5","3","2","1","0","0","0","1","0","0","0","1","0","0","0","0","0",".750","13338"
"Trea Turner","WSN","1","4","4","3","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0",".750","16252"
"Matt Chapman","OAK","1","4","5","3","3","0","0","0","0","3","0","0","1","0","1","0","0","0","0",".750","16505"
"Josh Fuentes","COL","1","4","4","3","2","1","0","0","2","2","0","0","1","0","0","0","0","0","0",".750","16885"
"Matt Beaty","LAD","1","4","4","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".750","17710"
"Ian Happ","CHC","1","4","4","3","1","1","0","1","2","2","0","0","0","0","0","0","0","0","0",".750","17919"
"Jared Walsh","LAA","1","4","4","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0",".750","18607"
"Nick Maton","PHI","1","4","4","3","1","0","0","2","2","4","0","0","1","0","0","0","0","1","0",".750","21635"
"Shogo Akiyama","CIN","1","4","4","3","3","0","0","0","0","2","0","0","0","0","0","0","0","0","1",".750","27461"
"Jose Altuve","HOU","1","3","4","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".667","5417"
"Max Kepler","MIN","1","3","4","2","0","1","0","1","2","4","0","0","0","0","1","0","0","0","0",".667","12144"
"Kevin Plawecki","BOS","1","3","3","2","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0",".667","13807"
"Aaron Judge","NYY","1","3","4","2","1","0","0","1","2","1","1","0","0","0","0","0","0","0","0",".667","15640"
"Willy Adames","TBR","1","3","3","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","1",".667","15986"
"Danny Jansen","TOR","1","3","4","2","2","0","0","0","1","1","0","0","1","1","0","0","0","0","0",".667","16535"
"Kolten Wong","MIL","1","5","5","3","3","0","0","0","3","0","0","0","1","0","0","0","0","0","0",".600","12532"
"Marcus Semien","TOR","1","5","5","3","0","2","0","1","2","3","0","0","0","0","0","0","0","0","0",".600","12533"
"Tim Anderson","CHW","1","5","5","3","2","1","0","0","2","0","0","0","2","0","0","0","0","1","0",".600","15172"
"Vladimir Guerrero Jr.","TOR","1","5","5","3","1","1","0","1","2","2","0","0","0","0","0","0","0","0","0",".600","19611"
"Trevor Larnach","MIN","1","5","5","3","3","0","0","0","1","0","0","0","2","0","0","0","0","0","0",".600","21501"
"Miguel Cabrera","DET","1","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","1744"
"Jean Segura","PHI","1","4","5","2","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0",".500","5933"
"Salvador Perez","KCR","1","2","4","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0",".500","7304"
"Nolan Arenado","STL","1","4","4","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0",".500","9777"
"Tucker Barnhart","CIN","1","2","2","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0",".500","10200"
"Phil Gosselin","LAA","1","4","4","2","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".500","10953"
"Adam Eaton","CHW","1","2","5","1","0","0","0","1","1","2","2","0","0","0","0","1","1","0","0",".500","11205"
"Odubel Herrera","PHI","1","4","5","2","2","0","0","0","1","1","1","0","0","0","0","0","0","1","0",".500","11476"
"Austin Barnes","LAD","1","4","4","2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0",".500","12158"
"Eugenio Suarez","CIN","1","2","5","1","0","1","0","0","1","1","1","0","0","1","1","0","0","0","0",".500","12552"
"Erik Gonzalez","PIT","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","13369"
"David Dahl","TEX","1","4","4","2","1","0","0","1","1","2","0","0","1","0","0","0","0","0","0",".500","13744"
"Matt Olson","OAK","1","4","5","2","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0",".500","14344"
"Harold Castro","DET","1","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","14691"
"Manuel Margot","TBR","1","4","4","2","1","0","0","1","1","3","0","0","0","0","0","0","0","0","0",".500","14712"
"Trey Mancini","BAL","1","2","5","1","0","1","0","0","2","1","3","0","0","0","0","0","0","0","0",".500","15149"
"Adam Frazier","PIT","1","4","5","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1",".500","15223"
"Amed Rosario","CLE","1","2","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","15518"
"Jose Abreu","CHW","1","4","5","2","2","0","0","0","1","0","0","0","1","1","0","0","0","0","0",".500","15676"
"Tyler O'Neill","STL","1","2","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0",".500","15711"
"Yonathan Daza","COL","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0",".500","15794"
"Clint Frazier","NYY","1","4","4","2","1","0","0","1","2","1","0","0","2","0","0","0","0","0","0",".500","15983"
"Kyle Schwarber","WSN","1","4","4","2","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0",".500","16478"
"Mauricio Dubon","SFG","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","16530"
"Alex Bregman","HOU","1","4","4","2","2","0","0","0","1","1","0","0","1","0","0","0","0","0","0",".500","17678"
"Andrew Benintendi","KCR","1","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","17901"
"Ka'ai Tom","PIT","1","2","4","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0",".500","18136"
"Dansby Swanson","ATL","1","4","5","2","2","0","0","0","2","1","0","0","1","0","1","0","0","1","0",".500","18314"
"Victor Robles","WSN","1","2","3","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","0",".500","18363"
"Ryan Mountcastle","BAL","1","4","5","2","1","1","0","0","1","4","0","0","0","0","1","0","0","0","0",".500","18373"
"Sean Murphy","OAK","1","4","4","2","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".500","19352"
"Andres Gimenez","CLE","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","19950"
"Dylan Carlson","STL","1","4","4","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","20126"
"Jonathan Arauz","BOS","1","4","4","2","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0",".500","20275"
"Anthony Rizzo","CHC","1","5","5","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".400","3473"
"Cesar Hernandez","CLE","1","5","5","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".400","10556"
"Mark Canha","OAK","1","5","5","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".400","11445"
"Brad Miller","PHI","1","5","5","2","2","0","0","0","2","1","0","0","2","0","0","0","0","2","0",".400","12775"
"Javier Baez","CHC","1","5","5","2","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".400","12979"
"Mookie Betts","LAD","1","5","5","2","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0",".400","13611"
"Luke Voit","NYY","1","5","5","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".400","14811"
"Ryan McMahon","COL","1","5","5","2","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0",".400","15112"
"Connor Joe","COL","1","5","5","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".400","16572"
"Michael Chavis","BOS","1","5","5","2","1","1","0","0","1","0","0","0","3","0","0","0","0","0","0",".400","17321"
"Lourdes Gurriel Jr.","TOR","1","5","5","2","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".400","19238"
"Bo Bichette","TOR","1","5","5","2","1","0","0","1","2","2","0","0","0","0","0","0","0","0","0",".400","19612"
"Jazz Chisholm","MIA","1","5","5","2","2","0","0","0","1","0","0","0","2","0","0","0","0","1","0",".400","20454"
"Alec Bohm","PHI","1","5","5","2","2","0","0","0","1","1","0","0","1","0","0","0","1","1","0",".400","21618"
"Tommy Pham","SDP","1","3","4","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".333","2967"
"Drew Butera","LAA","1","3","3","1","1","0","0","0","0","2","0","0","2","0","0","0","0","0","0",".333","3411"
"Ender Inciarte","ATL","1","3","4","1","1","0","0","0","1","2","0","0","1","0","0","1","0","0","0",".333","4922"
"Stephen Vogt","ARI","1","3","4","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",".333","5000"
