"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Adam Ottavino","BOS","0","0","0.00","1","0","0","0","0","1","0","0.2","4","1","0","0","0","1","0","0","1","0","1","1247"
"Sean Doolittle","CIN","1","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","1581"
"Tony Watson","LAA","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","3132"
"Mark Melancon","SDP","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","4264"
"Steve Cishek","LAA","0","0","0.00","1","0","0","0","0","0","0","1.2","4","0","0","0","0","0","0","0","0","0","1","6483"
"Joakim Soria","ARI","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","6941"
"Daniel Hudson","WSN","0","0","0.00","1","0","0","0","0","1","0","1.0","4","1","0","0","0","0","0","0","0","0","2","7146"
"Greg Holland","KCR","0","0","0.00","1","0","0","0","0","1","0","1.2","9","1","0","0","0","3","0","0","0","0","2","7196"
"Craig Stammen","SDP","0","0","0.00","1","0","0","0","0","1","0","0.2","3","1","0","0","0","0","0","0","0","0","1","7274"
"Collin McHugh","TBR","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","1","0","2","7531"
"Richard Bleier","MIA","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","1","7803"
"Hunter Strickland","LAA","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","2","7836"
"Anthony Bass","MIA","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","2","7982"
"Bryan Shaw","CLE","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","8110"
"Lucas Luetge","NYY","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","8337"
"Brad Hand","WSN","0","0","0.00","1","0","0","0","1","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","9111"
"Joe Kelly","LAD","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","9761"
"Sergio Romo","OAK","0","0","0.00","1","0","0","0","0","1","0","1.1","5","0","0","0","0","1","0","0","0","0","2","9817"
"Brooks Raley","HOU","1","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","3","10061"
"Jimmy Nelson","LAD","0","0","0.00","1","1","0","0","0","0","0","1.2","8","1","0","0","0","2","0","0","0","0","3","10547"
"Luke Jackson","ATL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","11752"
"Yimi Garcia","MIA","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","12095"
"Dan Winkler","CHC","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","12237"
"Burch Smith","OAK","0","0","0.00","1","0","0","0","0","1","0","1.0","3","1","0","0","0","0","0","0","0","0","0","12784"
"Matt Wisler","SFG","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","1","12804"
"Dylan Floro","MIA","0","0","0.00","1","0","0","0","0","1","0","1.0","5","2","0","0","0","0","0","0","0","0","1","13394"
"Taylor Rogers","MIN","0","1","0.00","1","0","0","0","0","0","0","1.0","5","1","1","0","0","0","0","0","1","0","2","13449"
"Clay Holmes","PIT","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","1","0","1","13649"
"Robert Gsellman","NYM","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","2","13696"
"Tyler Duffey","MIN","0","0","0.00","1","0","0","0","0","0","0","2.0","8","0","0","0","0","1","0","0","0","0","3","13758"
"Austin Adams","SDP","0","0","0.00","1","0","0","0","0","1","0","0.1","1","0","0","0","0","0","0","0","0","0","0","13801"
"Paul Sewald","SEA","1","0","0.00","1","0","0","0","0","0","0","2.0","9","2","0","0","0","1","0","0","0","0","4","13892"
"Lance McCullers Jr.","HOU","0","0","0.00","1","1","0","0","0","0","0","6.0","23","5","0","0","0","2","0","0","1","0","5","14120"
"Joel Payamps","TOR","0","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","1","0","0","0","0","0","14332"
"Amir Garrett","CIN","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","14375"
"Duane Underwood Jr.","PIT","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","14677"
"Emilio Pagan","SDP","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","0","14771"
"Giovanny Gallegos","STL","0","0","0.00","1","0","0","0","0","0","0","1.1","4","1","0","0","0","0","0","0","0","0","1","14986"
"Alex Reyes","STL","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","15015"
"Lou Trivino","OAK","1","0","0.00","1","0","0","0","0","0","0","1.1","5","1","0","0","0","0","0","0","0","0","0","15043"
"Cody Reed","TBR","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","15232"
"Mike Mayers","LAA","0","0","0.00","1","0","0","0","1","0","0","1.0","5","0","0","0","0","2","0","0","0","0","3","15451"
"Kendall Graveman","SEA","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","15514"
"Tyler Rogers","SFG","0","0","0.00","1","0","0","0","1","0","0","1.0","4","0","0","0","0","0","0","1","0","0","0","15541"
"Phillips Valdez","BOS","0","0","0.00","1","0","0","0","0","1","0","1.0","4","0","0","0","0","0","0","1","0","0","1","15605"
"Joe Jimenez","DET","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","15761"
"Paul Fry","BAL","0","0","0.00","1","0","0","0","0","1","0","1.0","2","0","0","0","0","0","0","0","0","0","1","15832"
"Tejay Antone","CIN","0","0","0.00","1","0","0","0","1","0","0","1.0","4","2","0","0","0","0","0","0","0","0","0","16233"
"Aaron Bummer","CHW","0","0","0.00","1","0","0","0","0","0","1","1.2","6","1","0","0","0","1","0","0","0","0","1","16258"
"Erik Swanson","SEA","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","2","16587"
"Ryan Thompson","TBR","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","16647"
"Luke Weaver","ARI","0","0","0.00","1","1","0","0","0","0","0","4.0","15","1","0","0","0","2","0","0","0","0","3","16918"
"Sean Newcomb","ATL","0","0","0.00","1","0","0","0","0","0","0","0.2","5","1","0","0","0","1","0","1","0","0","1","16943"
"Raisel Iglesias","LAA","1","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","17130"
"Ranger Suarez","PHI","0","0","0.00","1","0","0","0","0","0","0","2.1","11","1","1","0","0","0","0","2","0","0","1","17277"
"Josh Taylor","BOS","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","0","17359"
"Brett Martin","TEX","0","0","0.00","1","0","0","0","0","0","0","0.1","2","1","0","0","0","0","0","0","0","0","1","17369"
"Erick Fedde","WSN","1","0","0.00","1","1","0","0","0","0","0","7.0","25","3","0","0","0","2","0","0","0","0","4","17425"
"Genesis Cabrera","STL","0","0","0.00","1","0","0","0","0","0","0","1.2","8","3","0","0","0","1","0","0","0","0","2","17490"
"Tanner Scott","BAL","0","0","0.00","1","0","0","0","0","1","0","0.1","3","1","0","0","0","1","0","0","0","0","1","17586"
"Dennis Santana","LAD","0","0","0.00","1","0","0","0","0","0","0","1.1","5","1","0","0","0","0","0","0","0","0","1","17878"
"Phil Maton","CLE","0","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","1","0","0","0","0","1","18064"
"Anthony Misiewicz","SEA","0","0","0.00","1","0","0","0","0","1","0","1.0","5","2","0","0","0","1","1","0","0","0","0","18152"
"Art Warren","CIN","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","18251"
"Tyler Kinley","COL","0","0","0.00","1","0","0","0","0","1","0","0.1","1","0","0","0","0","0","0","0","0","0","0","18297"
