"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Alex Young","ARI","0","0","0.00","1","0","0","0","0","0","0","2.0","6","1","0","0","0","0","0","0","0","0","1","18333"
"Dylan Cease","CHW","0","0","0.00","1","1","0","0","0","0","0","5.2","23","3","1","0","0","3","0","0","0","0","3","18525"
"Freddy Peralta","MIL","1","0","0.00","1","1","0","0","0","0","0","6.0","21","2","0","0","0","1","0","0","0","0","8","18679"
"Robert Dugger","SEA","0","0","0.00","1","1","0","0","0","0","0","3.0","10","0","0","0","0","1","0","0","1","0","4","19191"
"Mitch White","LAD","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","19225"
"Caleb Baragar","SFG","0","0","0.00","1","0","0","0","0","1","0","1.0","4","0","0","0","0","1","0","0","0","0","0","19231"
"Shaun Anderson","MIN","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","19453"
"Bryan Garcia","DET","0","0","0.00","1","0","0","0","0","0","0","1.0","6","2","0","0","0","0","0","1","0","0","2","19457"
"Ryan Hendrix","CIN","0","0","0.00","1","0","0","0","0","0","0","1.0","6","2","1","0","0","1","1","0","0","0","0","19535"
"Matt Foster","CHW","1","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","19647"
"Jordan Sheffield","COL","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","1","0","1","19682"
"Will Vest","SEA","0","0","0.00","1","0","0","0","0","1","0","0.1","1","0","0","0","0","0","0","0","0","0","1","19769"
"Kevin Ginkel","ARI","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","1","19876"
"Alex Lange","DET","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","19883"
"Josh Fleming","TBR","1","0","0.00","1","1","0","0","0","0","0","5.0","16","1","0","0","0","0","0","0","0","0","5","20418"
"Enoli Paredes","HOU","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","20447"
"Edwin Uceta","LAD","0","1","0.00","1","0","0","0","0","0","0","3.0","14","4","3","0","1","0","0","0","0","0","4","20539"
"Emmanuel Clase","CLE","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","2","21032"
"Alex Vesia","LAD","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","3","25007"
"Kyle Hendricks","CHC","1","0","1.13","1","1","0","0","0","0","0","8.0","30","8","1","1","0","0","0","0","0","0","8","12049"
"Antonio Senzatela","COL","0","0","1.29","1","1","0","0","0","0","0","7.0","25","4","1","1","0","1","0","2","1","0","3","15488"
"Alex Wood","SFG","1","0","1.50","1","1","0","0","0","0","0","6.0","26","8","1","1","0","1","0","0","1","0","6","13781"
"Bruce Zimmermann","BAL","1","0","1.59","1","0","0","0","0","0","0","5.2","20","2","1","1","1","1","0","0","0","0","6","20370"
"Kyle Gibson","TEX","0","0","2.57","1","1","0","0","0","0","0","7.0","27","4","2","2","0","2","0","0","1","0","3","10123"
"David Hale","PHI","0","0","2.70","1","0","0","0","0","0","0","3.1","14","4","1","1","0","1","0","0","0","0","3","9756"
"Kwang-hyun Kim","STL","0","1","2.70","1","1","0","0","0","0","0","3.1","16","2","4","1","0","3","0","0","0","0","3","27458"
"Brady Singer","KCR","0","0","2.84","1","1","0","0","0","0","0","6.1","27","7","2","2","1","2","0","0","0","0","7","25377"
"Pablo Lopez","MIA","1","0","3.60","1","1","0","0","0","0","0","5.0","22","7","2","2","0","1","0","0","0","0","3","17085"
"Mitch Keller","PIT","0","1","3.60","1","1","0","0","0","0","0","5.0","24","6","2","2","0","3","0","0","0","0","8","17594"
"Dinelson Lamet","SDP","1","0","4.50","1","0","0","0","0","0","0","2.0","9","2","1","1","0","2","0","0","0","0","2","17186"
"Jeff Hoffman","CIN","0","0","4.50","1","1","0","0","0","0","0","4.0","21","4","5","2","0","3","0","0","0","0","5","17432"
"Michael King","NYY","0","1","4.50","1","0","0","0","0","0","0","2.0","9","2","1","1","0","1","0","0","1","0","0","19853"
"Ryan Weathers","SDP","0","0","4.50","1","1","0","0","0","0","0","4.0","17","4","2","2","1","0","0","0","0","0","0","23796"
"Shane Bieber","CLE","0","1","5.79","1","1","0","0","0","0","0","4.2","23","5","3","3","0","4","0","0","0","0","7","19427"
"Matthew Boyd","DET","0","1","6.00","1","1","0","0","0","0","0","6.0","28","6","5","4","1","1","0","1","0","0","8","15440"
"Jose Quintana","LAA","0","0","6.23","1","1","0","0","0","0","0","4.1","18","5","3","3","1","0","0","0","0","0","7","11423"
"Robbie Ray","TOR","1","0","6.35","1","1","0","0","0","0","0","5.2","27","7","4","4","3","1","0","1","0","0","9","11486"
"Kenta Maeda","MIN","0","0","6.75","1","1","0","0","0","0","0","4.0","19","8","5","3","0","1","0","0","0","0","2","18498"
"Nathan Eovaldi","BOS","0","0","7.20","1","1","0","0","0","0","0","5.0","23","6","4","4","0","1","0","1","0","0","6","9132"
"Chris Bassitt","OAK","0","0","7.20","1","1","0","0","0","0","0","5.0","25","6","4","4","1","2","0","2","0","0","4","12304"
"Marcus Stroman","NYM","0","1","7.50","1","1","0","0","0","0","0","6.0","25","6","5","5","3","1","0","1","0","0","1","13431"
"Cesar Valdez","BAL","0","0","9.00","1","0","0","0","0","0","0","1.0","6","3","1","1","0","0","0","0","0","0","2","9013"
"Brandon Kintzler","PHI","0","0","9.00","1","0","0","0","0","0","0","1.0","6","3","1","1","1","0","0","0","0","0","0","9939"
"Caleb Thielbar","MIN","0","0","9.00","1","0","0","0","0","0","0","1.0","6","2","1","1","0","2","0","0","0","0","1","10078"
"Josh Hader","MIL","0","0","9.00","1","0","0","0","1","0","0","1.0","6","2","1","1","0","1","0","0","0","0","2","14212"
"Devin Williams","MIL","0","0","9.00","1","0","0","0","0","1","0","1.0","6","1","1","1","0","1","0","0","0","0","2","15816"
"Jordan Romano","TOR","0","0","9.00","1","0","0","0","0","1","0","1.0","4","0","1","1","0","1","0","0","0","0","1","16122"
"Diego Castillo","TBR","0","0","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","1","0","0","0","0","0","1","17496"
"Huascar Ynoa","ATL","0","1","10.38","1","1","0","0","0","0","0","4.1","24","9","5","5","1","2","0","0","0","0","6","20468"
"Matt Barnes","BOS","0","1","13.50","1","0","0","0","0","0","1","1.1","6","2","2","2","1","0","0","0","0","0","2","12863"
"Rafael Montero","SEA","0","0","13.50","1","0","0","0","0","1","0","0.2","6","2","2","1","0","1","0","0","0","0","1","12760"
"Ryan Helsley","STL","0","0","13.50","1","0","0","0","0","0","0","0.2","5","1","1","1","0","2","0","0","0","0","2","18138"
"Jordan Montgomery","NYY","0","0","15.00","1","1","0","0","0","0","0","3.0","17","6","5","5","0","2","0","0","2","0","4","16511"
"Jesse Biddle","ATL","0","0","16.20","1","0","0","0","0","0","0","1.2","10","1","3","3","0","4","0","0","2","0","1","11437"
"Luis Cessa","NYY","0","0","18.00","1","0","0","0","0","0","0","1.0","7","2","2","2","0","2","0","0","0","0","1","13345"
"Wandy Peralta","NYY","0","0","18.00","1","0","0","0","0","0","0","1.0","5","1","2","2","1","1","0","0","0","0","0","14295"
"Edwin Diaz","NYM","0","0","18.00","1","0","0","0","0","0","0","1.0","5","3","2","2","0","0","0","0","0","0","1","14710"
"Aaron Slegers","LAA","0","0","18.00","1","0","0","0","0","0","0","0.0","3","3","2","2","1","0","0","0","0","0","0","15231"
"David Bednar","PIT","0","0","18.00","1","0","0","0","0","0","0","1.0","5","1","2","2","1","1","0","0","0","0","2","19569"
"Andre Scrubb","HOU","0","0","18.00","1","0","0","0","0","0","1","1.0","5","2","2","2","1","0","0","0","0","0","1","20329"
"Stefan Crichton","ARI","0","1","27.00","1","0","0","0","0","0","0","1.0","7","4","3","3","1","0","0","0","0","0","0","16058"
"Wade Davis","KCR","0","1","27.00","1","0","0","0","0","0","1","0.2","5","3","2","2","0","0","0","1","1","0","0","7441"
"Mychal Givens","COL","0","1","27.00","1","0","0","0","0","0","1","0.2","6","1","2","2","0","2","0","1","0","0","0","10430"
"Brent Suter","MIL","0","0","27.00","1","0","0","0","0","0","0","0.2","5","1","3","2","1","0","0","0","0","0","1","13942"
"Tim Mayza","TOR","0","0","27.00","1","0","0","0","0","0","0","0.2","5","3","2","2","0","0","0","0","0","0","0","15042"
"Justin Lawrence","COL","0","0","27.00","1","0","0","0","0","1","0","0.1","4","3","1","1","0","0","0","0","0","0","0","17639"
"Jeremy Beasley","TOR","0","0","27.00","1","0","0","0","0","0","0","0.1","4","2","1","1","0","1","0","0","0","0","1","20205"
"Codi Heuer","CHW","0","0","27.00","1","0","0","0","0","1","0","0.2","4","2","2","2","0","0","0","0","0","0","0","23293"
"Adam Plutko","BAL","0","0","36.00","1","1","0","0","0","0","0","1.0","7","4","4","4","2","1","0","0","0","0","0","15846"
"Chase Anderson","PHI","0","1","47.25","1","1","0","0","0","0","0","1.1","13","8","7","7","2","1","0","0","0","0","0","6895"
"Jake Diekman","OAK","0","0","54.00","1","0","0","0","0","0","1","0.1","4","3","2","2","1","0","0","0","1","0","1","5003"
"Josh Tomlin","ATL","0","0","54.00","1","0","0","0","0","0","0","0.1","3","1","2","2","0","1","0","0","0","0","0","9388"
"Joely Rodriguez","TEX","0","1","54.00","1","0","0","0","0","0","0","0.2","7","4","4","4","0","1","0","0","0","0","0","11487"
"Yency Almonte","COL","0","0","81.00","1","0","0","0","0","0","0","0.1","4","1","3","3","0","2","0","0","0","0","0","15068"
"J.P. Feyereisen","MIL","0","0","108.00","1","0","0","0","0","0","0","0.1","5","2","4","4","0","2","0","0","1","0","0","16610"
