Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Max Scherzer (17572941),Max Scherzer,17572941,P,10700,WAS@ARI 05/15/2021 08:10PM ET,WAS,27.18
SP,Yu Darvish (17572951),Yu Darvish,17572951,P,9900,STL@SD 05/15/2021 08:40PM ET,SD,23.23
SP,Jack Flaherty (17573161),Jack Flaherty,17573161,P,9900,STL@SD 05/15/2021 08:40PM ET,STL,21.96
SP,Zac Gallen (17573191),Zac Gallen,17573191,P,9400,WAS@ARI 05/15/2021 08:10PM ET,ARI,18.92
SP,Taylor Widener (17573244),Taylor Widener,17573244,P,9200,WAS@ARI 05/15/2021 08:10PM ET,ARI,15.16
SP,Joe Musgrove (17573046),Joe Musgrove,17573046,P,9000,STL@SD 05/15/2021 08:40PM ET,SD,15.23
SP,Madison Bumgarner (17572954),Madison Bumgarner,17572954,P,8900,WAS@ARI 05/15/2021 08:10PM ET,ARI,16.98
SP,Adam Wainwright (17572927),Adam Wainwright,17572927,P,8800,STL@SD 05/15/2021 08:40PM ET,STL,17.36
SP,Luke Weaver (17573067),Luke Weaver,17573067,P,8600,WAS@ARI 05/15/2021 08:10PM ET,ARI,13.06
SP,Sonny Gray (17572972),Sonny Gray,17572972,P,8600,CIN@COL 05/15/2021 08:10PM ET,CIN,17.24
RP,Dakota Hudson (17573146),Dakota Hudson,17573146,P,8500,STL@SD 05/15/2021 08:40PM ET,STL,0
SP,Blake Snell (17573048),Blake Snell,17573048,P,8400,STL@SD 05/15/2021 08:40PM ET,SD,14.36
SP,Tyler Mahle (17573135),Tyler Mahle,17573135,P,8200,CIN@COL 05/15/2021 08:10PM ET,CIN,19.23
RP,Kwang Hyun Kim (17572977),Kwang Hyun Kim,17572977,P,8200,STL@SD 05/15/2021 08:40PM ET,STL,15.94
SP,Merrill Kelly (17573031),Merrill Kelly,17573031,P,8100,WAS@ARI 05/15/2021 08:10PM ET,ARI,10.61
SP,Dinelson Lamet (17573189),Dinelson Lamet,17573189,P,7900,STL@SD 05/15/2021 08:40PM ET,SD,5.57
SP,Stephen Strasburg (17572978),Stephen Strasburg,17572978,P,7700,WAS@ARI 05/15/2021 08:10PM ET,WAS,10.45
SP,Chris Paddack (17573218),Chris Paddack,17573218,P,7700,STL@SD 05/15/2021 08:40PM ET,SD,9.29
SP,Johan Oviedo (17573256),Johan Oviedo,17573256,P,7600,STL@SD 05/15/2021 08:40PM ET,STL,6.86
RP,Jose De Leon (17573142),Jose De Leon,17573142,P,7500,CIN@COL 05/15/2021 08:10PM ET,CIN,5.81
RP,Tyler Clippard (17572932),Tyler Clippard,17572932,P,7000,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
SP,Caleb Smith (17573147),Caleb Smith,17573147,P,7000,WAS@ARI 05/15/2021 08:10PM ET,ARI,5.11
SP,Miles Mikolas (17572985),Miles Mikolas,17572985,P,7000,STL@SD 05/15/2021 08:40PM ET,STL,0
SP,Carlos Martinez (17573010),Carlos Martinez,17573010,P,7000,STL@SD 05/15/2021 08:40PM ET,STL,11.11
RP,Daniel Ponce de Leon (17573026),Daniel Ponce de Leon,17573026,P,7000,STL@SD 05/15/2021 08:40PM ET,STL,0.41
RP,John Gant (17573061),John Gant,17573061,P,7000,STL@SD 05/15/2021 08:40PM ET,STL,13.49
SP,Mike Clevinger (17573054),Mike Clevinger,17573054,P,6900,STL@SD 05/15/2021 08:40PM ET,SD,0
SP,Wade Miley (17572962),Wade Miley,17572962,P,6800,CIN@COL 05/15/2021 08:10PM ET,CIN,15.14
RP,Ryan Weathers (17573295),Ryan Weathers,17573295,P,6800,STL@SD 05/15/2021 08:40PM ET,SD,9.34
SP,Jon Lester (17572930),Jon Lester,17572930,P,6500,WAS@ARI 05/15/2021 08:10PM ET,WAS,11.6
SP,Joe Ross (17573049),Joe Ross,17573049,P,6400,WAS@ARI 05/15/2021 08:10PM ET,WAS,13.24
SP,Erick Fedde (17573064),Erick Fedde,17573064,P,6300,WAS@ARI 05/15/2021 08:10PM ET,WAS,11.39
RP,Riley Smith (17573223),Riley Smith,17573223,P,6300,WAS@ARI 05/15/2021 08:10PM ET,ARI,2.48
OF,Nick Castellanos (17573015),Nick Castellanos,17573015,OF,6300,CIN@COL 05/15/2021 08:10PM ET,CIN,10.31
SP,Jon Gray (17573020),Jon Gray,17573020,P,6300,CIN@COL 05/15/2021 08:10PM ET,COL,18.06
SP,Patrick Corbin (17572983),Patrick Corbin,17572983,P,6200,WAS@ARI 05/15/2021 08:10PM ET,WAS,9.51
SS,Trevor Story (17573045),Trevor Story,17573045,SS,6000,CIN@COL 05/15/2021 08:10PM ET,COL,8.71
OF,Jesse Winker (17573086),Jesse Winker,17573086,OF,6000,CIN@COL 05/15/2021 08:10PM ET,CIN,10.73
SS,Trea Turner (17573059),Trea Turner,17573059,SS,5900,WAS@ARI 05/15/2021 08:10PM ET,WAS,9.62
SP,Adrian Morejon (17573265),Adrian Morejon,17573265,P,5900,STL@SD 05/15/2021 08:40PM ET,SD,4.15
3B/SS,Eugenio Suarez (17573003),Eugenio Suarez,17573003,3B/SS,5800,CIN@COL 05/15/2021 08:10PM ET,CIN,6.34
RP,Miguel Diaz (17573090),Miguel Diaz,17573090,P,5800,STL@SD 05/15/2021 08:40PM ET,SD,11.55
OF,Juan Soto (17573227),Juan Soto,17573227,OF,5600,WAS@ARI 05/15/2021 08:10PM ET,WAS,7.71
SP,Luis Castillo (17573083),Luis Castillo,17573083,P,5600,CIN@COL 05/15/2021 08:10PM ET,CIN,5.08
SP,Paolo Espino (17572946),Paolo Espino,17572946,P,5500,WAS@ARI 05/15/2021 08:10PM ET,WAS,4.64
2B/OF,Chris Owings (17572979),Chris Owings,17572979,2B/OF,5400,CIN@COL 05/15/2021 08:10PM ET,COL,11
3B,Manny Machado (17573014),Manny Machado,17573014,3B,5400,STL@SD 05/15/2021 08:40PM ET,SD,8.32
SS,Fernando Tatis Jr. (17573254),Fernando Tatis Jr.,17573254,SS,5400,STL@SD 05/15/2021 08:40PM ET,SD,10.35
SP,German Marquez (17573080),German Marquez,17573080,P,5300,CIN@COL 05/15/2021 08:10PM ET,COL,11.88
1B/3B,Mike Moustakas (17572952),Mike Moustakas,17572952,1B/3B,5200,CIN@COL 05/15/2021 08:10PM ET,CIN,7.04
2B/3B,Ryan McMahon (17573124),Ryan McMahon,17573124,2B/3B,5100,CIN@COL 05/15/2021 08:10PM ET,COL,8.05
SP,Antonio Santos (17573226),Antonio Santos,17573226,P,5100,CIN@COL 05/15/2021 08:10PM ET,COL,0
OF,Charlie Blackmon (17572964),Charlie Blackmon,17572964,OF,5000,CIN@COL 05/15/2021 08:10PM ET,COL,6.22
SP,Jeff Hoffman (17573115),Jeff Hoffman,17573115,P,5000,CIN@COL 05/15/2021 08:10PM ET,CIN,8.85
SP,Ryan Castellani (17573162),Ryan Castellani,17573162,P,5000,CIN@COL 05/15/2021 08:10PM ET,COL,1.5
3B,Nolan Arenado (17572982),Nolan Arenado,17572982,3B,5000,STL@SD 05/15/2021 08:40PM ET,STL,8.5
C,Carson Kelly (17573093),Carson Kelly,17573093,C,4900,WAS@ARI 05/15/2021 08:10PM ET,ARI,9.11
1B,Joey Votto (17572929),Joey Votto,17572929,1B,4900,CIN@COL 05/15/2021 08:10PM ET,CIN,6.72
OF,Tyler Naquin (17572995),Tyler Naquin,17572995,OF,4900,CIN@COL 05/15/2021 08:10PM ET,CIN,8.26
2B/3B,Eduardo Escobar (17572973),Eduardo Escobar,17572973,2B/3B,4800,WAS@ARI 05/15/2021 08:10PM ET,ARI,6.79
SP,Kyle Freeland (17573068),Kyle Freeland,17573068,P,4800,CIN@COL 05/15/2021 08:10PM ET,COL,0
SP,Chi Chi Gonzalez (17573116),Chi Chi Gonzalez,17573116,P,4800,CIN@COL 05/15/2021 08:10PM ET,COL,6.71
C,Dom Nunez (17573130),Dom Nunez,17573130,C,4800,CIN@COL 05/15/2021 08:10PM ET,COL,6.96
RP,Austin Gomber (17573153),Austin Gomber,17573153,P,4800,CIN@COL 05/15/2021 08:10PM ET,COL,12.09
OF,Ketel Marte (17573039),Ketel Marte,17573039,OF,4700,WAS@ARI 05/15/2021 08:10PM ET,ARI,13.67
C,Tucker Barnhart (17572988),Tucker Barnhart,17572988,C,4700,CIN@COL 05/15/2021 08:10PM ET,CIN,6.69
1B,Eric Hosmer (17572961),Eric Hosmer,17572961,1B,4600,STL@SD 05/15/2021 08:40PM ET,SD,7.69
1B/3B,Asdrubal Cabrera (17572934),Asdrubal Cabrera,17572934,1B/3B,4500,WAS@ARI 05/15/2021 08:10PM ET,ARI,7.71
OF,David Peralta (17572950),David Peralta,17572950,OF,4500,WAS@ARI 05/15/2021 08:10PM ET,ARI,8.17
2B,Jake Cronenworth (17573192),Jake Cronenworth,17573192,2B,4500,STL@SD 05/15/2021 08:40PM ET,SD,7.10
OF,Trent Grisham (17573211),Trent Grisham,17573211,OF,4500,STL@SD 05/15/2021 08:40PM ET,SD,9.03
SP,Antonio Senzatela (17573084),Antonio Senzatela,17573084,P,4400,CIN@COL 05/15/2021 08:10PM ET,COL,6.54
2B/OF,Nick Senzel (17573199),Nick Senzel,17573199,2B/OF,4400,CIN@COL 05/15/2021 08:10PM ET,CIN,5.52
C,Tyler Stephenson (17573210),Tyler Stephenson,17573210,C,4400,CIN@COL 05/15/2021 08:10PM ET,CIN,4.92
1B,Paul Goldschmidt (17572986),Paul Goldschmidt,17572986,1B,4400,STL@SD 05/15/2021 08:40PM ET,STL,7.61
2B/OF,Garrett Hampson (17573143),Garrett Hampson,17573143,2B/OF,4300,CIN@COL 05/15/2021 08:10PM ET,COL,8.31
1B,Ryan Zimmerman (17572937),Ryan Zimmerman,17572937,1B,4100,WAS@ARI 05/15/2021 08:10PM ET,WAS,6.04
C,Stephen Vogt (17572955),Stephen Vogt,17572955,C,4100,WAS@ARI 05/15/2021 08:10PM ET,ARI,5.33
OF,Michael Lorenzen (17573016),Michael Lorenzen,17573016,OF,4100,CIN@COL 05/15/2021 08:10PM ET,CIN,0
OF,Raimel Tapia (17573041),Raimel Tapia,17573041,OF,4100,CIN@COL 05/15/2021 08:10PM ET,COL,7.62
2B,Jonathan India (17573222),Jonathan India,17573222,2B,4100,CIN@COL 05/15/2021 08:10PM ET,CIN,6.46
1B,C.J. Cron (17573032),C.J. Cron,17573032,1B,4000,CIN@COL 05/15/2021 08:10PM ET,COL,7.59
RP,Joakim Soria (17572931),Joakim Soria,17572931,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,-0.02
RP,Javy Guerra (17572936),Javy Guerra,17572936,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
RP,Ryan Buchter (17572942),Ryan Buchter,17572942,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Will Harris (17572944),Will Harris,17572944,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,2.46
RP,T.J. McFarland (17572958),T.J. McFarland,17572958,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
RP,Brad Hand (17572963),Brad Hand,17572963,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,3.31
RP,Daniel Hudson (17572967),Daniel Hudson,17572967,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,4.22
RP,Luis Avilan (17572976),Luis Avilan,17572976,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,1.16
C,Yan Gomes (17572989),Yan Gomes,17572989,C,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,7.13
RP,Joe Mantiply (17572998),Joe Mantiply,17572998,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Wander Suero (17573013),Wander Suero,17573013,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,2.48
RP,Seth Frankoff (17573027),Seth Frankoff,17573027,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Carlos Navas (17573030),Carlos Navas,17573030,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Chris Devenski (17573065),Chris Devenski,17573065,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,1.01
RP,Ryne Harper (17573066),Ryne Harper,17573066,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,3.48
RP,Taylor Guilbeau (17573072),Taylor Guilbeau,17573072,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Austin Voth (17573077),Austin Voth,17573077,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,4.95
RP,Keury Mella (17573082),Keury Mella,17573082,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Dakota Bacus (17573099),Dakota Bacus,17573099,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
SP,Alex Young (17573108),Alex Young,17573108,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,3.04
RP,Kyle Finnegan (17573112),Kyle Finnegan,17573112,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,2.88
RP,Sam Moll (17573113),Sam Moll,17573113,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Stefan Crichton (17573140),Stefan Crichton,17573140,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,1.72
RP,Kyle McGowin (17573141),Kyle McGowin,17573141,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,1.41
RP,Steven Fuentes (17573157),Steven Fuentes,17573157,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
RP,Sam Clay (17573164),Sam Clay,17573164,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,1.94
SP,Tyler Eppler (17573166),Tyler Eppler,17573166,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
RP,Kevin Ginkel (17573173),Kevin Ginkel,17573173,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,1.54
SP,J.B. Bukauskas (17573174),J.B. Bukauskas,17573174,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,1.26
RP,Yoan Lopez (17573196),Yoan Lopez,17573196,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,2.16
RP,Jon Duplantier (17573206),Jon Duplantier,17573206,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Tanner Rainey (17573215),Tanner Rainey,17573215,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,1.22
RP,Taylor Clarke (17573216),Taylor Clarke,17573216,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,3.22
SP,Rogelio Armenteros (17573225),Rogelio Armenteros,17573225,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
OF,Josh Rojas (17573230),Josh Rojas,17573230,OF,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,6.65
SP,Corbin Martin (17573231),Corbin Martin,17573231,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Luis Frias (17573233),Luis Frias,17573233,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Humberto Castellanos (17573234),Humberto Castellanos,17573234,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
RP,Ben Braymer (17573246),Ben Braymer,17573246,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
SP,Joan Adon (17573269),Joan Adon,17573269,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
SP,Matt Peacock (17573286),Matt Peacock,17573286,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,3.57
SP,Cade Cavalli (17573288),Cade Cavalli,17573288,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
SP,Tyler Dyson (17573291),Tyler Dyson,17573291,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
RP,Matt Cronin (17573292),Matt Cronin,17573292,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
SP,Josh Green (17573300),Josh Green,17573300,P,3900,WAS@ARI 05/15/2021 08:10PM ET,ARI,0
SP,Cole Henry (17573301),Cole Henry,17573301,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
SP,Jackson Rutledge (17573305),Jackson Rutledge,17573305,P,3900,WAS@ARI 05/15/2021 08:10PM ET,WAS,0
RP,Daniel Bard (17572943),Daniel Bard,17572943,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,2.10
RP,Sean Doolittle (17572956),Sean Doolittle,17572956,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,3.38
SP,Jhoulys Chacin (17572960),Jhoulys Chacin,17572960,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,2.09
RP,Brad Brach (17572971),Brad Brach,17572971,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,0
RP,Mychal Givens (17572981),Mychal Givens,17572981,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,3.25
RP,Zac Rosscup (17572993),Zac Rosscup,17572993,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,0
RP,Jairo Diaz (17573005),Jairo Diaz,17573005,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,0
RP,Scott Oberg (17573006),Scott Oberg,17573006,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,0
RP,Josh Osich (17573017),Josh Osich,17573017,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,0
RP,Heath Hembree (17573019),Heath Hembree,17573019,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,4.96
RP,R.J. Alaniz (17573029),R.J. Alaniz,17573029,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,0
SP,Robert Stephenson (17573051),Robert Stephenson,17573051,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,1.95
1B/OF,Nicky Delmonico (17573055),Nicky Delmonico,17573055,1B/OF,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,0
SP,Dereck Rodriguez (17573057),Dereck Rodriguez,17573057,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,0
RP,Carlos Estevez (17573058),Carlos Estevez,17573058,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,2.61
RP,Amir Garrett (17573062),Amir Garrett,17573062,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,0.94
SP,Sal Romano (17573063),Sal Romano,17573063,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,2.08
SP,Brandon Finnegan (17573073),Brandon Finnegan,17573073,P,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,0
3B/SS,Kyle Farmer (17573075),Kyle Farmer,17573075,3B/SS,3900,CIN@COL 05/15/2021 08:10PM ET,CIN,3.68
RP,Jesus Tinoco (17573085),Jesus Tinoco,17573085,P,3900,CIN@COL 05/15/2021 08:10PM ET,COL,0
