,team,Name,b_o,pj_vO
0,LAD,Mookie Betts,1,7.47
1,LAD,Mookie Betts,1,7.47
2,LAD,Corey Seager,2,6.71
3,LAD,Corey Seager,2,6.71
4,LAD,Justin Turner,3,6.58
5,LAD,Max Muncy,4,6.59
6,LAD,Max Muncy,5,6.59
7,LAD,Chris Taylor,5,7.01
8,LAD,Chris Taylor,3,7.01
9,LAD,AJ Pollock,6,4.27
10,LAD,AJ Pollock,6,4.27
11,LAD,Gavin Lux,7,4.09
12,LAD,Gavin Lux,8,4.09
13,LAD,Austin Barnes,8,4.46
14,LAD,Will Smith,4,5.98
15,LAD,Edwin Rios,7,1.8
16,CHC,Willson Contreras,1,7.03
17,CHC,Kris Bryant,2,8.9
18,CHC,Kris Bryant,2,8.9
19,CHC,Anthony Rizzo,3,5.81
20,CHC,Anthony Rizzo,3,5.81
21,CHC,Javier Baez,4,8.38
22,CHC,Matt Duffy,5,2.44
23,CHC,David Bote,6,2.91
24,CHC,David Bote,4,2.91
25,CHC,Jake Marisnick,7,3.77
28,CHC,Joc Pederson,1,3.02
29,CHC,Jason Heyward,5,3.53
30,CHC,Eric Sogard,7,1.59
31,CHC,Tony Wolters,8,1.33
32,MIL,Kolten Wong,1,5.65
33,MIL,Luis Urias,2,4.33
34,MIL,Daniel Vogelbach,3,2.18
35,MIL,Travis Shaw,4,4.94
36,MIL,Jackie Bradley Jr.,5,4.23
37,MIL,Tyrone Taylor,6,3.8
38,MIL,Billy McKinney,7,3.2
39,MIL,Jacob Nottingham,8,16.8
40,PHI,Andrew McCutchen,1,6.1
41,PHI,Rhys Hoskins,2,11.46
42,PHI,J.T. Realmuto,3,8.29
43,PHI,Alec Bohm,4,7.11
44,PHI,Didi Gregorius,5,7.99
45,PHI,Brad Miller,6,5.49
46,PHI,Roman Quinn,7,3.36
47,PHI,Nick Maton,8,5.38
48,HOU,Jose Altuve,1,7.79
49,HOU,Michael Brantley,2,8.65
50,HOU,Alex Bregman,3,9.46
51,HOU,Yordan Alvarez,4,10.28
52,HOU,Yuli Gurriel,5,9.32
53,HOU,Carlos Correa,6,8.86
54,HOU,Kyle Tucker,7,7.81
55,HOU,Myles Straw,8,5.86
56,HOU,Martin Maldonado,9,2.05
57,NYY,DJ LeMahieu,1,6.51
58,NYY,Giancarlo Stanton,2,8.07
59,NYY,Aaron Judge,3,8.52
60,NYY,Gio Urshela,4,7.04
61,NYY,Gleyber Torres,5,5.22
62,NYY,Clint Frazier,6,3.89
63,NYY,Aaron Hicks,7,5.27
64,NYY,Kyle Higashioka,8,6.92
65,NYY,Rougned Odor,9,5.88
66,ATL,Ronald Acuna Jr.,1,14.33
67,ATL,Freddie Freeman,2,9.74
68,ATL,Marcell Ozuna,3,6.41
69,ATL,Ozzie Albies,4,9.01
70,ATL,Austin Riley,5,7.08
71,ATL,Dansby Swanson,6,5.24
72,ATL,William Contreras,7,6.49
73,ATL,Cristian Pache,8,4.16
74,LAD,Will Smith,4,8.38
75,WAS,Trea Turner,1,7.99
76,WAS,Yadiel Hernandez,2,4.15
77,WAS,Josh Harrison,3,6.13
78,WAS,Josh Bell,4,4.43
79,WAS,Kyle Schwarber,5,4.32
80,WAS,Starlin Castro,6,3.59
81,WAS,Yan Gomes,7,4.56
82,WAS,Victor Robles,8,2.96
83,DET,Robbie Grossman,1,5.89
84,DET,Jeimer Candelario,2,4.98
85,DET,Miguel Cabrera,3,3.02
86,DET,Jonathan Schoop,4,3.19
87,DET,Niko Goodrum,5,4.62
88,DET,Wilson Ramos,6,3.66
89,DET,Willi Castro,7,3.61
90,DET,JaCoby Jones,8,1.75
91,DET,Victor Reyes,9,1.93
92,BOS,Kike Hernandez,1,6.78
93,BOS,Alex Verdugo,2,8.84
94,BOS,J.D. Martinez,3,12.08
95,BOS,Xander Bogaerts,4,9.49
96,BOS,Christian Vazquez,5,6.74
97,BOS,Marwin Gonzalez,6,5.64
98,BOS,Christian Arroyo,7,5.72
99,BOS,Hunter Renfroe,8,5.47
100,BOS,Bobby Dalbec,9,4.23
101,TEX,Isiah Kiner-Falefa,1,5.39
102,TEX,Nick Solak,2,5.12
103,TEX,Nate Lowe,3,5.35
104,TEX,Adolis Garcia,4,4.86
105,TEX,Joey Gallo,5,4.54
106,TEX,Willie Calhoun,6,4.31
107,TEX,Charlie Culberson,7,3.5
108,TEX,David Dahl,8,2.74
109,TEX,Jonah Heim,9,2.92
110,MIN,Max Kepler,1,5.77
111,MIN,Josh Donaldson,2,4.84
112,MIN,Byron Buxton,3,8.32
113,MIN,Nelson Cruz,4,5.92
114,MIN,Jorge Polanco,5,5.02
115,MIN,Mitch Garver,6,3.46
116,MIN,Jake Cave,7,2.72
117,MIN,Willians Astudillo,8,3.13
118,MIN,Andrelton Simmons,9,4.78
119,CLE,Cesar Hernandez,1,6.39
120,CLE,Jordan Luplow,2,9.19
121,CLE,Jose Ramirez,3,11.63
122,CLE,Franmil Reyes,4,11.53
123,CLE,Harold Ramirez,5,9.96
124,CLE,Josh Naylor,6,5.55
125,CLE,Amed Rosario,7,5.65
126,CLE,Yu Chang,8,2.76
127,CLE,Austin Hedges,9,5.62
128,KC,Whit Merrifield,1,9.28
129,KC,Andrew Benintendi,2,7.62
130,KC,Carlos Santana,3,8.82
131,KC,Salvador Perez,4,7.17
132,KC,Jorge Soler,5,5.68
133,KC,Hunter Dozier,6,5.67
134,KC,Michael A. Taylor,7,5.52
135,KC,Hanser Alberto,8,3.14
136,KC,Nicky Lopez,9,5.39
137,TB,Randy Arozarena,1,9.63
138,TB,Austin Meadows,2,8.44
