,team,Name,b_o,pj_vO
0,PIT,Adam Frazier,1,7.37
1,PIT,Bryan Reynolds,2,7.34
2,PIT,Colin Moran,3,6.94
3,PIT,Erik Gonzalez,4,4.64
4,PIT,Phillip Evans,5,6.46
5,PIT,Gregory Polanco,6,5.83
6,PIT,Kevin Newman,7,3.72
7,PIT,Michael Perez,8,4.17
8,SD,Trent Grisham,1,8.68
9,SD,Fernando Tatis Jr.,2,9.46
10,SD,Manny Machado,3,7.2
11,SD,Wil Myers,4,6.05
12,SD,Tommy Pham,5,3.68
13,SD,Jake Cronenworth,6,6.41
15,SD,Ha-Seong Kim,8,3.33
16,BAL,Cedric Mullins,1,1.38
17,BAL,Austin Hays,2,0.65
18,BAL,Trey Mancini,3,0.81
19,BAL,Maikel Franco,4,0.96
20,BAL,Ryan Mountcastle,5,0.95
21,BAL,Freddy Galvis,6,0.86
22,BAL,Pedro Severino,7,0.49
23,BAL,Rio Ruiz,8,1.28
24,BAL,Pat Valaika,9,0.29
25,SEA,Mitch Haniger,1,15.99
26,SEA,Ty France,2,12.08
27,SEA,Kyle Seager,3,12.31
28,SEA,Kyle Lewis,4,9.1
29,SEA,Jose Marmolejos,5,7.53
30,SEA,Dylan Moore,6,7.8
31,SEA,J.P. Crawford,7,8.05
32,SEA,Tom Murphy,8,6.74
33,SEA,Taylor Trammell,9,9.58
0,PIT,Tyler Anderson,SP,15.54
1,BAL,Dean Kremer,SP,8.18
2,SEA,Erik Swanson,SP,6.06
