,team,Name,b_o,pj_vO
0,PIT,Adam Frazier,1,7.73
1,PIT,Bryan Reynolds,2,7.7
2,PIT,Colin Moran,3,7.3
3,PIT,Erik Gonzalez,4,4.92
4,PIT,Phillip Evans,5,6.75
5,PIT,Gregory Polanco,6,6.07
6,PIT,Kevin Newman,7,3.92
7,PIT,Michael Perez,8,4.34
8,SD,Trent Grisham,1,9.07
9,SD,Fernando Tatis Jr.,2,9.92
10,SD,Manny Machado,3,7.52
11,SD,Wil Myers,4,6.32
12,SD,Tommy Pham,5,3.8
13,SD,Jake Cronenworth,6,6.71
15,SD,Ha-Seong Kim,8,3.5
16,BAL,Cedric Mullins,1,1.39
17,BAL,Austin Hays,2,0.65
18,BAL,Trey Mancini,3,0.82
19,BAL,Maikel Franco,4,0.97
20,BAL,Ryan Mountcastle,5,0.95
21,BAL,Freddy Galvis,6,0.86
22,BAL,Pedro Severino,7,0.5
23,BAL,Rio Ruiz,8,1.29
24,BAL,Pat Valaika,9,0.29
25,SEA,Mitch Haniger,1,16.83
26,SEA,Ty France,2,12.81
27,SEA,Kyle Seager,3,13.02
28,SEA,Kyle Lewis,4,9.44
29,SEA,Jose Marmolejos,5,7.87
30,SEA,Dylan Moore,6,8.17
31,SEA,J.P. Crawford,7,8.65
32,SEA,Tom Murphy,8,7.08
33,SEA,Taylor Trammell,9,10.0
0,PIT,Tyler Anderson,SP,15.15
1,BAL,Dean Kremer,SP,7.34
2,SEA,Erik Swanson,SP,6.05
