,APPGa,APPG,pj_vO,pj_vOa,pj_vOab,APPGa_1-6,APPG_1-6,pj_vO_1-6,pj_vOa_1-6,pj_vOab_1-6,APPGa_1-5,APPG_1-5,pj_vO_1-5,pj_vOa_1-5,pj_vOab_1-5,APPGa_1-4,APPG_1-4,pj_vO_1-4,pj_vOa_1-4,pj_vOab_1-4,APPGa_1-3,APPG_1-3,pj_vO_1-3,pj_vOa_1-3,pj_vOab_1-3,Name_APPGa,Total_APPGa,Name_APPG,Total_APPG,Name_pj_vO,Total_pj_vO,Name_pj_vOa,Total_pj_vOa,Name_pj_vOab,Total_pj_vOab,Name_APPGa_1-6,Total_APPGa_1-6,Name_APPG_1-6,Total_APPG_1-6,Name_pj_vO_1-6,Total_pj_vO_1-6,Name_pj_vOa_1-6,Total_pj_vOa_1-6,Name_pj_vOab_1-6,Total_pj_vOab_1-6,Name_APPGa_1-5,Total_APPGa_1-5,Name_APPG_1-5,Total_APPG_1-5,Name_pj_vO_1-5,Total_pj_vO_1-5,Name_pj_vOa_1-5,Total_pj_vOa_1-5,Name_pj_vOab_1-5,Total_pj_vOab_1-5,Name_APPGa_1-4,Total_APPGa_1-4,Name_APPG_1-4,Total_APPG_1-4,Name_pj_vO_1-4,Total_pj_vO_1-4,Name_pj_vOa_1-4,Total_pj_vOa_1-4,Name_pj_vOab_1-4,Total_pj_vOab_1-4,Name_APPGa_1-3,Total_APPGa_1-3,Name_APPG_1-3,Total_APPG_1-3,Name_pj_vO_1-3,Total_pj_vO_1-3,Name_pj_vOa_1-3,Total_pj_vOa_1-3,Name_pj_vOab_1-3,Total_pj_vOab_1-3
0,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,05-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Adolis Garcia,Adolis Garcia,Alex Wood,Alex Wood,Alex Wood,Adolis Garcia,Adolis Garcia,Adam Frazier,Adam Frazier,Adam Frazier,Adolis Garcia,Adolis Garcia,Adam Frazier,Adam Frazier,Adam Frazier,Adam Frazier,Adam Frazier,Adam Frazier,Adam Frazier,Adam Frazier,Alex Bregman,Alex Bregman,Alex Bregman,Alex Bregman,Alex Bregman,Adolis Garcia,3.0,Adolis Garcia,3.0,Alex Wood,27.55,Alex Wood,27.55,Alex Wood,27.55,Adolis Garcia,3.0,Adolis Garcia,3.0,Adam Frazier,10.0,Adam Frazier,10.0,Adam Frazier,10.0,Adolis Garcia,3.0,Adolis Garcia,3.0,Adam Frazier,10.0,Adam Frazier,10.0,Adam Frazier,10.0,Adam Frazier,10.0,Adam Frazier,10.0,Adam Frazier,10.0,Adam Frazier,10.0,Adam Frazier,10.0,Alex Bregman,11.0,Alex Bregman,11.0,Alex Bregman,11.0,Alex Bregman,11.0,Alex Bregman,11.0
2,Alex Wood,Alex Wood,Bobby Dalbec,Bobby Dalbec,Bobby Dalbec,Alex Wood,Alex Wood,Alex Verdugo,Alex Verdugo,Alex Verdugo,Alex Wood,Alex Wood,Alex Wood,Alex Wood,Alex Wood,Adolis Garcia,Adolis Garcia,Alex Verdugo,Alex Verdugo,Alex Verdugo,Alex Wood,Alex Wood,Alex Verdugo,Alex Verdugo,Alex Verdugo,Alex Wood,27.55,Alex Wood,27.55,Bobby Dalbec,0.0,Bobby Dalbec,0.0,Bobby Dalbec,0.0,Alex Wood,27.55,Alex Wood,27.55,Alex Verdugo,0.0,Alex Verdugo,0.0,Alex Verdugo,0.0,Alex Wood,27.55,Alex Wood,27.55,Alex Wood,27.55,Alex Wood,27.55,Alex Wood,27.55,Adolis Garcia,3.0,Adolis Garcia,3.0,Alex Verdugo,0.0,Alex Verdugo,0.0,Alex Verdugo,0.0,Alex Wood,27.55,Alex Wood,27.55,Alex Verdugo,0.0,Alex Verdugo,0.0,Alex Verdugo,0.0
3,Evan Longoria,Evan Longoria,Freddy Galvis,Freddy Galvis,Freddy Galvis,Evan Longoria,Evan Longoria,Alex Wood,Alex Wood,Alex Wood,Carson Kelly,Carson Kelly,J.D. Martinez,J.D. Martinez,J.D. Martinez,Alex Verdugo,Alex Verdugo,Carson Kelly,Carson Kelly,Carson Kelly,Austin Hays,Austin Hays,Carson Kelly,Carson Kelly,Carson Kelly,Evan Longoria,2.0,Evan Longoria,2.0,Freddy Galvis,2.0,Freddy Galvis,2.0,Freddy Galvis,2.0,Evan Longoria,2.0,Evan Longoria,2.0,Alex Wood,27.55,Alex Wood,27.55,Alex Wood,27.55,Carson Kelly,9.0,Carson Kelly,9.0,J.D. Martinez,8.0,J.D. Martinez,8.0,J.D. Martinez,8.0,Alex Verdugo,0.0,Alex Verdugo,0.0,Carson Kelly,9.0,Carson Kelly,9.0,Carson Kelly,9.0,Austin Hays,4.0,Austin Hays,4.0,Carson Kelly,9.0,Carson Kelly,9.0,Carson Kelly,9.0
4,Isiah Kiner-Falefa,Isiah Kiner-Falefa,Hunter Renfroe,Hunter Renfroe,Hunter Renfroe,Isiah Kiner-Falefa,Isiah Kiner-Falefa,J.D. Martinez,J.D. Martinez,J.D. Martinez,Evan Longoria,Evan Longoria,Jesse Winker,Jesse Winker,Jesse Winker,Alex Wood,Alex Wood,J.D. Martinez,J.D. Martinez,J.D. Martinez,Carson Kelly,Carson Kelly,David Fletcher,David Fletcher,David Fletcher,Isiah Kiner-Falefa,0.0,Isiah Kiner-Falefa,0.0,Hunter Renfroe,5.0,Hunter Renfroe,5.0,Hunter Renfroe,5.0,Isiah Kiner-Falefa,0.0,Isiah Kiner-Falefa,0.0,J.D. Martinez,8.0,J.D. Martinez,8.0,J.D. Martinez,8.0,Evan Longoria,2.0,Evan Longoria,2.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Alex Wood,27.55,Alex Wood,27.55,J.D. Martinez,8.0,J.D. Martinez,8.0,J.D. Martinez,8.0,Carson Kelly,9.0,Carson Kelly,9.0,David Fletcher,0.0,David Fletcher,0.0,David Fletcher,0.0
5,J.D. Martinez,J.D. Martinez,Isan Diaz,Isan Diaz,Isan Diaz,J.D. Martinez,J.D. Martinez,Jacob Stallings,Jacob Stallings,Jacob Stallings,Isiah Kiner-Falefa,Isiah Kiner-Falefa,Jesus Aguilar,Jesus Aguilar,Jesus Aguilar,Austin Hays,Austin Hays,Jesse Winker,Jesse Winker,Jesse Winker,David Fletcher,David Fletcher,J.D. Martinez,J.D. Martinez,J.D. Martinez,J.D. Martinez,8.0,J.D. Martinez,8.0,Isan Diaz,0.0,Isan Diaz,0.0,Isan Diaz,0.0,J.D. Martinez,8.0,J.D. Martinez,8.0,Jacob Stallings,16.0,Jacob Stallings,16.0,Jacob Stallings,16.0,Isiah Kiner-Falefa,0.0,Isiah Kiner-Falefa,0.0,Jesus Aguilar,16.0,Jesus Aguilar,16.0,Jesus Aguilar,16.0,Austin Hays,4.0,Austin Hays,4.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,David Fletcher,0.0,David Fletcher,0.0,J.D. Martinez,8.0,J.D. Martinez,8.0,J.D. Martinez,8.0
6,Jacob Stallings,Jacob Stallings,J.D. Martinez,J.D. Martinez,J.D. Martinez,Jacob Stallings,Jacob Stallings,Jesse Winker,Jesse Winker,Jesse Winker,Jesse Winker,Jesse Winker,Junior Guerra,Junior Guerra,Junior Guerra,Carson Kelly,Carson Kelly,Jesus Aguilar,Jesus Aguilar,Jesus Aguilar,Isiah Kiner-Falefa,Isiah Kiner-Falefa,Jesse Winker,Jesse Winker,Jesse Winker,Jacob Stallings,16.0,Jacob Stallings,16.0,J.D. Martinez,8.0,J.D. Martinez,8.0,J.D. Martinez,8.0,Jacob Stallings,16.0,Jacob Stallings,16.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Junior Guerra,-2.75,Junior Guerra,-2.75,Junior Guerra,-2.75,Carson Kelly,9.0,Carson Kelly,9.0,Jesus Aguilar,16.0,Jesus Aguilar,16.0,Jesus Aguilar,16.0,Isiah Kiner-Falefa,0.0,Isiah Kiner-Falefa,0.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0
7,Jesse Winker,Jesse Winker,Jesse Winker,Jesse Winker,Jesse Winker,Jesse Winker,Jesse Winker,Jesus Aguilar,Jesus Aguilar,Jesus Aguilar,Justin Upton,Justin Upton,Miguel Rojas,Miguel Rojas,Miguel Rojas,Evan Longoria,Evan Longoria,Junior Guerra,Junior Guerra,Junior Guerra,Kyle Gibson,Kyle Gibson,Jesus Aguilar,Jesus Aguilar,Jesus Aguilar,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesse Winker,12.0,Jesus Aguilar,16.0,Jesus Aguilar,16.0,Jesus Aguilar,16.0,Justin Upton,16.0,Justin Upton,16.0,Miguel Rojas,0.0,Miguel Rojas,0.0,Miguel Rojas,0.0,Evan Longoria,2.0,Evan Longoria,2.0,Junior Guerra,-2.75,Junior Guerra,-2.75,Junior Guerra,-2.75,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Jesus Aguilar,16.0,Jesus Aguilar,16.0,Jesus Aguilar,16.0
8,Kyle Gibson,Kyle Gibson,Kyle Gibson,Kyle Gibson,Kyle Gibson,Kyle Gibson,Kyle Gibson,Junior Guerra,Junior Guerra,Junior Guerra,Kyle Gibson,Kyle Gibson,Pedro Severino,Pedro Severino,Pedro Severino,Isiah Kiner-Falefa,Isiah Kiner-Falefa,Kyle Gibson,Kyle Gibson,Kyle Gibson,Mike Tauchman,Mike Tauchman,Junior Guerra,Junior Guerra,Junior Guerra,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Junior Guerra,-2.75,Junior Guerra,-2.75,Junior Guerra,-2.75,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Pedro Severino,9.0,Pedro Severino,9.0,Pedro Severino,9.0,Isiah Kiner-Falefa,0.0,Isiah Kiner-Falefa,0.0,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Mike Tauchman,0.0,Mike Tauchman,0.0,Junior Guerra,-2.75,Junior Guerra,-2.75,Junior Guerra,-2.75
9,Nate Lowe,Nate Lowe,Rafael Devers,Rafael Devers,Rafael Devers,Nate Lowe,Nate Lowe,Rafael Devers,Rafael Devers,Rafael Devers,Nate Lowe,Nate Lowe,Rafael Devers,Rafael Devers,Rafael Devers,Kyle Gibson,Kyle Gibson,Mike Moustakas,Mike Moustakas,Mike Moustakas,Nate Lowe,Nate Lowe,Kyle Gibson,Kyle Gibson,Kyle Gibson,Nate Lowe,7.0,Nate Lowe,7.0,Rafael Devers,2.0,Rafael Devers,2.0,Rafael Devers,2.0,Nate Lowe,7.0,Nate Lowe,7.0,Rafael Devers,2.0,Rafael Devers,2.0,Rafael Devers,2.0,Nate Lowe,7.0,Nate Lowe,7.0,Rafael Devers,2.0,Rafael Devers,2.0,Rafael Devers,2.0,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Mike Moustakas,12.0,Mike Moustakas,12.0,Mike Moustakas,12.0,Nate Lowe,7.0,Nate Lowe,7.0,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002,Kyle Gibson,19.900000000000002
