,team,Name,b_o,pj_vO
0,NYY,DJ LeMahieu,1,9.45
1,NYY,Luke Voit,2,1.9
2,NYY,Aaron Judge,3,11.04
3,NYY,Gary Sanchez,4,8.14
4,NYY,Clint Frazier,5,5.47
5,NYY,Brett Gardner,6,3.67
7,NYY,Kyle Higashioka,8,9.59
8,NYY,Tyler Wade,9,1.3
9,BAL,Cedric Mullins,1,8.33
10,BAL,Austin Hays,2,7.28
11,BAL,Trey Mancini,3,7.13
12,BAL,Freddy Galvis,4,6.37
13,BAL,Ryan Mountcastle,5,5.23
14,BAL,DJ Stewart,6,4.86
15,BAL,Maikel Franco,7,5.42
16,BAL,Pedro Severino,8,4.38
17,BAL,Pat Valaika,9,2.64
18,CHC,Willson Contreras,1,11.99
19,CHC,Kris Bryant,2,15.86
20,CHC,Anthony Rizzo,3,10.68
21,CHC,Javier Baez,4,14.48
22,CHC,David Bote,5,5.53
23,CHC,Joc Pederson,6,6.86
24,CHC,Matt Duffy,7,4.73
25,CHC,Nico Hoerner,8,10.07
26,CHC,Jason Heyward,9,7.26
27,DET,Robbie Grossman,1,8.17
28,DET,Jeimer Candelario,2,6.82
29,DET,Miguel Cabrera,3,5.03
30,DET,Nomar Mazara,4,5.43
31,DET,Jonathan Schoop,5,4.49
32,DET,Harold Castro,6,3.45
33,DET,Niko Goodrum,7,7.93
34,DET,JaCoby Jones,8,3.9
35,DET,Jake Rogers,9,3.31
36,NYM,Jeff McNeil,1,3.86
37,NYM,Francisco Lindor,2,4.07
38,NYM,Michael Conforto,3,4.11
39,NYM,Pete Alonso,4,5.26
40,NYM,Dominic Smith,5,3.24
41,NYM,Kevin Pillar,6,3.3
42,NYM,Jonathan Villar,7,3.08
43,NYM,James McCann,8,2.34
44,NYM,Jose Peraza,9,1.62
45,TB,Randy Arozarena,1,9.38
46,TB,Manuel Margot,2,7.18
47,TB,Austin Meadows,3,10.11
48,TB,Yandy Diaz,4,6.08
49,TB,Mike Brosseau,5,5.61
50,TB,Willy Adames,6,5.68
51,TB,Mike Zunino,7,9.85
52,TB,Kevin Padlo,8,0.88
53,TB,Brett Phillips,9,4.9
54,LAA,David Fletcher,1,5.08
55,LAA,Shohei Ohtani,2,7.08
56,LAA,Mike Trout,3,8.37
57,LAA,Anthony Rendon,4,6.56
58,LAA,Jared Walsh,5,7.16
59,LAA,Justin Upton,6,5.0
60,LAA,Jose Iglesias,7,4.09
61,LAA,Taylor Ward,8,4.01
62,LAA,Drew Butera,9,2.08
63,BOS,Michael Chavis,1,9.77
64,BOS,Alex Verdugo,2,9.48
65,BOS,J.D. Martinez,3,13.89
66,BOS,Xander Bogaerts,4,11.9
67,BOS,Rafael Devers,5,12.15
68,BOS,Christian Vazquez,6,7.45
69,BOS,Marwin Gonzalez,7,6.57
70,BOS,Hunter Renfroe,8,7.64
71,BOS,Bobby Dalbec,9,5.95
72,PHI,Andrew McCutchen,1,7.86
73,PHI,Jean Segura,2,7.46
74,PHI,Bryce Harper,3,10.62
75,PHI,J.T. Realmuto,4,8.33
76,PHI,Rhys Hoskins,5,8.47
77,PHI,Alec Bohm,6,6.39
78,PHI,Odubel Herrera,7,5.38
79,PHI,Andrew Knapp,8,3.26
80,PHI,Nick Maton,9,4.73
81,TOR,Marcus Semien,1,10.91
82,TOR,Bo Bichette,2,11.33
83,TOR,Vladimir Guerrero Jr.,3,12.04
84,TOR,Teoscar Hernandez,4,11.4
85,TOR,Randal Grichuk,5,8.51
86,TOR,Cavan Biggio,6,7.15
87,TOR,Lourdes Gurriel Jr.,7,4.49
88,TOR,Rowdy Tellez,8,4.22
89,TOR,Danny Jansen,9,4.3
0,NYY,Corey Kluber,SP,14.91
1,BAL,Dean Kremer,SP,8.62
2,CHC,Jake Arrieta,SP,16.75
3,DET,Tarik Skubal,SP,8.03
4,NYM,David Peterson,SP,14.13
5,TB,Tyler Glasnow,SP,26.51
6,LAA,Griffin Canning,SP,11.3
7,BOS,Nick Pivetta,SP,15.95
8,PHI,Vince Velasquez,SP,9.58
9,TOR,Steven Matz,SP,16.88
