Date,Lineup Type,1,2,3,4,5,6,7,8,9,10,Proj
05-14-21,APPGa,Start_Aaron_Civale,Start_Chris_Taylor,Start_Harrison_Bader,Start_Isan_Diaz,Start_Jesus_Aguilar,Start_Jose_Ramirez,Start_Miguel_Rojas,Start_Sandy_Alcantara,Start_Tyler_O'Neill,Start_Yadier_Molina,102.53
05-14-21,APPG,Start_Aaron_Civale,Start_Chris_Taylor,Start_Harrison_Bader,Start_Isan_Diaz,Start_Jesus_Aguilar,Start_Jose_Ramirez,Start_Miguel_Rojas,Start_Sandy_Alcantara,Start_Tyler_O'Neill,Start_Yadier_Molina,102.53
05-14-21,pj_vO,Start_Aaron_Civale,Start_Cesar_Hernandez,Start_Franmil_Reyes,Start_Harrison_Bader,Start_J.P._Crawford,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Jose_Ramirez,Start_Tyler_O'Neill,Start_Yadier_Molina,97.33
05-14-21,pj_vOa,Start_Aaron_Civale,Start_Cesar_Hernandez,Start_Franmil_Reyes,Start_Harrison_Bader,Start_J.P._Crawford,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Jose_Ramirez,Start_Tyler_O'Neill,Start_Yadier_Molina,97.33
05-14-21,pj_vOab,Start_Aaron_Civale,Start_Cesar_Hernandez,Start_Franmil_Reyes,Start_Harrison_Bader,Start_J.P._Crawford,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Jose_Ramirez,Start_Tyler_O'Neill,Start_Yadier_Molina,95.33
05-14-21,APPGa_1-6,Start_Aaron_Civale,Start_Brian_Anderson,Start_Chris_Taylor,Start_Dylan_Carlson,Start_Jake_Cronenworth,Start_Jesus_Aguilar,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Sandy_Alcantara,Start_Yadier_Molina,100.87
05-14-21,APPG_1-6,Start_Aaron_Civale,Start_Brian_Anderson,Start_Chris_Taylor,Start_Dylan_Carlson,Start_Jake_Cronenworth,Start_Jesus_Aguilar,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Sandy_Alcantara,Start_Yadier_Molina,100.87
05-14-21,pj_vO_1-6,Start_Aaron_Civale,Start_Brian_Anderson,Start_Cesar_Hernandez,Start_Eddie_Rosario,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Trent_Grisham,Start_Yadier_Molina,95.09
05-14-21,pj_vOa_1-6,Start_Aaron_Civale,Start_Brian_Anderson,Start_Cesar_Hernandez,Start_Eddie_Rosario,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Trent_Grisham,Start_Yadier_Molina,95.14
05-14-21,pj_vOab_1-6,Start_Aaron_Civale,Start_Brian_Anderson,Start_Cesar_Hernandez,Start_Eddie_Rosario,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Trent_Grisham,Start_Yadier_Molina,93.24999999999999
05-14-21,APPGa_1-5,Start_Aaron_Civale,Start_Brian_Anderson,Start_Chris_Taylor,Start_Dylan_Carlson,Start_Jake_Cronenworth,Start_Jesus_Aguilar,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Sandy_Alcantara,Start_Yadier_Molina,100.87
05-14-21,APPG_1-5,Start_Aaron_Civale,Start_Brian_Anderson,Start_Chris_Taylor,Start_Dylan_Carlson,Start_Jake_Cronenworth,Start_Jesus_Aguilar,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Sandy_Alcantara,Start_Yadier_Molina,100.87
05-14-21,pj_vO_1-5,Start_Aaron_Civale,Start_Brian_Anderson,Start_Cesar_Hernandez,Start_Eddie_Rosario,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Trent_Grisham,Start_Yadier_Molina,95.09
05-14-21,pj_vOa_1-5,Start_Aaron_Civale,Start_Brian_Anderson,Start_Cesar_Hernandez,Start_Eddie_Rosario,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Trent_Grisham,Start_Yadier_Molina,95.14
05-14-21,pj_vOab_1-5,Start_Aaron_Civale,Start_Brian_Anderson,Start_Cesar_Hernandez,Start_Eddie_Rosario,Start_Jesus_Aguilar,Start_Joe_Musgrove,Start_Miguel_Rojas,Start_Mitch_Haniger,Start_Trent_Grisham,Start_Yadier_Molina,93.24999999999999
