,team,Name,b_o,pj_vO
0,CIN,Nick Senzel,1,6.69
1,CIN,Jesse Winker,2,13.19
2,CIN,Nick Castellanos,3,12.74
3,CIN,Mike Moustakas,4,8.3
4,CIN,Tyler Naquin,5,9.95
5,CIN,Eugenio Suarez,6,7.1
6,CIN,Tucker Barnhart,7,8.52
7,CIN,Kyle Farmer,8,3.97
8,PIT,Adam Frazier,1,6.29
9,PIT,Bryan Reynolds,2,6.64
10,PIT,Phillip Evans,3,5.67
11,PIT,Todd Frazier,4,2.26
12,PIT,Erik Gonzalez,5,4.18
13,PIT,Jacob Stallings,6,4.88
14,PIT,Ka'ai Tom,7,3.47
15,PIT,Kevin Newman,8,3.15
16,BOS,Marwin Gonzalez,1,6.86
17,BOS,Alex Verdugo,2,10.79
18,BOS,J.D. Martinez,3,15.93
19,BOS,Xander Bogaerts,4,12.48
20,BOS,Rafael Devers,5,13.67
21,BOS,Christian Vazquez,6,8.38
22,BOS,Hunter Renfroe,7,8.69
23,BOS,Franchy Cordero,8,3.56
24,BOS,Bobby Dalbec,9,5.55
25,BAL,Cedric Mullins,1,9.32
26,BAL,Austin Hays,2,8.25
27,BAL,Trey Mancini,3,7.75
28,BAL,Ryan Mountcastle,4,6.21
29,BAL,Pedro Severino,5,4.6
30,BAL,Freddy Galvis,6,7.15
31,BAL,Maikel Franco,7,6.4
32,BAL,Pat Valaika,8,3.33
33,BAL,Ryan McKenna,9,2.48
0,CIN,Tyler Mahle,SP,18.21
1,PIT,Mitch Keller,SP,7.97
2,BOS,Martin Perez,SP,11.15
3,BAL,Jorge Lopez,SP,6.28
