Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,John Means (17497281),John Means,17497281,P,10000,BOS@BAL 05/10/2021 07:05PM ET,BAL,30.98
SP,Eduardo Rodriguez (17497237),Eduardo Rodriguez,17497237,P,9700,BOS@BAL 05/10/2021 07:05PM ET,BOS,18.14
SP,Nick Pivetta (17497324),Nick Pivetta,17497324,P,9500,BOS@BAL 05/10/2021 07:05PM ET,BOS,16.9
SP,Tyler Mahle (17497327),Tyler Mahle,17497327,P,9400,CIN@PIT 05/10/2021 06:35PM ET,CIN,18.57
SP,Nathan Eovaldi (17497205),Nathan Eovaldi,17497205,P,9100,BOS@BAL 05/10/2021 07:05PM ET,BOS,15.31
SP,Chris Sale (17497199),Chris Sale,17497199,P,8800,BOS@BAL 05/10/2021 07:05PM ET,BOS,0
RP,Jose De Leon (17497334),Jose De Leon,17497334,P,8400,CIN@PIT 05/10/2021 06:35PM ET,CIN,5.81
SP,Garrett Richards (17497211),Garrett Richards,17497211,P,8200,BOS@BAL 05/10/2021 07:05PM ET,BOS,12.64
SP,Sonny Gray (17497208),Sonny Gray,17497208,P,7600,CIN@PIT 05/10/2021 06:35PM ET,CIN,18.28
SP,Martin Perez (17497209),Martin Perez,17497209,P,7300,BOS@BAL 05/10/2021 07:05PM ET,BOS,10.72
SP,Mitch Keller (17497349),Mitch Keller,17497349,P,6800,CIN@PIT 05/10/2021 06:35PM ET,PIT,8.69
SP,Chris Stratton (17497286),Chris Stratton,17497286,P,6500,CIN@PIT 05/10/2021 06:35PM ET,PIT,2.7
SP,Jorge Lopez (17497264),Jorge Lopez,17497264,P,6500,BOS@BAL 05/10/2021 07:05PM ET,BAL,8.74
SP,Luis Castillo (17497291),Luis Castillo,17497291,P,6400,CIN@PIT 05/10/2021 06:35PM ET,CIN,7.08
SP,Cody Ponce (17497360),Cody Ponce,17497360,P,6400,CIN@PIT 05/10/2021 06:35PM ET,PIT,0
RP,JT Brubaker (17497388),JT Brubaker,17497388,P,6400,CIN@PIT 05/10/2021 06:35PM ET,PIT,18.26
SP,Trevor Cahill (17497187),Trevor Cahill,17497187,P,6300,CIN@PIT 05/10/2021 06:35PM ET,PIT,8.4
SP,Wade Miley (17497202),Wade Miley,17497202,P,6300,CIN@PIT 05/10/2021 06:35PM ET,CIN,21.47
SP,Tyler Anderson (17497253),Tyler Anderson,17497253,P,6300,CIN@PIT 05/10/2021 06:35PM ET,PIT,17.89
SP,Chad Kuhl (17497325),Chad Kuhl,17497325,P,6300,CIN@PIT 05/10/2021 06:35PM ET,PIT,5.81
RP,Steven Brault (17497329),Steven Brault,17497329,P,6300,CIN@PIT 05/10/2021 06:35PM ET,PIT,0
SP,Jeff Hoffman (17497315),Jeff Hoffman,17497315,P,6200,CIN@PIT 05/10/2021 06:35PM ET,CIN,9.14
SP,Matt Harvey (17497198),Matt Harvey,17497198,P,6100,BOS@BAL 05/10/2021 07:05PM ET,BAL,12.08
SP,Tanner Houck (17497354),Tanner Houck,17497354,P,6000,BOS@BAL 05/10/2021 07:05PM ET,BOS,9.42
RP,Miguel Yajure (17497363),Miguel Yajure,17497363,P,5800,CIN@PIT 05/10/2021 06:35PM ET,PIT,6.15
SP,Keegan Akin (17497373),Keegan Akin,17497373,P,5700,BOS@BAL 05/10/2021 07:05PM ET,BAL,0
OF,Nick Castellanos (17497231),Nick Castellanos,17497231,OF,5600,CIN@PIT 05/10/2021 06:35PM ET,CIN,10.54
SP,Clay Holmes (17497270),Clay Holmes,17497270,P,5600,CIN@PIT 05/10/2021 06:35PM ET,PIT,2.72
SP,Duane Underwood Jr. (17497294),Duane Underwood Jr.,17497294,P,5500,CIN@PIT 05/10/2021 06:35PM ET,PIT,4.57
OF,J.D. Martinez (17497216),J.D. Martinez,17497216,OF,5400,BOS@BAL 05/10/2021 07:05PM ET,BOS,11.46
SS,Xander Bogaerts (17497246),Xander Bogaerts,17497246,SS,5400,BOS@BAL 05/10/2021 07:05PM ET,BOS,9.58
SP,Dean Kremer (17497397),Dean Kremer,17497397,P,5400,BOS@BAL 05/10/2021 07:05PM ET,BAL,8.08
SP,Bruce Zimmermann (17497436),Bruce Zimmermann,17497436,P,5400,BOS@BAL 05/10/2021 07:05PM ET,BAL,8.15
SP,Wil Crowe (17497336),Wil Crowe,17497336,P,5300,CIN@PIT 05/10/2021 06:35PM ET,PIT,7.86
SP,Adam Plutko (17497232),Adam Plutko,17497232,P,5300,BOS@BAL 05/10/2021 07:05PM ET,BAL,4.41
3B,Rafael Devers (17497341),Rafael Devers,17497341,3B,5200,BOS@BAL 05/10/2021 07:05PM ET,BOS,10
1B,Trey Mancini (17497312),Trey Mancini,17497312,1B,4800,BOS@BAL 05/10/2021 07:05PM ET,BAL,7.88
1B,Joey Votto (17497185),Joey Votto,17497185,1B,4700,CIN@PIT 05/10/2021 06:35PM ET,CIN,6.72
OF,Jesse Winker (17497292),Jesse Winker,17497292,OF,4600,CIN@PIT 05/10/2021 06:35PM ET,CIN,10.56
SS,Eugenio Suarez (17497222),Eugenio Suarez,17497222,SS,4500,CIN@PIT 05/10/2021 06:35PM ET,CIN,5.73
1B,Colin Moran (17497285),Colin Moran,17497285,1B,4400,CIN@PIT 05/10/2021 06:35PM ET,PIT,7
OF,Cedric Mullins (17497368),Cedric Mullins,17497368,OF,4400,BOS@BAL 05/10/2021 07:05PM ET,BAL,8.94
3B,Ke'Bryan Hayes (17497377),Ke'Bryan Hayes,17497377,3B,4300,CIN@PIT 05/10/2021 06:35PM ET,PIT,11
C,Christian Vazquez (17497203),Christian Vazquez,17497203,C,4300,BOS@BAL 05/10/2021 07:05PM ET,BOS,7.07
OF,Alex Verdugo (17497348),Alex Verdugo,17497348,OF,4100,BOS@BAL 05/10/2021 07:05PM ET,BOS,8.75
RP,Sean Doolittle (17497195),Sean Doolittle,17497195,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,3.33
RP,Brad Brach (17497207),Brad Brach,17497207,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,0
RP,Richard Rodriguez (17497230),Richard Rodriguez,17497230,P,4000,CIN@PIT 05/10/2021 06:35PM ET,PIT,3.91
RP,Josh Osich (17497234),Josh Osich,17497234,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,0
RP,Heath Hembree (17497235),Heath Hembree,17497235,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,5.11
RP,Chasen Shreve (17497238),Chasen Shreve,17497238,P,4000,CIN@PIT 05/10/2021 06:35PM ET,PIT,0
RP,R.J. Alaniz (17497245),R.J. Alaniz,17497245,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,0
RP,Michael Feliz (17497249),Michael Feliz,17497249,P,4000,CIN@PIT 05/10/2021 06:35PM ET,PIT,3.12
RP,Kyle Crick (17497263),Kyle Crick,17497263,P,4000,CIN@PIT 05/10/2021 06:35PM ET,PIT,3.01
RP,Amir Garrett (17497274),Amir Garrett,17497274,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,0.24
SP,Sal Romano (17497276),Sal Romano,17497276,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,2.05
SP,Brandon Finnegan (17497280),Brandon Finnegan,17497280,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,0
RP,Sam Howard (17497282),Sam Howard,17497282,P,4000,CIN@PIT 05/10/2021 06:35PM ET,PIT,3.19
SP,Lucas Sims (17497293),Lucas Sims,17497293,P,4000,CIN@PIT 05/10/2021 06:35PM ET,CIN,2.98
RP,Chase De Jong (17497296),Chase De Jong,17497296,P,4000,CIN@PIT 05/10/2021 06:35PM ET,PIT,0
