Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Justin Verlander (17544907),Justin Verlander,17544907,P,10600,TEX@HOU 05/13/2021 08:10PM ET,HOU,0
RP,Framber Valdez (17545076),Framber Valdez,17545076,P,10300,TEX@HOU 05/13/2021 08:10PM ET,HOU,0
SP,Cristian Javier (17545091),Cristian Javier,17545091,P,10000,TEX@HOU 05/13/2021 08:10PM ET,HOU,19.56
SP,Lance McCullers Jr. (17545001),Lance McCullers Jr.,17545001,P,9800,TEX@HOU 05/13/2021 08:10PM ET,HOU,20.19
SP,Zack Greinke (17544903),Zack Greinke,17544903,P,9300,TEX@HOU 05/13/2021 08:10PM ET,HOU,12.64
SP,Jake Odorizzi (17544921),Jake Odorizzi,17544921,P,9000,TEX@HOU 05/13/2021 08:10PM ET,HOU,4.73
SP,Tyler Mahle (17545032),Tyler Mahle,17545032,P,8900,CIN@COL 05/13/2021 08:40PM ET,CIN,19.23
RP,Kent Emanuel (17544960),Kent Emanuel,17544960,P,8800,TEX@HOU 05/13/2021 08:10PM ET,HOU,7.32
SP,Kyle Gibson (17544929),Kyle Gibson,17544929,P,8700,TEX@HOU 05/13/2021 08:10PM ET,TEX,18.31
RP,Luis Garcia (17545157),Luis Garcia,17545157,P,8700,TEX@HOU 05/13/2021 08:10PM ET,HOU,13.21
SP,Sonny Gray (17544927),Sonny Gray,17544927,P,8600,CIN@COL 05/13/2021 08:40PM ET,CIN,17.24
SP,Jose Urquidy (17545102),Jose Urquidy,17545102,P,8600,TEX@HOU 05/13/2021 08:10PM ET,HOU,14.79
RP,Jose De Leon (17545038),Jose De Leon,17545038,P,7900,CIN@COL 05/13/2021 08:40PM ET,CIN,5.81
RP,Brandon Bielak (17545109),Brandon Bielak,17545109,P,7000,TEX@HOU 05/13/2021 08:10PM ET,HOU,5.51
SP,Jon Gray (17544959),Jon Gray,17544959,P,6800,CIN@COL 05/13/2021 08:40PM ET,COL,18.06
SP,Mike Foltynewicz (17544954),Mike Foltynewicz,17544954,P,6400,TEX@HOU 05/13/2021 08:10PM ET,TEX,13.54
SP,Luis Castillo (17544996),Luis Castillo,17544996,P,6200,CIN@COL 05/13/2021 08:40PM ET,CIN,7.08
SP,German Marquez (17544995),German Marquez,17544995,P,6100,CIN@COL 05/13/2021 08:40PM ET,COL,11
OF,Nick Castellanos (17544952),Nick Castellanos,17544952,OF,6000,CIN@COL 05/13/2021 08:40PM ET,CIN,10.26
SP,Dane Dunning (17545043),Dane Dunning,17545043,P,6000,TEX@HOU 05/13/2021 08:10PM ET,TEX,15.31
