Date,Lineup Type,1,2,3,4,5,6,7,8,9,10,Proj
05-10-21,APPG,Start_Adolis_Garcia,Start_Alex_Wood,Start_Austin_Slater,Start_Carson_Kelly,Start_Evan_Longoria,Start_Isiah_Kiner_Falefa,Start_Joey_Gallo,Start_Kyle_Gibson,Start_Nate_Lowe,Start_Nick_Solak,106.03
05-10-21,pj_vO,Start_Adam_Duvall,Start_Adolis_Garcia,Start_Alex_Wood,Start_Chad_Wallach,Start_Corey_Dickerson,Start_Isan_Diaz,Start_Jesus_Aguilar,Start_Jon_Berti,Start_Kyle_Gibson,Start_Miguel_Rojas,100.84000000000002
05-10-21,APPG_1-6,Start_Adolis_Garcia,Start_Alex_Wood,Start_Austin_Slater,Start_Carson_Kelly,Start_Evan_Longoria,Start_Isiah_Kiner_Falefa,Start_Joey_Gallo,Start_Kyle_Gibson,Start_Nate_Lowe,Start_Nick_Solak,106.03
05-10-21,pj_vO_1-6,Start_Adam_Duvall,Start_Adolis_Garcia,Start_Alex_Wood,Start_Carson_Kelly,Start_Isiah_Kiner_Falefa,Start_Jesus_Aguilar,Start_Jon_Berti,Start_Kyle_Gibson,Start_Nick_Solak,Start_Steven_Duggar,91.25
05-10-21,APPG_1-5,Start_Adolis_Garcia,Start_Alex_Wood,Start_Austin_Slater,Start_Carson_Kelly,Start_Evan_Longoria,Start_Isiah_Kiner_Falefa,Start_Joey_Gallo,Start_Kyle_Gibson,Start_Nate_Lowe,Start_Nick_Solak,106.03
05-10-21,pj_vO_1-5,Start_Adolis_Garcia,Start_Alex_Wood,Start_Carson_Kelly,Start_Corey_Dickerson,Start_Evan_Longoria,Start_Kyle_Gibson,Start_Miguel_Rojas,Start_Mike_Tauchman,Start_Nate_Lowe,Start_Nick_Solak,88.16000000000001
05-10-21,APPG_1-4,Start_Adolis_Garcia,Start_Alex_Wood,Start_Carson_Kelly,Start_Corey_Dickerson,Start_Evan_Longoria,Start_Isiah_Kiner_Falefa,Start_Kyle_Gibson,Start_Mike_Tauchman,Start_Nate_Lowe,Start_Nick_Solak,102.59
05-10-21,pj_vO_1-4,Start_Adolis_Garcia,Start_Alex_Wood,Start_Carson_Kelly,Start_Corey_Dickerson,Start_Evan_Longoria,Start_Kyle_Gibson,Start_Miguel_Rojas,Start_Mike_Tauchman,Start_Nate_Lowe,Start_Nick_Solak,88.16000000000001
