,team,Name,b_o,pj_vO
0,MIA,Miguel Rojas,1,9.53
1,MIA,Jesus Aguilar,2,10.15
2,MIA,Garrett Cooper,3,5.21
3,MIA,Corey Dickerson,4,7.12
4,MIA,Adam Duvall,5,8.47
5,MIA,Jon Berti,6,5.32
6,MIA,Isan Diaz,7,9.38
7,MIA,Chad Wallach,8,3.92
8,ARI,Carson Kelly,1,5.9
9,ARI,Pavin Smith,2,4.48
10,ARI,Asdrubal Cabrera,3,5.35
11,ARI,Eduardo Escobar,4,4.41
12,ARI,Wyatt Mathisen,5,1.89
13,ARI,David Peralta,6,5.54
14,ARI,Nick Ahmed,7,2.9
15,ARI,Josh Rojas,8,4.14
16,TEX,Isiah Kiner-Falefa,1,5.4
17,TEX,Nick Solak,2,5.09
18,TEX,Nate Lowe,3,5.34
19,TEX,Adolis Garcia,4,6.14
20,TEX,Joey Gallo,5,4.55
21,TEX,Andy Ibanez,6,1.16
22,TEX,Charlie Culberson,7,3.67
23,TEX,Jose Trevino,8,2.5
24,SF,Mike Tauchman,1,3.42
25,SF,Wilmer Flores,2,2.9
26,SF,Brandon Belt,3,4.56
27,SF,Evan Longoria,4,4.81
28,SF,Austin Slater,5,4.62
29,SF,Steven Duggar,6,3.97
30,SF,Mauricio Dubon,7,2.29
31,SF,Curt Casali,8,2.03
0,MIA,Ross Detwiler,SP,2.82
1,ARI,Luke Weaver,SP,11.85
2,TEX,Kyle Gibson,SP,18.3
3,SF,Alex Wood,SP,22.51
