,team,Name,b_o,pj_vO
0,MIA,Miguel Rojas,1,10.23
1,MIA,Jesus Aguilar,2,10.93
2,MIA,Garrett Cooper,3,5.59
3,MIA,Corey Dickerson,4,7.64
4,MIA,Adam Duvall,5,9.12
5,MIA,Jon Berti,6,5.72
6,MIA,Isan Diaz,7,10.1
7,MIA,Chad Wallach,8,4.21
8,ARI,Carson Kelly,1,6.29
9,ARI,Pavin Smith,2,4.78
10,ARI,Asdrubal Cabrera,3,5.71
11,ARI,Eduardo Escobar,4,4.72
12,ARI,Wyatt Mathisen,5,2.01
13,ARI,David Peralta,6,5.92
14,ARI,Nick Ahmed,7,3.09
15,ARI,Josh Rojas,8,4.42
16,TEX,Isiah Kiner-Falefa,1,5.17
17,TEX,Nick Solak,2,4.76
18,TEX,Nate Lowe,3,5.02
19,TEX,Adolis Garcia,4,5.56
20,TEX,Joey Gallo,5,4.26
21,TEX,Andy Ibanez,6,1.16
22,TEX,Charlie Culberson,7,3.47
23,TEX,Jose Trevino,8,2.44
24,SF,Mike Tauchman,1,3.37
25,SF,Wilmer Flores,2,2.84
26,SF,Brandon Belt,3,4.34
27,SF,Evan Longoria,4,4.68
28,SF,Austin Slater,5,4.5
29,SF,Steven Duggar,6,3.97
30,SF,Mauricio Dubon,7,2.26
31,SF,Curt Casali,8,2.02
0,MIA,Ross Detwiler,SP,2.72
1,ARI,Luke Weaver,SP,10.89
2,TEX,Kyle Gibson,SP,18.43
3,SF,Alex Wood,SP,22.61
