Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Zac Gallen (17497630),Zac Gallen,17497630,P,10100,MIA@ARI 05/10/2021 09:40PM ET,ARI,18.92
SP,Alex Wood (17497552),Alex Wood,17497552,P,9800,TEX@SF 05/10/2021 09:45PM ET,SF,21.59
SP,Sandy Alcantara (17497608),Sandy Alcantara,17497608,P,9700,MIA@ARI 05/10/2021 09:40PM ET,MIA,18.74
SP,Madison Bumgarner (17497475),Madison Bumgarner,17497475,P,9600,MIA@ARI 05/10/2021 09:40PM ET,ARI,14.69
RP,Trevor Rogers (17497693),Trevor Rogers,17497693,P,9300,MIA@ARI 05/10/2021 09:40PM ET,MIA,22.81
SP,Luke Weaver (17497546),Luke Weaver,17497546,P,9000,MIA@ARI 05/10/2021 09:40PM ET,ARI,10.59
SP,Sixto Sanchez (17497639),Sixto Sanchez,17497639,P,9000,MIA@ARI 05/10/2021 09:40PM ET,MIA,0
SP,Taylor Widener (17497673),Taylor Widener,17497673,P,8900,MIA@ARI 05/10/2021 09:40PM ET,ARI,15.16
SP,Merrill Kelly (17497527),Merrill Kelly,17497527,P,8800,MIA@ARI 05/10/2021 09:40PM ET,ARI,10.58
SP,Pablo Lopez (17497574),Pablo Lopez,17497574,P,8600,MIA@ARI 05/10/2021 09:40PM ET,MIA,15.53
SP,Kyle Gibson (17497493),Kyle Gibson,17497493,P,8600,TEX@SF 05/10/2021 09:45PM ET,TEX,18.09
SP,Johnny Cueto (17497466),Johnny Cueto,17497466,P,8300,TEX@SF 05/10/2021 09:45PM ET,SF,16.54
SP,Kevin Gausman (17497519),Kevin Gausman,17497519,P,8200,TEX@SF 05/10/2021 09:45PM ET,SF,23.54
RP,Elieser Hernandez (17497564),Elieser Hernandez,17497564,P,7900,MIA@ARI 05/10/2021 09:40PM ET,MIA,6.05
SP,Logan Webb (17497615),Logan Webb,17497615,P,7500,TEX@SF 05/10/2021 09:45PM ET,SF,9.1
SP,Caleb Smith (17497597),Caleb Smith,17497597,P,6800,MIA@ARI 05/10/2021 09:40PM ET,ARI,5.78
RP,Riley Smith (17497650),Riley Smith,17497650,P,6800,MIA@ARI 05/10/2021 09:40PM ET,ARI,5.01
SP,Mike Foltynewicz (17497518),Mike Foltynewicz,17497518,P,6700,TEX@SF 05/10/2021 09:45PM ET,TEX,13.54
RP,Tyler Clippard (17497460),Tyler Clippard,17497460,P,6600,MIA@ARI 05/10/2021 09:40PM ET,ARI,0
SP,Aaron Sanchez (17497517),Aaron Sanchez,17497517,P,6500,TEX@SF 05/10/2021 09:45PM ET,SF,12.16
SP,Nick Neidert (17497643),Nick Neidert,17497643,P,6200,MIA@ARI 05/10/2021 09:40PM ET,MIA,3.33
SP,Anthony DeSclafani (17497487),Anthony DeSclafani,17497487,P,6100,TEX@SF 05/10/2021 09:45PM ET,SF,14.73
SP,Dane Dunning (17497598),Dane Dunning,17497598,P,6100,TEX@SF 05/10/2021 09:45PM ET,TEX,15.31
RP,Ross Detwiler (17497474),Ross Detwiler,17497474,P,6000,MIA@ARI 05/10/2021 09:40PM ET,MIA,3.02
RP,Daniel Castano (17497638),Daniel Castano,17497638,P,6000,MIA@ARI 05/10/2021 09:40PM ET,MIA,5.55
SP,Tyler Beede (17497535),Tyler Beede,17497535,P,5800,TEX@SF 05/10/2021 09:45PM ET,SF,0
RP,Paul Campbell (17497702),Paul Campbell,17497702,P,5300,MIA@ARI 05/10/2021 09:40PM ET,MIA,2.66
OF,Mike Yastrzemski (17497501),Mike Yastrzemski,17497501,OF,5300,TEX@SF 05/10/2021 09:45PM ET,SF,6.68
OF,David Peralta (17497472),David Peralta,17497472,OF,5200,MIA@ARI 05/10/2021 09:40PM ET,ARI,7.78
C,Carson Kelly (17497563),Carson Kelly,17497563,C,5100,MIA@ARI 05/10/2021 09:40PM ET,ARI,8.92
OF,Starling Marte (17497500),Starling Marte,17497500,OF,4900,MIA@ARI 05/10/2021 09:40PM ET,MIA,10.67
1B,Jesus Aguilar (17497505),Jesus Aguilar,17497505,1B,4900,MIA@ARI 05/10/2021 09:40PM ET,MIA,8
RP,Jordan Lyles (17497481),Jordan Lyles,17497481,P,4900,TEX@SF 05/10/2021 09:45PM ET,TEX,7.61
SP,Kohei Arihara (17497632),Kohei Arihara,17497632,P,4900,TEX@SF 05/10/2021 09:45PM ET,TEX,5.27
2B/3B,Eduardo Escobar (17497491),Eduardo Escobar,17497491,2B/3B,4800,MIA@ARI 05/10/2021 09:40PM ET,ARI,7.61
C,Buster Posey (17497480),Buster Posey,17497480,C,4800,TEX@SF 05/10/2021 09:45PM ET,SF,10.64
SS,Miguel Rojas (17497490),Miguel Rojas,17497490,SS,4700,MIA@ARI 05/10/2021 09:40PM ET,MIA,8.10
RP,Hyeon-Jong Yang (17497653),Hyeon-Jong Yang,17497653,P,4700,TEX@SF 05/10/2021 09:45PM ET,TEX,13.27
C,Stephen Vogt (17497476),Stephen Vogt,17497476,C,4500,MIA@ARI 05/10/2021 09:40PM ET,ARI,5.74
OF,Ketel Marte (17497531),Ketel Marte,17497531,OF,4500,MIA@ARI 05/10/2021 09:40PM ET,ARI,13.67
OF/SS,Josh Rojas (17497655),Josh Rojas,17497655,SS/OF,4400,MIA@ARI 05/10/2021 09:40PM ET,ARI,6.6
SP,Kolby Allard (17497642),Kolby Allard,17497642,P,4400,TEX@SF 05/10/2021 09:45PM ET,TEX,7.36
2B/SS,Jazz Chisholm Jr. (17497685),Jazz Chisholm Jr.,17497685,2B/SS,4300,MIA@ARI 05/10/2021 09:40PM ET,MIA,9.14
1B,Brandon Belt (17497470),Brandon Belt,17497470,1B,4300,TEX@SF 05/10/2021 09:45PM ET,SF,7.15
SP,Kyle Cody (17497569),Kyle Cody,17497569,P,4300,TEX@SF 05/10/2021 09:45PM ET,TEX,2.99
OF,Adam Duvall (17497520),Adam Duvall,17497520,OF,4200,MIA@ARI 05/10/2021 09:40PM ET,MIA,6.53
SS,Brandon Crawford (17497482),Brandon Crawford,17497482,SS,4200,TEX@SF 05/10/2021 09:45PM ET,SF,7.52
