"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Carlos Santana","KCR","1","2","4","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1.000","2396"
"Stephen Vogt","ARI","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","5000"
"Robbie Grossman","DET","1","3","5","3","1","1","0","1","2","1","1","0","0","1","0","0","0","0","0","1.000","5254"
"Pablo Sandoval","ATL","1","1","1","1","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","1.000","5409"
"Ehire Adrianza","ATL","1","3","4","3","3","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1.000","8418"
"Khris Davis","TEX","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","9112"
"Brandon Belt","SFG","1","2","4","2","1","0","0","1","2","1","1","0","0","1","0","0","0","0","0","1.000","10264"
"Matt Duffy","CHC","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","13836"
"Austin Slater","SFG","1","2","2","2","1","0","0","1","1","3","0","0","0","0","0","0","0","0","0","1.000","16153"
"Alex Blandino","CIN","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","16271"
"Ryan O'Hearn","KCR","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","16442"
"Kyle Garlick","MIN","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","18063"
"Ramon Urias","BAL","1","1","2","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1.000","18795"
"DJ Peters","LAD","1","1","2","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1.000","19348"
"Alan Trejo","COL","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","20056"
"Jean Segura","PHI","1","4","4","3","2","0","0","1","1","1","0","0","0","0","0","0","1","0","0",".750","5933"
"Charlie Blackmon","COL","1","4","5","3","3","0","0","0","1","2","1","0","0","0","0","0","0","0","0",".750","7859"
"Xander Bogaerts","BOS","1","4","4","3","2","0","0","1","2","2","0","0","0","0","0","0","0","0","0",".750","12161"
"Corey Seager","LAD","1","4","4","3","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0",".750","13624"
