Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
68,Aaron Bummer*\bummeaa01,27,CHW,AL,0,1,.000,1.86,12,0,1,0,0,0,9.2,10,4,2,0,6,0,13,1,0,0,46,224,2.56,1.655,9.3,0.0,5.6,12.1,2.17
69,Dylan Bundy\bundydy01,28,LAA,AL,0,3,.000,4.00,6,6,0,0,0,0,36.0,30,17,16,5,9,0,40,2,0,1,148,108,3.58,1.083,7.5,1.3,2.3,10.0,4.44
70,Zack Burdi\burdiza01,26,CHW,AL,0,0,,3.00,1,0,0,0,0,0,3.0,3,2,1,1,1,0,3,0,0,0,13,151,6.41,1.333,9.0,3.0,3.0,9.0,3.00
71,Corbin Burnes\burneco01,26,MIL,NL,2,2,.500,1.53,5,5,0,0,0,0,29.1,16,6,5,1,0,0,49,3,0,0,108,270,0.49,0.545,4.9,0.3,0.0,15.0,
72,Matt Bush\bushma01,35,TEX,AL,0,0,,9.00,3,0,1,0,0,0,3.0,4,3,3,3,1,0,4,0,0,0,14,53,14.41,1.667,12.0,9.0,3.0,12.0,4.00
73,Asdrubal Cabrera\cabreas01,35,ARI,NL,0,0,,0.00,2,0,1,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,4,,3.08,0.750,6.8,0.0,0.0,0.0,
74,Genesis Cabrera*\cabrege01,24,STL,NL,0,1,.000,2.87,16,0,2,0,0,0,15.2,10,6,5,1,7,0,18,2,0,2,67,133,3.34,1.085,5.7,0.6,4.0,10.3,2.57
75,Trevor Cahill\cahiltr01,33,PIT,NL,1,4,.200,6.75,6,6,0,0,0,0,29.1,37,24,22,3,9,0,26,0,0,2,132,61,3.56,1.568,11.4,0.9,2.8,8.0,2.89
76,Paul Campbell\campbpa02,25,MIA,NL,0,2,.000,8.74,5,1,0,0,0,0,11.1,19,14,11,1,6,0,13,2,0,2,61,48,4.05,2.206,15.1,0.8,4.8,10.3,2.17
77,Griffin Canning\cannigr01,25,LAA,AL,3,2,.600,5.19,6,5,0,0,0,0,26.0,26,16,15,6,10,0,30,0,0,1,113,83,4.93,1.385,9.0,2.1,3.5,10.4,3.00
78,Daniel Castano*\castada01,26,MIA,NL,0,1,.000,4.73,3,3,0,0,0,0,13.1,14,7,7,2,5,0,5,1,0,0,58,88,5.63,1.425,9.5,1.4,3.4,3.4,1.00
79,Ryan Castellani\castery01,25,COL,NL,0,0,,5.40,1,1,0,0,0,0,3.1,5,2,2,1,4,0,2,1,0,0,17,93,10.28,2.700,13.5,2.7,10.8,5.4,0.50
80,Diego Castillo\castidi01,27,TBR,AL,0,2,.000,3.14,14,0,10,0,0,7,14.1,10,5,5,2,6,1,20,0,0,1,58,122,3.36,1.116,6.3,1.3,3.8,12.6,3.33
81,Luis Castillo\castilu02,28,CIN,NL,1,3,.250,6.07,6,6,0,0,0,0,29.2,40,24,20,5,8,1,24,2,0,1,134,76,4.66,1.618,12.1,1.5,2.4,7.3,3.00
82,Anthony Castro\castran02,26,TOR,AL,0,0,,0.00,6,0,2,0,0,1,7.1,3,0,0,0,1,0,9,1,0,1,27,,1.44,0.545,3.7,0.0,1.2,11.0,9.00
83,Harold Castro\castrha01,27,DET,AL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,,6.08,1.000,0.0,0.0,9.0,0.0,0.00
84,Miguel Castro\castrmi01,26,NYM,NL,0,0,,3.00,12,1,2,0,0,0,12.0,11,5,4,1,5,0,20,0,0,2,52,133,2.08,1.333,8.3,0.8,3.8,15.0,4.00
85,Dylan Cease\ceasedy01,25,CHW,AL,2,0,1.000,2.37,6,6,0,1,1,0,30.1,22,8,8,2,15,0,40,0,1,2,125,171,2.78,1.220,6.5,0.6,4.5,11.9,2.67
86,Luis Cessa\cessalu01,29,NYY,AL,0,0,,2.40,11,0,5,0,0,0,15.0,9,8,4,1,11,1,18,0,0,0,66,166,3.75,1.333,5.4,0.6,6.6,10.8,1.64
87,Jhoulys Chacin\chacijh01,33,COL,NL,0,1,.000,5.84,6,0,0,0,0,0,12.1,15,8,8,3,7,0,7,0,0,0,57,80,6.81,1.784,10.9,2.2,5.1,5.1,1.00
88,Andrew Chafin*\chafian01,31,CHC,NL,0,1,.000,3.60,16,0,0,0,0,0,15.0,10,6,6,1,5,1,17,2,0,1,62,109,3.08,1.000,6.0,0.6,3.0,10.2,3.40
89,Aroldis Chapman*\chapmar01,33,NYY,AL,1,0,1.000,0.00,11,0,8,0,0,7,11.0,2,0,0,0,3,0,26,0,0,0,38,,-0.83,0.455,1.6,0.0,2.5,21.3,8.67
90,Tyler Chatwood\chatwty01,31,TOR,AL,0,0,,0.96,9,0,0,0,0,0,9.1,7,1,1,0,3,0,14,1,0,0,37,446,1.37,1.071,6.8,0.0,2.9,13.5,4.67
91,Adam Cimber\cimbead01,30,MIA,NL,0,0,,2.93,15,0,6,0,0,0,15.1,12,6,5,0,5,2,11,3,0,0,63,141,3.21,1.109,7.0,0.0,2.9,6.5,2.20
92,Steve Cishek\cishest01,35,LAA,AL,0,0,,5.23,12,0,1,0,0,0,10.1,12,10,6,0,9,1,12,0,1,3,53,84,3.37,2.032,10.5,0.0,7.8,10.5,1.33
93,Jose Cisnero\cisnejo01,32,DET,AL,0,1,.000,6.08,15,0,3,0,0,0,13.1,15,10,9,3,7,0,19,0,0,0,62,70,4.73,1.650,10.1,2.0,4.7,12.8,2.71
94,Aaron Civale\civalaa01,26,CLE,AL,4,0,1.000,3.20,6,6,0,0,0,0,39.1,29,15,14,5,12,0,28,2,1,1,154,132,4.38,1.042,6.6,1.1,2.7,6.4,2.33
95,Taylor Clarke\clarkta01,28,ARI,NL,1,0,1.000,4.86,13,0,4,0,0,0,16.2,18,10,9,3,4,0,16,0,0,0,70,87,4.22,1.320,9.7,1.6,2.2,8.6,4.00
96,Emmanuel Clase\claseem01,23,CLE,AL,2,2,.500,1.26,16,0,13,0,0,6,14.1,15,6,2,0,3,0,15,0,1,1,63,341,1.61,1.256,9.4,0.0,1.9,9.4,5.00
97,Alex Claudio*\claudal01,29,LAA,AL,0,0,,4.09,12,0,4,0,0,0,11.0,13,6,5,0,2,0,13,0,0,0,49,107,1.26,1.364,10.6,0.0,1.6,10.6,6.50
98,Sam Clay*\claysa01,28,WSN,NL,0,0,,3.86,10,0,1,0,0,0,9.1,6,4,4,1,4,1,7,1,0,0,39,106,4.58,1.071,5.8,1.0,3.9,6.8,1.75
99,Garrett Cleavinger*\cleavga01,27,LAD,NL,0,3,.000,4.50,5,0,3,0,0,0,4.0,7,5,2,1,3,0,6,0,0,0,22,92,5.58,2.500,15.8,2.3,6.8,13.5,2.00
100,Alex Cobb\cobbal01,33,LAA,AL,1,2,.333,5.48,5,5,0,0,0,0,21.1,26,16,13,1,10,0,31,2,0,0,102,79,2.47,1.688,11.0,0.4,4.2,13.1,3.10
101,Kyle Cody\codyky01,26,TEX,AL,0,2,.000,7.94,7,0,2,0,0,0,11.1,16,11,10,3,2,0,14,3,0,1,55,55,5.37,1.588,12.7,2.4,1.6,11.1,7.00
102,Gerrit Cole\colege01,30,NYY,AL,4,1,.800,1.61,7,7,0,0,0,0,44.2,29,9,8,3,3,0,66,1,0,2,164,244,1.27,0.716,5.8,0.6,0.6,13.3,22.00
103,Alex Colome\colomal01,32,MIN,AL,1,3,.250,5.68,12,0,6,0,0,2,12.2,14,15,8,2,7,0,13,3,0,0,62,70,5.45,1.658,9.9,1.4,5.0,9.2,1.86
104,Sam Coonrod\coonrsa01,28,PHI,NL,0,0,,1.23,13,0,3,0,0,2,14.2,9,2,2,2,2,0,17,0,0,1,55,329,2.94,0.750,5.5,1.2,1.2,10.4,8.50
105,Patrick Corbin*\corbipa01,31,WSN,NL,1,3,.250,7.36,6,6,0,0,0,0,29.1,31,25,24,10,14,1,20,2,0,0,131,54,7.78,1.534,9.5,3.1,4.3,6.1,1.43
106,Stefan Crichton\crichst01,29,ARI,NL,0,1,.000,4.35,13,0,7,0,0,3,10.1,13,7,5,0,6,2,9,0,0,1,49,98,3.08,1.839,11.3,0.0,5.2,7.8,1.50
107,Kyle Crick\crickky01,28,PIT,NL,0,0,,0.00,11,0,1,0,0,0,11.0,1,0,0,0,5,0,10,1,0,2,38,,2.90,0.545,0.8,0.0,4.1,8.2,2.00
108,Nabil Crismatt\crismna01,26,SDP,NL,1,1,.500,2.79,5,0,1,0,0,0,9.2,13,4,3,0,3,1,9,1,0,2,44,136,2.46,1.655,12.1,0.0,2.8,8.4,3.00
109,Garrett Crochet*\crochga01,22,CHW,AL,0,2,.000,1.00,8,0,1,0,0,0,9.0,9,4,1,0,5,1,8,1,0,1,43,419,3.30,1.556,9.0,0.0,5.0,8.0,1.60
110,Jake Cronenworth\croneja01,27,SDP,NL,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,0,0,1,0,0,0,3,,0.08,1.500,13.5,0.0,0.0,13.5,
111,Wil Crowe\crowewi01,26,PIT,NL,0,1,.000,4.66,3,2,0,0,0,0,9.2,8,5,5,1,8,0,7,1,0,2,44,91,5.77,1.655,7.4,0.9,7.4,6.5,0.88
112,Johnny Cueto\cuetojo01,35,SFG,NL,2,0,1.000,1.80,3,3,0,0,0,0,20.0,13,4,4,0,4,0,18,0,0,0,74,214,1.88,0.850,5.9,0.0,1.8,8.1,4.50
113,John Curtiss\curtijo02,28,MIA,NL,2,1,.667,1.84,13,0,3,0,0,0,14.2,12,3,3,2,0,0,18,0,0,0,55,226,2.40,0.818,7.4,1.2,0.0,11.0,
114,Yu Darvish\darviyu01,34,SDP,NL,3,1,.750,2.27,7,7,0,0,0,0,43.2,29,11,11,5,12,0,57,5,0,3,174,162,3.13,0.939,6.0,1.0,2.5,11.7,4.75
115,Zach Davies\davieza02,28,CHC,NL,2,2,.500,6.30,7,7,0,0,0,0,30.0,36,22,21,3,19,0,18,3,0,0,146,61,5.38,1.833,10.8,0.9,5.7,5.4,0.95
116,Wade Davis\daviswa01,35,KCR,AL,0,1,.000,7.59,11,0,9,0,0,1,10.2,10,9,9,2,5,0,11,0,0,2,46,58,4.86,1.406,8.4,1.7,4.2,9.3,2.20
117,Grant Dayton*\daytogr01,33,ATL,NL,0,0,,5.63,8,0,1,0,0,0,8.0,7,5,5,1,3,1,8,0,0,0,34,81,3.83,1.250,7.9,1.1,3.4,9.0,2.67
118,Brett de Geus\degeubr01,23,TEX,AL,0,0,,5.79,10,0,5,0,0,0,14.0,10,9,9,1,7,0,13,3,0,1,59,75,4.29,1.214,6.4,0.6,4.5,8.4,1.86
119,Jose De Leon\deleojo03,28,CIN,NL,0,1,.000,8.35,9,2,1,0,0,0,18.1,22,17,17,4,11,0,33,2,0,3,91,55,4.44,1.800,10.8,2.0,5.4,16.2,3.00
120,Enyel De Los Santos\delosen01,25,PHI,NL,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1,0,1,5,,4.08,1.000,9.0,0.0,0.0,9.0,
121,Jacob deGrom\degroja01,33,NYM,NL,2,2,.500,0.51,5,5,0,1,1,0,35.0,16,5,2,2,4,0,59,0,0,0,123,757,0.79,0.571,4.1,0.5,1.0,15.2,14.75
122,Anthony DeSclafani\desclan01,31,SFG,NL,2,1,.667,2.40,7,7,0,1,1,0,41.1,29,11,11,4,10,0,36,0,0,2,162,159,3.32,0.944,6.3,0.9,2.2,7.8,3.60
123,Ross Detwiler*\detwiro01,35,MIA,NL,0,0,,2.53,12,2,1,0,0,0,10.2,6,3,3,0,7,0,13,1,0,0,47,166,2.89,1.219,5.1,0.0,5.9,11.0,1.86
124,Chris Devenski\devench02,30,ARI,NL,1,0,1.000,7.20,5,0,2,0,0,1,5.0,6,4,4,2,0,0,4,1,0,0,22,62,7.28,1.200,10.8,3.6,0.0,7.2,
125,Edwin Diaz\diazed04,27,NYM,NL,1,1,.500,3.55,13,0,9,0,0,4,12.2,11,6,5,0,5,1,15,1,0,0,52,112,2.13,1.263,7.8,0.0,3.6,10.7,3.00
126,Miguel Diaz\diazmi02,26,SDP,NL,0,0,,0.00,1,1,0,0,0,0,3.0,1,0,0,0,2,0,3,0,0,0,12,,3.08,1.000,3.0,0.0,6.0,9.0,1.50
127,Jake Diekman*\diekmja01,34,OAK,AL,2,0,1.000,1.93,14,0,5,0,0,3,14.0,9,5,3,0,5,1,20,1,0,1,58,203,1.51,1.000,5.8,0.0,3.2,12.9,4.00
128,Randy Dobnak\dobnara01,26,MIN,AL,0,3,.000,8.16,7,0,3,0,0,1,14.1,18,14,13,4,3,0,11,0,0,0,64,49,5.80,1.465,11.3,2.5,1.9,6.9,3.67
129,Rafael Dolis\dolisra01,33,TOR,AL,1,0,1.000,4.26,15,0,9,0,0,3,12.2,4,6,6,1,9,0,13,2,0,0,52,100,4.66,1.026,2.8,0.7,6.4,9.2,1.44
130,Sean Doolittle*\doolise01,34,CIN,NL,2,0,1.000,3.97,13,0,5,0,0,1,11.1,11,5,5,1,6,1,15,0,0,0,49,118,3.17,1.500,8.7,0.8,4.8,11.9,2.50
131,Camilo Doval\dovalca01,23,SFG,NL,1,1,.500,7.04,9,0,2,0,0,0,7.2,6,6,6,3,3,1,8,0,0,0,31,56,7.25,1.174,7.0,3.5,3.5,9.4,2.67
132,Tyler Duffey\duffety01,30,MIN,AL,0,1,.000,2.53,12,0,0,0,0,0,10.2,8,4,3,1,8,0,9,0,0,2,45,158,4.86,1.500,6.8,0.8,6.8,7.6,1.13
133,Danny Duffy*\duffyda01,32,KCR,AL,4,2,.667,1.26,6,6,0,0,0,0,35.2,28,7,5,2,10,0,40,0,0,1,143,341,2.41,1.065,7.1,0.5,2.5,10.1,4.00
