Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Shane Bieber (17541640),Shane Bieber,17541640,P,11300,CLE@SEA 05/13/2021 10:10PM ET,CLE,29.19
SP,Gerrit Cole (17541641),Gerrit Cole,17541641,P,11200,NYY@TB 05/13/2021 07:10PM ET,NYY,32.04
SP,Tyler Glasnow (17541642),Tyler Glasnow,17541642,P,10800,NYY@TB 05/13/2021 07:10PM ET,TB,28.08
SP,Justin Verlander (17541643),Justin Verlander,17541643,P,10600,TEX@HOU 05/13/2021 08:10PM ET,HOU,0
RP,Framber Valdez (17541644),Framber Valdez,17541644,P,10300,TEX@HOU 05/13/2021 08:10PM ET,HOU,0
SP,Cristian Javier (17541227),Cristian Javier,17541227,P,10000,TEX@HOU 05/13/2021 08:10PM ET,HOU,19.56
SP,Lance McCullers Jr. (17541645),Lance McCullers Jr.,17541645,P,9800,TEX@HOU 05/13/2021 08:10PM ET,HOU,20.19
SP,Zac Gallen (17541646),Zac Gallen,17541646,P,9400,MIA@ARI 05/13/2021 09:40PM ET,ARI,18.92
RP,Trevor Rogers (17541228),Trevor Rogers,17541228,P,9300,MIA@ARI 05/13/2021 09:40PM ET,MIA,22.81
SP,Zack Greinke (17541647),Zack Greinke,17541647,P,9300,TEX@HOU 05/13/2021 08:10PM ET,HOU,12.64
SP,Sandy Alcantara (17541649),Sandy Alcantara,17541649,P,9200,MIA@ARI 05/13/2021 09:40PM ET,MIA,18.74
SP,Aaron Civale (17541648),Aaron Civale,17541648,P,9200,CLE@SEA 05/13/2021 10:10PM ET,CLE,18.61
SP,Corey Kluber (17541651),Corey Kluber,17541651,P,9000,NYY@TB 05/13/2021 07:10PM ET,NYY,14.61
SP,Jake Odorizzi (17541650),Jake Odorizzi,17541650,P,9000,TEX@HOU 05/13/2021 08:10PM ET,HOU,4.73
SP,Madison Bumgarner (17541653),Madison Bumgarner,17541653,P,8900,MIA@ARI 05/13/2021 09:40PM ET,ARI,16.98
SP,Tyler Mahle (17541652),Tyler Mahle,17541652,P,8900,CIN@COL 05/13/2021 08:40PM ET,CIN,19.23
SP,Sean Manaea (17541229),Sean Manaea,17541229,P,8800,OAK@BOS 05/13/2021 07:10PM ET,OAK,20.12
SP,Nick Pivetta (17541656),Nick Pivetta,17541656,P,8800,OAK@BOS 05/13/2021 07:10PM ET,BOS,16.9
SP,Luis Severino (17541654),Luis Severino,17541654,P,8800,NYY@TB 05/13/2021 07:10PM ET,NYY,0
RP,Kent Emanuel (17541655),Kent Emanuel,17541655,P,8800,TEX@HOU 05/13/2021 08:10PM ET,HOU,7.32
SP,Taylor Widener (17541659),Taylor Widener,17541659,P,8700,MIA@ARI 05/13/2021 09:40PM ET,ARI,15.16
SP,Kyle Gibson (17541657),Kyle Gibson,17541657,P,8700,TEX@HOU 05/13/2021 08:10PM ET,TEX,18.31
RP,Luis Garcia (17541658),Luis Garcia,17541658,P,8700,TEX@HOU 05/13/2021 08:10PM ET,HOU,13.21
SP,Sixto Sanchez (17541661),Sixto Sanchez,17541661,P,8600,MIA@ARI 05/13/2021 09:40PM ET,MIA,0
SP,Eduardo Rodriguez (17541663),Eduardo Rodriguez,17541663,P,8600,OAK@BOS 05/13/2021 07:10PM ET,BOS,18.22
SP,Nathan Eovaldi (17541664),Nathan Eovaldi,17541664,P,8600,OAK@BOS 05/13/2021 07:10PM ET,BOS,15.53
SP,Sonny Gray (17541662),Sonny Gray,17541662,P,8600,CIN@COL 05/13/2021 08:40PM ET,CIN,17.24
SP,Jose Urquidy (17541660),Jose Urquidy,17541660,P,8600,TEX@HOU 05/13/2021 08:10PM ET,HOU,14.79
SP,Luke Weaver (17541666),Luke Weaver,17541666,P,8500,MIA@ARI 05/13/2021 09:40PM ET,ARI,13.06
SP,Yonny Chirinos (17541665),Yonny Chirinos,17541665,P,8500,NYY@TB 05/13/2021 07:10PM ET,TB,0
SP,Domingo German (17541667),Domingo German,17541667,P,8500,NYY@TB 05/13/2021 07:10PM ET,NYY,15.05
SP,Yusei Kikuchi (17541668),Yusei Kikuchi,17541668,P,8500,CLE@SEA 05/13/2021 10:10PM ET,SEA,17.37
SP,Chris Sale (17541669),Chris Sale,17541669,P,8400,OAK@BOS 05/13/2021 07:10PM ET,BOS,0
SP,Jordan Montgomery (17541670),Jordan Montgomery,17541670,P,8300,NYY@TB 05/13/2021 07:10PM ET,NYY,15.69
RP,Zach Plesac (17541230),Zach Plesac,17541230,P,8300,CLE@SEA 05/13/2021 10:10PM ET,CLE,14.4
RP,Sam Hentges (17541671),Sam Hentges,17541671,P,8300,CLE@SEA 05/13/2021 10:10PM ET,CLE,7.67
SP,Pablo Lopez (17541672),Pablo Lopez,17541672,P,8200,MIA@ARI 05/13/2021 09:40PM ET,MIA,13.56
SP,Garrett Richards (17541231),Garrett Richards,17541231,P,8200,OAK@BOS 05/13/2021 07:10PM ET,BOS,12.64
SP,Merrill Kelly (17541232),Merrill Kelly,17541232,P,7900,MIA@ARI 05/13/2021 09:40PM ET,ARI,10.58
RP,Jose De Leon (17541673),Jose De Leon,17541673,P,7900,CIN@COL 05/13/2021 08:40PM ET,CIN,5.81
SP,Jameson Taillon (17541233),Jameson Taillon,17541233,P,7700,NYY@TB 05/13/2021 07:10PM ET,NYY,14.12
SP,Chris Bassitt (17541674),Chris Bassitt,17541674,P,7400,OAK@BOS 05/13/2021 07:10PM ET,OAK,19.24
SP,Rich Hill (17541234),Rich Hill,17541234,P,7200,NYY@TB 05/13/2021 07:10PM ET,TB,11.39
SP,Caleb Smith (17541681),Caleb Smith,17541681,P,7000,MIA@ARI 05/13/2021 09:40PM ET,ARI,5.48
RP,Riley Smith (17541685),Riley Smith,17541685,P,7000,MIA@ARI 05/13/2021 09:40PM ET,ARI,5.01
RP,Elieser Hernandez (17541686),Elieser Hernandez,17541686,P,7000,MIA@ARI 05/13/2021 09:40PM ET,MIA,6.05
RP,Tyler Clippard (17541687),Tyler Clippard,17541687,P,7000,MIA@ARI 05/13/2021 09:40PM ET,ARI,0
SP,Martin Perez (17541682),Martin Perez,17541682,P,7000,OAK@BOS 05/13/2021 07:10PM ET,BOS,11.22
SP,Cole Irvin (17541683),Cole Irvin,17541683,P,7000,OAK@BOS 05/13/2021 07:10PM ET,OAK,17.15
RP,Shane McClanahan (17541675),Shane McClanahan,17541675,P,7000,NYY@TB 05/13/2021 07:10PM ET,TB,12.67
SP,Chris Archer (17541676),Chris Archer,17541676,P,7000,NYY@TB 05/13/2021 07:10PM ET,TB,5.48
SP,Michael Wacha (17541677),Michael Wacha,17541677,P,7000,NYY@TB 05/13/2021 07:10PM ET,TB,11.46
SP,Ryan Yarbrough (17541678),Ryan Yarbrough,17541678,P,7000,NYY@TB 05/13/2021 07:10PM ET,TB,11.66
SP,Josh Fleming (17541680),Josh Fleming,17541680,P,7000,NYY@TB 05/13/2021 07:10PM ET,TB,11.29
RP,Chris Mazza (17541684),Chris Mazza,17541684,P,7000,NYY@TB 05/13/2021 07:10PM ET,TB,-0.29
RP,Brandon Bielak (17541679),Brandon Bielak,17541679,P,7000,TEX@HOU 05/13/2021 08:10PM ET,HOU,5.51
RP,Logan Allen (17541688),Logan Allen,17541688,P,7000,CLE@SEA 05/13/2021 10:10PM ET,CLE,2.37
SP,Chris Flexen (17541235),Chris Flexen,17541235,P,6900,CLE@SEA 05/13/2021 10:10PM ET,SEA,12.7
SP,James Paxton (17541689),James Paxton,17541689,P,6900,CLE@SEA 05/13/2021 10:10PM ET,SEA,4.4
SP,Jon Gray (17541691),Jon Gray,17541691,P,6800,CIN@COL 05/13/2021 08:40PM ET,COL,18.06
SP,Triston McKenzie (17541690),Triston McKenzie,17541690,P,6800,CLE@SEA 05/13/2021 10:10PM ET,CLE,12.74
SP,Justus Sheffield (17541692),Justus Sheffield,17541692,P,6700,CLE@SEA 05/13/2021 10:10PM ET,SEA,11.07
SP,Jesus Luzardo (17541693),Jesus Luzardo,17541693,P,6600,OAK@BOS 05/13/2021 07:10PM ET,OAK,10.67
SP,Tanner Houck (17541697),Tanner Houck,17541697,P,6500,OAK@BOS 05/13/2021 07:10PM ET,BOS,9.42
SP,Frankie Montas (17541699),Frankie Montas,17541699,P,6500,OAK@BOS 05/13/2021 07:10PM ET,OAK,13.03
RP,Luis Patino (17541694),Luis Patino,17541694,P,6500,NYY@TB 05/13/2021 07:10PM ET,TB,11.71
RP,Andrew Kittredge (17541695),Andrew Kittredge,17541695,P,6500,NYY@TB 05/13/2021 07:10PM ET,TB,4.71
RP,Justin Dunn (17541696),Justin Dunn,17541696,P,6500,CLE@SEA 05/13/2021 10:10PM ET,SEA,11.44
SP,Ljay Newsome (17541698),Ljay Newsome,17541698,P,6500,CLE@SEA 05/13/2021 10:10PM ET,SEA,4.17
RP,Ross Detwiler (17541701),Ross Detwiler,17541701,P,6400,MIA@ARI 05/13/2021 09:40PM ET,MIA,3.08
