"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Rene Rivera","CLE","2","5","5","3","2","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".600","3648"
"Chris Owings","COL","7","15","17","8","2","3","3","0","6","3","2","0","2","0","0","0","0","2","0",".533","10030"
"Nick Gordon","MIN","1","2","3","1","1","0","0","0","0","0","1","0","1","0","0","0","0","2","0",".500","16337"
"Ketel Marte","ARI","6","26","28","12","6","4","0","2","5","5","2","0","4","0","0","0","1","0","0",".462","13613"
"Buster Posey","SFG","22","75","85","30","19","3","0","8","19","12","9","0","14","1","0","0","5","0","0",".400","9166"
"J.D. Davis","NYM","14","41","48","16","11","3","0","2","5","7","4","1","15","3","0","0","1","0","0",".390","16219"
"Nico Hoerner","CHC","11","36","44","14","8","6","0","0","3","7","8","2","7","0","0","0","0","3","1",".389","21479"
"Jean Segura","PHI","20","73","77","28","22","4","0","2","10","8","3","1","10","0","1","0","5","1","0",".384","5933"
"Mike Trout","LAA","30","101","123","38","21","8","1","8","21","18","20","5","35","2","0","0","0","1","0",".376","10155"
"Yermin Mercedes","CHW","28","102","108","38","26","6","1","5","12","20","6","1","17","0","0","0","1","0","1",".373","17423"
"Byron Buxton","MIN","24","92","98","34","15","10","0","9","19","17","4","0","23","2","0","0","0","5","0",".370","14161"
"Omar Narvaez","MIL","22","68","79","25","20","2","0","3","7","11","8","0","10","2","1","0","1","0","0",".368","13338"
"Yordan Alvarez","HOU","27","105","114","38","22","9","1","6","21","21","4","1","28","3","2","0","3","0","0",".362","19556"
"Jonathan Lucroy","WSN","5","14","14","5","4","1","0","0","0","2","0","0","2","0","0","0","0","0","0",".357","7870"
"Jesse Winker","CIN","25","99","110","35","21","7","1","6","21","17","10","0","24","1","0","0","1","0","0",".354","13590"
"Christian Yelich","MIL","10","34","41","12","11","1","0","0","8","1","6","0","13","1","0","0","0","2","0",".353","11477"
"Xander Bogaerts","BOS","33","129","139","45","28","10","0","7","21","20","9","1","22","1","0","0","2","2","0",".349","12161"
"J.D. Martinez","BOS","33","126","146","42","22","10","0","10","30","31","19","2","31","1","0","0","8","0","0",".333","6184"
"Jordy Mercer","WSN","12","24","25","8","7","1","0","0","1","0","1","0","6","0","0","0","0","0","0",".333","6547"
"Luis Guillorme","NYM","14","18","23","6","6","0","0","0","2","0","5","0","1","0","0","0","0","0","0",".333","16451"
"JT Riddle","MIN","4","6","6","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".333","17642"
"Tyler Stephenson","CIN","20","51","55","17","14","2","0","1","8","6","3","0","12","1","0","0","2","0","0",".333","17988"
"LaMonte Wade Jr.","SFG","3","6","7","2","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0",".333","18126"
"Ali Sanchez","STL","1","3","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".333","18551"
"Danny Mendick","CHW","11","24","30","8","7","0","0","1","3","5","6","0","5","0","0","0","0","0","0",".333","18889"
"Yuli Gurriel","HOU","33","120","139","40","25","10","0","5","16","25","18","0","17","0","1","0","2","0","0",".333","19198"
"Alex De Goti","HOU","2","6","7","2","2","0","0","0","2","1","1","0","2","0","0","0","0","0","0",".333","19477"
"Andy Young","ARI","12","9","14","3","0","0","0","3","4","6","2","0","5","3","0","0","0","0","0",".333","19521"
"Yadier Molina","STL","21","73","79","24","12","7","0","5","13","18","5","0","17","0","1","0","0","0","0",".329","7007"
"Willie Calhoun","TEX","19","73","81","24","19","2","0","3","10","8","7","0","10","1","0","0","1","0","0",".329","17838"
"Jared Walsh","LAA","32","114","131","37","25","5","1","6","15","27","13","2","29","3","1","0","3","1","0",".325","18607"
"Carson Kelly","ARI","25","71","97","23","15","2","0","6","13","18","19","1","16","4","3","0","4","0","0",".324","13620"
"Santiago Espinal","TOR","14","25","25","8","6","2","0","0","5","2","0","0","3","0","0","0","1","0","0",".320","19997"
"Justin Turner","LAD","33","119","142","38","23","8","0","7","22","23","20","0","29","1","2","0","2","0","0",".319","5235"
"Corey Dickerson","MIA","31","94","107","30","22","6","1","1","16","7","10","0","19","3","0","0","2","1","3",".319","10762"
"Brandon Nimmo","NYM","21","66","80","21","15","5","0","1","7","8","12","0","22","1","0","1","0","2","1",".318","12927"
"Starling Marte","MIA","15","57","69","18","13","2","1","2","15","8","8","0","14","3","1","0","1","3","1",".316","9241"
"Nick Castellanos","CIN","28","114","121","36","19","7","1","9","23","20","6","0","23","1","0","0","2","1","0",".316","11737"
"Luis Robert","CHW","25","95","103","30","19","9","1","1","11","8","7","0","28","0","1","0","0","4","1",".316","20043"
"Raimel Tapia","COL","33","121","131","38","31","3","0","4","15","20","9","0","15","0","1","0","1","3","2",".314","14350"
"Cedric Mullins II","BAL","34","134","149","42","25","11","0","6","19","12","14","1","27","0","1","0","0","4","2",".313","17929"
"J.T. Realmuto","PHI","32","99","118","31","20","6","1","4","15","16","14","1","28","4","1","0","0","3","0",".313","11739"
"Willians Astudillo","MIN","22","64","65","20","15","2","0","3","5","11","0","0","4","0","1","0","1","0","0",".313","15608"
"Alex Bregman","HOU","28","109","118","34","24","5","0","5","20","18","8","2","21","1","0","0","5","0","0",".312","17678"
"Charlie Culberson","TEX","24","71","77","22","13","6","0","3","8","10","4","1","20","0","0","2","1","1","0",".310","3298"
"Michael Brantley","HOU","29","113","121","35","20","11","1","3","20","8","7","0","14","1","0","0","5","0","0",".310","4106"
"Vladimir Guerrero Jr.","TOR","33","113","141","35","22","6","0","7","24","23","25","3","24","3","0","0","3","1","0",".310","19611"
"Trea Turner","WSN","30","120","129","37","26","4","0","7","15","14","5","0","26","3","1","0","6","7","0",".308","16252"
"Kris Bryant","CHC","32","117","136","36","14","13","0","9","26","22","17","1","32","1","1","0","2","1","1",".308","15429"
"Eric Hosmer","SDP","34","127","142","39","29","6","0","4","12","20","13","1","19","1","1","0","2","3","1",".307","3516"
"Alex Verdugo","BOS","32","124","138","38","26","7","1","4","24","16","10","1","17","2","2","0","2","3","0",".306","17027"
"Ronald Acuna Jr.","ATL","32","118","141","36","18","7","1","10","30","22","18","1","19","3","2","0","0","6","1",".305","18401"
"Ryan Zimmerman","WSN","20","56","59","17","11","2","0","4","6","10","3","0","16","0","0","0","0","0","0",".304","4220"
"Dylan Carlson","STL","35","119","137","36","24","7","2","3","23","16","13","1","33","3","2","0","3","0","0",".303","20126"
"Harold Castro","DET","19","43","48","13","13","0","0","0","3","5","4","0","10","0","0","1","1","0","0",".302","14691"
"Kyle Garlick","MIN","17","43","46","13","5","7","0","1","7","4","1","0","14","1","1","0","2","0","0",".302","18063"
"Nick Madrigal","CHW","28","103","111","31","25","4","2","0","20","10","5","0","5","2","1","0","1","1","1",".301","20521"
"Jarrod Dyson","KCR","17","20","24","6","3","1","2","0","4","0","4","0","5","0","0","0","0","2","0",".300","4866"
"Donovan Solano","SFG","17","50","54","15","11","4","0","0","5","3","2","0","11","1","1","0","1","1","0",".300","8623"
"Chad Pinder","OAK","4","10","10","3","2","0","0","1","1","2","0","0","5","0","0","0","0","0","0",".300","15191"
"Adam Frazier","PIT","32","130","147","39","27","10","2","0","16","10","13","0","15","3","1","0","3","3","1",".300","15223"
"Francisco Mejia","TBR","19","60","67","18","11","6","0","1","4","6","3","0","11","2","1","1","1","0","0",".300","16403"
"Guillermo Heredia","ATL","13","40","49","12","5","5","0","2","7","8","8","1","13","1","0","0","1","0","0",".300","18721"
"Nick Maton","PHI","19","60","63","18","12","6","0","0","3","2","2","0","19","1","0","0","0","0","0",".300","21635"
"Colin Moran","PIT","32","111","122","33","22","7","0","4","10","19","10","0","34","0","1","0","1","1","0",".297","16909"
"Adolis Garcia","TEX","26","101","109","30","18","2","1","9","16","26","6","0","33","1","1","0","1","2","3",".297","19287"
"Zach McKinstry","LAD","17","54","58","16","8","5","0","3","7","14","2","0","14","1","1","0","0","0","0",".296","19392"
"Tim Anderson","CHW","23","98","102","29","22","3","0","4","19","12","4","1","31","0","0","0","0","6","2",".296","15172"
"Tucker Barnhart","CIN","24","71","79","21","12","6","0","3","14","11","6","0","30","2","0","0","2","0","0",".296","10200"
"Ehire Adrianza","ATL","24","44","52","13","8","2","1","2","8","11","4","0","6","0","3","1","1","0","0",".295","8418"
"Randal Grichuk","TOR","33","122","131","36","24","6","0","6","16","28","8","0","23","0","1","0","3","0","2",".295","10243"
"Ender Inciarte","ATL","12","17","20","5","4","1","0","0","3","0","2","0","3","0","0","1","1","0","0",".294","4922"
"Phil Gosselin","LAA","6","17","18","5","4","1","0","0","1","1","1","0","4","0","0","0","1","0","1",".294","10953"
"Nelson Cruz","MIN","31","109","123","32","21","2","1","8","20","21","9","1","23","2","3","0","2","0","0",".294","2434"
"Trent Grisham","SDP","26","99","111","29","18","5","1","5","15","11","12","0","29","0","0","0","1","6","0",".293","18564"
"Matt Beaty","LAD","23","41","50","12","10","1","0","1","7","15","7","0","9","2","0","0","0","0","0",".293","17710"
"Giancarlo Stanton","NYY","30","120","132","35","21","5","0","9","16","24","12","1","35","0","0","0","6","0","0",".292","4949"
"Kole Calhoun","ARI","13","48","51","14","9","3","0","2","6","5","3","0","13","0","0","0","1","1","0",".292","11200"
"Bryce Harper","PHI","27","96","117","28","16","6","0","6","21","10","19","2","27","2","0","0","3","3","0",".292","11579"
"Josh Harrison","WSN","23","86","98","25","18","4","0","3","12","12","8","0","11","4","0","0","1","1","2",".291","8202"
"Luis Arraez","MIN","25","86","103","25","21","2","1","1","15","11","14","0","11","2","1","0","1","0","0",".291","18568"
"Pablo Sandoval","ATL","25","31","36","9","5","0","0","4","7","10","5","0","12","0","0","0","0","0","0",".290","5409"
"C.J. Cron","COL","29","93","109","27","18","4","0","5","17","15","14","0","27","2","0","0","1","0","0",".290","12546"
"Josh Donaldson","MIN","21","69","80","20","11","6","0","3","11","10","10","0","11","0","1","0","4","0","0",".290","5038"
"Jazz Chisholm","MIA","21","69","80","20","11","4","1","4","11","7","9","0","25","1","1","0","0","7","0",".290","20454"
"Austin Riley","ATL","34","107","128","31","25","3","0","3","17","8","15","2","31","5","1","0","3","0","0",".290","18360"
"Isiah Kiner-Falefa","TEX","36","145","157","42","30","5","2","5","24","17","7","0","27","3","1","1","2","6","1",".290","16512"
"Jeimer Candelario","DET","34","128","141","37","29","5","0","3","17","12","13","0","35","0","0","0","2","0","0",".289","13621"
"Tommy Edman","STL","35","142","155","41","31","6","2","2","17","6","11","0","16","2","0","0","0","4","1",".289","19470"
"Matt Duffy","CHC","29","59","71","17","14","3","0","0","11","7","9","0","11","2","1","0","5","3","0",".288","13836"
"Rafael Devers","BOS","32","118","136","34","16","10","0","8","21","28","16","1","29","1","1","0","2","2","3",".288","17350"
"Gio Urshela","NYY","28","101","111","29","20","5","0","4","9","16","9","0","25","0","1","0","3","1","0",".287","10681"
"Joey Wendle","TBR","33","108","118","31","18","10","0","3","21","16","7","0","21","2","1","0","4","2","1",".287","13853"
"Nate Lowe","TEX","36","136","155","39","27","5","0","7","18","25","18","0","41","1","0","0","7","4","0",".287","19566"
"Miguel Rojas","MIA","31","112","127","32","19","9","2","2","22","12","13","0","17","2","0","0","1","3","1",".286","7802"
"Trevor Story","COL","34","123","140","35","19","10","2","4","21","20","14","2","29","1","2","0","1","4","2",".285","12564"
"Freddy Galvis","BAL","29","95","104","27","15","7","1","4","13","10","7","0","22","1","0","1","1","1","0",".284","6609"
"Christian Vazquez","BOS","30","106","114","30","22","6","0","2","17","14","7","0","22","0","1","0","4","4","0",".283","9774"
"Jose Altuve","HOU","24","99","109","28","21","4","0","3","16","13","7","0","16","0","3","0","1","1","1",".283","5417"
"Yadiel Hernandez","WSN","19","46","52","13","11","1","0","1","4","3","4","0","13","1","1","0","3","2","0",".283","19334"
"Nolan Arenado","STL","35","135","147","38","20","11","1","6","19","23","11","2","20","1","0","0","5","0","0",".281","9777"
"DJ LeMahieu","NYY","32","128","147","36","28","5","0","3","23","9","18","0","25","1","0","0","4","2","0",".281","9874"
"Evan Longoria","SFG","30","89","104","25","13","8","0","4","16","14","15","2","24","0","0","0","2","0","0",".281","9368"
"David Fletcher","LAA","33","143","151","40","36","4","0","0","21","13","5","0","18","0","1","2","2","2","0",".280","17992"
"Starlin Castro","WSN","30","111","122","31","23","7","0","1","4","14","9","0","22","0","2","0","2","0","0",".279","4579"
"Jake Cronenworth","SDP","35","129","148","36","25","7","1","3","18","11","14","2","21","2","1","1","4","3","1",".279","18036"
"Josh Rojas","ARI","30","86","99","24","14","5","0","5","16","11","11","0","25","0","0","0","1","1","0",".279","19734"
"Bryan Reynolds","PIT","31","115","130","32","18","11","0","3","21","14","14","0","27","1","0","0","3","0","1",".278","19326"
"Brad Miller","PHI","24","54","59","15","12","0","0","3","10","8","5","0","20","0","0","0","2","0","0",".278","12775"
"Tomas Nido","NYM","9","18","21","5","3","0","1","1","3","3","1","0","2","2","0","0","0","0","0",".278","13755"
"Nick Solak","TEX","36","137","153","38","26","5","0","7","25","19","9","0","38","7","0","0","5","2","2",".277","19294"
"Shohei Ohtani","LAA","33","123","132","34","13","9","2","10","26","26","6","0","33","3","0","0","2","6","2",".276","19755"
"Chris Taylor","LAD","31","105","130","29","18","5","2","4","27","14","20","1","32","5","0","0","3","4","0",".276","13757"
"Anthony Rendon","LAA","15","58","66","16","11","2","0","3","9","11","7","0","11","0","1","0","3","0","0",".276","12861"
"Christian Arroyo","BOS","23","69","76","19","12","7","0","0","9","5","3","0","18","3","0","0","1","1","0",".275","16434"
"Jed Lowrie","OAK","33","120","133","33","20","10","0","3","17","22","13","0","24","0","0","0","1","0","0",".275","4418"
"Salvador Perez","KCR","33","131","138","36","21","8","0","7","16","18","4","0","33","3","0","0","3","0","0",".275","7304"
"Jon Jay","LAA","4","11","11","3","3","0","0","0","2","1","0","0","2","0","0","0","0","0","0",".273","5227"
"Avisail Garcia","MIL","32","110","124","30","23","3","0","4","15","18","11","1","33","2","1","0","2","3","2",".273","5760"
"Corey Seager","LAD","33","132","152","36","23","7","2","4","19","19","18","1","27","2","0","0","4","1","0",".273","13624"
"Wilmer Difo","PIT","24","44","46","12","7","2","2","1","5","6","2","0","16","0","0","0","0","0","0",".273","14320"
"Aledmys Diaz","HOU","20","66","72","18","11","6","0","1","8","12","2","0","12","4","0","0","3","0","0",".273","15937"
"Alex Blandino","CIN","23","33","39","9","6","3","0","0","5","4","5","0","14","1","0","0","0","1","0",".273","16271"
"Whit Merrifield","KCR","33","129","147","35","24","7","0","4","20","23","12","1","15","1","5","0","2","11","1",".271","11281"
"Jose Iglesias","LAA","32","118","121","32","27","3","0","2","14","8","2","0","20","1","0","0","4","1","1",".271","10231"
"Franmil Reyes","CLE","29","107","117","29","13","6","2","8","17","23","8","0","34","1","1","0","5","1","0",".271","14566"
"Tyler Naquin","CIN","27","85","99","23","14","2","0","7","12","20","10","1","23","3","1","0","0","2","1",".271","13359"
"J.P. Crawford","SEA","35","115","126","31","25","5","0","1","16","12","10","0","22","1","0","0","3","1","2",".270","15491"
"Eric Sogard","CHC","31","52","57","14","12","1","1","0","8","5","3","1","9","0","2","0","0","1","0",".269","7927"
"Tyrone Taylor","MIL","22","52","59","14","9","2","0","3","4","10","3","0","12","4","0","0","1","1","0",".269","13675"
"Steven Duggar","SFG","10","26","29","7","4","2","1","0","4","3","3","0","10","0","0","0","1","0","0",".269","17719"
"Jesus Aguilar","MIA","31","105","125","28","17","5","0","6","14","25","16","2","20","1","3","0","3","0","0",".267","11342"
"Randy Arozarena","TBR","32","120","138","32","24","5","0","3","18","12","13","0","45","5","0","0","3","4","0",".267","19290"
"Bo Bichette","TOR","33","135","145","36","21","7","0","8","27","20","7","0","40","2","1","0","3","6","0",".267","19612"
"Matt Olson","OAK","30","109","124","29","15","7","0","7","16","20","12","0","26","2","1","0","4","0","1",".266","14344"
"Andrew Benintendi","KCR","31","117","128","31","23","5","0","3","18","10","11","0","26","0","0","0","2","5","4",".265","17901"
"Yan Gomes","WSN","20","68","71","18","12","2","0","4","7","11","2","1","11","1","0","0","3","0","0",".265","9627"
"Josh Naylor","CLE","29","102","110","27","16","9","0","2","12","8","6","1","23","1","0","0","1","1","0",".265","18839"
"Kyle Isbel","KCR","12","34","36","9","8","0","1","0","5","3","2","0","15","0","0","0","0","1","0",".265","21614"
"Jake Marisnick","CHC","27","53","60","14","5","3","2","4","11","14","5","0","19","2","0","0","0","2","1",".264","11339"
"Yonathan Daza","COL","28","72","76","19","16","2","0","1","5","6","2","0","15","0","1","1","2","0","0",".264","15794"
"Anthony Bemboom","LAA","6","19","20","5","5","0","0","0","1","1","1","0","6","0","0","0","1","0","0",".263","13854"
"David Peralta","ARI","32","118","130","31","20","4","4","3","16","23","12","2","17","0","0","0","4","1","0",".263","2136"
"Asdrubal Cabrera","ARI","30","99","119","26","16","7","0","3","17","13","18","1","22","1","1","0","0","0","0",".263","4962"
"Kolten Wong","MIL","24","84","96","22","14","6","0","2","12","5","8","0","15","3","1","0","0","2","1",".262","12532"
"Marcus Semien","TOR","33","130","145","34","22","4","0","8","18","19","14","0","36","0","1","0","0","6","0",".262","12533"
"Ryan McMahon","COL","34","130","140","34","20","6","0","8","21","22","9","0","32","0","1","0","3","1","0",".262","15112"
"Juan Soto","WSN","20","65","78","17","12","2","0","3","13","11","12","3","10","0","1","0","2","1","2",".262","20123"
"Yoan Moncada","CHW","30","111","130","29","21","5","0","3","15","19","15","0","37","3","1","0","1","0","0",".261","17232"
"A.J. Pollock","LAD","29","92","99","24","15","5","0","4","13","15","7","2","25","0","0","0","2","2","0",".261","9256"
"Mookie Betts","LAD","28","115","137","30","17","9","0","4","19","11","18","1","22","4","0","0","0","4","2",".261","13611"
"Pavin Smith","ARI","31","115","122","30","18","7","2","3","14","11","6","0","22","1","0","0","5","1","0",".261","19892"
"Andrew Vaughn","CHW","22","69","80","18","11","7","0","0","11","3","8","0","19","2","1","0","3","0","0",".261","26197"
"Austin Hays","BAL","21","81","89","21","12","5","0","4","16","12","5","0","21","2","0","1","0","0","0",".259","19363"
"Carlos Santana","KCR","33","116","141","30","20","4","0","6","18","21","24","1","21","0","1","0","2","1","0",".259","2396"
"Jose Ramirez","CLE","32","116","135","30","16","4","1","9","22","19","15","1","17","2","2","0","3","4","0",".259","13510"
"Seth Brown","OAK","24","58","63","15","8","2","0","5","8","12","5","0","14","0","0","0","1","0","0",".259","18171"
"Kyle Lewis","SEA","16","62","67","16","11","2","0","3","5","5","5","0","14","0","0","0","0","0","0",".258","19508"
"Mitch Haniger","SEA","33","132","145","34","18","7","1","8","23","25","10","0","36","0","3","0","2","0","0",".258","14274"
"Wil Myers","SDP","34","105","119","27","18","5","0","4","15","15","14","1","27","0","0","0","4","4","3",".257","10047"
"Michael A. Taylor","KCR","31","102","110","26","22","2","0","2","11","9","8","0","33","0","0","0","1","3","1",".255","11489"
"Pete Alonso","NYM","29","102","121","26","15","6","0","5","18","17","16","0","30","2","1","0","1","0","0",".255","19251"
"Javier Baez","CHC","30","110","119","28","16","3","1","8","18","25","3","1","42","3","2","0","0","6","0",".255","12979"
"Garrett Hampson","COL","31","115","129","29","18","7","1","3","23","11","10","0","29","1","2","1","1","7","1",".252","19262"
"Dexter Fowler","LAA","7","20","21","5","5","0","0","0","3","1","1","0","6","0","0","0","0","1","0",".250","4062"
"Brock Holt","TEX","15","44","53","11","9","2","0","0","2","5","8","0","11","1","0","0","1","2","0",".250","9345"
"Teoscar Hernandez","TOR","17","68","72","17","13","1","0","3","9","13","4","0","21","0","0","0","0","1","0",".250","13066"
"Harold Ramirez","CLE","6","20","20","5","2","3","0","0","3","2","0","0","2","0","0","0","0","0","0",".250","14387"
