"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Darin Ruf","SFG","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","9929"
"Mauricio Dubon","SFG","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","16530"
"Magneuris Sierra","MIA","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","17023"
"Jared Walsh","LAA","1","4","5","4","2","1","0","1","1","2","1","0","0","0","0","0","0","1","0","1.000","18607"
"Bryan Reynolds","PIT","1","2","4","2","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","1.000","19326"
"Pedro Severino","BAL","1","4","4","3","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".750","14523"
"Adam Frazier","PIT","1","3","4","2","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0",".667","15223"
"David Peralta","ARI","1","4","4","2","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0",".500","2136"
"Jose Altuve","HOU","1","4","5","2","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0",".500","5417"
"J.D. Martinez","BOS","1","4","4","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","6184"
"Khris Davis","TEX","1","4","4","2","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0",".500","9112"
"Tucker Barnhart","CIN","1","4","5","2","0","2","0","0","2","2","1","0","2","0","0","0","0","0","0",".500","10200"
"Phil Gosselin","LAA","1","4","4","2","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0",".500","10953"
"Jesse Winker","CIN","1","4","4","2","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0",".500","13590"
"Kyle Farmer","CIN","1","4","5","2","2","0","0","0","2","0","1","0","0","0","0","0","1","1","0",".500","14813"
"Trey Mancini","BAL","1","4","4","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0",".500","15149"
"Garrett Cooper","MIA","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","15279"
"Myles Straw","HOU","1","4","4","2","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0",".500","17620"
"Ryan Mountcastle","BAL","1","4","4","2","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0",".500","18373"
"Pavin Smith","ARI","1","4","4","2","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0",".500","19892"
"Mike Moustakas","CIN","1","5","5","2","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0",".400","4892"
