team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
CIN,5/10/2021,1,669222,Nick Senzel,1,Y,2B
CIN,5/10/2021,1,608385,Jesse Winker,2,Y,LF
CIN,5/10/2021,1,592206,Nick Castellanos,3,Y,RF
CIN,5/10/2021,1,519058,Mike Moustakas,4,Y,1B
CIN,5/10/2021,1,571980,Tyler Naquin,5,Y,CF
CIN,5/10/2021,1,553993,Eugenio Suarez,6,Y,3B
CIN,5/10/2021,1,571466,Tucker Barnhart,7,Y,C
CIN,5/10/2021,1,571657,Kyle Farmer,8,Y,SS
CIN,5/10/2021,1,641816,Tyler Mahle,SP,Y,
PIT,5/10/2021,1,624428,Adam Frazier,1,N,
PIT,5/10/2021,1,668804,Bryan Reynolds,2,N,
PIT,5/10/2021,1,595943,Phillip Evans,3,N,
PIT,5/10/2021,1,453943,Todd Frazier,4,N,
PIT,5/10/2021,1,570481,Erik Gonzalez,5,N,
PIT,5/10/2021,1,607732,Jacob Stallings,6,N,
PIT,5/10/2021,1,664789,Ka'ai Tom,7,N,
PIT,5/10/2021,1,621028,Kevin Newman,8,N,
PIT,5/10/2021,1,656605,Mitch Keller,SP,N,
BOS,5/10/2021,1,503556,Marwin Gonzalez,1,Y,2B
BOS,5/10/2021,1,657077,Alex Verdugo,2,Y,CF
BOS,5/10/2021,1,502110,J.D. Martinez,3,Y,DH
BOS,5/10/2021,1,593428,Xander Bogaerts,4,Y,SS
BOS,5/10/2021,1,646240,Rafael Devers,5,Y,3B
BOS,5/10/2021,1,543877,Christian Vazquez,6,Y,C
BOS,5/10/2021,1,592669,Hunter Renfroe,7,Y,RF
BOS,5/10/2021,1,614173,Franchy Cordero,8,Y,LF
BOS,5/10/2021,1,666915,Bobby Dalbec,9,Y,1B
BOS,5/10/2021,1,527048,Martin Perez,SP,Y,
BAL,5/10/2021,1,656775,Cedric Mullins,1,Y,CF
BAL,5/10/2021,1,669720,Austin Hays,2,Y,LF
BAL,5/10/2021,1,641820,Trey Mancini,3,Y,1B
BAL,5/10/2021,1,663624,Ryan Mountcastle,4,Y,DH
BAL,5/10/2021,1,600474,Pedro Severino,5,Y,C
BAL,5/10/2021,1,520471,Freddy Galvis,6,Y,SS
BAL,5/10/2021,1,596748,Maikel Franco,7,Y,3B
BAL,5/10/2021,1,642162,Patrick Valaika,8,Y,2B
BAL,5/10/2021,1,663630,Ryan McKenna,9,Y,RF
BAL,5/10/2021,1,605347,Jorge Lopez,SP,Y,
LAA,5/10/2021,1,664058,David Fletcher,1,Y,SS
LAA,5/10/2021,1,660271,Shohei (H) Ohtani,2,Y,DH
LAA,5/10/2021,1,545361,Mike Trout,3,Y,CF
LAA,5/10/2021,1,665120,Jared Walsh,4,Y,1B
LAA,5/10/2021,1,457708,Justin Upton,5,Y,LF
LAA,5/10/2021,1,670351,Jose Rojas,6,Y,2B
LAA,5/10/2021,1,621493,Taylor Ward,7,Y,RF
LAA,5/10/2021,1,594838,Phil Gosselin,8,Y,3B
LAA,5/10/2021,1,460077,Drew Butera,9,Y,C
LAA,5/10/2021,1,448855,Junior Guerra,SP,Y,
HOU,5/10/2021,1,514888,Jose Altuve,1,Y,2B
HOU,5/10/2021,1,488726,Michael Brantley,2,Y,LF
HOU,5/10/2021,1,608324,Alex Bregman,3,Y,3B
HOU,5/10/2021,1,670541,Yordan Alvarez,4,Y,DH
HOU,5/10/2021,1,493329,Yulieski Gurriel,5,Y,1B
HOU,5/10/2021,1,621043,Carlos Correa,6,Y,SS
HOU,5/10/2021,1,663656,Kyle Tucker,7,Y,RF
HOU,5/10/2021,1,664702,Myles Straw,8,Y,CF
HOU,5/10/2021,1,488771,Jason Castro,9,Y,C
HOU,5/10/2021,1,677651,Luis Garcia,SP,Y,
MIA,5/10/2021,1,500743,Miguel Rojas,1,N,
MIA,5/10/2021,1,542583,Jesus Aguilar,2,N,
MIA,5/10/2021,1,643265,Garrett Cooper,3,N,
MIA,5/10/2021,1,572816,Corey Dickerson,4,N,
MIA,5/10/2021,1,594807,Adam Duvall,5,N,
MIA,5/10/2021,1,542932,Jonathon Berti,6,N,
MIA,5/10/2021,1,656371,Isan Diaz,7,N,
MIA,5/10/2021,1,595453,Chad Wallach,8,N,
MIA,5/10/2021,1,446321,Ross Detwiler,SP,N,
ARI,5/10/2021,1,608348,Carson Kelly,1,N,
ARI,5/10/2021,1,656976,Pavin Smith,2,N,
ARI,5/10/2021,1,452678,Asdrubal Cabrera,3,N,
ARI,5/10/2021,1,500871,Eduardo Escobar,4,N,
ARI,5/10/2021,1,621500,Wyatt Mathisen,5,N,
ARI,5/10/2021,1,444482,David Peralta,6,N,
ARI,5/10/2021,1,605113,Nick Ahmed,7,N,
ARI,5/10/2021,1,668942,Josh Rojas,8,N,
ARI,5/10/2021,1,596133,Luke Weaver,SP,N,
TEX,5/10/2021,1,643396,Isiah Kiner-Falefa,1,N,
TEX,5/10/2021,1,669256,Nick Solak,2,N,
TEX,5/10/2021,1,663993,Nathaniel Lowe,3,N,
TEX,5/10/2021,1,666969,Adolis Garcia,4,N,
TEX,5/10/2021,1,608336,Joey Gallo,5,N,
TEX,5/10/2021,1,628451,Andy Ibanez,6,N,
TEX,5/10/2021,1,518586,Charlie Culberson,7,N,
TEX,5/10/2021,1,624431,Jose Trevino,8,N,
TEX,5/10/2021,1,502043,Kyle Gibson,SP,N,
SF,5/10/2021,1,643565,Mike Tauchman,1,N,
SF,5/10/2021,1,527038,Wilmer Flores,2,N,
SF,5/10/2021,1,474832,Brandon Belt,3,N,
SF,5/10/2021,1,446334,Evan Longoria,4,N,
SF,5/10/2021,1,596103,Austin Slater,5,N,
SF,5/10/2021,1,621453,Steven Duggar,6,N,
SF,5/10/2021,1,643289,Mauricio Dubon,7,N,
SF,5/10/2021,1,592200,Curt Casali,8,N,
SF,5/10/2021,1,622072,Alex Wood,SP,N,
