"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"A.J. Pollock","LAD","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","9256"
"Billy Hamilton","CHW","1","4","4","4","2","1","1","0","3","1","0","0","0","0","0","0","0","1","0","1.000","10199"
"Brad Miller","PHI","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","12775"
"Carlos Correa","HOU","1","3","4","3","3","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1.000","14162"
"Andy Young","ARI","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1.000","19521"
"Trevor Larnach","MIN","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","21501"
"Starlin Castro","WSN","1","5","5","4","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0",".800","4579"
"Willson Contreras","CHC","1","5","5","4","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".800","11609"
"Jonathan Schoop","DET","1","4","4","3","3","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".750","11265"
"Aaron Judge","NYY","1","4","4","3","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".750","15640"
"Dominic Smith","NYM","1","4","4","3","2","1","0","0","1","2","0","0","0","0","0","0","0","0","0",".750","15653"
"Yonathan Daza","COL","2","4","4","3","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".750","15794"
"Mike Moustakas","CIN","1","3","5","2","1","0","0","1","2","1","2","0","0","0","0","0","0","0","0",".667","4892"
"Jon Jay","LAA","1","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".667","5227"
"Marwin Gonzalez","BOS","1","3","4","2","0","2","0","0","1","0","1","0","1","0","0","0","0","0","0",".667","5497"
"Elvis Andrus","OAK","1","3","3","2","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".667","8709"
"Teoscar Hernandez","TOR","1","3","4","2","0","0","0","2","2","3","1","0","0","0","0","0","0","0","1",".667","13066"
"Max Muncy","LAD","1","3","5","2","1","0","0","1","3","2","2","0","0","0","0","0","0","0","0",".667","13301"
"Victor Caratini","SDP","2","3","4","2","1","0","0","1","1","5","1","1","0","0","0","0","0","0","0",".667","14968"
