"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Robert Gsellman","NYM","0","0","0.00","1","0","0","0","0","0","0","1.0","6","1","0","0","0","2","0","0","0","0","0","13696"
"Tyler Duffey","MIN","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","1","13758"
"JT Chargois","SEA","0","0","0.00","1","0","0","0","0","0","0","1.1","5","1","0","0","0","0","0","0","0","0","1","13767"
"Austin Adams","SDP","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","13801"
"Josh Hader","MIL","0","0","0.00","1","0","0","0","1","0","0","1.0","5","1","0","0","0","1","0","0","0","0","2","14212"
"Jose Ruiz","CHW","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","14552"
"Emilio Pagan","SDP","1","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","0","0","0","0","3","14771"
"Tyler Webb","STL","0","0","0.00","1","0","0","0","0","0","0","0.1","2","0","0","0","0","1","0","0","0","0","1","14974"
"Lou Trivino","OAK","0","0","0.00","1","0","0","0","0","1","0","1.0","4","1","0","0","0","1","0","0","0","0","1","15043"
"Yency Almonte","COL","1","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","0","15068"
"Nick Wittgren","CLE","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","15594"
"Devin Williams","MIL","1","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","15816"
"Tejay Antone","CIN","0","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","3","16233"
"Sam Howard","PIT","0","0","0.00","1","0","0","0","0","0","0","0.1","3","0","0","0","0","2","0","0","0","0","1","16265"
"Sam Clay","WSN","0","0","0.00","1","0","0","0","0","1","0","1.0","5","2","0","0","0","0","0","0","0","0","0","16279"
"Ryan Yarbrough","TBR","0","0","0.00","1","0","0","0","0","0","0","3.1","12","2","0","0","0","0","0","0","0","0","4","16502"
"Austin Gomber","COL","0","0","0.00","1","1","0","0","0","0","0","5.1","21","4","1","0","0","1","0","0","0","0","6","16561"
"Sean Newcomb","ATL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","16943"
"Austin Brice","BOS","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","17237"
"Ranger Suarez","PHI","0","0","0.00","1","0","0","0","0","0","0","0.2","5","1","0","0","0","1","0","0","0","0","2","17277"
"Justin Steele","CHC","0","0","0.00","1","0","0","0","0","0","0","0.2","3","0","0","0","0","1","1","0","0","0","2","17312"
"Genesis Cabrera","STL","0","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","1","0","0","0","0","1","17490"
"Taylor Clarke","ARI","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","1","17611"
"Jeffrey Springs","TBR","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","17677"
"Drew Smith","NYM","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","17755"
"Jose Alvarado","PHI","1","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","1","1","0","0","0","1","17780"
"Alex Young","ARI","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","1","0","0","0","3","18333"
"Josh Staumont","KCR","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","3","18335"
"Jose Urquidy","HOU","0","0","0.00","1","1","0","0","0","0","0","3.2","13","2","0","0","0","0","0","0","0","0","4","18413"
"Sam Hentges","CLE","0","0","0.00","1","1","0","0","0","0","0","4.2","21","4","0","0","0","4","0","0","1","0","6","18548"
"Cal Quantrill","CLE","0","0","0.00","1","0","0","0","0","0","0","1.0","6","2","0","0","0","0","0","1","0","0","1","19312"
"Keegan Akin","BAL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","19362"
"David Bednar","PIT","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","3","19569"
"Gregory Soto","DET","0","0","0.00","1","0","0","0","1","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","19677"
"Keegan Thompson","CHC","0","1","0.00","1","0","0","0","0","0","0","0.2","5","1","1","0","0","2","1","0","0","0","0","19795"
"Tyler Wells","BAL","0","0","0.00","1","0","0","0","0","0","0","2.0","7","0","0","0","0","1","0","0","0","0","0","20000"
"Wyatt Mills","SEA","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","0","0","0","0","0","1","20010"
"James Karinchak","CLE","1","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","2","20151"
"Andre Scrubb","HOU","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","20329"
"Eduard Bazardo","BOS","0","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","2","20997"
"Emmanuel Clase","CLE","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","1","0","1","0","1","21032"
"Connor Brogdon","PHI","0","0","0.00","1","0","0","0","0","0","0","1.1","4","0","0","0","0","0","0","0","0","0","0","21205"
"Codi Heuer","CHW","0","0","0.00","1","0","0","0","0","0","0","1.1","5","2","0","0","0","0","0","0","0","0","1","23293"
"Brandon Woodruff","MIL","0","0","1.17","1","1","0","0","0","0","0","7.2","27","3","1","1","1","1","0","0","0","0","10","16162"
"Taijuan Walker","NYM","1","0","1.29","1","1","0","0","0","0","0","7.0","27","4","1","1","0","3","0","0","0","0","4","11836"
"Hyun-Jin Ryu","TOR","1","0","1.29","1","1","0","0","0","0","0","7.0","27","5","1","1","1","1","0","0","0","0","6","14444"
"Julio Urias","LAD","1","0","1.29","1","1","0","0","0","0","0","7.0","24","2","1","1","0","1","0","0","0","0","6","14765"
"Jon Lester","WSN","0","0","1.50","1","1","0","0","0","0","0","6.0","25","6","1","1","0","3","0","0","0","0","4","4930"
"Max Fried","ATL","0","0","1.50","1","1","0","0","0","0","0","6.0","21","2","1","1","0","3","0","0","0","0","4","13743"
"Jon Gray","COL","0","1","1.59","1","1","0","0","0","0","0","5.2","25","3","4","1","0","3","1","1","0","0","6","14916"
"Trevor Cahill","PIT","0","0","1.69","1","1","0","0","0","0","0","5.1","19","3","1","1","1","0","0","0","0","0","1","6249"
"Zach Davies","CHC","0","0","1.69","1","1","0","0","0","0","0","5.1","21","5","1","1","0","2","0","0","0","0","4","13183"
"James Kaprielian","OAK","1","0","1.80","1","1","0","0","0","0","0","5.0","23","4","1","1","0","3","0","0","0","0","6","18331"
"Sonny Gray","CIN","0","0","1.93","1","1","0","0","0","0","0","4.2","23","7","1","1","0","2","0","0","4","0","5","12768"
"Brandon Bielak","HOU","1","0","2.70","1","0","0","0","0","0","0","3.1","13","2","1","1","0","1","0","0","0","0","2","19866"
"Zack Wheeler","PHI","0","0","3.00","1","1","0","0","0","0","0","6.0","27","8","2","2","0","1","0","0","0","0","7","10310"
"Casey Mize","DET","1","0","3.00","1","1","0","0","0","0","0","6.0","23","3","2","2","0","2","0","1","0","0","4","20492"
"Cody Poteet","MIA","1","0","3.60","1","1","0","0","0","0","0","5.0","19","4","2","2","1","0","0","0","0","0","6","18769"
"Matt Peacock","ARI","0","1","3.60","1","1","0","0","0","0","0","5.0","22","6","3","2","2","0","0","0","0","1","3","20339"
"Blake Snell","SDP","0","0","4.50","1","1","0","0","0","0","0","4.0","20","5","2","2","1","3","0","0","1","0","7","13543"
"Shaun Anderson","MIN","0","0","4.50","1","0","0","0","0","0","0","2.0","13","4","4","1","1","1","0","1","0","0","3","19453"
"Justin Dunn","SEA","0","1","5.40","1","1","0","0","0","0","0","3.1","16","3","2","2","0","3","0","0","0","0","2","19268"
"Daniel Bard","COL","0","0","5.40","1","0","0","0","0","0","1","1.2","8","3","1","1","0","0","0","0","1","0","2","7115"
"Danny Duffy","KCR","0","1","6.00","1","1","0","0","0","0","0","6.0","27","7","4","4","0","2","0","0","1","0","8","3542"
"Eduardo Rodriguez","BOS","0","1","6.00","1","1","0","0","0","0","0","6.0","25","7","4","4","1","1","0","0","0","1","9","13164"
"Andrew Heaney","LAA","0","1","8.44","1","1","0","0","0","0","0","5.1","25","9","5","5","3","0","0","0","0","0","5","15423"
"Luke Jackson","ATL","0","1","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","1","0","0","0","0","0","1","11752"
"Evan Marshall","CHW","0","0","9.00","1","0","0","0","0","0","0","0.0","3","1","1","1","0","2","0","0","0","0","0","12297"
"Kyle Finnegan","WSN","0","0","9.00","1","0","0","0","0","0","0","1.0","5","3","1","1","0","0","0","0","0","0","0","15009"
"Ryan Thompson","TBR","0","1","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","2","16647"
"Nick Sandlin","CLE","0","0","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","0","0","0","0","0","0","1","20517"
"Aaron Fletcher","SEA","0","0","9.00","1","0","0","0","0","0","0","1.0","6","3","1","1","0","0","0","0","0","0","0","22052"
"Dallas Keuchel","CHW","1","0","9.53","1","1","0","0","0","0","0","5.2","24","8","6","6","1","1","0","0","1","0","1","9434"
"Matt Harvey","BAL","0","1","14.54","1","1","0","0","0","0","0","4.1","22","8","7","7","0","1","0","0","0","0","4","11713"
"Brad Hand","WSN","0","1","18.00","1","0","0","0","0","0","1","1.0","6","2","3","2","1","0","0","1","0","0","3","9111"
"Josh Tomlin","ATL","0","0","18.00","1","0","0","0","0","0","0","1.0","5","2","2","2","1","0","0","0","0","0","0","9388"
"Patrick Sandoval","LAA","0","0","18.00","1","0","0","0","0","0","0","2.0","10","3","4","4","2","1","0","0","0","0","1","19447"
"J.A. Happ","MIN","0","1","24.30","1","1","0","0","0","0","0","3.1","20","9","9","9","1","2","0","0","1","0","3","7410"
"Duane Underwood Jr.","PIT","0","1","27.00","1","0","0","0","0","0","0","1.0","7","3","4","3","0","1","0","0","0","0","1","14677"
"Will Vest","SEA","0","0","27.00","1","0","0","0","0","0","0","1.1","9","4","4","4","1","1","0","0","0","0","1","19769"
"Robert Stephenson","COL","0","0","27.00","1","0","0","0","0","0","0","0.1","2","1","1","1","1","0","0","0","0","0","0","13594"
"Ryan Helsley","STL","0","1","40.50","1","0","0","0","0","0","0","0.2","5","2","3","3","1","0","0","0","1","0","1","18138"
"Tim Hill","SDP","0","0","54.00","1","0","0","0","0","0","0","0.1","4","3","2","2","0","0","0","0","0","0","0","16814"
