Date,Lineup Type,1,2,3,4,5,6,7,8,9,10,Proj
04-30-21,APPG,Start_Adam_Eaton,Start_Adolis_Garcia,Start_Buster_Posey,Start_Gerrit_Cole,Start_Justin_Turner,Start_Mitch_Haniger,Start_Nick_Madrigal,Start_Nicky_Lopez,Start_Ryan_O'Hearn,Start_Shane_Bieber,131.01999999999998
04-30-21,pj_vO,Start_Aaron_Hicks,Start_Andrew_Heaney,Start_Bo_Bichette,Start_Gerrit_Cole,Start_Gio_Urshela,Start_Kyle_Higashioka,Start_Myles_Straw,Start_Randal_Grichuk,Start_Rougned_Odor,Start_Vladimir_Guerrero_Jr.,145.77
04-30-21,APPG_1-6,Start_Adolis_Garcia,Start_Buster_Posey,Start_Christian_Arroyo,Start_Evan_Longoria,Start_Gerrit_Cole,Start_Javier_Baez,Start_Mitch_Haniger,Start_Ryan_O'Hearn,Start_Shane_Bieber,Start_Willie_Calhoun,128.07999999999998
04-30-21,pj_vO_1-6,Start_Aaron_Hicks,Start_Andrew_Heaney,Start_Bo_Bichette,Start_Christian_Vazquez,Start_David_Fletcher,Start_Gerrit_Cole,Start_Gio_Urshela,Start_Randal_Grichuk,Start_Vladimir_Guerrero_Jr.,Start_Willie_Calhoun,138.22000000000003
04-30-21,APPG_1-5,Start_Adam_Eaton,Start_Buster_Posey,Start_Christian_Arroyo,Start_Gerrit_Cole,Start_Gio_Urshela,Start_Javier_Baez,Start_Mitch_Haniger,Start_Ryan_O'Hearn,Start_Shane_Bieber,Start_Willie_Calhoun,127.46
04-30-21,pj_vO_1-5,Start_Andrew_Heaney,Start_Bo_Bichette,Start_Brandon_Nimmo,Start_David_Fletcher,Start_Gerrit_Cole,Start_Gio_Urshela,Start_Luis_Torrens,Start_Randal_Grichuk,Start_Vladimir_Guerrero_Jr.,Start_Willie_Calhoun,136.76000000000002
04-30-21,APPG_1-4,Start_Adam_Eaton,Start_Brandon_Belt,Start_Buster_Posey,Start_Christian_Arroyo,Start_Gerrit_Cole,Start_Gio_Urshela,Start_Javier_Baez,Start_Mitch_Haniger,Start_Shane_Bieber,Start_Willie_Calhoun,126.78999999999999
04-30-21,pj_vO_1-4,Start_Andrew_Heaney,Start_Bo_Bichette,Start_Brandon_Nimmo,Start_Buster_Posey,Start_Christian_Arroyo,Start_Gerrit_Cole,Start_Gio_Urshela,Start_Mitch_Haniger,Start_Vladimir_Guerrero_Jr.,Start_Willie_Calhoun,133.46
04-30-21,APPG_1-3,Start_Buster_Posey,Start_Corey_Seager,Start_David_Fletcher,Start_Gerrit_Cole,Start_Kyle_Seager,Start_Miguel_Cabrera,Start_Mitch_Haniger,Start_Robbie_Grossman,Start_Shane_Bieber,Start_Willie_Calhoun,123.29999999999998
04-30-21,pj_vO_1-3,Start_Andrew_Heaney,Start_Bo_Bichette,Start_Brandon_Nimmo,Start_Buster_Posey,Start_David_Fletcher,Start_Gerrit_Cole,Start_Manny_Machado,Start_Mike_Tauchman,Start_Vladimir_Guerrero_Jr.,Start_Willie_Calhoun,130.05
