"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Justin Steele","CHC","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","1","0","0","0","0","0","0","0","5","17312"
"Josh Taylor","BOS","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","17359"
"Genesis Cabrera","STL","0","0","0.00","1","0","0","0","0","1","0","2.0","6","0","0","0","0","0","0","0","0","0","2","17490"
"Tanner Rainey","WSN","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","17610"
"Jose Alvarado","PHI","0","0","0.00","1","0","0","0","0","1","0","1.0","5","0","0","0","0","1","1","1","1","0","1","17780"
"Ryan Helsley","STL","0","0","0.00","1","0","0","0","0","0","0","1.0","4","0","0","0","0","1","0","0","0","0","1","18138"
"Anthony Misiewicz","SEA","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","0","18152"
"Tyler Kinley","COL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","1","0","0","0","0","0","18297"
"Alex Young","ARI","0","0","0.00","1","0","0","0","0","0","0","1.2","6","1","0","0","0","0","0","0","0","0","2","18333"
"Travis Lakins","BAL","0","0","0.00","1","0","0","0","0","1","0","0.1","2","0","0","0","0","1","0","0","0","0","0","18600"
"Drew Steckenrider","SEA","1","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","3","18806"
"Mitch White","LAD","0","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","1","19225"
"Jorge Alcala","MIN","0","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","1","19459"
"David Bednar","PIT","0","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","3","19569"
"JoJo Romero","PHI","0","0","0.00","1","0","0","0","0","1","0","1.0","4","1","0","0","0","1","0","0","0","0","0","19574"
"Matt Foster","CHW","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","19647"
"Kodi Whitley","STL","0","0","0.00","1","0","0","0","0","1","0","0.1","2","0","0","0","0","1","0","0","1","1","0","19731"
"Darwinzon Hernandez","BOS","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","3","19848"
"James Karinchak","CLE","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","2","20151"
"Matt Peacock","ARI","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","20339"
"Emmanuel Clase","CLE","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","21032"
"Brett De Geus","TEX","0","0","0.00","1","0","0","0","0","0","0","2.0","7","1","0","0","0","0","0","0","0","0","1","23592"
"Hyeon-jong Yang","TEX","0","0","0.00","1","0","0","0","0","0","0","4.1","15","1","0","0","0","1","0","0","0","0","4","27513"
"Yu Darvish","SDP","1","0","1.42","1","1","0","0","0","0","0","6.1","27","4","1","1","1","3","0","1","0","0","12","13074"
"Nathan Eovaldi","BOS","1","0","1.50","1","1","0","0","0","0","0","6.0","24","4","1","1","0","2","0","1","0","0","5","9132"
"Freddy Peralta","MIL","1","0","1.50","1","1","0","0","0","0","0","6.0","21","1","1","1","1","1","0","1","1","0","7","18679"
"Michael Pineda","MIN","1","0","1.80","1","1","0","0","0","0","0","5.0","19","3","1","1","1","2","0","0","0","0","5","5372"
"Madison Bumgarner","ARI","1","0","1.80","1","1","0","0","0","0","0","5.0","20","4","1","1","0","1","0","0","0","1","6","5524"
"Chase Anderson","PHI","1","0","1.80","1","1","0","0","0","0","0","5.0","22","5","1","1","0","2","0","0","0","0","6","6895"
"John Gant","STL","1","0","1.80","1","1","0","0","0","0","0","5.0","21","3","1","1","0","5","0","0","0","0","2","13684"
"Ervin Santana","KCR","0","0","2.25","1","0","0","0","0","0","0","4.0","16","2","1","1","1","2","0","0","0","0","2","3200"
"John Means","BAL","1","0","2.57","1","1","0","0","0","0","0","7.0","25","3","2","2","2","1","0","0","0","0","9","16269"
"Robbie Ray","TOR","1","0","2.70","1","1","0","0","0","0","0","6.2","23","5","2","2","1","0","0","0","0","0","5","11486"
"Tyler Alexander","DET","0","0","3.00","1","0","0","0","0","0","0","3.0","13","4","1","1","1","0","0","0","0","0","3","17735"
"Junior Guerra","LAA","0","0","3.38","1","0","0","0","0","0","0","2.2","11","1","1","1","0","2","0","0","1","0","4","5702"
"Wade Miley","CIN","1","0","3.60","1","1","0","0","0","0","0","5.0","22","5","2","2","1","2","0","0","0","0","3","8779"
"Mike Fiers","OAK","0","1","4.50","1","1","0","0","0","0","0","6.0","25","6","3","3","2","2","0","0","0","0","3","7754"
"Logan Webb","SFG","0","1","4.50","1","1","0","0","0","0","0","6.0","26","7","3","3","0","1","0","0","0","0","4","17995"
"Trevor Richards","TBR","0","0","4.50","1","0","0","0","0","0","0","2.0","10","3","1","1","0","1","0","0","0","0","4","19309"
"Shane Bieber","CLE","1","0","4.50","1","1","0","0","0","0","0","6.0","27","7","3","3","0","1","0","0","0","0","11","19427"
"Brady Singer","KCR","0","1","4.50","1","1","0","0","0","0","0","2.0","11","2","1","1","0","3","0","1","0","0","1","25377"
"JT Brubaker","PIT","0","1","5.40","1","1","0","0","0","0","0","5.0","22","7","3","3","1","0","0","0","0","0","7","17578"
"Dallas Keuchel","CHW","0","1","6.00","1","1","0","0","0","0","0","6.0","25","4","4","4","0","4","0","0","0","0","4","9434"
"Jon Gray","COL","0","1","6.00","1","1","0","0","0","0","0","6.0","29","9","5","4","0","1","0","0","0","0","3","14916"
"Chris Flexen","SEA","0","0","6.75","1","1","0","0","0","0","0","4.0","17","4","3","3","1","1","0","0","0","0","0","13896"
"Blake Treinen","LAD","0","0","6.75","1","0","0","0","0","0","0","1.1","5","1","1","1","0","0","0","0","0","0","1","12572"
"Taylor Clarke","ARI","0","0","6.75","1","0","0","0","0","0","0","1.1","6","2","1","1","0","1","0","0","0","0","1","17611"
"Ryan Yarbrough","TBR","0","1","7.50","1","1","0","0","0","0","0","6.0","28","9","5","5","1","1","0","0","0","0","5","16502"
"Tyler Matzek","ATL","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","1","0","0","0","0","0","1","10058"
"Drew Pomeranz","SDP","0","0","9.00","1","0","0","0","0","1","0","1.0","5","1","1","1","0","2","0","0","0","0","0","11426"
"Yimi Garcia","MIA","0","1","9.00","1","0","0","0","0","0","1","0.0","1","1","2","1","1","0","0","0","0","0","0","12095"
"Evan Marshall","CHW","0","0","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","1","0","0","0","0","0","0","12297"
"Rafael Montero","SEA","0","0","9.00","1","0","0","0","0","0","0","1.0","5","2","1","1","0","0","0","0","0","0","0","12760"
"Alex Claudio","LAA","0","0","9.00","1","0","0","0","0","0","0","0.0","3","2","2","1","0","0","0","0","0","0","0","12890"
"Jose De Leon","CIN","0","0","9.00","1","0","0","0","0","0","0","2.0","10","3","2","2","0","1","0","0","0","0","3","15463"
"Edgar Santana","ATL","0","0","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","1","0","0","0","0","0","1","17355"
"Edwin Uceta","LAD","0","1","9.00","1","1","0","0","0","0","0","2.0","9","4","2","2","1","1","0","0","0","0","2","20539"
"Andrew Heaney","LAA","0","1","10.80","1","1","0","0","0","0","0","3.1","18","6","4","4","3","2","0","0","0","0","5","15423"
"Drew Smyly","ATL","0","1","11.25","1","1","0","0","0","0","0","4.0","24","7","6","5","3","4","0","0","0","0","3","11760"
"Tarik Skubal","DET","0","1","12.00","1","1","0","0","0","0","0","3.0","16","5","4","4","3","2","0","0","1","0","1","22267"
"Bryan Garcia","DET","0","0","13.50","1","0","0","0","0","0","0","0.2","5","1","1","1","0","2","0","0","1","0","1","19457"
"Carson Fulmer","CIN","0","0","18.00","1","0","0","0","0","0","0","1.0","5","2","2","2","0","1","0","0","0","0","1","18311"
"Jordan Sheffield","COL","0","0","18.00","1","0","0","0","0","0","0","1.0","6","2","2","2","1","1","0","0","0","0","2","19682"
"Andre Scrubb","HOU","0","0","18.00","1","0","0","0","0","0","0","1.0","7","2","2","2","0","2","0","0","0","0","1","20329"
"Jake Arrieta","CHC","0","1","18.90","1","1","0","0","0","0","0","3.1","18","7","7","7","3","1","0","0","0","0","2","4153"
"Kohei Arihara","TEX","0","1","20.25","1","1","0","0","0","0","0","2.2","16","4","6","6","4","2","0","1","0","0","1","27505"
"Louis Head","TBR","0","0","27.00","1","0","0","0","0","0","0","1.0","7","3","3","3","0","1","0","0","1","0","0","13259"
"Duane Underwood Jr.","PIT","0","0","27.00","1","0","0","0","0","0","0","1.0","6","2","3","3","1","1","0","0","0","0","0","14677"
"Jacob Webb","ATL","0","0","27.00","1","0","0","0","0","0","0","1.0","6","2","3","3","1","1","0","0","0","0","0","19274"
"Tyler Zuber","KCR","0","0","27.00","1","0","0","0","0","0","0","1.0","6","1","3","3","1","2","0","0","0","0","1","20379"
"Tyler Webb","STL","0","0","27.00","1","0","0","0","0","0","0","0.2","5","1","2","2","0","2","0","0","0","0","0","14974"
"Sean Newcomb","ATL","0","0","27.00","1","0","0","0","0","0","0","0.2","6","2","2","2","0","2","0","0","1","0","1","16943"
"Wade Davis","KCR","0","0","36.00","1","0","0","0","0","0","0","1.0","8","2","4","4","0","3","0","0","1","0","0","7441"
"Ryan Borucki","TOR","0","0","40.50","1","0","0","0","0","0","0","0.2","6","2","3","3","0","2","0","0","1","0","1","16350"
"Buck Farmer","DET","0","0","108.00","1","0","0","0","0","0","0","0.1","5","3","4","4","1","1","0","0","0","0","0","14814"
