"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Asdrubal Cabrera","ARI","1","2","4","2","1","1","0","0","1","2","2","0","0","0","0","0","0","0","0","1.000","4962"
"Eric Sogard","CHC","1","1","2","1","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1.000","7927"
"Matt Carpenter","STL","1","1","1","1","0","0","0","1","1","3","0","0","0","0","0","0","0","0","0","1.000","8090"
"Brett Gardner","NYY","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","9927"
"Wilmer Difo","PIT","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","14320"
"Raimel Tapia","COL","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","14350"
"Tyler Wade","NYY","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","15730"
"Ryan McBroom","KCR","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","16524"
"Michael Brantley","HOU","1","5","5","4","4","0","0","0","3","1","0","0","1","0","0","0","0","0","0",".800","4106"
"Carlos Correa","HOU","1","5","5","4","2","2","0","0","1","1","0","0","1","0","0","0","0","0","0",".800","14162"
"Joey Votto","CIN","1","4","4","3","0","2","0","1","1","3","0","0","1","0","0","0","0","0","0",".750","4314"
"J.D. Martinez","BOS","1","4","4","3","1","0","0","2","2","4","0","0","1","0","0","0","0","0","0",".750","6184"
"Tyler O'Neill","STL","1","4","4","3","2","0","0","1","2","1","0","0","1","0","0","0","0","1","0",".750","15711"
"Yadiel Hernandez","WSN","1","4","4","3","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0",".750","19334"
"Eric Hosmer","SDP","1","3","4","2","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0",".667","3516"
"Josh Harrison","WSN","1","3","4","2","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".667","8202"
"Brock Holt","TEX","1","3","4","2","2","0","0","0","0","1","1","0","0","0","0","0","0","1","0",".667","9345"
"Willson Contreras","CHC","1","3","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".667","11609"
"Tom Murphy","SEA","1","3","4","2","0","1","0","1","1","2","1","0","1","0","0","0","0","0","0",".667","13499"
"Kris Bryant","CHC","1","3","5","2","0","1","0","1","2","2","2","0","1","0","0","0","0","0","0",".667","15429"
"J.D. Davis","NYM","1","3","4","2","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0",".667","16219"
"Dylan Moore","SEA","1","3","4","2","1","0","0","1","2","2","1","0","0","0","0","0","0","1","0",".667","18042"
"Victor Robles","WSN","1","3","3","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1",".667","18363"
"Trent Grisham","SDP","1","3","4","2","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0",".667","18564"
"Giancarlo Stanton","NYY","1","5","5","3","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0",".600","4949"
"Lourdes Gurriel Jr.","TOR","1","5","5","3","2","0","0","1","2","1","0","0","0","0","0","0","0","0","0",".600","19238"
"Eduardo Escobar","ARI","1","4","4","2","2","0","0","0","1","1","0","0","0","0","0","0","1","0","0",".500","6153"
"Travis d'Arnaud","ATL","1","4","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","7739"
"Buster Posey","SFG","1","4","4","2","1","0","0","1","2","1","0","0","1","0","0","0","0","0","0",".500","9166"
"Mike Trout","LAA","1","4","4","2","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0",".500","10155"
"Marcell Ozuna","ATL","1","4","4","2","1","1","0","0","1","2","0","0","1","0","0","0","0","0","0",".500","10324"
"Jonathan Schoop","DET","1","2","3","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".500","11265"
"Odubel Herrera","PHI","1","2","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".500","11476"
"C.J. Cron","COL","1","4","4","2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".500","12546"
"Jackie Bradley Jr.","MIL","1","2","3","1","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0",".500","12984"
"Jorge Polanco","MIN","1","4","4","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","13152"
"Jose Ramirez","CLE","1","4","4","2","1","0","0","1","2","3","0","0","0","0","0","0","0","0","0",".500","13510"
"Carson Kelly","ARI","1","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0",".500","13620"
"Mitch Haniger","SEA","1","4","5","2","1","0","0","1","1","1","1","0","2","0","0","0","0","0","0",".500","14274"
"Kyle Farmer","CIN","1","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","14813"
"Andrew Knapp","PHI","1","2","3","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".500","14942"
"J.P. Crawford","SEA","1","4","4","2","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0",".500","15491"
"Aaron Judge","NYY","1","4","4","2","0","0","0","2","2","5","0","0","0","0","0","0","0","0","0",".500","15640"
"Yonathan Daza","COL","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","15794"
"Kyle Schwarber","WSN","1","4","4","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0",".500","16478"
"Mauricio Dubon","SFG","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","16530"
"Josh Fuentes","COL","1","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","16885"
"Kevin Newman","PIT","1","4","4","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0",".500","17696"
"Ryan Mountcastle","BAL","1","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".500","18373"
"Brandon Lowe","TBR","1","4","4","2","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".500","18882"
"Sean Murphy","OAK","1","4","4","2","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",".500","19352"
"Vladimir Guerrero Jr.","TOR","1","2","5","1","1","0","0","0","1","1","3","0","1","0","0","0","0","0","0",".500","19611"
"Luis Robert","CHW","1","4","4","2","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0",".500","20043"
"Alex Kirilloff","MIN","1","4","5","2","0","0","0","2","2","4","1","0","0","0","0","0","0","0","0",".500","20325"
"Alejandro Kirk","TOR","1","4","5","2","0","0","0","2","3","4","1","0","0","0","0","0","0","0","0",".500","22581"
"Aaron Hicks","NYY","1","5","5","2","0","1","0","1","1","2","0","0","0","0","0","0","0","0","0",".400","5297"
"Nolan Arenado","STL","1","5","5","2","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0",".400","9777"
"Gio Urshela","NYY","1","5","5","2","2","0","0","0","0","1","0","0","2","0","0","0","0","0","0",".400","10681"
"Teoscar Hernandez","TOR","1","5","5","2","1","0","0","1","1","3","0","0","1","0","0","0","0","0","0",".400","13066"
"David Bote","CHC","1","5","5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".400","14593"
"Tim Anderson","CHW","1","5","5","2","2","0","0","0","1","1","0","0","1","0","0","0","0","2","0",".400","15172"
"Garrett Cooper","MIA","1","5","5","2","2","0","0","0","0","1","0","0","1","0","0","0","1","0","0",".400","15279"
"Aledmys Diaz","HOU","1","5","5","2","1","1","0","0","1","4","0","0","0","0","0","0","0","0","0",".400","15937"
"Alex Bregman","HOU","1","5","5","2","1","0","0","1","2","2","0","0","1","0","0","0","0","0","0",".400","17678"
"Yordan Alvarez","HOU","1","5","5","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".400","19556"
"Bo Bichette","TOR","1","5","5","2","1","0","0","1","2","2","0","0","1","0","0","0","0","0","0",".400","19612"
"Santiago Espinal","TOR","1","5","5","2","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".400","19997"
"Wilson Ramos","DET","1","3","3","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".333","1433"
"Carlos Santana","KCR","1","3","3","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0",".333","2396"
"Avisail Garcia","MIL","1","3","4","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".333","5760"
"Salvador Perez","KCR","1","3","3","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".333","7304"
"A.J. Pollock","LAD","1","3","3","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0",".333","9256"
"Andrelton Simmons","MIN","1","3","4","1","0","1","0","0","1","1","1","0","1","0","0","0","0","0","0",".333","10847"
"Jesus Aguilar","MIA","1","3","5","1","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0",".333","11342"
"Jon Berti","MIA","1","3","4","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",".333","12037"
"Eddie Rosario","CLE","1","3","4","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",".333","12155"
"Rougned Odor","NYY","1","3","4","1","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0",".333","12282"
"Trevor Story","COL","1","3","4","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0",".333","12564"
"George Springer","TOR","1","3","6","1","1","0","0","0","1","0","2","0","2","0","0","0","0","1","0",".333","12856"
