team code, game_date, game_number, mlb id, player name, batting order, confirmed, position
KC,5/14/2021,1,593160,Whit Merrifield,1,Y,2B
KC,5/14/2021,1,467793,Carlos Santana,2,Y,1B
KC,5/14/2021,1,643217,Andrew Benintendi,3,Y,LF
KC,5/14/2021,1,521692,Salvador Perez,4,Y,DH
KC,5/14/2021,1,624585,Jorge Soler,5,Y,RF
KC,5/14/2021,1,641531,Hunter Dozier,6,Y,3B
KC,5/14/2021,1,572191,Michael Taylor,7,Y,CF
KC,5/14/2021,1,595956,Cam Gallagher,8,Y,C
KC,5/14/2021,1,670032,Nicky Lopez,9,Y,SS
KC,5/14/2021,1,641745,Brad Keller,SP,Y,
CHW,5/14/2021,1,641313,Tim Anderson,1,Y,SS
CHW,5/14/2021,1,594809,Adam Eaton,2,Y,RF
CHW,5/14/2021,1,660162,Yoan Moncada,3,Y,3B
CHW,5/14/2021,1,547989,Jose Abreu,4,Y,1B
CHW,5/14/2021,1,606213,Yermin Mercedes,5,Y,DH
CHW,5/14/2021,1,518735,Yasmani Grandal,6,Y,C
CHW,5/14/2021,1,683734,Andrew Vaughn,7,Y,LF
CHW,5/14/2021,1,544725,Leury Garcia,8,Y,CF
CHW,5/14/2021,1,663611,Nick Madrigal,9,Y,2B
CHW,5/14/2021,1,608337,Lucas Giolito,SP,Y,
SF,5/14/2021,1,643565,Mike Tauchman,1,Y,LF
SF,5/14/2021,1,573262,Mike Yastrzemski,2,Y,RF
SF,5/14/2021,1,457763,Buster Posey,3,Y,C
SF,5/14/2021,1,474832,Brandon Belt,4,Y,1B
SF,5/14/2021,1,446334,Evan Longoria,5,Y,3B
SF,5/14/2021,1,543063,Brandon Crawford,6,Y,SS
SF,5/14/2021,1,527038,Wilmer Flores,7,Y,2B
SF,5/14/2021,1,621453,Steven Duggar,8,Y,CF
SF,5/14/2021,1,592332,Kevin Gausman,SP,Y,
PIT,5/14/2021,1,624428,Adam Frazier,1,Y,2B
PIT,5/14/2021,1,621028,Kevin Newman,2,Y,SS
PIT,5/14/2021,1,668804,Bryan Reynolds,3,Y,CF
PIT,5/14/2021,1,643269,Will Craig,4,Y,1B
PIT,5/14/2021,1,570256,Gregory Polanco,5,Y,RF
PIT,5/14/2021,1,664789,Ka'ai Tom,6,Y,LF
PIT,5/14/2021,1,594694,Wilmer Difo,7,Y,3B
PIT,5/14/2021,1,605421,Michael Perez,8,Y,C
PIT,5/14/2021,1,664337,Miguel Yajure,SP,Y,
NYY,5/14/2021,1,518934,DJ LeMahieu,1,Y,2B
NYY,5/14/2021,1,572228,Luke Voit,2,Y,1B
NYY,5/14/2021,1,592450,Aaron Judge,3,Y,RF
NYY,5/14/2021,1,596142,Gary Sanchez,4,Y,DH
NYY,5/14/2021,1,640449,Clint Frazier,5,Y,LF
NYY,5/14/2021,1,458731,Brett Gardner,6,Y,CF
NYY,5/14/2021,1,609280,Miguel Andujar,7,Y,3B
NYY,5/14/2021,1,543309,Kyle Higashioka,8,Y,C
NYY,5/14/2021,1,642180,Tyler Wade,9,Y,SS
NYY,5/14/2021,1,446372,Corey Kluber,SP,Y,
BAL,5/14/2021,1,656775,Cedric Mullins,1,Y,CF
BAL,5/14/2021,1,669720,Austin Hays,2,Y,LF
BAL,5/14/2021,1,641820,Trey Mancini,3,Y,1B
BAL,5/14/2021,1,520471,Freddy Galvis,4,Y,SS
BAL,5/14/2021,1,663624,Ryan Mountcastle,5,Y,DH
BAL,5/14/2021,1,621466,DJ Stewart,6,Y,RF
BAL,5/14/2021,1,596748,Maikel Franco,7,Y,3B
BAL,5/14/2021,1,600474,Pedro Severino,8,Y,C
BAL,5/14/2021,1,642162,Patrick Valaika,9,Y,2B
BAL,5/14/2021,1,665152,Dean Kremer,SP,Y,
CHC,5/14/2021,1,575929,Willson Contreras,1,Y,C
CHC,5/14/2021,1,592178,Kris Bryant,2,Y,CF
CHC,5/14/2021,1,519203,Anthony Rizzo,3,Y,1B
CHC,5/14/2021,1,595879,Javier Baez,4,Y,SS
CHC,5/14/2021,1,623520,David Bote,5,Y,DH
CHC,5/14/2021,1,592626,Joc Pederson,6,Y,LF
CHC,5/14/2021,1,622110,Matt Duffy,7,Y,3B
CHC,5/14/2021,1,663538,Nico Hoerner,8,Y,2B
CHC,5/14/2021,1,518792,Jason Heyward,9,Y,RF
CHC,5/14/2021,1,453562,Jake Arrieta,SP,Y,
DET,5/14/2021,1,543257,Robbie Grossman,1,Y,LF
DET,5/14/2021,1,600869,Jeimer Candelario,2,Y,3B
DET,5/14/2021,1,408234,Miguel Cabrera,3,Y,1B
DET,5/14/2021,1,608577,Nomar Mazara,4,Y,RF
DET,5/14/2021,1,570731,Jonathan Schoop,5,Y,DH
