"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Max Scherzer","WSN","1","0","0.00","1","1","0","0","0","0","0","5.0","18","2","0","0","0","1","0","0","0","0","7","3137"
"Steven Matz","TOR","0","0","0.00","1","1","0","0","0","0","0","5.0","22","4","0","0","0","3","0","0","0","0","9","13361"
"Miguel Yajure","PIT","0","0","0.00","1","1","0","0","0","0","0","5.0","16","1","0","0","0","1","0","0","0","0","4","21111"
"Kevin Gausman","SFG","0","0","1.13","1","1","0","0","0","0","0","8.0","29","5","1","1","0","0","0","0","0","0","12","14107"
"Drew Smyly","ATL","1","0","1.50","1","1","0","0","0","0","0","6.0","23","4","1","1","0","1","0","1","0","0","4","11760"
"Frankie Montas","OAK","1","0","1.50","1","1","0","0","0","0","0","6.0","23","4","1","1","1","1","0","0","0","0","4","14309"
"Vince Velasquez","PHI","0","0","1.59","1","1","0","0","0","0","0","5.2","23","3","1","1","1","3","0","0","0","0","7","11189"
"Chris Flexen","SEA","1","0","1.59","1","1","0","0","0","0","0","5.2","21","5","1","1","0","1","0","0","1","0","0","13896"
"Joe Musgrove","SDP","1","0","1.80","1","1","0","0","0","0","0","5.0","24","5","1","1","0","4","1","1","0","0","5","12970"
"Tyler Glasnow","TBR","0","0","2.25","1","1","0","0","0","0","0","8.0","30","5","2","2","1","1","0","0","0","0","10","14374"
"Michael Kopech","CHW","0","0","2.25","1","1","0","0","0","0","0","4.0","16","2","1","1","1","2","0","0","0","0","5","17282"
"David Peterson","NYM","0","0","2.45","1","1","0","0","0","0","0","7.1","27","4","2","2","1","2","0","0","0","0","9","20302"
"Jake Arrieta","CHC","1","0","3.00","1","1","0","0","0","0","0","6.0","20","4","2","2","2","1","0","0","0","0","1","4153"
"Nick Pivetta","BOS","0","0","3.00","1","1","0","0","0","0","0","6.0","22","4","2","2","1","0","0","0","0","0","7","15454"
"Griffin Canning","LAA","0","0","3.00","1","1","0","0","0","0","0","6.0","24","6","2","2","1","2","0","0","0","0","7","19867"
"Brad Keller","KCR","1","0","3.60","1","1","0","0","0","0","0","5.0","22","5","2","2","0","3","0","0","0","0","7","15734"
"Dean Kremer","BAL","0","0","3.60","1","1","0","0","0","0","0","5.0","20","5","2","2","2","0","0","0","0","0","4","19350"
"Zack Greinke","HOU","1","0","3.86","1","1","0","0","0","0","0","7.0","28","7","3","3","0","1","0","0","0","0","5","1943"
"Corey Kluber","NYY","1","0","6.00","1","1","0","0","0","0","0","6.0","25","7","4","4","1","2","0","0","0","0","6","2429"
"Adrian Houser","MIL","0","1","6.00","1","1","0","0","0","0","0","3.0","17","2","2","2","0","5","0","1","1","1","3","12718"
"German Marquez","COL","1","0","6.00","1","1","0","0","0","0","0","6.0","27","8","4","4","1","3","0","0","0","0","8","15038"
"Tarik Skubal","DET","0","1","6.00","1","1","0","0","0","0","0","6.0","27","8","4","4","1","1","0","1","1","0","5","22267"
"Aaron Civale","CLE","0","1","6.75","1","1","0","0","0","0","0","6.2","27","7","5","5","2","1","0","0","0","0","6","19479"
"Clayton Kershaw","LAD","1","0","7.50","1","1","0","0","0","0","0","6.0","26","6","5","5","1","1","0","1","0","0","11","2036"
"Matt Shoemaker","MIN","0","1","7.50","1","1","0","0","0","0","0","6.0","25","5","5","5","3","2","0","0","0","0","4","4776"
"Lucas Giolito","CHW","0","1","7.50","1","1","0","0","0","0","0","6.0","26","5","5","5","2","3","0","0","0","0","7","15474"
"Johan Oviedo","STL","0","1","13.50","1","1","0","0","0","0","0","2.0","13","2","3","3","0","5","0","1","0","0","0","22487"
"Jakob Junis","KCR","0","1","13.50","1","1","0","0","0","0","0","1.1","8","4","3","2","1","0","0","0","0","0","1","13619"
"Wes Benjamin","TEX","0","1","16.20","1","1","0","0","0","0","0","1.2","11","3","3","3","0","3","0","0","0","0","2","19243"
"Wade Miley","CIN","0","1","24.00","1","1","0","0","0","0","0","3.0","23","11","8","8","0","3","0","0","0","0","5","8779"
"Riley Smith","ARI","0","1","24.00","1","1","0","0","0","0","0","3.0","20","8","8","8","2","2","0","0","0","0","0","19826"
"Sandy Alcantara","MIA","0","1","54.00","1","1","0","0","0","0","0","1.1","13","7","8","8","1","2","0","0","0","0","3","18684"
