Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Trevor Bauer (17528675),Trevor Bauer,17528675,P,10600,SEA@LAD 05/12/2021 10:10PM ET,LAD,25.92
SP,Clayton Kershaw (17528613),Clayton Kershaw,17528613,P,9700,SEA@LAD 05/12/2021 10:10PM ET,LAD,16.01
SP,Walker Buehler (17528705),Walker Buehler,17528705,P,9600,SEA@LAD 05/12/2021 10:10PM ET,LAD,19.88
SP,Tony Gonsolin (17528805),Tony Gonsolin,17528805,P,9100,SEA@LAD 05/12/2021 10:10PM ET,LAD,0
SP,Zac Gallen (17528766),Zac Gallen,17528766,P,9000,MIA@ARI 05/12/2021 09:40PM ET,ARI,18.92
SP,Sandy Alcantara (17528746),Sandy Alcantara,17528746,P,8900,MIA@ARI 05/12/2021 09:40PM ET,MIA,18.74
RP,Trevor Rogers (17528829),Trevor Rogers,17528829,P,8800,MIA@ARI 05/12/2021 09:40PM ET,MIA,22.81
SP,Julio Urias (17528713),Julio Urias,17528713,P,8700,SEA@LAD 05/12/2021 10:10PM ET,LAD,20.51
SP,Dustin May (17528802),Dustin May,17528802,P,8600,SEA@LAD 05/12/2021 10:10PM ET,LAD,19.59
SP,Madison Bumgarner (17528619),Madison Bumgarner,17528619,P,8500,MIA@ARI 05/12/2021 09:40PM ET,ARI,16.98
SP,Yusei Kikuchi (17528653),Yusei Kikuchi,17528653,P,8200,SEA@LAD 05/12/2021 10:10PM ET,SEA,17.37
SP,Sixto Sanchez (17528777),Sixto Sanchez,17528777,P,8100,MIA@ARI 05/12/2021 09:40PM ET,MIA,0
SP,Luke Weaver (17528687),Luke Weaver,17528687,P,8000,MIA@ARI 05/12/2021 09:40PM ET,ARI,13.06
SP,Pablo Lopez (17528714),Pablo Lopez,17528714,P,8000,MIA@ARI 05/12/2021 09:40PM ET,MIA,13.56
SP,Taylor Widener (17528806),Taylor Widener,17528806,P,8000,MIA@ARI 05/12/2021 09:40PM ET,ARI,15.16
SP,Merrill Kelly (17528670),Merrill Kelly,17528670,P,7900,MIA@ARI 05/12/2021 09:40PM ET,ARI,10.58
RP,Elieser Hernandez (17528704),Elieser Hernandez,17528704,P,7000,MIA@ARI 05/12/2021 09:40PM ET,MIA,6.05
SP,Caleb Smith (17528734),Caleb Smith,17528734,P,7000,MIA@ARI 05/12/2021 09:40PM ET,ARI,5.48
RP,Riley Smith (17528786),Riley Smith,17528786,P,7000,MIA@ARI 05/12/2021 09:40PM ET,ARI,5.01
SP,David Price (17528617),David Price,17528617,P,7000,SEA@LAD 05/12/2021 10:10PM ET,LAD,3.56
SP,Chris Flexen (17528706),Chris Flexen,17528706,P,7000,SEA@LAD 05/12/2021 10:10PM ET,SEA,12.7
RP,Alex Vesia (17528851),Alex Vesia,17528851,P,7000,SEA@LAD 05/12/2021 10:10PM ET,LAD,2.88
RP,Tyler Clippard (17528609),Tyler Clippard,17528609,P,6900,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
SP,James Paxton (17528634),James Paxton,17528634,P,6800,SEA@LAD 05/12/2021 10:10PM ET,SEA,4.4
SP,Justus Sheffield (17528748),Justus Sheffield,17528748,P,6700,SEA@LAD 05/12/2021 10:10PM ET,SEA,11.07
RP,Justin Dunn (17528733),Justin Dunn,17528733,P,6500,SEA@LAD 05/12/2021 10:10PM ET,SEA,12.95
SP,Marco Gonzales (17528665),Marco Gonzales,17528665,P,6400,SEA@LAD 05/12/2021 10:10PM ET,SEA,11.27
SP,Ljay Newsome (17528785),Ljay Newsome,17528785,P,6400,SEA@LAD 05/12/2021 10:10PM ET,SEA,4.17
RP,Ross Detwiler (17528618),Ross Detwiler,17528618,P,6300,MIA@ARI 05/12/2021 09:40PM ET,MIA,3.08
SP,Nick Neidert (17528780),Nick Neidert,17528780,P,6300,MIA@ARI 05/12/2021 09:40PM ET,MIA,3.33
OF,Mookie Betts (17528677),Mookie Betts,17528677,OF,6200,SEA@LAD 05/12/2021 10:10PM ET,LAD,9.14
SP,Nick Margevicius (17528833),Nick Margevicius,17528833,P,6200,SEA@LAD 05/12/2021 10:10PM ET,SEA,3.28
RP,Daniel Castano (17528775),Daniel Castano,17528775,P,6100,MIA@ARI 05/12/2021 09:40PM ET,MIA,5.55
3B,Justin Turner (17528615),Justin Turner,17528615,3B,6000,SEA@LAD 05/12/2021 10:10PM ET,LAD,9.15
RP,Paul Campbell (17528837),Paul Campbell,17528837,P,5600,MIA@ARI 05/12/2021 09:40PM ET,MIA,2.66
SS,Corey Seager (17528697),Corey Seager,17528697,SS,5600,SEA@LAD 05/12/2021 10:10PM ET,LAD,8.47
SP,Erik Swanson (17528753),Erik Swanson,17528753,P,5600,SEA@LAD 05/12/2021 10:10PM ET,SEA,6.2
1B,Max Muncy (17528642),Max Muncy,17528642,1B,5500,SEA@LAD 05/12/2021 10:10PM ET,LAD,8.09
C,Will Smith (17528774),Will Smith,17528774,C,5500,SEA@LAD 05/12/2021 10:10PM ET,LAD,7.36
C,Carson Kelly (17528702),Carson Kelly,17528702,C,5000,MIA@ARI 05/12/2021 09:40PM ET,ARI,9.18
OF,Starling Marte (17528641),Starling Marte,17528641,OF,4800,MIA@ARI 05/12/2021 09:40PM ET,MIA,10.67
OF,Chris Taylor (17528693),Chris Taylor,17528693,OF,4800,SEA@LAD 05/12/2021 10:10PM ET,LAD,9.69
OF,David Peralta (17528616),David Peralta,17528616,OF,4700,MIA@ARI 05/12/2021 09:40PM ET,ARI,8.15
OF,Cody Bellinger (17528723),Cody Bellinger,17528723,OF,4700,SEA@LAD 05/12/2021 10:10PM ET,LAD,7.75
SS,Miguel Rojas (17528629),Miguel Rojas,17528629,SS,4600,MIA@ARI 05/12/2021 09:40PM ET,MIA,7.88
2B/3B,Eduardo Escobar (17528630),Eduardo Escobar,17528630,2B/3B,4600,MIA@ARI 05/12/2021 09:40PM ET,ARI,7.31
1B,Jesus Aguilar (17528648),Jesus Aguilar,17528648,1B,4500,MIA@ARI 05/12/2021 09:40PM ET,MIA,8.79
OF,Ketel Marte (17528673),Ketel Marte,17528673,OF,4500,MIA@ARI 05/12/2021 09:40PM ET,ARI,13.67
3B,Kyle Seager (17528636),Kyle Seager,17528636,3B,4400,SEA@LAD 05/12/2021 10:10PM ET,SEA,7.6
OF/SS,Josh Rojas (17528789),Josh Rojas,17528789,SS/OF,4300,MIA@ARI 05/12/2021 09:40PM ET,ARI,6.87
OF,AJ Pollock (17528632),AJ Pollock,17528632,OF,4200,SEA@LAD 05/12/2021 10:10PM ET,LAD,6.4
C,Stephen Vogt (17528621),Stephen Vogt,17528621,C,4100,MIA@ARI 05/12/2021 09:40PM ET,ARI,5.74
RP,Joakim Soria (17528608),Joakim Soria,17528608,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,-0.79
RP,Ryan Buchter (17528614),Ryan Buchter,17528614,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Anthony Bass (17528624),Anthony Bass,17528624,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,1.50
RP,Richard Bleier (17528625),Richard Bleier,17528625,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,2.91
RP,Dylan Floro (17528638),Dylan Floro,17528638,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,3.62
OF,Corey Dickerson (17528639),Corey Dickerson,17528639,OF,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,6.12
RP,Joe Mantiply (17528645),Joe Mantiply,17528645,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Yimi Garcia (17528649),Yimi Garcia,17528649,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,3.63
OF,Adam Duvall (17528659),Adam Duvall,17528659,OF,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,6.54
RP,Seth Frankoff (17528664),Seth Frankoff,17528664,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Carlos Navas (17528668),Carlos Navas,17528668,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Chris Devenski (17528682),Chris Devenski,17528682,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,1.86
RP,John Curtiss (17528683),John Curtiss,17528683,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,4.81
RP,Shawn Morimando (17528686),Shawn Morimando,17528686,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,0
RP,Taylor Guilbeau (17528688),Taylor Guilbeau,17528688,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Keury Mella (17528695),Keury Mella,17528695,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
SP,Alex Young (17528708),Alex Young,17528708,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,2.63
RP,Sam Moll (17528712),Sam Moll,17528712,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Alexander Guillen (17528719),Alexander Guillen,17528719,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,0
RP,Adam Cimber (17528728),Adam Cimber,17528728,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,2.65
RP,Stefan Crichton (17528730),Stefan Crichton,17528730,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,1.72
RP,Luis Madero (17528745),Luis Madero,17528745,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,-2.72
RP,Jeff Brigham (17528751),Jeff Brigham,17528751,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,0
RP,Kevin Ginkel (17528755),Kevin Ginkel,17528755,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,1.41
SP,Jordan Holloway (17528756),Jordan Holloway,17528756,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,6.96
SP,J.B. Bukauskas (17528757),J.B. Bukauskas,17528757,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,1.38
RP,Zach Pop (17528758),Zach Pop,17528758,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,2.54
RP,Yoan Lopez (17528770),Yoan Lopez,17528770,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,2.16
SP,Jorge Guzman (17528772),Jorge Guzman,17528772,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,0
RP,Jon Duplantier (17528779),Jon Duplantier,17528779,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Taylor Clarke (17528781),Taylor Clarke,17528781,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,3.23
SP,Corbin Martin (17528792),Corbin Martin,17528792,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Luis Frias (17528796),Luis Frias,17528796,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
RP,Humberto Castellanos (17528797),Humberto Castellanos,17528797,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
SP,Braxton Garrett (17528798),Braxton Garrett,17528798,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,0
RP,Tommy Eveld (17528804),Tommy Eveld,17528804,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,0
RP,Anthony Bender (17528810),Anthony Bender,17528810,P,4000,MIA@ARI 05/12/2021 09:40PM ET,MIA,5.38
SP,Matt Peacock (17528838),Matt Peacock,17528838,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,2.81
SP,Josh Green (17528849),Josh Green,17528849,P,4000,MIA@ARI 05/12/2021 09:40PM ET,ARI,0
