,team,Name,b_o,pj_vO
0,TB,Randy Arozarena,1,9.73
1,TB,Austin Meadows,2,8.56
2,TB,Manuel Margot,3,8.96
3,TB,Brandon Lowe,4,7.33
4,TB,Yandy Diaz,5,7.67
5,TB,Joey Wendle,6,9.6
6,TB,Mike Zunino,7,8.02
7,TB,Kevin Kiermaier,8,6.75
8,TB,Willy Adames,9,5.71
9,LAA,David Fletcher,1,4.95
10,LAA,Shohei Ohtani,2,9.56
11,LAA,Mike Trout,3,9.59
12,LAA,Jared Walsh,4,7.99
13,LAA,Jose Iglesias,5,4.68
14,LAA,Justin Upton,6,5.89
15,LAA,Albert Pujols,7,5.25
16,LAA,Max Stassi,9,3.73
17,TOR,Marcus Semien,1,5.63
18,TOR,Bo Bichette,2,6.59
19,TOR,Vladimir Guerrero Jr.,3,7.03
20,TOR,Teoscar Hernandez,4,4.65
21,TOR,Randal Grichuk,5,5.45
22,TOR,Lourdes Gurriel Jr.,6,4.18
23,TOR,Cavan Biggio,7,3.47
24,TOR,Santiago Espinal,8,3.09
25,TOR,Danny Jansen,9,1.36
26,OAK,Mark Canha,1,12.05
27,OAK,Ramon Laureano,2,12.6
28,OAK,Matt Olson,3,12.69
29,OAK,Sean Murphy,4,7.59
30,OAK,Matt Chapman,5,8.37
31,OAK,Jed Lowrie,6,11.29
32,OAK,Mitch Moreland,7,7.06
33,OAK,Stephen Piscotty,8,6.35
34,OAK,Vimael Machin,9,2.54
35,BAL,Cedric Mullins,1,7.08
36,BAL,Austin Hays,2,6.84
37,BAL,Trey Mancini,3,5.85
38,BAL,Maikel Franco,4,5.34
39,BAL,DJ Stewart,5,4.94
40,BAL,Ryan Mountcastle,6,3.98
41,BAL,Freddy Galvis,7,5.19
42,BAL,Chance Sisco,8,1.86
43,BAL,Rio Ruiz,9,3.92
44,SEA,Mitch Haniger,1,13.0
45,SEA,Ty France,2,8.58
46,SEA,Kyle Seager,3,8.78
47,SEA,Kyle Lewis,4,7.0
48,SEA,Luis Torrens,5,4.18
49,SEA,Evan White,6,4.24
50,SEA,J.P. Crawford,7,5.06
51,SEA,Dylan Moore,8,6.14
52,SEA,Sam Haggerty,9,6.57
53,PIT,Adam Frazier,1,8.05
54,PIT,Bryan Reynolds,2,6.26
55,PIT,Phillip Evans,3,4.3
56,PIT,Colin Moran,4,4.98
57,PIT,Erik Gonzalez,5,3.75
58,PIT,Jacob Stallings,6,5.13
59,PIT,Ka'ai Tom,7,1.14
60,PIT,Kevin Newman,8,3.51
61,SD,Trent Grisham,1,10.85
62,SD,Jurickson Profar,2,8.22
63,SD,Manny Machado,3,9.75
64,SD,Eric Hosmer,4,9.51
65,SD,Wil Myers,5,8.2
66,SD,Jake Cronenworth,6,8.25
67,SD,Austin Nola,7,3.99
68,SD,Ha-Seong Kim,8,4.34
0,TB,Shane McClanahan,SP,12.76
1,LAA,Alex Cobb,SP,14.64
2,TOR,Anthony Kay,SP,5.27
3,OAK,Cole Irvin,SP,18.65
4,BAL,Jorge Lopez,SP,10.56
5,SEA,Justin Dunn,SP,14.21
6,PIT,Mitch Keller,SP,8.61
7,SD,Dinelson Lamet,SP,6.67
