Date,Lineup Type,1,2,3,4,5,6,7,8,9,10,Proj
05-04-21,APPG,Start_Austin_Hays,Start_Bo_Bichette,Start_Cole_Irvin,Start_Jared_Walsh,Start_Manny_Machado,Start_Marcus_Semien,Start_Matt_Olson,Start_Mike_Zunino,Start_Mitch_Haniger,Start_Shane_McClanahan,97.08
05-04-21,pj_vO,Start_Alex_Cobb,Start_Cole_Irvin,Start_Jed_Lowrie,Start_Kyle_Seager,Start_Mark_Canha,Start_Matt_Olson,Start_Mitch_Haniger,Start_Ramon_Laureano,Start_Sean_Murphy,Start_Willy_Adames,128.4
05-04-21,APPG_1-6,Start_Bo_Bichette,Start_Cedric_Mullins,Start_Cole_Irvin,Start_Jacob_Stallings,Start_Jared_Walsh,Start_Maikel_Franco,Start_Marcus_Semien,Start_Mitch_Haniger,Start_Shane_McClanahan,Start_Vladimir_Guerrero_Jr.,95.71
05-04-21,pj_vO_1-6,Start_Cole_Irvin,Start_Jed_Lowrie,Start_Jose_Iglesias,Start_Kyle_Seager,Start_Mark_Canha,Start_Matt_Olson,Start_Mitch_Haniger,Start_Ramon_Laureano,Start_Sean_Murphy,Start_Shane_McClanahan,125.44
05-04-21,APPG_1-5,Start_Austin_Hays,Start_Bo_Bichette,Start_Cole_Irvin,Start_Jared_Walsh,Start_Maikel_Franco,Start_Marcus_Semien,Start_Matt_Olson,Start_Mitch_Haniger,Start_Sean_Murphy,Start_Shane_McClanahan,94.39999999999999
05-04-21,pj_vO_1-5,Start_Adam_Frazier,Start_Cole_Irvin,Start_Jose_Iglesias,Start_Kyle_Seager,Start_Mark_Canha,Start_Matt_Olson,Start_Mitch_Haniger,Start_Ramon_Laureano,Start_Sean_Murphy,Start_Shane_McClanahan,120.42
05-04-21,APPG_1-4,Start_Austin_Hays,Start_Bo_Bichette,Start_Cole_Irvin,Start_Jared_Walsh,Start_Maikel_Franco,Start_Marcus_Semien,Start_Matt_Olson,Start_Mitch_Haniger,Start_Sean_Murphy,Start_Shane_McClanahan,94.39999999999999
05-04-21,pj_vO_1-4,Start_Adam_Frazier,Start_Bo_Bichette,Start_Cole_Irvin,Start_Kyle_Seager,Start_Manuel_Margot,Start_Mark_Canha,Start_Matt_Olson,Start_Mitch_Haniger,Start_Sean_Murphy,Start_Shane_McClanahan,117.46000000000001
05-04-21,APPGa,Start_Austin_Hays,Start_Bo_Bichette,Start_Cole_Irvin,Start_Jared_Walsh,Start_Manny_Machado,Start_Marcus_Semien,Start_Matt_Olson,Start_Mike_Zunino,Start_Mitch_Haniger,Start_Shane_McClanahan,97.08
05-04-21,APPGa_1-6,Start_Bo_Bichette,Start_Cedric_Mullins,Start_Cole_Irvin,Start_Jacob_Stallings,Start_Jared_Walsh,Start_Maikel_Franco,Start_Marcus_Semien,Start_Mitch_Haniger,Start_Shane_McClanahan,Start_Vladimir_Guerrero_Jr.,95.71
05-04-21,APPGa_1-5,Start_Austin_Hays,Start_Bo_Bichette,Start_Cole_Irvin,Start_Jared_Walsh,Start_Maikel_Franco,Start_Marcus_Semien,Start_Matt_Olson,Start_Mitch_Haniger,Start_Sean_Murphy,Start_Shane_McClanahan,94.39999999999999
05-04-21,APPGa_1-4,Start_Austin_Hays,Start_Bo_Bichette,Start_Cole_Irvin,Start_Jared_Walsh,Start_Maikel_Franco,Start_Marcus_Semien,Start_Matt_Olson,Start_Mitch_Haniger,Start_Sean_Murphy,Start_Shane_McClanahan,94.39999999999999
