"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Miguel Cabrera","DET","1","2","4","2","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","1.000","1744"
"Salvador Perez","KCR","1","4","4","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","7304"
"Wilmer Difo","PIT","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","14320"
"J.P. Crawford","SEA","1","3","4","3","2","0","0","1","2","2","0","0","0","1","0","0","0","0","0","1.000","15491"
"Jorge Mateo","SDP","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","17273"
"Seth Brown","OAK","1","2","2","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0","1.000","18171"
"Yuli Gurriel","HOU","1","4","5","4","3","0","0","1","2","4","0","0","0","0","1","0","0","0","0","1.000","19198"
"Jean Segura","PHI","1","5","5","4","4","0","0","0","2","2","0","0","0","0","0","0","0","0","0",".800","5933"
"Jed Lowrie","OAK","1","4","4","3","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",".750","4418"
"DJ LeMahieu","NYY","1","4","4","3","1","0","0","2","2","2","0","0","1","0","0","0","0","0","0",".750","9874"
"Joc Pederson","CHC","1","4","4","3","3","0","0","0","1","1","0","0","0","0","0","0","1","0","1",".750","11899"
"Alex Bregman","HOU","1","4","5","3","2","1","0","0","2","2","1","0","0","0","0","0","0","0","0",".750","17678"
"Ryan Mountcastle","BAL","1","4","4","3","2","0","0","1","1","1","0","0","0","0","0","0","0","0","0",".750","18373"
"Nick Solak","TEX","1","4","4","3","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0",".750","19294"
"Austin Hays","BAL","1","4","5","3","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0",".750","19363"
"Miguel Rojas","MIA","1","3","4","2","1","1","0","0","3","0","1","0","0","0","0","0","0","0","0",".667","7802"
"Jonathan Villar","NYM","1","3","5","2","2","0","0","0","0","1","2","1","1","0","0","0","0","1","0",".667","10071"
"Adam Duvall","MIA","1","3","4","2","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0",".667","10950"
"Jorge Polanco","MIN","1","3","5","2","0","1","0","1","2","2","2","0","0","0","0","0","0","0","0",".667","13152"
"Jacob Stallings","PIT","1","3","4","2","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0",".667","13723"
"David Bote","CHC","1","3","3","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".667","14593"
"Isan Diaz","MIA","1","3","4","2","1","0","0","1","1","4","1","0","0","0","0","0","0","0","0",".667","17922"
"Dansby Swanson","ATL","1","3","3","2","0","1","0","1","2","1","0","0","0","0","0","0","0","0","0",".667","18314"
"Bobby Dalbec","BOS","1","3","4","2","1","0","0","1","2","3","1","0","0","0","0","0","0","0","0",".667","19966"
"Andrew Vaughn","CHW","1","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".667","26197"
"J.T. Realmuto","PHI","1","5","6","3","2","0","0","1","2","2","1","0","1","0","0","0","0","0","0",".600","11739"
"David Fletcher","LAA","1","5","5","3","2","1","0","0","2","3","0","0","0","0","0","0","0","0","0",".600","17992"
"Kyle Lewis","SEA","1","5","5","3","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0",".600","19508"
"Josh Rojas","ARI","1","5","5","3","3","0","0","0","1","0","0","0","2","0","0","0","0","0","0",".600","19734"
"Eric Hosmer","SDP","1","4","4","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0",".500","3516"
"Starlin Castro","WSN","1","4","5","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".500","4579"
"Josh Donaldson","MIN","1","4","5","2","1","1","0","0","2","0","1","0","2","0","0","0","0","0","0",".500","5038"
"Jose Altuve","HOU","1","4","5","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".500","5417"
"Freddy Galvis","BAL","1","4","4","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","6609"
"Buster Posey","SFG","1","2","4","1","0","0","0","1","2","2","2","0","0","0","0","0","0","0","0",".500","9166"
"Nolan Arenado","STL","1","4","4","2","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","9777"
"Mike Trout","LAA","1","4","4","2","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0",".500","10155"
"Jose Iglesias","LAA","1","4","4","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1",".500","10231"
"Marcell Ozuna","ATL","1","4","4","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".500","10324"
"Jesus Aguilar","MIA","1","4","4","2","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0",".500","11342"
"Mark Canha","OAK","1","2","4","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0",".500","11445"
"Odubel Herrera","PHI","1","4","5","2","1","0","0","1","1","4","1","0","1","0","0","0","0","0","0",".500","11476"
"Max Kepler","MIN","1","4","5","2","1","0","0","1","1","2","1","0","0","0","0","0","0","0","0",".500","12144"
"Javier Baez","CHC","1","4","4","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".500","12979"
