"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Trevor Rogers","MIA","1","0","1.80","1","1","0","0","0","0","0","5.0","21","4","1","1","0","2","0","0","0","0","6","22286"
"Josh Tomlin","ATL","0","0","2.08","1","0","0","0","0","0","0","4.1","18","5","1","1","0","1","0","0","0","0","5","9388"
"Jose Urquidy","HOU","1","0","2.57","1","1","0","0","0","0","0","7.0","25","4","2","2","2","1","0","0","0","0","2","18413"
"Zach Eflin","PHI","1","0","2.70","1","1","0","0","0","0","0","6.2","25","5","2","2","1","1","0","0","0","0","8","13774"
"Patrick Sandoval","LAA","0","0","2.70","1","0","0","0","1","0","0","3.1","14","2","1","1","1","2","0","0","0","0","3","19447"
"Alec Bettinger","MIL","0","0","3.00","1","0","0","0","0","0","0","3.0","11","2","1","1","0","1","0","0","0","0","4","20312"
"Trevor Cahill","PIT","0","1","3.60","1","1","0","0","0","0","0","5.0","23","8","3","2","0","1","0","0","1","0","2","6249"
"Tarik Skubal","DET","0","1","3.60","1","1","0","0","0","0","0","5.0","21","4","2","2","2","2","0","0","0","0","8","22267"
"Robert Gsellman","NYM","0","0","3.86","1","0","0","0","0","0","0","2.1","12","3","1","1","0","1","0","0","0","0","0","13696"
"Jameson Taillon","NYY","0","0","4.26","1","1","0","0","0","0","0","6.1","23","3","3","3","2","1","0","0","0","0","5","11674"
"Patrick Corbin","WSN","0","0","4.50","1","1","0","0","0","0","0","6.0","22","4","3","3","3","0","0","0","0","0","2","9323"
"Brad Keller","KCR","0","1","4.50","1","1","0","0","0","0","0","6.0","23","5","3","3","1","1","0","0","0","0","6","15734"
"Anthony DeSclafani","SFG","0","0","5.06","1","1","0","0","0","0","0","5.1","21","4","3","3","1","1","0","0","0","0","3","13050"
"Mike Foltynewicz","TEX","0","0","5.40","1","1","0","0","0","0","0","6.2","26","6","4","4","2","1","0","1","0","0","5","10811"
"Chris Flexen","SEA","1","0","5.68","1","1","0","0","0","0","0","6.1","27","10","4","4","1","1","0","0","0","0","2","13896"
"Dillon Tate","BAL","0","0","6.75","1","0","0","0","0","0","0","1.1","6","2","1","1","0","0","0","0","0","0","0","17796"
"Ross Stripling","TOR","0","1","7.36","1","1","0","0","0","0","0","3.2","19","6","3","3","1","3","0","0","0","0","3","13273"
"Blake Snell","SDP","0","0","7.71","1","1","0","0","0","0","0","4.2","21","1","4","4","1","6","0","0","0","0","5","13543"
"Will Harris","WSN","0","0","9.00","1","0","0","0","0","0","0","1.0","5","1","1","1","0","1","0","0","0","0","1","3192"
"Jose Cisnero","DET","0","0","9.00","1","0","0","0","0","0","0","1.0","6","2","1","1","0","1","0","0","0","0","1","6399"
"Jesse Biddle","ATL","0","0","9.00","1","0","0","0","0","0","0","2.0","11","3","2","2","0","2","0","0","1","0","3","11437"
"Andrew Kittredge","TBR","0","0","9.00","1","0","0","0","0","0","0","1.0","5","3","1","1","0","0","0","0","0","0","1","12828"
"Andrew Chafin","CHC","0","0","9.00","1","0","0","0","0","1","0","1.0","5","1","1","1","0","1","0","0","0","0","1","12988"
"Daniel Norris","DET","0","0","9.00","1","0","0","0","0","0","0","2.0","10","2","2","2","1","2","0","0","1","0","3","13475"
"Keone Kela","SDP","0","1","9.00","1","0","0","0","0","0","0","0.0","1","1","1","1","1","0","0","0","0","0","0","14696"
"Julio Urias","LAD","0","1","9.00","1","1","0","0","0","0","0","5.0","23","8","5","5","2","0","0","1","0","0","4","14765"
"Kent Emanuel","HOU","0","0","9.00","1","0","0","0","0","0","0","2.0","9","2","2","2","1","1","0","0","0","0","0","15849"
"Ryan Borucki","TOR","0","0","9.00","1","0","0","0","0","0","0","1.0","4","1","1","1","0","0","0","0","0","0","1","16350"
"Austin Gomber","COL","0","1","9.00","1","1","0","0","0","0","0","5.0","22","6","5","5","2","0","0","0","0","0","7","16561"
"Hirokazu Sawamura","BOS","0","0","9.00","1","0","0","0","0","1","0","1.0","4","1","1","1","1","0","0","0","0","0","1","27515"
"Luis Cessa","NYY","0","0","10.80","1","0","0","0","0","0","0","1.2","12","3","3","2","1","3","0","0","0","0","1","13345"
"Brent Suter","MIL","0","1","11.57","1","1","0","0","0","0","0","2.1","12","4","3","3","0","1","0","0","0","0","2","13942"
"Tim Mayza","TOR","0","0","13.50","1","0","0","0","0","0","0","1.1","6","2","2","2","1","0","0","0","0","0","0","15042"
"Ty Tice","TOR","0","0","13.50","1","0","0","0","0","0","0","1.1","9","5","2","2","0","1","0","0","0","0","1","20177"
"Ryan Tepera","CHC","0","0","13.50","1","0","0","0","0","1","0","0.2","4","2","1","1","0","0","0","0","1","0","1","10291"
"Jeffrey Springs","TBR","0","1","13.50","1","0","0","0","0","0","0","0.2","3","1","1","1","1","0","0","0","0","0","0","17677"
"Isaac Mattson","BAL","0","0","13.50","1","0","0","0","0","0","0","0.2","4","1","1","1","0","1","0","0","0","0","0","20385"
"David Peterson","NYM","0","0","16.20","1","1","0","0","0","0","0","1.2","12","3","3","3","0","3","0","1","0","0","3","20302"
"Rafael Dolis","TOR","0","0","18.00","1","0","0","0","0","0","0","0.0","2","1","2","2","0","1","0","0","0","0","0","4185"
"Caleb Smith","ARI","0","0","18.00","1","0","0","0","0","0","1","1.0","6","1","2","2","1","2","0","0","0","0","1","14875"
"Bryan Garcia","DET","0","0","18.00","1","0","0","0","0","0","0","1.0","6","1","2","2","0","2","0","0","0","0","0","19457"
"Emmanuel Clase","CLE","0","1","18.00","1","0","0","0","0","0","0","0.0","4","3","3","2","0","0","0","0","0","1","0","21032"
"Cody Stashak","MIN","0","0","27.00","1","0","0","0","0","0","0","1.0","7","3","3","3","1","1","0","0","0","0","3","18088"
"Sam Selman","SFG","0","0","27.00","1","0","0","0","0","0","1","0.1","3","2","1","1","1","0","0","0","0","0","0","13397"
"Patrick Weigel","MIL","0","0","27.00","1","0","0","0","0","0","0","0.2","4","1","2","2","1","1","0","0","0","0","2","17792"
"Josh Sborz","TEX","0","1","27.00","1","0","0","0","0","0","0","0.1","3","2","1","1","0","0","0","0","0","0","1","18323"
"Joe Kelly","LAD","0","0","54.00","1","0","0","0","0","0","0","0.2","7","5","4","4","0","0","0","0","0","0","0","9761"
"Carl Edwards Jr.","ATL","0","0","81.00","1","0","0","0","0","0","0","0.1","5","3","3","3","1","1","0","0","1","0","1","13607"
"Jonathan Loaisiga","NYY","0","1","108.00","1","0","0","0","0","0","0","0.1","6","4","5","4","1","0","0","0","0","0","1","19753"
