Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Framber Valdez (17447087),Framber Valdez,17447087,P,11700,TOR@HOU 05/07/2021 08:10PM ET,HOU,0
SP,Justin Verlander (17446769),Justin Verlander,17446769,P,10400,TOR@HOU 05/07/2021 08:10PM ET,HOU,0
SP,Carlos Rodon (17446896),Carlos Rodon,17446896,P,10000,CWS@KC 05/07/2021 08:10PM ET,CWS,33.72
SP,Cristian Javier (17447103),Cristian Javier,17447103,P,9900,TOR@HOU 05/07/2021 08:10PM ET,HOU,20.83
SP,Zack Greinke (17446764),Zack Greinke,17446764,P,9600,TOR@HOU 05/07/2021 08:10PM ET,HOU,13.93
SP,Jack Flaherty (17447038),Jack Flaherty,17447038,P,9400,COL@STL 05/07/2021 08:15PM ET,STL,20.08
SP,Jake Odorizzi (17446794),Jake Odorizzi,17446794,P,9100,TOR@HOU 05/07/2021 08:10PM ET,HOU,4.73
SP,Lance McCullers Jr. (17446924),Lance McCullers Jr.,17446924,P,9100,TOR@HOU 05/07/2021 08:10PM ET,HOU,17.72
SP,Lucas Giolito (17446926),Lucas Giolito,17446926,P,9000,CWS@KC 05/07/2021 08:10PM ET,CWS,16.17
RP,Kent Emanuel (17446858),Kent Emanuel,17446858,P,8900,TOR@HOU 05/07/2021 08:10PM ET,HOU,12.6
SP,Danny Duffy (17446785),Danny Duffy,17446785,P,8900,CWS@KC 05/07/2021 08:10PM ET,KC,23.91
SP,Lance Lynn (17446796),Lance Lynn,17446796,P,8900,CWS@KC 05/07/2021 08:10PM ET,CWS,25.52
SP,Adam Wainwright (17446761),Adam Wainwright,17446761,P,8800,COL@STL 05/07/2021 08:15PM ET,STL,15.39
RP,Luis Garcia (17447232),Luis Garcia,17447232,P,8800,TOR@HOU 05/07/2021 08:10PM ET,HOU,12.78
SP,Jose Urquidy (17447125),Jose Urquidy,17447125,P,8700,TOR@HOU 05/07/2021 08:10PM ET,HOU,14.42
SP,Steven Matz (17446816),Steven Matz,17446816,P,8500,TOR@HOU 05/07/2021 08:10PM ET,TOR,15.8
SP,Hyun Jin Ryu (17446961),Hyun Jin Ryu,17446961,P,8100,TOR@HOU 05/07/2021 08:10PM ET,TOR,16.65
SP,Yusei Kikuchi (17446842),Yusei Kikuchi,17446842,P,7900,SEA@TEX 05/07/2021 08:05PM ET,SEA,15.92
SP,Jon Gray (17446857),Jon Gray,17446857,P,7800,COL@STL 05/07/2021 08:15PM ET,COL,17.99
RP,John Gant (17446901),John Gant,17446901,P,7700,COL@STL 05/07/2021 08:15PM ET,STL,13.23
RP,Justin Dunn (17447012),Justin Dunn,17447012,P,7700,SEA@TEX 05/07/2021 08:05PM ET,SEA,12.95
SP,German Marquez (17446916),German Marquez,17446916,P,7500,COL@STL 05/07/2021 08:15PM ET,COL,9.99
SP,Robbie Ray (17446856),Robbie Ray,17446856,P,7500,TOR@HOU 05/07/2021 08:10PM ET,TOR,17.34
SP,Chris Flexen (17446936),Chris Flexen,17446936,P,7400,SEA@TEX 05/07/2021 08:05PM ET,SEA,13.71
SP,Kyle Gibson (17446808),Kyle Gibson,17446808,P,7300,SEA@TEX 05/07/2021 08:05PM ET,TEX,18.09
RP,Ross Stripling (17446894),Ross Stripling,17446894,P,7200,TOR@HOU 05/07/2021 08:10PM ET,TOR,8.43
RP,Kwang Hyun Kim (17446807),Kwang Hyun Kim,17446807,P,7000,COL@STL 05/07/2021 08:15PM ET,STL,15.12
SP,Miles Mikolas (17446819),Miles Mikolas,17446819,P,7000,COL@STL 05/07/2021 08:15PM ET,STL,0
SP,Carlos Martinez (17446848),Carlos Martinez,17446848,P,7000,COL@STL 05/07/2021 08:15PM ET,STL,12.52
RP,Dakota Hudson (17447011),Dakota Hudson,17447011,P,7000,COL@STL 05/07/2021 08:15PM ET,STL,0
SP,Johan Oviedo (17447181),Johan Oviedo,17447181,P,6900,COL@STL 05/07/2021 08:15PM ET,STL,11.25
SP,Mike Foltynewicz (17446853),Mike Foltynewicz,17446853,P,6800,SEA@TEX 05/07/2021 08:05PM ET,TEX,13.77
SP,James Paxton (17446810),James Paxton,17446810,P,6700,SEA@TEX 05/07/2021 08:05PM ET,SEA,4.4
SP,Mike Minor (17446777),Mike Minor,17446777,P,6600,CWS@KC 05/07/2021 08:10PM ET,KC,12.76
SP,Dylan Cease (17447045),Dylan Cease,17447045,P,6600,CWS@KC 05/07/2021 08:10PM ET,CWS,20.51
SP,Marco Gonzales (17446864),Marco Gonzales,17446864,P,6600,SEA@TEX 05/07/2021 08:05PM ET,SEA,11.27
RP,Brandon Bielak (17447141),Brandon Bielak,17447141,P,6500,TOR@HOU 05/07/2021 08:10PM ET,HOU,6.23
SP,Justus Sheffield (17447036),Justus Sheffield,17447036,P,6500,SEA@TEX 05/07/2021 08:05PM ET,SEA,12.52
SP,Antonio Santos (17447126),Antonio Santos,17447126,P,6400,COL@STL 05/07/2021 08:15PM ET,COL,0
SP,Michael Kopech (17447037),Michael Kopech,17447037,P,6400,CWS@KC 05/07/2021 08:10PM ET,CWS,13.19
SP,Chi Chi Gonzalez (17446960),Chi Chi Gonzalez,17446960,P,6300,COL@STL 05/07/2021 08:15PM ET,COL,6.98
SP,Dallas Keuchel (17446820),Dallas Keuchel,17446820,P,6300,CWS@KC 05/07/2021 08:10PM ET,CWS,8.96
SP,Nick Margevicius (17447215),Nick Margevicius,17447215,P,6300,SEA@TEX 05/07/2021 08:05PM ET,SEA,3.28
RP,Austin Gomber (17447027),Austin Gomber,17447027,P,6200,COL@STL 05/07/2021 08:15PM ET,COL,10.68
SP,Jakob Junis (17446907),Jakob Junis,17446907,P,6200,CWS@KC 05/07/2021 08:10PM ET,KC,8.84
SP,Antonio Senzatela (17446920),Antonio Senzatela,17446920,P,6100,COL@STL 05/07/2021 08:15PM ET,COL,6.66
SP,Nate Pearson (17447207),Nate Pearson,17447207,P,6000,TOR@HOU 05/07/2021 08:10PM ET,TOR,0
SP,Kyle Freeland (17446906),Kyle Freeland,17446906,P,5900,COL@STL 05/07/2021 08:15PM ET,COL,0
SP,Anthony Kay (17446997),Anthony Kay,17446997,P,5900,TOR@HOU 05/07/2021 08:10PM ET,TOR,3.35
RP,T.J. Zeuch (17447002),T.J. Zeuch,17447002,P,5900,TOR@HOU 05/07/2021 08:10PM ET,TOR,1.8
SP,Ljay Newsome (17447117),Ljay Newsome,17447117,P,5900,SEA@TEX 05/07/2021 08:05PM ET,SEA,5.22
SP,Thomas Hatch (17447004),Thomas Hatch,17447004,P,5800,TOR@HOU 05/07/2021 08:10PM ET,TOR,0
SP,Dane Dunning (17447013),Dane Dunning,17447013,P,5800,SEA@TEX 05/07/2021 08:05PM ET,TEX,13.56
SS,Tim Anderson (17446972),Tim Anderson,17446972,SS,5700,CWS@KC 05/07/2021 08:10PM ET,CWS,10.37
SS,Trevor Story (17446884),Trevor Story,17446884,SS,5500,COL@STL 05/07/2021 08:15PM ET,COL,9.10
2B/3B,Ryan McMahon (17446973),Ryan McMahon,17446973,2B/3B,5400,COL@STL 05/07/2021 08:15PM ET,COL,8.58
SP,Brady Singer (17447102),Brady Singer,17447102,P,5400,CWS@KC 05/07/2021 08:10PM ET,KC,13.84
RP,Jordan Lyles (17446795),Jordan Lyles,17446795,P,5400,SEA@TEX 05/07/2021 08:05PM ET,TEX,7.61
SP,Trent Thornton (17447077),Trent Thornton,17447077,P,5300,TOR@HOU 05/07/2021 08:10PM ET,TOR,4.86
