,team,Name,b_o,pj_vO
0,WAS,Andrew Stevenson,1,3.58
1,WAS,Josh Harrison,2,8.97
2,WAS,Trea Turner,3,11.69
3,WAS,Josh Bell,4,7.0
4,WAS,Kyle Schwarber,5,6.25
5,WAS,Starlin Castro,6,5.74
6,WAS,Yan Gomes,7,8.04
7,WAS,Victor Robles,8,4.06
8,WAS,Victor Robles,9,4.06
9,NYY,DJ LeMahieu,1,10.08
10,NYY,Giancarlo Stanton,2,17.7
11,NYY,Aaron Judge,3,14.21
12,NYY,Gleyber Torres,4,8.0
13,NYY,Aaron Hicks,5,10.21
14,NYY,Gary Sanchez,6,8.4
15,NYY,Clint Frazier,7,7.65
16,NYY,Tyler Wade,9,1.31
17,MIL,Kolten Wong,1,4.94
18,MIL,Lorenzo Cain,2,5.59
19,MIL,Tyrone Taylor,3,3.36
20,MIL,Avisail Garcia,4,4.98
21,MIL,Luis Urias,5,3.94
22,MIL,Billy McKinney,6,2.65
23,MIL,Pablo Reyes,7,1.14
24,MIL,Jacob Nottingham,8,6.9
25,MIA,Miguel Rojas,1,7.15
26,MIA,Jesus Aguilar,2,7.34
27,MIA,Garrett Cooper,3,3.89
28,MIA,Adam Duvall,4,5.85
29,MIA,Isan Diaz,5,5.15
30,MIA,Jon Berti,6,4.16
31,MIA,Sandy Leon,7,2.69
32,MIA,Magneuris Sierra,8,1.46
33,ARI,Tim Locastro,1,6.13
34,ARI,Carson Kelly,2,11.49
35,ARI,Christian Walker,3,6.09
36,ARI,Eduardo Escobar,4,10.11
37,ARI,Asdrubal Cabrera,5,7.47
38,ARI,Pavin Smith,6,7.77
39,ARI,Nick Ahmed,7,3.53
40,ARI,Josh Rojas,8,7.76
41,NYM,Jeff McNeil,1,4.5
42,NYM,Francisco Lindor,2,4.34
43,NYM,Michael Conforto,3,5.55
44,NYM,Pete Alonso,4,6.44
45,NYM,Dominic Smith,5,4.09
46,NYM,Kevin Pillar,6,3.73
47,NYM,Jonathan Villar,7,3.15
48,NYM,James McCann,8,3.54
49,PHI,Andrew McCutchen,1,6.59
50,PHI,Rhys Hoskins,2,8.25
51,PHI,Bryce Harper,3,9.92
52,PHI,J.T. Realmuto,4,7.0
53,PHI,Alec Bohm,5,6.07
54,PHI,Didi Gregorius,6,6.91
55,PHI,Jean Segura,7,6.55
56,PHI,Odubel Herrera,8,1.45
57,ATL,Ronald Acuna Jr.,1,10.38
58,ATL,Freddie Freeman,2,5.93
59,ATL,Marcell Ozuna,3,5.6
60,ATL,Ozzie Albies,4,6.95
61,ATL,Austin Riley,5,5.67
62,ATL,William Contreras,6,9.41
63,ATL,Dansby Swanson,7,4.99
64,ATL,Cristian Pache,8,3.02
0,WAS,Patrick Corbin,SP,4.61
1,NYY,Jameson Taillon,SP,13.69
2,MIL,Brent Suter,SP,4.61
3,MIA,Trevor Rogers,SP,25.33
4,ARI,Zac Gallen,SP,18.77
5,NYM,David Peterson,SP,13.11
6,PHI,Zach Eflin,SP,16.07
7,ATL,Charlie Morton,SP,18.29
