"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Julian Merryweather","TOR","0","0","0.00","4","0","0","0","2","1","0","4.1","14","1","0","0","0","1","0","0","0","0","7","16703"
"Josh Fuentes","COL","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","16885"
"Ranger Suarez","PHI","0","0","0.00","2","0","0","0","0","0","0","2.2","13","3","0","0","0","2","0","0","0","0","5","17277"
"Trevor Megill","CHC","0","0","0.00","2","0","0","0","0","0","0","2.0","9","2","0","0","0","1","0","0","1","0","2","17722"
"Drew Smith","NYM","0","0","0.00","2","1","0","0","0","0","0","3.0","11","2","1","0","0","0","0","0","0","0","4","17755"
"Jake Cronenworth","SDP","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","1","18036"
"Ka'ai Tom","OAK","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","0","18136"
"Jay Flaa","BAL","0","0","0.00","1","0","0","0","0","0","0","1.1","5","0","0","0","0","2","0","0","0","0","1","18140"
"Art Warren","CIN","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","2","0","0","0","0","1","18251"
"Travis Bergen","TOR","2","0","0.00","7","1","0","0","0","0","0","8.2","33","3","0","0","0","4","0","1","0","0","5","18581"
"Danny Mendick","CHW","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","0","0","1","0","0","1","18889"
"A.J. Puk","OAK","0","0","0.00","1","0","0","0","0","0","0","3.1","14","1","0","0","0","3","0","0","1","0","4","19343"
"Kyle Funkhouser","DET","0","0","0.00","3","0","0","0","0","0","0","4.1","16","2","1","0","0","2","0","0","1","0","3","19456"
"Devin Smeltzer","MIN","0","0","0.00","1","0","0","0","0","0","0","4.2","17","1","1","0","0","1","0","2","0","0","3","19487"
"Anthony Bender","MIA","0","0","0.00","5","0","0","0","0","0","0","5.0","17","1","0","0","0","1","0","0","0","0","8","19742"
"Anthony Castro","TOR","0","0","0.00","6","0","0","0","1","0","0","7.1","27","3","0","0","0","1","0","1","1","0","9","19789"
"Keegan Thompson","CHC","1","1","0.00","5","1","0","0","0","0","0","10.1","42","8","1","0","0","6","1","0","0","0","7","19795"
"Jeremy Beasley","TOR","0","0","0.00","1","0","0","0","0","0","0","1.1","6","1","0","0","0","1","0","0","0","0","1","20205"
"Ramon Rosso","PHI","0","0","0.00","1","0","0","0","0","0","0","1.1","4","1","0","0","0","0","0","0","0","0","0","20368"
"Enoli Paredes","HOU","0","0","0.00","3","0","0","0","0","1","0","1.1","12","2","1","0","0","6","0","0","0","0","2","20447"
"Peter Solomon","HOU","0","0","0.00","2","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","2","20476"
"Kyle Nelson","CLE","0","0","0.00","2","0","0","0","0","0","0","2.0","7","0","0","0","0","1","0","0","0","0","2","20515"
"Eduard Bazardo","BOS","0","0","0.00","2","0","0","0","0","0","0","3.0","12","1","0","0","0","2","0","0","0","0","3","20997"
"Alex Reyes","STL","2","0","0.45","18","0","0","0","11","0","0","20.0","84","8","1","1","0","17","1","0","5","0","27","15015"
"J.P. Feyereisen","MIL","0","1","0.50","19","0","0","0","0","9","1","18.0","65","5","3","1","1","8","0","0","0","0","19","16610"
"James Karinchak","CLE","1","0","0.52","18","0","0","0","3","5","1","17.1","62","3","1","1","1","5","0","1","0","0","33","20151"
"Richard Rodriguez","PIT","2","0","0.53","17","0","0","0","6","0","0","17.0","58","6","1","1","0","1","0","0","1","0","14","13549"
"Josh Hader","MIL","3","0","0.61","15","0","0","0","8","0","0","14.2","55","5","1","1","0","6","0","0","3","1","26","14212"
"Tyler Chatwood","TOR","0","0","0.61","13","0","0","0","0","7","0","14.2","55","8","1","1","0","4","0","1","0","0","21","4338"
"Jacob deGrom","NYM","3","2","0.68","6","6","1","1","0","0","0","40.0","141","17","6","3","2","7","0","0","0","0","65","10954"
"Caleb Baragar","SFG","2","1","0.77","15","0","0","0","0","5","1","11.2","51","10","3","1","0","7","2","1","0","0","10","19231"
"Tyler Rogers","SFG","0","0","0.79","22","0","0","0","3","10","2","22.2","87","14","3","2","1","4","0","2","0","0","12","15541"
"Dan Winkler","CHC","1","0","0.79","14","0","0","0","0","3","0","11.1","48","6","1","1","0","7","0","2","1","0","12","12237"
"Ryan Weathers","SDP","2","1","0.81","8","3","0","0","1","0","0","22.1","80","9","2","2","1","7","0","1","0","0","20","23796"
"Garrett Crochet","CHW","1","2","0.84","10","0","0","0","0","2","0","10.2","50","9","4","1","0","7","1","1","2","0","11","27463"
"David Phelps","TOR","0","0","0.87","11","1","0","0","0","4","0","10.1","42","8","2","1","0","4","0","1","0","0","15","6316"
"Aaron Loup","NYM","1","0","0.93","12","0","0","0","0","2","1","9.2","38","8","3","1","0","2","0","1","0","0","11","10343"
"Sam Coonrod","PHI","0","0","1.00","16","0","0","0","2","5","2","18.0","69","12","2","2","2","2","0","1","1","0","19","17264"
"Mark Melancon","SDP","0","0","1.02","16","0","0","0","13","0","0","17.2","65","10","2","2","1","3","0","0","0","0","15","4264"
"Dylan Floro","MIA","2","1","1.02","19","0","0","0","0","5","1","17.2","71","12","3","2","0","4","0","0","0","0","16","13394"
"Erik Swanson","SEA","0","0","1.04","5","2","0","0","0","0","0","8.2","29","3","1","1","1","2","0","0","0","0","6","16587"
"Emmanuel Clase","CLE","2","2","1.06","19","0","0","0","7","1","1","17.0","77","18","6","2","0","7","1","0","2","1","17","21032"
"Burch Smith","OAK","0","0","1.13","5","0","0","0","0","1","0","8.0","29","5","1","1","0","1","0","0","0","0","5","12784"
"Miguel Diaz","SDP","2","0","1.13","3","1","0","0","0","0","0","8.0","30","4","1","1","1","3","0","0","0","0","7","18815"
"Craig Kimbrel","CHC","0","2","1.15","16","0","0","0","7","0","2","15.2","61","7","4","2","1","7","0","0","1","0","25","6655"
"John Means","BAL","4","0","1.21","8","8","1","1","0","0","0","52.0","189","27","7","7","5","10","0","0","1","0","53","16269"
"Paul Fry","BAL","0","0","1.26","16","0","0","0","1","5","2","14.1","57","9","2","2","0","6","0","0","0","0","21","15832"
"Adam Plutko","BAL","1","0","1.27","15","0","0","0","0","5","1","21.1","82","13","3","3","1","9","0","0","0","0","14","15846"
"Lance Lynn","CHW","4","1","1.30","6","6","1","1","0","0","0","34.2","141","23","8","5","2","11","1","0","1","0","44","2520"
"Aaron Bummer","CHW","0","1","1.32","15","0","0","0","0","5","2","13.2","59","10","4","2","0","6","0","1","0","0","18","16258"
"Mitch White","LAD","0","0","1.35","5","0","0","0","0","0","2","6.2","34","9","8","1","1","4","0","0","1","0","3","19225"
"Gerrit Cole","NYY","5","1","1.37","8","8","0","0","0","0","0","52.2","191","33","9","8","3","3","0","1","2","0","78","13125"
"Victor Gonzalez","LAD","0","0","1.38","17","0","0","0","1","10","0","13.0","55","9","2","2","0","7","0","1","1","0","11","16408"
"Sean Reid-Foley","NYM","0","0","1.42","3","0","0","0","0","0","0","6.1","23","5","1","1","0","0","0","0","1","0","9","17034"
"Kris Bubic","KCR","0","0","1.42","4","0","0","0","0","0","0","12.2","50","8","2","2","0","7","0","0","0","0","10","21455"
"Jordan Sheffield","COL","0","0","1.46","12","0","0","0","0","0","0","12.1","46","6","2","2","1","4","0","1","2","0","10","19682"
"Carlos Rodon","CHW","5","1","1.47","6","6","1","1","0","0","0","36.2","145","20","7","6","2","12","0","3","1","0","49","16137"
"Ryan Pressly","HOU","2","0","1.50","16","0","0","0","7","0","0","18.0","69","15","4","3","0","3","1","0","1","0","20","7005"
"Dinelson Lamet","SDP","0","0","1.50","3","3","0","0","0","0","0","6.0","25","6","1","1","0","2","0","0","1","0","5","17186"
"Andrew Kittredge","TBR","3","0","1.50","13","2","0","0","2","2","0","18.0","69","11","3","3","1","5","1","1","0","0","15","12828"
"Luis Patino","TBR","1","1","1.54","4","2","0","0","0","0","0","11.2","43","6","3","2","2","2","0","1","0","0","13","22815"
"Corbin Burnes","MIL","2","3","1.57","6","6","0","0","0","0","0","34.1","128","21","7","6","1","1","0","3","0","0","58","19361"
"Daniel Hudson","WSN","2","0","1.59","12","0","0","0","0","5","0","11.1","42","4","2","2","2","4","0","0","0","0","13","7146"
"Kyle Crick","PIT","0","0","1.59","12","0","0","0","0","3","0","11.1","41","1","2","2","0","6","0","2","3","0","10","13182"
"Pete Fairbanks","TBR","1","0","1.59","6","0","0","0","0","4","0","5.2","26","6","1","1","0","3","0","0","1","0","7","17998"
"Casey Sadler","SEA","0","1","1.64","11","0","0","0","0","3","0","11.0","46","8","3","2","0","6","0","0","2","0","10","11209"
"Brandon Woodruff","MIL","2","1","1.64","8","8","0","0","0","0","0","49.1","184","24","9","9","3","12","0","2","2","0","61","16162"
"Kenley Jansen","LAD","0","1","1.65","15","0","0","0","7","0","2","16.1","65","4","5","3","1","14","3","0","2","0","19","3096"
"Hunter Strickland","TBR","0","0","1.69","13","0","0","0","0","1","0","16.0","66","14","4","3","1","6","0","0","1","0","16","7836"
"Joely Rodriguez","TEX","1","1","1.69","11","0","0","0","0","5","0","10.2","45","9","2","2","0","2","1","0","1","0","13","11487"
"Taylor Williams","SDP","0","0","1.69","5","0","0","0","0","1","0","5.1","23","3","1","1","0","3","0","2","0","0","6","14899"
"Michael Kopech","CHW","2","0","1.71","10","3","0","0","0","0","0","26.1","103","14","5","5","2","10","1","0","1","0","40","17282"
"Yimi Garcia","MIA","2","2","1.76","16","0","0","0","6","2","1","15.1","58","11","5","3","3","3","0","0","0","0","15","12095"
"Garrett Whitlock","BOS","0","1","1.77","10","0","0","0","1","5","0","20.1","79","17","5","4","2","3","0","1","2","0","21","20191"
"Julio Teheran","DET","1","0","1.80","1","1","0","0","0","0","0","5.0","20","4","1","1","1","3","0","0","0","0","3","6797"
"Alex Wood","SFG","4","0","1.80","5","5","0","0","0","0","0","30.0","112","17","6","6","2","8","0","1","0","0","29","13781"
"James Kaprielian","OAK","1","0","1.80","1","1","0","0","0","0","0","5.0","23","4","1","1","0","3","0","0","0","0","6","18331"
"John King","TEX","4","2","1.80","14","0","0","0","0","2","1","20.0","86","23","8","4","1","3","1","1","0","0","16","22051"
"Cal Quantrill","CLE","0","0","1.83","13","0","0","0","0","1","0","19.2","85","18","4","4","2","10","0","2","1","0","11","19312"
"John Gant","STL","2","3","1.83","7","7","0","0","0","0","0","34.1","155","29","10","7","1","27","1","2","0","0","29","13684"
"Trevor Rogers","MIA","5","2","1.84","8","8","0","0","0","0","0","44.0","175","30","10","9","2","17","0","2","1","1","57","22286"
"Dillon Maples","CHC","0","0","1.84","11","0","0","0","0","0","0","14.2","61","5","4","3","2","10","0","2","3","0","25","14672"
"Michael King","NYY","0","0","1.84","5","0","0","0","0","0","0","14.2","58","8","3","3","1","6","0","1","0","0","15","19853"
"Kevin Gausman","SFG","3","0","1.84","8","8","0","0","0","0","0","53.2","206","33","11","11","4","12","0","0","2","0","59","14107"
"Kodi Whitley","STL","0","0","1.86","9","0","0","0","0","1","0","9.2","38","4","2","2","1","5","0","0","1","1","8","19731"
"Craig Stammen","SDP","2","1","1.88","16","0","0","0","1","2","0","24.0","92","18","5","5","3","4","0","1","0","0","25","7274"
"Luke Jackson","ATL","1","1","1.88","16","0","0","0","0","3","1","14.1","60","11","3","3","2","8","1","0","1","1","12","11752"
"Matt Barnes","BOS","1","0","1.89","18","0","0","0","9","0","0","19.0","65","6","4","4","1","3","0","0","1","0","33","12863"
"Yusmeiro Petit","OAK","4","0","1.90","21","0","0","0","1","6","0","23.2","90","18","5","5","1","5","0","0","0","0","15","4020"
"Trevor May","NYM","2","1","1.93","15","0","0","0","1","2","1","14.0","56","13","5","3","0","2","1","0","2","0","19","6398"
"Bryan Shaw","CLE","1","0","1.93","15","0","0","0","1","4","0","14.0","54","4","3","3","1","8","0","0","1","0","15","8110"
"Danny Duffy","KCR","4","3","1.94","7","7","0","0","0","0","0","41.2","170","35","11","9","2","12","0","0","2","0","48","3542"
"Matthew Boyd","DET","2","3","1.94","7","7","0","0","0","0","0","41.2","162","30","10","9","1","9","0","4","3","0","29","15440"
"Drew Pomeranz","SDP","0","0","1.98","14","0","0","0","0","5","0","13.2","56","9","3","3","1","7","1","0","0","0","20","11426"
"Marcus Stroman","NYM","3","3","1.99","8","8","0","0","0","0","0","40.2","164","33","14","9","3","9","1","1","2","0","34","13431"
"Yu Darvish","SDP","3","1","2.08","8","8","0","0","0","0","0","47.2","189","31","12","11","5","13","0","5","3","0","59","13074"
"Paolo Espino","WSN","0","1","2.08","7","1","0","0","0","0","0","13.0","46","7","3","3","2","1","0","0","0","0","7","8246"
"Joel Payamps","TOR","0","1","2.08","13","0","0","0","0","0","0","17.1","68","16","4","4","3","3","0","1","0","0","10","14332"
"Max Scherzer","WSN","3","2","2.10","8","8","1","0","0","0","0","51.1","190","31","14","12","8","8","0","2","0","0","68","3137"
"Shohei Ohtani","LAA","1","0","2.10","5","5","0","0","0","0","0","25.2","110","11","8","6","2","20","0","2","3","0","40","19755"
"Anthony DeSclafani","SFG","3","1","2.14","8","8","1","1","0","0","0","46.1","179","30","11","11","4","11","0","0","2","0","41","13050"
"Austin Voth","WSN","0","0","2.16","12","0","0","0","0","0","0","16.2","65","11","4","4","1","8","2","1","0","0","18","15047"
"Wander Suero","WSN","0","0","2.16","10","0","0","0","0","0","0","8.1","32","5","2","2","1","3","0","0","2","0","8","15855"
"Blake Treinen","LAD","1","1","2.16","17","0","0","0","1","9","2","16.2","73","17","6","4","1","5","1","1","1","0","22","12572"
"Tejay Antone","CIN","1","0","2.18","12","0","0","0","1","3","2","20.2","77","6","5","5","2","9","0","3","1","0","29","16233"
"Taijuan Walker","NYM","3","1","2.20","7","7","0","0","0","0","0","41.0","163","24","12","10","1","18","0","1","1","0","39","11836"
"Trevor Bauer","LAD","4","2","2.20","9","9","1","0","0","0","0","57.1","217","29","15","14","8","14","0","3","2","0","77","12703"
"Tanner Scott","BAL","2","2","2.20","18","0","0","0","0","7","0","16.1","72","8","5","4","1","15","1","1","2","0","19","17586"
