Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SP,Shane Bieber (17570957),Shane Bieber,17570957,P,11200,CLE@SEA 05/15/2021 09:10PM ET,CLE,29.19
SP,Trevor Bauer (17570267),Trevor Bauer,17570267,P,11000,MIA@LAD 05/15/2021 09:10PM ET,LAD,25.92
RP,Corbin Burnes (17570958),Corbin Burnes,17570958,P,10900,ATL@MIL 05/15/2021 07:10PM ET,MIL,29.04
SP,Gerrit Cole (17570959),Gerrit Cole,17570959,P,10800,NYY@BAL 05/15/2021 07:05PM ET,NYY,32.04
SP,Max Scherzer (17570960),Max Scherzer,17570960,P,10700,WAS@ARI 05/15/2021 08:10PM ET,WAS,27.18
SP,Aaron Nola (17570268),Aaron Nola,17570268,P,10300,PHI@TOR 05/15/2021 07:37PM ET,PHI,20.13
SP,Clayton Kershaw (17570961),Clayton Kershaw,17570961,P,10200,MIA@LAD 05/15/2021 09:10PM ET,LAD,16.8
SP,Lance McCullers Jr. (17570962),Lance McCullers Jr.,17570962,P,10100,TEX@HOU 05/15/2021 07:10PM ET,HOU,20.19
SP,Carlos Rodon (17570269),Carlos Rodon,17570269,P,10000,KC@CWS 05/15/2021 07:10PM ET,CWS,32.91
SP,Walker Buehler (17570963),Walker Buehler,17570963,P,9900,MIA@LAD 05/15/2021 09:10PM ET,LAD,19.88
SP,Jack Flaherty (17570964),Jack Flaherty,17570964,P,9900,STL@SD 05/15/2021 08:40PM ET,STL,21.96
SP,Yu Darvish (17570965),Yu Darvish,17570965,P,9900,STL@SD 05/15/2021 08:40PM ET,SD,23.23
SP,Brandon Woodruff (17570966),Brandon Woodruff,17570966,P,9800,ATL@MIL 05/15/2021 07:10PM ET,MIL,25.02
SP,Zack Greinke (17570967),Zack Greinke,17570967,P,9800,TEX@HOU 05/15/2021 07:10PM ET,HOU,13.34
SP,Julio Urias (17570968),Julio Urias,17570968,P,9700,MIA@LAD 05/15/2021 09:10PM ET,LAD,21.44
SP,Freddy Peralta (17570969),Freddy Peralta,17570969,P,9600,ATL@MIL 05/15/2021 07:10PM ET,MIL,21.72
SP,Justin Verlander (17570970),Justin Verlander,17570970,P,9600,TEX@HOU 05/15/2021 07:10PM ET,HOU,0
RP,John Means (17570972),John Means,17570972,P,9500,NYY@BAL 05/15/2021 07:05PM ET,BAL,28.82
SP,Dustin May (17570971),Dustin May,17570971,P,9500,MIA@LAD 05/15/2021 09:10PM ET,LAD,19.59
RP,Trevor Rogers (17570973),Trevor Rogers,17570973,P,9500,MIA@LAD 05/15/2021 09:10PM ET,MIA,23.2
SP,Zac Gallen (17570975),Zac Gallen,17570975,P,9400,WAS@ARI 05/15/2021 08:10PM ET,ARI,18.92
