,team,Name,b_o,pj_vO
0,NYY,Domingo German,SP,15.36
1,HOU,Luis Garcia,SP,13.5
2,BAL,Jorge Lopez,SP,10.5
3,PHI,Aaron Nola,SP,18.68
4,TOR,Anthony Kay,SP,3.39
5,TEX,Dane Dunning,SP,11.74
6,HOU,Luis Garcia,SP,14.57
7,HOU,Luis Garcia,SP,12.48
8,WAS,Joe Ross,SP,12.26
9,KC,Mike Minor,SP,10.39
10,CWS,Dylan Cease,SP,18.65
11,ATL,Ian Anderson,SP,19.8
12,MIL,Brett Anderson,SP,8.67
13,CIN,Tyler Mahle,SP,18.05
14,COL,Jhoulys Chacin,SP,1.48
15,MIA,Jordan Holloway,SP,6.42
16,LAD,Trevor Bauer,SP,27.17
17,STL,Adam Wainwright,SP,16.1
18,SD,Chris Paddack,SP,10.33
