"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Hanser Alberto","KCR","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","11902"
"Xander Bogaerts","BOS","1","3","4","3","1","1","0","1","1","3","1","0","0","0","0","0","0","0","0","1.000","12161"
"Brad Miller","PHI","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","12775"
"Wilmer Difo","PIT","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","14320"
"Billy McKinney","MIL","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","15654"
"Danny Jansen","TOR","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1.000","16535"
"Aramis Garcia","OAK","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1.000","16925"
"Yermin Mercedes","CHW","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.000","17423"
"Garrett Hampson","COL","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1.000","19262"
"J.D. Martinez","BOS","1","4","4","3","3","0","0","0","1","1","0","0","1","0","0","0","0","0","0",".750","6184"
"Yonathan Daza","COL","1","4","5","3","2","1","0","0","2","0","1","0","0","0","0","0","0","0","0",".750","15794"
"Miguel Cabrera","DET","1","3","4","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".667","1744"
"Starlin Castro","WSN","1","3","4","2","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0",".667","4579"
"Asdrubal Cabrera","ARI","1","3","3","2","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0",".667","4962"
"Gary Sanchez","NYY","1","3","4","2","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0",".667","11442"
"Connor Joe","COL","1","3","5","2","1","1","0","0","1","3","2","0","0","0","0","0","0","0","0",".667","16572"
"Yandy Diaz","TBR","1","3","4","2","1","1","0","0","0","2","1","0","1","0","0","0","0","0","0",".667","16578"
"Steven Duggar","SFG","1","3","4","2","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0",".667","17719"
"Cavan Biggio","TOR","1","3","5","2","0","2","0","0","1","2","2","0","1","0","0","0","0","0","0",".667","19252"
"Nicky Lopez","KCR","1","3","4","2","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0",".667","19339"
"Nolan Arenado","STL","1","5","5","3","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".600","9777"
"Jesus Aguilar","MIA","1","5","5","3","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0",".600","11342"
"Austin Meadows","TBR","1","5","5","3","0","2","0","1","1","4","0","0","2","0","0","0","0","0","0",".600","15672"
"Josh Fuentes","COL","1","5","5","3","2","0","0","1","1","4","0","0","0","0","0","0","0","0","0",".600","16885"
"Andrew Benintendi","KCR","1","5","5","3","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".600","17901"
