"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Adam Wainwright","STL","1","0","0.00","1","1","0","0","0","0","0","8.1","31","3","0","0","0","3","0","0","0","1","5","2233"
"Kenley Jansen","LAD","0","0","0.00","1","0","0","0","0","0","0","1.0","5","1","0","0","0","1","1","0","0","0","2","3096"
"Tony Watson","LAA","0","0","0.00","1","0","0","0","0","1","0","1.0","3","1","0","0","0","0","0","0","0","0","0","3132"
"Ervin Santana","KCR","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","3200"
"Ryan Pressly","HOU","0","0","0.00","1","0","0","0","1","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","7005"
"Daniel Bard","COL","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","7115"
"Anthony Bass","MIA","0","1","0.00","1","0","0","0","0","0","0","1.0","5","1","1","0","0","1","1","0","0","0","2","7982"
"Brett Anderson","MIL","0","0","0.00","1","1","0","0","0","0","0","3.0","12","2","0","0","0","1","0","1","0","0","3","8223"
"Sergio Romo","OAK","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","3","9817"
"Tyler Matzek","ATL","0","0","0.00","1","0","0","0","0","0","0","1.0","3","1","0","0","0","0","0","0","0","0","1","10058"
"Brad Boxberger","MIL","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","2","10133"
"Aroldis Chapman","NYY","1","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","10233"
"A.J. Cole","TOR","0","0","0.00","1","0","0","0","0","0","0","2.0","6","0","0","0","0","0","0","0","0","0","1","11467"
"Luke Jackson","ATL","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","11752"
"Jason Adam","CHC","0","0","0.00","1","0","0","0","0","0","0","1.0","5","2","0","0","0","0","0","0","0","0","3","11861"
