,team,Name,b_o,pj_vO
0,CLE,Cesar Hernandez,1,7.99
1,CLE,Jordan Luplow,2,8.26
2,CLE,Jose Ramirez,3,11.36
3,CLE,Franmil Reyes,4,11.05
4,CLE,Eddie Rosario,5,8.29
5,CLE,Harold Ramirez,6,4.81
6,CLE,Josh Naylor,7,8.08
7,CLE,Amed Rosario,8,6.92
8,CLE,Austin Hedges,9,4.45
9,SEA,Jarred Kelenic,1,16.95
10,SEA,Mitch Haniger,2,11.33
11,SEA,Kyle Seager,3,9.05
12,SEA,Kyle Lewis,4,7.36
13,SEA,Jose Marmolejos,5,5.89
14,SEA,Dylan Moore,6,7.32
15,SEA,J.P. Crawford,7,5.45
16,SEA,Tom Murphy,8,5.3
17,MIA,Miguel Rojas,1,5.14
18,MIA,Jesus Aguilar,2,6.9
19,MIA,Corey Dickerson,3,3.58
20,MIA,Garrett Cooper,4,2.93
21,MIA,Isan Diaz,5,3.88
22,MIA,Brian Anderson,6,3.41
23,MIA,Sandy Leon,7,2.09
24,MIA,Magneuris Sierra,8,1.33
25,LAD,Mookie Betts,1,6.99
26,LAD,Sheldon Neuse,2,1.14
27,LAD,Justin Turner,3,6.0
28,LAD,Max Muncy,4,5.91
29,LAD,Will Smith,5,5.45
30,LAD,Chris Taylor,6,7.11
31,LAD,Matt Beaty,7,3.6
32,LAD,Gavin Lux,8,4.07
0,MIA,Jordan Holloway,SP,6.42
1,LAD,Trevor Bauer,SP,27.17
