,team,Name,b_o,pj_vO
0,CLE,Cesar Hernandez,1,7.51
1,CLE,Jordan Luplow,2,7.88
2,CLE,Jose Ramirez,3,10.85
3,CLE,Franmil Reyes,4,10.49
4,CLE,Eddie Rosario,5,7.81
5,CLE,Harold Ramirez,6,4.45
6,CLE,Josh Naylor,7,7.58
7,CLE,Amed Rosario,8,6.49
8,CLE,Austin Hedges,9,4.24
9,SEA,Jarred Kelenic,1,16.29
10,SEA,Mitch Haniger,2,10.93
11,SEA,Kyle Seager,3,8.73
12,SEA,Kyle Lewis,4,7.14
13,SEA,Jose Marmolejos,5,5.73
14,SEA,Dylan Moore,6,7.09
15,SEA,J.P. Crawford,7,5.16
16,SEA,Tom Murphy,8,5.14
17,MIA,Miguel Rojas,1,4.88
18,MIA,Jesus Aguilar,2,6.74
19,MIA,Corey Dickerson,3,3.39
20,MIA,Garrett Cooper,4,2.8
21,MIA,Isan Diaz,5,3.78
22,MIA,Brian Anderson,6,3.28
23,MIA,Sandy Leon,7,2.05
24,MIA,Magneuris Sierra,8,1.25
25,LAD,Mookie Betts,1,6.53
26,LAD,Sheldon Neuse,2,1.07
27,LAD,Justin Turner,3,5.53
28,LAD,Max Muncy,4,5.37
29,LAD,Will Smith,5,5.07
30,LAD,Chris Taylor,6,6.62
31,LAD,Matt Beaty,7,3.33
32,LAD,Gavin Lux,8,3.81
0,MIA,Jordan Holloway,SP,6.68
1,LAD,Trevor Bauer,SP,27.68
